gisco_id,name,registered,turnout,invalid,blank,PPD/PSD ,PS ,CDS-PP ,PCP-PEV ,P.H. ,B.E. ,PCTP/MRPP ,PPM ,MPT ,POUS ,PNR ,B.E.-UDP 
PT_050326,Vale Formoso,528,268,2,3,102,122,23,5,0,5,1,3,2,0,0,0
PT_050328,Vales Do Rio,763,539,9,7,163,283,41,22,1,5,5,0,2,0,1,0
PT_050327,Verdelhos,815,306,6,3,94,140,21,23,5,5,5,2,2,0,0,0
PT_050301,Vila Do Carvalho,1982,1171,18,1,177,759,64,103,0,17,21,4,2,0,5,0
PT_050401,Alcaide,697,458,5,1,143,242,21,23,1,9,7,3,1,0,2,0
PT_050402,Alcaria,1082,699,8,5,268,320,56,7,1,19,11,2,2,0,0,0
PT_050403,Alcongosta,591,423,3,5,155,210,23,8,2,12,3,0,2,0,0,0
PT_050404,Aldeia De Joanes,757,538,5,6,165,262,46,30,3,12,3,1,3,0,2,0
PT_050405,Aldeia Nova Do Cabo,671,431,5,3,107,250,20,17,0,13,8,0,6,0,2,0
PT_050406,Alpedrinha,1005,599,3,3,233,287,43,6,2,9,4,3,5,0,1,0
PT_050407,Atalaia Do Campo,682,439,4,1,164,229,19,2,2,9,3,2,0,0,4,0
PT_050408,Barroca,735,425,2,3,173,186,48,5,3,2,1,1,0,0,1,0
PT_050409,Bogas De Baixo,380,210,3,1,114,79,9,1,1,1,0,0,1,0,0,0
PT_050410,Bogas De Cima,651,301,1,3,185,82,20,4,1,4,1,0,0,0,0,0
PT_050411,Capinha,690,358,9,4,79,219,23,16,0,3,2,0,3,0,0,0
PT_050412,Castelejo,859,557,10,1,264,211,31,13,2,13,4,3,4,0,1,0
PT_050413,Castelo Novo,387,239,6,4,106,87,13,10,2,4,4,2,0,0,1,0
PT_050414,Donas,712,468,4,2,100,304,20,21,1,8,7,0,0,0,1,0
PT_050431,Enxames,597,345,5,2,89,185,24,17,1,5,9,2,0,0,6,0
PT_050415,Escarigo,359,197,4,1,75,103,6,2,1,1,2,1,1,0,0,0
PT_050416,Fatela,579,343,2,0,89,197,27,8,0,12,3,4,0,0,1,0
PT_050417,Fundão,6537,4203,29,34,1627,1882,300,188,3,87,25,13,14,0,1,0
PT_050418,Janeiro De Cima,417,255,0,0,118,106,16,4,0,8,1,1,1,0,0,0
PT_050419,Lavacolhos,297,187,2,3,48,105,13,9,0,6,1,0,0,0,0,0
PT_050430,Mata Da Rainha,308,163,7,2,73,65,6,1,1,3,2,0,2,0,1,0
PT_050420,Orca,885,516,4,1,217,235,31,8,5,6,2,1,4,0,2,0
PT_050421,Pêro Viseu,697,383,5,7,142,178,32,4,2,6,2,1,2,0,2,0
PT_050422,Póvoa De Atalaia,797,466,8,8,191,202,35,6,0,4,6,1,3,0,2,0
PT_050423,Salgueiro,788,434,6,2,150,215,38,13,3,2,3,0,2,0,0,0
PT_050424,Silvares,1139,631,6,9,260,303,19,16,4,9,4,0,0,0,1,0
PT_050425,Soalheira,1029,606,4,9,345,172,58,6,1,5,2,3,0,0,1,0
PT_050426,Souto Da Casa,998,574,7,2,225,277,30,14,3,13,2,1,0,0,0,0
PT_050427,Telhado,616,387,4,2,139,200,18,10,0,6,6,0,1,0,1,0
PT_050428,Vale De Prazeres,1628,751,12,5,244,379,67,20,6,8,2,2,1,0,5,0
PT_050429,Valverde,1145,738,11,3,188,472,25,11,1,11,9,2,2,0,3,0
PT_050501,Alcafozes,271,190,6,2,100,70,6,1,1,0,3,0,1,0,0,0
PT_050502,Aldeia De Santa Margarida,387,212,5,2,76,96,17,0,1,11,1,1,1,0,1,0
PT_050503,Idanha-a-Nova,1959,1365,23,7,462,766,63,22,4,9,2,2,3,0,2,0
PT_050504,Idanha-a-Velha,93,70,1,0,29,35,1,4,0,0,0,0,0,0,0,0
PT_050505,Ladoeiro,1485,834,17,5,292,437,46,10,2,10,6,2,5,0,2,0
PT_050506,Medelim,331,203,5,1,71,99,15,5,2,0,1,3,0,0,1,0
PT_050507,Monfortinho,664,432,7,1,235,152,30,3,1,0,0,1,0,0,2,0
PT_050508,Monsanto,1066,604,15,2,161,370,33,6,3,3,0,2,3,0,6,0
PT_050509,Oledo,475,307,1,3,119,126,30,10,3,3,8,3,1,0,0,0
PT_050510,Penha Garcia,992,666,18,9,252,321,43,5,3,4,4,3,3,0,1,0
PT_050511,Proença-a-Velha,315,201,10,3,100,68,12,2,1,1,0,2,2,0,0,0
PT_050512,Rosmaninhal,825,428,7,0,212,145,43,7,2,3,2,3,2,0,2,0
PT_050513,Salvaterra Do Extremo,285,177,0,2,57,83,9,16,0,3,7,0,0,0,0,0
PT_050514,São Miguel De Acha,721,448,9,3,207,172,26,17,0,4,4,0,1,0,5,0
PT_050515,Segura,254,154,1,1,57,80,7,0,0,1,4,1,2,0,0,0
PT_050516,Toulões,352,224,2,1,93,112,4,5,2,3,0,0,0,0,2,0
PT_050517,Zebreira,1044,658,21,2,208,375,32,14,0,0,5,1,0,0,0,0
PT_050601,Álvaro,370,217,2,0,184,16,7,2,0,2,4,0,0,0,0,0
PT_050602,Amieira,262,158,2,0,89,12,52,1,0,0,0,1,0,0,1,0
PT_050603,Cambas,513,248,1,0,165,64,10,2,1,1,3,0,0,0,1,0
PT_050604,Estreito,1199,795,16,6,532,155,77,0,1,1,1,1,3,0,2,0
PT_050605,Isna,325,288,1,0,221,34,28,1,0,0,0,2,1,0,0,0
PT_050606,Madeirã,247,154,1,2,105,36,9,0,0,1,0,0,0,0,0,0
PT_050607,Mosteiro,447,302,5,3,198,66,22,1,3,4,0,0,0,0,0,0
PT_050608,Oleiros,2239,1449,20,12,940,320,124,7,5,10,4,3,2,0,2,0
PT_050609,Orvalho,908,493,6,5,191,269,15,0,2,3,0,1,0,0,1,0
PT_050610,Sarnadas De São Simão,384,239,2,1,185,39,7,1,0,1,1,1,1,0,0,0
PT_050611,Sobral,285,172,1,2,133,28,5,2,0,0,1,0,0,0,0,0
PT_050612,Vilar Barroco,230,144,2,4,103,28,6,0,0,1,0,0,0,0,0,0
PT_050701,Águas,415,250,1,0,123,78,23,13,2,2,2,1,3,0,2,0
PT_050703,Aldeia De João Pires,271,183,0,0,84,62,23,3,1,4,3,3,0,0,0,0
PT_050702,Aldeia Do Bispo,713,403,8,2,153,157,52,13,3,8,6,0,1,0,0,0
PT_050704,Aranhas,471,255,6,1,93,119,23,3,1,1,1,2,2,0,3,0
PT_050705,Bemposta,197,115,0,1,47,55,5,1,0,2,0,1,2,0,1,0
PT_050706,Benquerença,721,329,5,2,94,183,30,3,2,2,2,2,1,0,3,0
PT_050707,Meimão,411,249,0,2,74,152,9,3,3,0,5,1,0,0,0,0
PT_050708,Meimoa,470,293,4,4,104,142,28,5,0,3,0,0,3,0,0,0
PT_050709,Pedrógão De São Pedro,667,291,8,2,143,84,44,1,2,1,2,1,2,0,1,0
PT_050710,Penamacor,1408,823,15,2,318,326,127,5,3,12,7,4,2,0,2,0
PT_050711,Salvador,699,308,6,2,115,135,35,6,2,2,0,2,1,0,2,0
PT_050712,Vale Da Senhora Da Póvoa,351,224,4,2,70,114,17,8,1,0,6,0,0,0,2,0
PT_050801,Alvito Da Beira,552,375,3,1,285,53,26,1,3,1,0,2,0,0,0,0
PT_050802,Montes Da Senhora,906,627,2,4,409,147,45,6,2,2,3,1,3,0,3,0
PT_050803,Peral,711,496,7,2,204,230,31,7,7,1,4,0,2,0,1,0
PT_050804,Proença-a-Nova,3893,2642,35,25,1546,702,259,17,6,23,6,5,9,0,9,0
PT_050805,São Pedro Do Esteval,681,462,7,4,267,133,41,2,2,3,1,1,0,0,1,0
PT_050806,Sobreira Formosa,2188,1383,27,11,802,403,87,9,6,12,6,5,10,0,5,0
PT_050901,Cabeçudo,976,603,6,2,256,291,33,5,0,2,4,3,0,0,1,0
PT_050902,Carvalhal,565,364,2,8,197,131,14,3,2,2,2,0,1,0,2,0
PT_050903,Castelo,1063,677,3,2,438,194,33,2,2,0,2,0,0,0,1,0
PT_050904,Cernache Do Bonjardim,2850,1777,22,19,1096,469,117,14,4,16,8,2,9,0,1,0
PT_050905,Cumeada,525,398,4,6,259,56,66,0,1,1,1,0,2,0,2,0
PT_050906,Ermida,419,230,0,1,171,13,41,1,0,1,1,1,0,0,0,0
PT_050907,Figueiredo,282,172,4,1,137,20,8,0,0,0,2,0,0,0,0,0
PT_050908,Marmeleiro,360,243,1,0,169,27,42,0,1,1,1,0,0,0,1,0
PT_050909,Nesperal,324,219,5,3,125,65,12,1,2,2,2,2,0,0,0,0
PT_050910,Palhais,432,298,10,1,173,93,11,4,1,2,1,0,1,0,1,0
PT_050911,Pedrógão Pequeno,969,625,10,8,333,201,50,6,3,3,7,2,1,0,1,0
PT_050912,Sertã,4638,3133,31,22,1715,1011,260,20,6,28,16,7,12,0,5,0
PT_050913,Troviscal,1138,686,18,5,399,191,55,4,0,1,5,1,4,0,3,0
PT_050914,Várzea Dos Cavaleiros,1172,661,6,5,474,88,80,1,4,0,1,0,1,0,1,0
PT_051001,Fundada,703,541,2,3,452,32,39,3,0,2,3,3,1,0,1,0
PT_051002,São João Do Peso,195,152,0,0,107,30,13,0,1,0,0,0,0,0,1,0
PT_051003,Vila De Rei,2417,1646,39,23,989,241,303,10,5,14,8,9,3,0,2,0
PT_051101,Fratel,785,571,11,7,176,345,13,9,2,2,2,1,3,0,0,0
PT_051102,Perais,620,433,5,1,180,205,22,11,2,1,3,0,2,0,1,0
PT_051103,Sarnadas De Ródão,685,481,4,4,189,238,20,19,2,0,1,2,2,0,0,0
PT_051104,Vila Velha De Ródão,1959,1394,11,6,395,839,49,66,5,10,9,0,4,0,0,0
PT_060101,Anceriz,181,135,4,1,60,57,5,5,0,1,1,0,0,1,0,0
PT_060102,Arganil,3222,2147,23,24,1048,804,144,36,5,44,4,8,3,1,3,0
PT_060103,Barril De Alva,350,229,5,4,109,80,14,9,2,1,2,2,1,0,0,0
PT_060104,Benfeita,525,316,5,2,171,117,9,6,1,1,1,1,1,0,1,0
PT_060105,Celavisa,280,201,6,7,83,87,7,4,0,1,0,4,1,1,0,0
PT_060106,Cepos,166,117,3,0,51,47,10,1,1,3,0,0,0,0,1,0
PT_060107,Cerdeira,316,222,3,2,123,86,6,1,0,0,1,0,0,0,0,0
PT_060108,Coja,1431,981,5,14,390,475,55,18,2,10,4,1,4,1,2,0
PT_060109,Folques,422,284,3,3,88,163,14,4,2,3,0,2,0,1,1,0
PT_060110,Moura Da Serra,186,112,2,1,57,39,5,2,1,1,3,0,0,0,1,0
PT_060111,Piódão,296,136,3,1,80,37,5,5,1,2,0,1,1,0,0,0
PT_060112,Pomares,557,321,4,0,170,116,14,9,0,3,4,1,0,0,0,0
PT_060113,Pombeiro Da Beira,1159,625,6,6,419,142,33,8,1,6,1,2,1,0,0,0
PT_060114,São Martinho Da Cortiça,1365,829,14,9,510,213,55,10,3,4,2,1,5,2,1,0
PT_060115,Sarzedo,622,435,6,9,282,89,32,0,0,3,8,3,1,1,1,0
PT_060116,Secarias,346,262,1,5,69,158,21,6,0,1,0,1,0,0,0,0
PT_060117,Teixeira,187,115,1,1,47,51,5,4,1,2,0,2,0,1,0,0
PT_060118,Vila Cova De Alva,501,347,5,2,141,161,19,7,2,4,1,2,0,3,0,0
PT_060201,Ançã,2174,1207,16,7,347,633,62,101,4,21,9,3,4,0,0,0
PT_060202,Bolho,899,546,10,3,300,185,33,4,2,4,0,2,1,1,1,0
PT_060203,Cadima,2783,1633,18,11,991,426,139,19,3,13,5,5,2,1,0,0
PT_060219,Camarneira,909,492,10,6,354,74,30,3,3,9,0,2,0,1,0,0
PT_060204,Cantanhede,5851,3676,27,57,1676,1364,307,98,4,113,5,15,8,1,1,0
PT_060205,Cordinhã,1020,621,5,5,329,222,35,8,0,11,2,0,2,1,1,0
PT_060216,Corticeiro De Cima,776,452,4,2,304,101,30,4,0,5,1,0,1,0,0,0
PT_060206,Covões,2183,1377,21,4,1056,155,113,10,1,11,0,4,1,0,1,0
PT_060207,Febres,3346,1967,19,17,1303,432,155,16,2,13,0,6,2,1,1,0
PT_060208,Murtede,1332,848,5,12,362,379,39,25,2,15,1,3,4,0,1,0
PT_060209,Ourentã,1249,749,8,7,386,236,76,14,1,12,1,5,2,1,0,0
PT_060210,Outil,823,581,5,19,229,247,41,22,1,12,1,3,1,0,0,0
PT_060211,Pocariça,1037,650,7,9,291,296,23,6,0,13,3,0,1,0,1,0
PT_060212,Portunhos,1012,555,1,6,200,274,45,12,1,10,0,1,3,2,0,0
PT_060218,Sanguinheira,1719,1064,13,3,619,266,125,18,3,8,2,2,1,2,2,0
PT_060215,São Caetano,1012,685,4,3,435,154,64,4,2,15,2,2,0,0,0,0
PT_060213,Sepins,1143,658,11,9,342,220,46,12,2,10,2,4,0,0,0,0
PT_060214,Tocha,3500,2149,21,16,1064,634,339,31,3,29,2,4,6,0,0,0
PT_060217,Vilamar,735,475,8,4,287,129,39,1,1,2,1,1,1,0,1,0
PT_060301,Almalaguês,3004,1867,11,20,668,871,116,120,5,39,10,3,4,0,0,0
PT_060303,Ameal,1339,870,9,4,179,463,46,134,3,18,8,4,1,0,1,0
PT_060304,Antanhol,1849,1164,6,10,401,524,89,76,0,40,4,7,4,2,1,0
PT_060305,Antuzede,2042,1015,6,12,262,543,58,105,3,16,7,2,1,0,0,0
PT_060306,Arzila,841,592,3,10,125,341,17,77,1,10,4,0,2,2,0,0
PT_060307,Assafarge,1802,1262,11,10,387,607,96,91,2,40,9,4,3,1,1,0
PT_060308,Botão,1468,900,4,12,240,535,38,43,2,11,7,5,2,1,0,0
PT_060309,Brasfemes,1648,1067,10,18,261,572,72,88,2,28,9,4,1,2,0,0
PT_060302,Coimbra (Almedina),1485,886,2,9,367,311,49,104,3,31,4,2,1,3,0,0
PT_060319,Coimbra (São Bartolomeu),1163,684,5,13,253,297,28,62,0,21,2,2,0,1,0,0
PT_060325,Coimbra (Sé Nova),7373,5075,21,79,2295,1632,459,291,6,243,7,18,18,1,5,0
PT_060317,Coimbra (Santa Cruz),7222,4334,31,51,1614,1837,250,341,3,162,21,9,8,5,2,0
PT_060310,Castelo Viegas,1314,852,5,7,257,390,55,107,1,17,6,5,2,0,0,0
PT_060311,Ceira,3849,2180,14,23,734,1036,118,148,7,68,16,5,3,4,4,0
PT_060312,Cernache,3145,2082,20,25,578,1046,147,184,3,44,19,8,8,0,0,0
PT_060313,Eiras,9569,5766,37,63,1880,2531,410,522,6,251,26,14,12,4,10,0
PT_060314,Lamarosa,1795,884,9,10,378,307,88,57,2,21,6,2,2,1,1,0
PT_060315,Ribeira De Frades,1751,1185,5,5,296,707,50,93,1,18,3,4,3,0,0,0
PT_060316,Santa Clara,8291,5303,30,48,1974,2269,320,389,7,210,18,13,15,5,5,0
PT_060318,Santo António Dos Olivais,31990,21954,113,326,8754,8576,1439,1428,17,1091,90,50,58,1,11,0
PT_060320,São João Do Campo,1974,1033,15,6,224,518,76,165,0,11,10,2,3,2,1,0
PT_060321,São Martinho De Árvore,804,508,5,7,174,232,31,34,0,16,5,0,2,0,2,0
PT_060322,São Martinho Do Bispo,11723,7587,63,114,2439,3698,374,535,17,242,51,17,29,2,6,0
PT_060323,São Paulo De Frades,4161,2651,26,33,783,1247,198,229,7,92,23,7,5,0,1,0
PT_060324,São Silvestre,2495,1419,26,11,362,744,85,128,3,29,15,8,3,2,3,0
PT_060326,Souselas,2911,1742,18,12,668,686,90,213,0,32,14,4,2,1,2,0
PT_060327,Taveiro,1645,1070,10,5,314,546,56,74,5,36,7,1,8,4,4,0
PT_060328,Torre De Vilela,889,584,6,5,190,278,27,59,0,11,6,1,1,0,0,0
PT_060329,Torres Do Mondego,2274,1413,17,18,384,744,54,152,0,24,9,6,2,2,1,0
PT_060330,Trouxemil,2570,1414,13,3,390,737,85,131,5,35,9,3,1,2,0,0
PT_060331,Vil De Matos,628,382,5,3,136,190,22,16,3,3,0,1,3,0,0,0
PT_060401,Anobra,984,572,3,7,113,345,33,56,0,8,2,2,2,1,0,0
PT_060402,Belide,269,195,5,1,60,111,7,7,0,3,0,0,1,0,0,0
PT_060403,Bem Da Fé,97,77,1,0,14,41,0,16,0,4,0,0,1,0,0,0
PT_060404,Condeixa-a-Nova,2368,1551,6,14,540,698,81,129,1,55,9,4,13,0,1,0
PT_060405,Condeixa-a-Velha,2101,1356,12,14,512,605,90,60,2,37,9,5,9,0,1,0
PT_060406,Ega,2394,1502,20,16,612,677,86,39,4,30,2,9,4,1,2,0
PT_060407,Furadouro,229,115,2,1,57,41,4,4,0,1,3,1,0,1,0,0
PT_060408,Sebal,1501,1013,13,11,283,506,69,99,0,17,5,4,5,1,0,0
PT_060409,Vila Seca,849,572,4,3,221,251,33,26,1,23,2,3,2,1,2,0
PT_060410,Zambujal,423,254,6,3,109,102,21,3,2,1,1,2,4,0,0,0
PT_060501,Alhadas,3511,2058,22,18,582,1062,143,155,5,46,8,11,3,0,3,0
PT_060502,Alqueidão,1800,999,10,22,395,422,83,29,6,19,3,4,4,2,0,0
PT_060515,Bom Sucesso,2043,978,16,10,466,344,88,33,2,8,1,5,2,2,1,0
PT_060517,Borda Do Campo,915,594,15,13,285,204,28,20,7,10,4,2,2,0,4,0
PT_060503,Brenha,774,502,5,13,185,203,49,18,3,18,3,1,1,1,2,0
PT_060504,Buarcos,7010,3977,35,59,1454,1740,280,203,8,147,24,13,11,2,1,0
PT_060505,Ferreira-a-Nova,1455,814,5,3,366,330,76,12,1,6,6,5,3,0,1,0
PT_060506,Lavos,3537,1933,25,15,795,776,159,85,5,44,14,8,3,1,3,0
PT_060507,Maiorca,2662,1417,19,10,362,762,106,96,6,25,9,10,4,7,1,0
PT_060508,Marinha Das Ondas,2627,1448,21,22,587,658,87,32,4,21,3,6,2,4,1,0
PT_060518,Moinhos Da Gândara,1289,729,5,8,353,273,41,16,2,19,3,2,3,3,1,0
PT_060509,Paião,2126,1326,21,24,680,433,77,31,1,35,5,10,5,3,1,0
PT_060510,Quiaios,2808,1529,14,28,530,749,102,54,1,31,6,7,4,0,3,0
PT_060516,Santana,1092,719,3,7,331,304,42,11,1,13,4,3,0,0,0,0
PT_060511,São Julião Da Figueira Da Foz,10846,6549,20,121,2871,2362,438,401,12,261,25,18,14,3,3,0
PT_060514,São Pedro,2252,1160,4,11,390,531,86,74,6,30,12,6,8,0,2,0
PT_060512,Tavarede,6045,3724,39,57,1373,1447,328,255,8,160,17,15,15,4,6,0
PT_060513,Vila Verde,2759,1625,13,20,340,780,122,283,0,41,11,5,7,2,1,0
PT_060601,Alvares,1005,598,7,12,335,197,27,10,2,2,1,2,1,0,2,0
PT_060602,Cadafaz,316,203,0,3,106,78,5,6,1,3,0,0,0,1,0,0
PT_060603,Colmeal,249,146,1,0,57,81,4,1,0,1,0,0,1,0,0,0
PT_060604,Góis,1961,1302,14,21,489,651,68,27,3,14,5,2,6,2,0,0
PT_060605,Vila Nova Do Ceira,931,618,5,6,288,265,26,10,0,12,2,2,2,0,0,0
PT_060701,Casal De Ermio,306,210,1,4,74,85,28,8,0,7,3,0,0,0,0,0
PT_060702,Foz De Arouce,997,604,1,8,287,235,46,16,2,6,2,1,0,0,0,0
PT_060706,Gândaras,1176,741,12,14,223,425,38,18,3,5,2,0,1,0,0,0
PT_060703,Lousã,7175,4722,41,90,1484,2460,270,153,4,171,17,13,14,2,3,0
PT_060704,Serpins,1437,992,5,17,416,428,90,13,0,14,1,7,1,0,0,0
PT_060705,Vilarinho,1690,1036,11,13,427,439,85,26,4,20,5,2,2,1,1,0
PT_060803,Carapelhos,770,457,2,2,335,67,41,3,0,5,0,1,0,1,0,0
PT_060801,Mira,6934,4344,54,47,2220,1455,386,60,11,76,12,9,9,4,1,0
PT_060804,Praia De Mira,2846,1565,14,10,468,893,109,25,2,28,4,4,5,0,3,0
PT_060802,Seixo,1253,808,8,11,578,133,57,5,2,9,2,2,1,0,0,0
PT_060901,Lamas,840,519,4,8,189,270,19,10,4,8,2,2,1,1,1,0
PT_060902,Miranda Do Corvo,5326,3450,25,40,1240,1680,172,175,9,67,13,13,8,5,3,0
PT_060903,Rio Vide,842,543,6,4,234,242,25,11,1,7,4,4,3,1,1,0
PT_060904,Semide,2420,1443,15,14,599,646,76,45,5,26,5,5,6,0,1,0
PT_060905,Vila Nova,1080,708,5,5,300,325,40,12,1,6,4,4,2,1,3,0
PT_061001,Abrunheira,774,434,3,5,121,220,24,43,6,4,5,0,3,0,0,0
PT_061002,Arazede,5070,2763,24,32,1339,953,246,86,8,30,11,18,10,4,2,0
PT_061003,Carapinheira,2581,1389,8,15,478,581,149,107,4,26,7,5,6,1,2,0
PT_061014,Ereira,650,461,8,2,84,297,23,36,0,5,2,4,0,0,0,0
PT_061004,Gatões,547,335,3,1,132,153,30,7,0,6,2,1,0,0,0,0
PT_061005,Liceia,1148,606,7,3,217,268,53,27,3,4,10,8,4,1,1,0
PT_061006,Meãs Do Campo,1343,792,8,2,316,394,36,24,2,1,2,2,4,0,1,0
PT_061007,Montemor-o-Velho,2337,1384,10,22,472,602,91,112,6,42,12,6,5,2,2,0
PT_061008,Pereira,2020,1229,17,9,275,722,55,93,5,27,8,11,3,2,2,0
PT_061009,Santo Varão,1246,885,9,7,210,501,29,90,3,28,6,1,1,0,0,0
PT_061010,Seixo De Gatões,1458,714,8,3,312,269,67,23,4,11,3,6,6,0,2,0
PT_061011,Tentúgal,1686,981,12,8,367,448,90,20,3,14,0,8,3,3,5,0
PT_061012,Verride,590,403,3,1,118,199,38,30,1,6,3,3,1,0,0,0
PT_061013,Vila Nova Da Barca,339,210,4,0,61,121,14,3,1,4,0,0,1,1,0,0
PT_061101,Aldeia Das Dez,579,355,3,5,198,79,51,7,2,5,1,2,0,1,1,0
PT_061102,Alvoco Das Várzeas,416,263,3,2,60,177,11,5,0,1,0,3,1,0,0,0
PT_061103,Avô,586,406,7,4,231,130,18,1,7,4,1,2,1,0,0,0
PT_061104,Bobadela,641,406,3,7,188,153,42,3,1,7,0,1,0,0,1,0
PT_061105,Ervedal,1023,621,5,11,228,306,44,10,2,7,3,3,2,0,0,0
PT_061106,Lagares Da Beira,1329,759,8,5,341,346,42,5,1,4,1,3,3,0,0,0
PT_061107,Lagos Da Beira,749,538,5,12,272,216,23,4,0,4,1,0,0,0,1,0
PT_061108,Lajeosa,503,354,7,7,138,181,13,7,0,0,0,1,0,0,0,0
PT_061109,Lourosa,581,366,5,4,232,95,17,7,0,2,0,0,0,2,2,0
PT_061110,Meruge,683,392,3,7,161,144,30,37,2,1,4,1,1,0,1,0
PT_061111,Nogueira Do Cravo,1908,1229,13,4,733,337,106,13,3,7,2,8,1,1,1,0
PT_061112,Oliveira Do Hospital,3309,2212,15,30,1150,703,227,24,5,30,9,7,8,2,2,0
PT_061113,Penalva De Alva,1034,656,8,3,338,260,26,8,4,6,0,0,2,1,0,0
PT_061114,Santa Ovaia,552,377,1,3,234,93,31,4,2,5,1,3,0,0,0,0
PT_061115,São Gião,668,387,9,8,236,89,31,2,2,3,1,1,1,4,0,0
PT_061116,São Paio De Gramaços,795,552,2,4,290,184,44,7,4,10,1,1,4,1,0,0
PT_061117,São Sebastião Da Feira,233,152,1,3,98,37,10,0,0,0,1,1,0,0,1,0
PT_061118,Seixo Da Beira,1680,792,9,2,534,177,45,11,5,2,1,3,0,1,2,0
PT_061119,Travanca De Lagos,1131,665,10,6,301,266,67,4,4,2,0,2,1,2,0,0
PT_061121,Vila Franca Da Beira,524,303,2,2,150,68,33,33,1,4,5,5,0,0,0,0
PT_061120,Vila Pouca Da Beira,312,194,5,5,112,50,16,4,0,1,0,0,1,0,0,0
PT_061201,Cabril,338,215,2,3,134,58,7,1,4,2,1,0,1,1,1,0
PT_061202,Dornelas Do Zêzere,676,416,9,1,183,190,16,9,1,2,2,2,1,0,0,0
PT_061203,Fajão,313,194,1,1,155,28,3,0,0,5,0,1,0,0,0,0
PT_061204,Janeiro De Baixo,855,457,4,2,251,157,35,3,2,0,0,1,2,0,0,0
PT_061205,Machio,188,112,1,0,61,48,1,1,0,0,0,0,0,0,0,0
PT_061206,Pampilhosa Da Serra,1311,833,11,7,448,319,26,4,4,7,3,3,0,1,0,0
PT_061207,Pessegueiro,221,136,4,0,92,33,1,1,2,1,0,0,0,2,0,0
PT_061208,Portela Do Fojo,465,288,10,4,177,75,7,5,4,3,0,2,1,0,0,0
PT_061209,Unhais-o-Velho,698,414,4,2,266,99,26,9,4,4,0,0,0,0,0,0
PT_061210,Vidual,154,106,4,4,53,37,7,0,0,0,0,1,0,0,0,0
PT_061301,Carvalho,849,447,4,2,292,122,16,2,0,4,1,1,1,1,1,0
PT_061302,Figueira De Lorvão,2277,1473,11,5,702,623,78,30,4,7,5,4,2,1,1,0
PT_061303,Friúmes,680,459,2,2,231,168,37,8,1,8,1,0,1,0,0,0
PT_061304,Lorvão,3494,2122,25,13,855,886,108,181,3,32,11,2,3,3,0,0
PT_061305,Oliveira Do Mondego,662,367,4,5,156,116,24,51,1,3,2,3,1,0,1,0
PT_061306,Paradela,242,177,1,1,109,50,7,2,0,4,2,1,0,0,0,0
PT_061307,Penacova,3161,1923,16,9,874,817,92,69,2,20,10,5,8,1,0,0
PT_061308,São Paio De Mondego,276,198,1,4,125,39,25,2,0,0,1,1,0,0,0,0
PT_061309,São Pedro De Alva,1651,1024,10,10,581,321,71,8,3,11,3,4,2,0,0,0
PT_061310,Sazes Do Lorvão,731,475,6,6,244,175,25,6,0,8,2,1,1,0,1,0
PT_061311,Travanca Do Mondego,414,233,0,2,121,82,12,10,0,3,0,3,0,0,0,0
PT_061401,Cumeeira,1116,778,9,12,468,235,30,4,2,5,0,3,3,2,5,0
PT_061402,Espinhal,881,535,5,7,276,202,24,7,6,4,0,3,0,0,1,0
PT_061406,Penela (São Miguel),1478,904,12,12,526,259,57,16,9,5,3,3,2,0,0,0
PT_061405,Penela (Santa Eufémia),1382,870,6,14,465,283,56,16,3,12,2,4,2,5,2,0
PT_061403,Podentes,487,312,7,5,146,108,19,18,0,4,3,2,0,0,0,0
PT_061404,Rabaçal,338,225,1,5,106,92,9,8,0,1,3,0,0,0,0,0
PT_061501,Alfarelos,1266,847,7,11,218,452,21,95,2,27,2,2,5,4,1,0
PT_061502,Brunhós,183,119,1,0,53,48,7,5,0,4,0,1,0,0,0,0
PT_061503,Degracias,500,345,2,2,207,85,31,5,1,3,1,3,1,4,0,0
PT_061504,Figueiró Do Campo,1435,927,10,7,223,473,83,88,5,21,9,5,1,1,1,0
PT_061505,Gesteira,1028,678,5,10,244,330,39,22,3,17,2,3,2,0,1,0
PT_061506,Granja Do Ulmeiro,1477,1049,8,20,281,546,53,97,2,27,7,3,3,1,1,0
PT_061507,Pombalinho,1023,583,11,4,350,162,30,8,3,1,2,8,1,0,3,0
PT_061508,Samuel,1263,773,12,4,254,403,39,24,3,17,3,5,2,5,2,0
PT_061509,Soure,7403,4510,68,64,1632,2133,316,157,15,60,7,25,19,7,7,0
PT_061510,Tapéus,396,274,5,2,156,79,23,1,0,1,1,1,4,0,1,0
PT_061511,Vila Nova De Anços,1144,765,16,8,216,421,35,45,2,14,2,1,2,2,1,0
PT_061512,Vinha Da Rainha,1416,800,12,5,361,314,65,23,3,5,1,6,5,0,0,0
PT_061601,Ázere,660,428,7,6,206,163,12,22,3,4,2,1,1,1,0,0
PT_061602,Candosa,746,495,5,2,232,217,19,8,0,6,2,2,2,0,0,0
PT_061603,Carapinha,374,239,3,1,148,44,40,1,0,0,0,2,0,0,0,0
PT_061604,Covas,973,548,11,5,282,178,40,17,0,3,3,2,3,3,1,0
PT_061605,Covelo,247,164,3,1,132,17,6,0,0,1,2,2,0,0,0,0
PT_061606,Espariz,618,438,7,0,227,164,31,1,3,3,0,1,0,0,1,0
