gisco_id,name,registered,turnout,invalid,blank,ΠA.ΣO.K,K.K.E.,ΣYN,ΛΑ.Ο.Σ.,Γυν.Ευρ.,Οικ.Πρασ.,Εν.Κεντρ.,Βεργής,Ελλ.Μετ.,ΜΕΡ.Α.,Δ.Π.Ε.,Αντ.Συμμ.,Πατ.Συμ.,M-Λ KKE,ΔΗΣΟΚ,ΑΣΚΕ,Οραμα,Ευρ.Συμπ,ΟΑΚΚΕ,Ουρ.Τόξο,Οικ.Εναλ.,Χριστ.,N.Δ.
EL_300202,Αγράφων,2139,870,10,0,341,17,10,20,1,3,1,2,1,1,1,1,1,1,2,4,0,0,0,0,0,0,0
EL_300203,Απεραντίων,3405,1493,22,0,549,53,33,26,8,3,5,7,1,2,1,4,0,5,1,10,0,0,1,3,0,0,0
EL_300204,Ασπροποτάμου (Στερεας Ελλαδας),2403,1201,16,0,417,22,22,26,5,4,4,12,2,3,6,2,4,6,1,6,1,0,2,1,0,0,0
EL_300201,Βίνιανης,1759,967,20,0,339,44,24,24,4,3,1,3,5,0,1,1,1,3,1,0,2,0,0,0,0,0,0
EL_300102,Δομνίστας,2091,658,20,0,227,46,20,20,3,1,4,4,1,0,2,1,1,0,1,2,0,0,2,1,0,0,0
EL_300101,Καρπενησίου,9396,5283,140,0,2068,261,138,173,30,34,23,24,9,14,7,3,6,14,12,12,3,0,4,2,0,0,0
EL_300103,Κτημενίων,1731,870,14,0,275,30,17,40,7,11,6,12,5,0,3,1,1,0,3,0,1,0,0,1,0,0,0
EL_300104,Ποταμιάς (Στερεας Ελλαδας),6287,4224,43,0,1470,331,70,108,14,18,9,11,10,5,4,4,2,10,10,6,2,0,2,3,0,1,0
EL_300105,Προυσού,2376,682,17,0,201,30,13,19,3,2,3,0,0,2,2,1,1,0,0,1,0,0,0,1,0,0,0
EL_300106,Φουρνά,2033,1075,17,0,352,63,30,29,8,4,3,8,3,0,0,2,2,1,1,1,1,0,2,1,0,0,0
EL_300205,Φραγκίστας,3065,1648,20,0,663,68,26,39,7,2,4,7,2,1,9,1,3,1,0,2,3,0,1,2,0,0,0
EL_330102,Αλυκών,7622,3231,81,0,1158,411,77,58,19,16,7,10,5,2,11,3,5,12,5,3,6,6,3,2,0,0,0
EL_330103,Αρκαδίων,5423,2893,72,0,942,374,101,41,16,13,0,11,4,1,1,9,3,12,5,5,2,0,0,0,0,0,0
EL_330104,Αρτεμισίων,6448,3242,102,0,1116,597,87,37,26,15,2,8,2,2,1,7,0,15,4,3,1,2,4,0,0,0,0
EL_330105,Ελατίων,3437,1640,65,0,517,264,58,30,3,3,4,7,1,1,3,2,1,13,3,1,4,2,4,3,0,0,0
EL_330101,Ζακυνθίων,14926,8458,219,0,3167,866,295,152,59,65,17,50,11,9,9,19,6,28,17,11,11,0,3,5,1,0,0
EL_330106,Λαγανά,5952,3437,67,0,0,364,91,26,15,12,7,18,2,3,4,11,3,18,8,7,5,2,3,1,0,0,1340
EL_390302,Αλιφείρας,3306,1549,20,0,0,64,40,25,10,1,2,3,2,6,3,1,2,1,4,4,1,0,0,2,0,0,647
EL_390601,Αμαλιάδος,28972,16736,392,0,0,1027,621,327,84,73,43,69,14,58,29,28,21,38,40,30,13,7,8,9,0,0,6573
EL_390202,Ανδραβίδας,4058,2588,68,0,1001,111,69,46,15,11,8,16,5,4,5,4,3,9,8,3,5,0,3,2,0,0,0
EL_390303,Ανδριτσαίνης,2622,1292,20,0,417,76,46,63,6,4,8,3,1,2,4,3,2,2,2,7,2,1,1,1,0,0,0
EL_390401,Αρχαίας Ολυμπίας,12271,7072,185,0,2672,382,245,110,35,20,20,24,15,13,10,8,14,25,14,16,6,6,2,4,0,0,0
EL_390702,Βαρθολομιού,5286,3199,52,0,1249,177,95,71,12,9,13,17,4,4,5,7,12,4,6,7,2,1,1,1,0,4,0
EL_390203,Βουπρασίας,9555,5559,127,0,0,224,123,68,26,23,16,36,11,13,10,2,4,18,11,25,7,2,4,7,0,0,2201
EL_390102,Βώλακος,3570,2288,58,0,645,122,64,45,10,10,9,7,2,4,4,4,3,6,1,6,2,2,3,0,0,0,0
EL_390701,Γαστούνης,8044,4800,135,0,0,220,116,97,32,16,15,22,5,4,14,8,12,5,3,12,5,2,4,1,0,0,1974
EL_390501,Ζαχάρως,10865,6174,103,0,2145,418,184,179,28,16,12,25,12,6,14,8,14,9,10,13,6,1,5,5,0,0,0
EL_390103,Ιαρδάνου,4649,2928,69,0,0,246,63,94,16,8,6,13,2,12,7,3,4,6,3,1,4,0,3,1,0,0,1166
EL_390204,Κάστρου - Κυλλήνης,3533,2342,58,0,889,125,52,46,12,8,9,18,2,5,2,4,6,6,5,1,1,0,0,2,0,0,0
EL_390402,Λαμπείας,1754,933,15,0,375,59,29,16,2,1,3,4,3,0,0,1,3,3,4,3,1,2,0,0,0,0,0
EL_390403,Λασιώνος,2408,1395,26,0,0,65,46,22,8,6,6,8,4,2,6,2,1,7,6,9,0,3,2,1,0,0,426
EL_390201,Λεχαινών,5683,3339,93,0,1354,182,101,62,16,19,9,14,2,6,11,5,3,8,11,6,4,0,1,2,2,0,0
EL_390602,Πηνείας,6578,3759,90,0,0,154,80,51,13,9,6,22,4,6,3,2,4,7,5,8,7,3,4,3,0,0,1104
EL_390101,Πύργου,36678,20220,566,0,7402,1470,674,464,112,77,60,105,18,49,50,32,27,79,38,40,16,12,9,9,0,0,0
EL_390301,Σκιλλούντος,12260,6858,172,0,2264,386,315,113,30,17,14,28,12,17,16,12,10,21,9,12,5,3,8,2,0,0,0
EL_390703,Τραγανού,3400,1937,40,0,790,41,42,48,6,3,2,6,4,1,8,0,1,6,5,4,2,0,1,7,0,0,0
EL_390502,Φιγαλείας,2700,1443,19,0,390,40,35,33,6,1,3,6,3,4,3,4,4,4,0,3,1,1,1,1,0,0,0
EL_390404,Φολόης,4436,2643,51,0,1037,117,106,38,17,9,8,8,3,4,5,1,1,3,7,3,1,3,2,1,0,0,0
EL_390104,Ωλένης,8561,5153,94,0,2001,314,166,102,17,9,10,25,10,12,4,8,19,27,17,11,2,3,9,3,0,0,0
EL_080201,Αλεξάνδρειας,16747,12877,338,0,4632,680,352,756,68,72,72,70,22,20,142,16,41,46,35,28,13,1,10,12,1,0,0
EL_080302,Ανθεμίων,8138,6311,118,0,2203,459,82,324,30,19,39,18,15,8,221,3,7,14,17,9,7,1,4,85,1,0,0
EL_080202,Αντιγονιδών,6066,4750,100,0,1727,224,75,219,21,23,28,27,5,6,60,6,3,11,11,10,5,1,3,6,0,0,0
EL_080102,Αποστόλου Παύλου,9778,6821,175,0,2245,467,152,492,34,39,39,32,13,6,84,9,7,24,16,21,13,2,4,4,0,0,0
EL_080103,Βεργίνας,3535,2468,63,0,0,278,54,155,15,6,11,9,4,2,62,7,3,12,7,3,0,0,2,4,0,0,837
EL_080101,Βέροιας,37675,26210,688,0,8031,2664,980,1665,205,170,172,156,42,42,461,53,29,99,61,56,23,5,26,20,0,0,0
EL_080104,Δοβρά,6291,4806,115,0,1544,447,110,299,29,17,34,26,5,3,144,8,6,26,12,10,3,1,2,8,0,0,0
EL_080303,Ειρηνούπολης,4559,3461,50,0,1131,158,62,165,14,10,18,24,7,5,134,4,2,16,7,6,2,2,4,45,0,0,0
EL_080105,Μακεδονίδος,3544,2678,92,0,0,185,98,119,13,9,10,13,5,7,20,8,4,7,7,10,6,0,1,1,1,0,1001
EL_080203,Μελίκης,8822,6367,146,0,1896,221,124,348,21,27,29,22,9,7,101,12,5,19,12,22,6,0,7,5,0,0,0
EL_080301,Νάουσας,20941,15165,384,0,4195,2421,624,905,151,108,124,72,16,31,177,31,19,96,44,39,17,2,21,21,0,0,0
EL_080204,Πλατέος,12588,8831,236,0,2947,531,162,562,30,41,41,37,13,12,79,7,11,9,18,26,15,1,6,8,1,0,0
EL_710602,Αρκαλοχωρίου,11486,8067,155,0,0,261,178,55,27,20,17,22,2,6,16,6,1,9,21,15,9,2,0,0,0,0,2696
EL_710202,Αρχανών,4611,3304,60,0,0,392,122,9,15,12,9,7,0,4,11,1,1,8,13,5,1,0,1,1,0,0,893
EL_710203,Αστερουσιών,6945,5003,74,0,0,144,95,30,9,20,2,6,2,2,12,4,0,14,19,7,1,1,2,0,0,0,1771
EL_710300,Βιάννου,7432,4689,71,0,0,325,194,22,14,6,2,18,3,7,14,6,1,14,17,7,2,1,2,2,0,0,1439
EL_710501,Γαζίου,8969,6681,158,0,0,333,173,94,31,21,14,17,3,8,12,1,3,9,22,9,14,2,3,2,0,0,2348
EL_710102,Γοργολαΐνη,3352,2379,53,0,0,100,39,18,3,4,0,4,0,1,3,1,0,2,7,4,2,0,2,2,0,0,839
EL_710401,Γόρτυνας,6048,4023,66,0,0,100,93,40,13,3,2,7,1,5,23,8,1,5,39,2,4,3,3,0,0,0,1247
EL_710801,Γουβών,4893,3681,64,0,0,109,80,40,7,8,7,17,1,2,15,1,2,5,16,1,1,2,2,0,0,0,1460
EL_710802,Επισκοπής,2680,1912,39,0,0,75,40,16,3,6,4,7,0,2,7,2,1,4,11,3,1,0,0,1,0,0,696
EL_710702,Ζαρού,3267,2196,35,0,0,29,20,20,2,5,4,1,2,0,4,0,3,2,11,2,0,0,0,0,0,0,763
EL_710603,Θραψανού,2300,1908,44,0,0,43,48,12,12,3,3,3,0,3,1,1,0,0,2,1,0,0,1,1,0,0,703
EL_710601,Καστελλίου,6843,4389,78,0,0,100,100,40,17,8,5,10,1,3,18,6,3,4,13,10,4,0,2,3,0,0,1460
EL_710403,Κόφινα,5288,3667,112,0,0,133,70,36,5,9,3,10,1,0,16,7,2,9,15,2,2,1,2,1,1,0,1257
EL_710502,Κρουσώνα,3756,2652,34,0,0,41,49,14,10,6,1,3,2,5,8,2,2,2,10,3,2,1,0,2,0,0,1115
EL_710803,Μαλίων,4380,3242,73,0,0,64,56,41,7,11,14,11,2,0,4,4,1,4,27,8,2,0,3,3,0,0,1062
EL_710701,Μοιρών,9962,6815,105,0,0,241,120,40,12,18,8,20,3,6,10,4,1,9,14,9,5,0,2,4,0,0,1932
EL_710103,Νέας Αλικαρνασσού,8840,6614,188,0,0,666,179,118,33,30,17,48,9,5,19,8,3,26,40,7,4,2,8,3,0,1,2041
EL_710201,Νίκου Καζαντζάκη,7512,5625,101,0,0,306,119,27,14,10,1,9,0,6,12,2,1,14,16,2,3,1,2,1,0,0,1873
EL_710104,Πάλιανης,2208,1562,33,0,0,34,36,12,5,5,1,4,1,0,3,3,0,3,5,7,2,0,0,1,0,0,425
EL_710404,Ρούβα,3054,1846,35,0,0,120,40,9,6,4,1,4,1,9,4,1,2,3,8,2,0,0,0,2,0,0,572
EL_710105,Τεμένους,3298,2186,30,0,0,226,38,18,9,4,3,5,0,0,5,1,0,10,5,3,2,0,2,1,0,0,695
EL_710503,Τυλίσου,4287,2924,55,0,0,175,82,17,5,7,4,3,2,0,10,0,0,2,11,5,2,0,0,1,1,0,973
EL_710703,Τυμπακίου,9135,6292,63,0,0,178,103,55,20,15,10,27,3,2,12,5,4,9,28,10,4,3,3,0,0,0,2217
EL_710804,Χερσονήσου,5358,4002,76,0,0,142,139,77,17,14,5,14,4,2,18,8,1,6,13,4,3,0,4,0,0,0,1421
EL_200202,Αχέροντα,3209,1727,27,0,705,119,37,25,6,2,4,1,0,2,6,0,1,16,3,4,1,1,1,0,0,0,0
EL_200101,Ηγουμενίτσης,12511,7684,190,0,2810,458,329,265,58,53,29,52,9,20,20,16,5,47,20,17,4,7,7,7,0,0,0
EL_200102,Μαργαριτίου,4908,2154,35,0,825,80,71,36,6,8,21,6,2,4,1,5,0,7,4,1,0,0,2,1,0,0,0
EL_200201,Παραμυθιάς,12657,6202,114,0,2366,475,203,123,34,19,12,22,6,16,26,17,3,44,10,12,5,4,2,5,0,0,0
EL_200103,Παραποτάμου,2246,1226,20,0,466,62,31,29,6,4,7,5,1,0,0,2,5,6,0,4,2,1,1,3,0,0,0
EL_200302,Σαγιάδας,2491,1448,25,0,0,152,42,28,11,4,4,8,2,6,3,5,2,17,7,6,1,4,2,1,0,0,546
EL_200105,Συβότων,3618,2177,34,0,801,101,58,54,7,4,9,12,4,6,5,5,4,5,4,3,3,1,0,0,0,0,0
EL_200301,Φιλιατών,12847,5377,88,0,1928,332,183,122,29,18,12,25,3,9,10,8,2,31,11,8,5,4,9,1,0,0,0
EL_200104,Πέρδικας,2209,1143,10,0,381,107,29,14,4,7,2,5,0,4,0,1,0,4,3,3,0,0,2,1,0,0,0
EL_200203,Σουλίου,1244,714,8,0,225,42,22,13,2,1,2,2,1,1,1,0,0,7,1,3,0,0,1,0,0,0,0
EL_180102,Ανατολής,4704,3666,77,0,1314,211,117,94,32,17,22,14,3,8,20,5,3,22,8,14,2,4,5,3,0,0,0
EL_180402,Ανατολικού Ζαγορίου,3451,1928,36,0,648,55,45,45,12,4,2,9,4,2,3,21,1,3,2,5,2,0,2,1,0,0,0
EL_180802,Άνω Καλαμά,3974,2123,48,0,725,288,102,24,20,8,8,8,6,13,11,5,6,13,5,10,2,0,6,2,0,0,0
EL_180803,Άνω Πωγωνίου,4327,1567,24,0,489,127,70,55,12,7,6,5,1,4,9,5,9,5,4,5,0,0,0,0,0,0,0
EL_180804,Δελβινακίου,6029,1913,45,0,669,182,51,49,11,11,9,10,7,9,7,2,8,8,5,4,0,0,2,1,0,0,0
EL_180302,Δωδώνης,3803,2004,43,0,654,123,47,60,9,4,8,16,3,8,9,4,3,14,10,6,7,0,3,2,0,0,0
EL_180502,Εκάλης (Ηπειρου),2280,1588,39,0,608,138,56,24,8,4,5,8,2,7,3,3,3,8,2,6,0,1,2,0,0,0,0
EL_180503,Ευρυμενών (Ηπειρου),3257,1945,46,0,715,268,79,47,5,5,1,6,1,2,4,3,1,10,4,3,0,1,0,0,0,0,0
EL_180504,Ζίτσας,2933,1840,34,0,0,453,76,29,8,11,5,7,1,55,11,6,0,15,3,7,1,0,3,2,0,0,524
EL_180101,Ιωαννιτών,37620,26099,799,0,8139,2502,1572,778,301,242,114,193,33,149,163,75,31,122,49,37,30,25,28,17,0,0,0
EL_180801,Καλπακίου,3099,1701,29,0,572,199,70,35,5,13,9,8,3,7,7,1,1,10,5,2,3,0,2,2,0,0,0
EL_180204,Κατσανοχωρίων,3604,2255,45,0,0,174,87,27,9,9,9,11,3,8,5,7,2,8,10,7,3,2,4,0,0,0,860
EL_180401,Κεντρικού Ζαγορίου,2958,1637,32,0,535,146,68,36,14,13,6,14,1,6,9,7,3,3,3,1,1,0,2,2,0,0,0
EL_180601,Κόνιτσας,9114,4474,76,0,1412,359,179,87,19,11,19,23,7,6,19,14,2,10,16,13,4,5,5,1,0,0,0
EL_180303,Λάκκας Σουλίου,4862,2421,36,0,700,77,49,56,11,7,5,7,3,2,6,7,1,3,4,4,3,0,1,3,0,0,0
EL_180604,Μαστοροχωρίων,4294,1623,40,0,546,280,95,33,13,9,3,3,2,3,4,14,3,11,4,0,1,0,1,2,0,0,0
EL_180701,Μετσόβου,4851,3406,108,0,799,243,88,193,18,6,18,20,8,12,3,7,3,17,5,3,5,3,1,2,0,0,0
EL_180505,Μολοσσών,4977,2365,46,0,862,256,92,34,13,10,8,11,4,5,14,5,1,44,3,3,7,0,2,4,2,0,0
EL_180103,Μπιζανίου,4414,3165,63,0,1182,317,177,54,23,16,5,27,4,9,7,11,2,15,4,5,5,0,1,1,0,0,0
EL_180105,Παμβώτιδος,10957,7774,263,0,2919,539,269,158,46,47,26,65,10,30,33,17,8,48,18,16,12,12,11,4,0,0,0
EL_180501,Πασαρώνος,8377,6006,119,0,2068,1078,276,97,36,25,24,40,8,16,17,17,7,40,11,21,7,5,6,2,0,0,0
EL_180201,Πραμάντων,2880,1462,16,0,0,179,59,9,1,4,5,9,2,7,10,1,2,9,2,5,2,0,1,0,0,0,526
EL_180304,Σελλών,4292,2107,45,0,713,124,49,50,12,11,5,14,3,2,6,6,4,5,6,3,3,0,0,2,0,0,0
EL_180207,Τζουμέρκων,2859,1976,52,0,0,122,79,25,12,8,4,16,3,7,18,5,2,18,6,11,4,0,1,2,0,0,697
EL_180405,Τύμφης,2503,1529,27,0,473,76,40,23,4,11,4,6,2,4,14,6,0,5,2,2,1,0,1,1,0,0,0
EL_180602,Αετομηλίτσης,189,58,0,0,8,4,4,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0
EL_180202,Βαθυπέδου,324,154,7,0,0,16,4,2,0,1,0,3,0,0,0,0,0,2,1,1,0,0,0,0,0,0,43
EL_180403,Βοβούσης,354,206,2,0,59,9,8,2,0,3,1,0,0,3,1,0,0,2,1,0,1,0,0,0,0,0,0
EL_180603,Διστράτου,672,364,2,0,97,49,6,9,0,0,8,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
EL_180203,Καλαριτών,1048,265,4,0,85,43,4,0,2,0,0,2,0,0,1,0,0,4,1,0,1,0,1,0,0,0,0
EL_180805,Λάβδανης,219,85,0,0,27,14,1,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
EL_180205,Ματσουκίου,561,284,4,0,97,18,11,8,3,2,2,2,1,0,3,0,0,0,2,0,0,0,0,0,0,0,0
EL_180703,Μηλέας,915,574,16,0,180,61,20,6,0,3,5,4,0,13,5,0,0,7,1,1,0,0,0,0,0,0,0
EL_180104,Νήσου Ιωαννίνων,637,449,13,0,0,41,18,9,2,5,4,3,2,1,2,2,0,3,0,0,0,0,0,0,0,0,170
EL_180404,Παπίγκου,345,185,5,0,54,6,10,7,0,0,3,1,1,2,1,0,1,1,0,0,1,0,1,0,0,0,0
EL_180806,Πωγωνιανής,654,339,5,0,125,12,27,9,2,3,0,0,0,2,2,1,0,1,3,0,0,0,0,0,0,0,0
EL_180206,Σιράκου,1099,573,7,0,0,25,32,6,3,3,0,3,0,0,0,3,1,2,1,1,0,0,0,0,0,0,215
EL_180605,Φούρκας,359,108,1,0,15,1,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EL_050301,Ελευθερούπολης,11278,7593,227,0,2639,359,205,214,41,45,43,31,11,3,84,16,10,17,21,15,8,4,4,8,0,0,0
EL_050302,Ελευθερών,6864,5431,115,0,1989,205,133,135,27,27,26,23,13,4,51,5,3,12,15,8,7,6,8,3,0,0,0
EL_040100,Θάσου,14455,10114,234,0,2838,1815,553,206,45,45,34,46,18,14,43,17,8,57,12,17,9,15,5,7,0,1,0
EL_050101,Καβάλας,52152,35190,1196,0,11296,3372,1581,1399,267,270,230,182,135,53,313,58,56,134,74,56,34,23,32,16,3,0,0
EL_050202,Κεραμωτής,6320,4566,98,0,1473,131,88,131,16,13,14,23,4,7,23,3,4,7,7,11,6,3,7,1,0,0,0
EL_050203,Ορεινού,4630,2145,33,0,858,93,35,66,7,6,17,9,3,2,119,1,6,2,6,5,1,3,1,1,0,0,0
EL_050303,Ορφανού,5724,4216,106,0,1322,230,72,137,19,24,21,18,6,3,72,3,7,8,7,12,6,8,2,2,0,0,0
EL_050304,Παγγαίου,6680,4250,87,0,1090,140,76,211,10,10,12,16,8,2,36,9,2,8,7,7,3,5,3,2,0,0,0
EL_050305,Πιερέων,6373,4284,99,0,1663,152,79,124,15,14,19,11,6,0,44,8,3,13,9,10,4,5,2,3,1,0,0
EL_050102,Φιλίππων,15508,9531,283,0,3313,380,154,284,36,35,57,37,25,11,145,22,14,27,29,30,9,13,12,6,0,0,0
EL_050201,Χρυσούπολης,16963,11549,305,0,4142,410,244,353,63,47,48,49,18,14,90,13,8,27,26,30,5,12,8,8,0,0,0
EL_230201,Αργιθέας,3410,1345,23,0,406,45,25,24,8,5,2,5,1,0,3,4,8,3,3,1,1,0,0,0,0,0,0
EL_230602,Άρνης,3958,2720,50,0,944,233,55,68,8,5,13,7,5,3,1,4,6,11,2,20,3,0,6,2,0,0,0
EL_230203,Αχελώου,1812,758,4,0,249,37,19,26,4,2,2,1,2,0,1,1,0,3,1,1,0,0,0,0,0,0,0
EL_230402,Ιθώμης (Θεσσαλιας),3956,2090,52,0,625,126,64,74,12,6,7,13,7,8,16,8,2,9,4,2,1,0,0,0,0,0,0
EL_230102,Ιτάμου,6208,4113,104,0,1278,803,114,105,9,11,16,16,6,10,13,12,7,23,2,11,4,3,8,3,0,0,0
EL_230103,Καλλιφώνου,4332,2847,70,0,1036,249,82,66,7,6,10,7,9,3,2,9,1,8,8,9,3,5,4,0,0,0,0
EL_230104,Κάμπου,6125,4428,77,0,1484,326,113,130,12,12,14,14,13,3,11,5,5,26,8,8,3,3,3,3,0,0,0
EL_230101,Καρδίτσας,30118,20405,593,0,6371,2578,758,583,148,116,119,114,124,44,69,31,26,99,36,53,28,11,21,11,0,0,0
EL_230603,Μενελαΐδας,3449,2326,54,0,744,240,47,40,10,4,7,6,29,4,5,8,2,14,3,6,2,0,4,2,0,0,0
EL_230105,Μητρόπολης,5253,3858,122,0,1284,605,67,77,11,13,17,15,10,0,2,9,4,21,6,6,4,1,4,3,0,0,0
EL_230401,Μουζακίου,12956,7807,100,0,2339,339,145,247,36,19,22,17,27,9,10,5,5,19,17,15,7,1,3,5,0,0,0
EL_230302,Νεβρόπολης Αγράφων,4364,2672,45,0,979,195,63,58,7,5,13,6,17,3,6,4,4,11,3,3,1,2,2,1,0,0,0
EL_230501,Παλαμά,10016,6867,115,0,2228,644,164,166,29,10,21,26,29,4,10,8,4,19,14,15,9,1,5,4,0,0,0
EL_230403,Παμίσου,6302,3963,75,0,1097,297,60,95,11,10,8,60,34,7,8,2,9,8,10,8,5,3,10,3,0,0,0
EL_230301,Πλαστήρα,4305,2565,51,0,869,382,91,50,15,6,10,5,5,2,6,3,1,4,2,10,4,2,2,2,0,0,0
EL_230502,Σελλάνων,6115,4077,66,0,1450,217,64,82,6,10,7,5,12,2,10,27,0,7,6,11,1,1,1,2,0,0,0
EL_230601,Σοφάδων,12895,9081,160,0,3148,634,196,216,24,22,45,43,29,10,16,10,22,24,12,24,6,4,9,3,0,0,0
EL_230605,Ταμασίου,5227,3076,40,0,945,410,69,91,12,6,11,3,19,15,8,2,7,12,4,4,2,2,2,18,0,0,0
EL_230503,Φύλλου,4462,3232,42,0,1023,319,40,50,12,4,7,5,2,3,5,3,5,12,4,6,2,4,4,0,0,0,0
EL_230202,Ανατολικής Αργιθέας,3377,975,12,0,397,42,26,16,4,5,1,5,3,2,1,1,1,2,3,4,1,0,0,1,0,0,0
EL_160102,Αγίας Τριάδος,6307,4097,98,0,1278,208,67,131,15,19,9,17,8,4,95,3,34,7,8,5,7,1,0,13,0,0,0
EL_160302,Ακριτών,1916,1047,18,0,123,22,8,31,4,5,0,3,0,1,57,1,5,1,0,1,0,0,1,0,0,0,0
EL_140301,Νεάπολης (Δυτικης Μακεδονιας),5251,3115,58,0,689,83,42,121,10,8,8,9,14,0,183,5,9,8,3,2,1,0,1,7,0,0,0
EL_160104,Βιτσίου,2487,1222,25,0,442,45,35,31,9,4,5,6,2,1,33,1,0,1,2,3,0,0,1,10,0,0,0
EL_160202,Ίωνος Δραγούμη,4433,2892,82,0,765,144,61,124,12,11,8,10,3,5,22,5,10,8,1,0,1,1,4,9,0,0,0
EL_160101,Καστοριάς,13975,8930,254,0,2087,377,314,349,75,49,42,50,24,12,169,10,51,19,10,16,5,5,2,21,0,0,0
EL_160106,Κλεισούρας,712,440,18,0,162,10,4,13,3,3,1,4,0,3,10,0,1,1,1,3,1,0,1,3,0,0,0
EL_160107,Κορεστίων,2554,794,27,0,271,60,9,18,6,7,6,1,1,0,18,5,1,1,2,3,1,0,1,11,0,0,0
EL_160108,Μακέδνων,2993,2123,98,0,688,116,64,62,13,7,4,10,6,2,47,3,14,7,2,3,2,0,1,2,0,0,0
EL_160301,Νεστορίου,4910,1775,39,0,616,106,65,50,13,9,6,1,2,2,11,2,7,14,7,5,1,0,0,8,0,0,0
EL_160201,Άργους Ορεστίκού,10038,6298,158,0,1867,361,184,187,35,27,26,20,11,2,80,14,13,18,5,4,6,1,2,6,0,0,0
EL_160303,Αρρένων,1706,747,14,0,216,31,10,15,2,2,1,3,0,1,4,0,1,0,0,2,0,1,1,1,0,0,0
EL_160304,Γράμου,192,134,0,0,23,13,2,0,1,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
EL_160105,Καστρακίου,1335,629,8,0,158,9,22,10,1,1,0,2,0,0,8,1,0,1,1,2,0,0,0,1,0,0,0
EL_320102,Αχιλλείων,11635,6165,167,0,1908,678,277,127,49,38,46,37,9,21,52,8,9,30,15,12,6,3,8,7,0,0,0
EL_320203,Εσπερίων,8502,4723,143,0,1584,634,214,64,28,20,31,27,5,10,55,8,1,41,5,8,0,6,3,3,0,0,0
EL_320201,Θιναλίου,5891,3427,99,0,0,507,196,65,24,13,19,16,2,4,20,11,3,13,10,6,3,1,7,3,0,0,1185
EL_320204,Κασσωπαίων,2544,1612,30,0,565,154,80,13,18,8,10,11,4,0,9,0,3,10,3,5,2,1,1,0,0,0,0
EL_320101,Κερκυραίων,31421,17384,470,0,5496,1969,889,470,214,161,135,79,32,43,123,27,23,84,30,40,23,14,30,9,0,0,0
EL_320302,Κορισσίων,6817,3730,106,0,0,407,136,65,21,22,15,16,14,7,30,2,5,21,11,6,2,2,4,4,0,1,1412
EL_320301,Λευκιμμαίων,7370,4505,102,0,1431,759,324,59,48,22,18,25,13,16,21,11,3,27,5,10,3,3,1,2,0,0,0
EL_320303,Μελιτειέων,6582,4219,169,0,1321,673,208,60,52,21,20,15,7,13,21,11,3,36,9,6,2,5,5,5,0,0,0
EL_320106,Παλαιοκαστριτών,4892,2726,76,0,839,303,139,43,18,14,13,18,7,3,22,2,2,12,1,5,3,3,1,3,0,0,0
EL_320400,Παξών,2679,1536,37,0,499,224,119,30,10,12,10,11,0,2,2,2,2,7,3,9,1,3,1,2,0,0,0
EL_320107,Παρελίων,7210,4173,102,0,1316,544,169,72,36,34,19,26,7,10,22,10,4,16,7,17,3,1,9,3,0,0,0
EL_320108,Φαιάκων,5742,3652,95,0,0,420,172,76,42,24,30,18,3,7,21,1,5,18,7,15,3,1,5,4,0,0,1323
EL_320103,Ερεικούσσης,680,194,2,0,42,0,1,1,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
EL_320104,Μαθρακίου,563,156,3,0,56,5,2,0,0,1,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0
EL_320105,Οθωνών,641,204,2,0,69,8,4,1,1,0,4,0,1,0,4,0,0,0,2,0,0,1,0,0,0,0,0
EL_350101,Αργοστολίου,15060,6172,253,0,1702,947,252,217,51,48,44,50,6,19,22,7,11,37,9,11,3,0,14,4,0,0,0
EL_350102,Ελειού - Πρόνων,6459,2550,84,0,753,306,93,70,21,12,10,11,3,5,10,1,2,16,7,6,8,0,0,4,0,0,0
EL_350302,Ερίσου,3216,1007,16,0,319,176,31,14,9,7,7,6,2,8,5,1,1,10,4,3,0,0,1,0,0,0,0
EL_340100,Ιθάκης,5523,2192,61,0,698,418,119,31,18,7,18,21,8,17,4,8,1,9,3,9,2,0,5,0,0,0,0
EL_350103,Λειβαθούς,6467,2834,83,0,926,328,117,75,30,14,11,20,5,12,7,8,3,17,5,5,5,0,7,5,0,0,0
EL_350200,Παλικής,10712,4675,129,0,1399,998,175,115,41,17,36,38,10,10,9,8,6,50,15,15,5,0,12,3,0,0,0
EL_350303,Πυλαρέων,2616,1045,24,0,342,134,26,20,9,10,5,6,2,1,0,3,2,5,1,1,0,0,0,0,0,0,0
EL_350301,Σάμης,5325,1817,66,0,594,317,74,33,22,9,9,18,5,5,0,4,3,20,5,7,4,0,3,2,0,0,0
EL_350104,Ομαλών,1352,672,31,0,176,89,18,19,5,0,1,4,0,5,1,1,0,7,2,2,1,0,1,1,0,0,0
