gisco_id,name,registered,turnout,invalid,blank,Arbeiderpartiet,Sosialistisk Venstreparti,Rødt,Senterpartiet,Kristelig Folkeparti,Venstre,Høyre,Fremskrittspartiet,AML,Demokratene i Norge,Kristent Samlingsparti,Kystpartiet,Miljøpartiet De Grønne,Pensjonistpartiet,ES,Det Liberale Folkepartiet,Norges Kommunistiske Parti,NRA,SAMT,Samfunnspartiet,VIGRID,NPAT,SALL,TPF
NO_1845,Sørfold,1557,1187,0,0,616,63,10,111,22,14,97,247,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,1
NO_1848,Steigen,2036,1449,0,0,437,108,48,247,65,92,104,321,0,0,6,13,6,0,0,0,0,0,0,2,0,0,0,0
NO_1849,Hamarøy - Hábmer,1370,986,0,0,350,79,10,141,11,50,111,217,0,0,1,9,5,0,0,0,2,0,0,0,0,0,0,0
NO_1850,Divtasvuodna - Tysfjord,1589,1173,0,0,448,69,6,91,97,30,92,330,0,0,3,4,3,0,0,0,0,0,0,0,0,0,0,0
NO_1851,Lødingen,1759,1278,0,0,413,114,11,103,20,55,224,311,0,1,1,24,0,0,0,0,0,0,0,1,0,0,0,0
NO_1852,Tjeldsund,1071,812,0,0,285,29,1,58,26,18,128,257,0,0,1,8,0,0,0,0,1,0,0,0,0,0,0,0
NO_1853,Evenes - Evenášši,1047,785,0,0,250,51,3,95,35,12,108,222,0,0,2,4,2,0,0,0,1,0,0,0,0,0,0,0
NO_1854,Ballangen,2019,1413,0,0,452,74,6,170,95,16,161,419,0,4,4,2,1,0,0,0,1,0,0,2,0,0,0,6
NO_1856,Røst,450,329,0,0,138,27,4,28,9,18,34,55,0,0,1,14,1,0,0,0,0,0,0,0,0,0,0,0
NO_1857,Værøy,517,374,0,0,137,19,0,28,37,2,39,92,0,0,1,14,5,0,0,0,0,0,0,0,0,0,0,0
NO_1859,Flakstad,1051,712,0,0,203,68,4,151,37,10,43,144,0,0,3,30,19,0,0,0,0,0,0,0,0,0,0,0
NO_1860,Vestvågøy,7867,5403,0,0,1572,450,43,613,546,92,580,1346,0,1,18,107,31,0,0,0,0,0,0,2,0,0,0,2
NO_1865,Vågan,6713,4689,0,0,1621,510,139,321,123,94,620,1164,0,1,3,79,7,0,0,0,3,0,0,0,0,0,0,4
NO_1866,Hadsel,6011,4261,0,0,1670,351,35,325,113,94,513,1087,0,6,9,38,15,0,0,0,1,0,0,2,0,0,0,2
NO_1867,Bø (Nordland),2189,1582,0,0,478,90,9,209,65,46,174,472,0,3,5,25,4,0,0,0,0,0,0,0,0,0,0,2
NO_1868,Øksnes,3301,2286,0,0,760,161,13,198,149,28,286,627,0,2,4,56,2,0,0,0,0,0,0,0,0,0,0,0
NO_1870,Sortland - Suortá,7286,5156,0,0,1676,431,86,416,146,109,761,1444,0,5,9,49,17,0,0,0,4,0,0,1,0,0,0,2
NO_1871,Andøy,3854,2787,0,0,1004,160,15,296,76,83,450,639,0,2,6,45,11,0,0,0,0,0,0,0,0,0,0,0
NO_1874,Moskenes,846,533,0,0,223,41,2,58,23,13,32,115,0,0,4,19,3,0,0,0,0,0,0,0,0,0,0,0
NO_1901,Harstad,17518,12622,0,0,4838,769,130,623,314,249,1912,3658,0,6,13,73,30,0,0,0,7,0,0,0,0,0,0,0
NO_1902,Tromsø,48166,35749,0,0,13066,3644,881,1882,1232,1180,5213,8122,0,30,56,278,141,0,0,0,24,0,0,0,0,0,0,0
NO_1911,Kvæfjord,2233,1588,0,0,509,142,26,201,40,58,152,434,0,0,0,17,7,0,0,0,2,0,0,0,0,0,0,0
NO_1913,Skånland,2266,1647,0,0,660,93,12,105,46,37,233,448,0,0,0,10,2,0,0,0,1,0,0,0,0,0,0,0
NO_1915,Bjarkøy,380,291,0,0,91,19,5,59,14,2,27,65,0,0,1,6,2,0,0,0,0,0,0,0,0,0,0,0
NO_1917,Ibestad,1149,827,0,0,323,29,2,80,33,18,114,218,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0
NO_1919,Gratangen,877,672,0,0,278,42,2,95,26,8,58,151,0,0,3,6,2,0,0,0,1,0,0,0,0,0,0,0
NO_1920,Loabák - Lavangen,789,602,0,0,261,13,0,104,33,3,62,121,0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0
NO_1922,Bardu,2925,2217,0,0,863,89,8,373,33,53,279,501,0,1,4,5,7,0,0,0,1,0,0,0,0,0,0,0
NO_1923,Salangen,1652,1227,0,0,447,79,11,277,41,11,99,252,0,1,2,4,2,0,0,0,1,0,0,0,0,0,0,0
NO_1924,Målselv,4971,3488,0,0,1286,180,14,523,59,163,404,836,0,1,2,12,6,0,0,0,2,0,0,0,0,0,0,0
NO_1925,Sørreisa,2497,1823,0,0,691,70,10,282,60,25,191,479,0,3,2,9,1,0,0,0,0,0,0,0,0,0,0,0
NO_1926,Dyrøy,958,684,0,0,242,32,4,130,37,5,47,177,0,0,3,6,0,0,0,0,1,0,0,0,0,0,0,0
NO_1927,Tranøy,1183,931,0,0,357,61,6,126,30,34,76,227,0,0,1,6,1,0,0,0,6,0,0,0,0,0,0,0
NO_1928,Torsken,729,563,0,0,250,12,0,75,25,2,52,120,0,0,1,25,0,0,0,0,1,0,0,0,0,0,0,0
NO_1929,Berg,731,550,0,0,215,29,4,55,16,12,68,139,0,0,0,10,1,0,0,0,1,0,0,0,0,0,0,0
NO_1931,Lenvik,8248,5726,0,0,1869,232,29,499,305,135,725,1846,0,3,10,57,7,0,0,0,9,0,0,0,0,0,0,0
NO_1933,Balsfjord,4232,3074,0,0,1083,141,21,520,104,36,255,860,0,1,14,32,5,0,0,0,2,0,0,0,0,0,0,0
NO_1936,Karlsøy,1836,1242,0,0,468,92,8,142,34,20,65,356,0,1,0,51,4,0,0,0,1,0,0,0,0,0,0,0
NO_1938,Lyngen,2393,1719,0,0,640,73,13,179,114,18,209,437,0,0,3,23,8,0,0,0,2,0,0,0,0,0,0,0
NO_1939,Storfjord - Omasvuotna - Omasvuono,1393,980,0,0,399,63,7,113,36,13,80,252,0,1,1,11,1,0,0,0,3,0,0,0,0,0,0,0
NO_1940,Gáivuotna Kåfjord,1738,1262,0,0,519,63,21,146,108,12,66,265,0,0,11,33,15,0,0,0,3,0,0,0,0,0,0,0
NO_1941,Skjervøy,2146,1472,0,0,431,100,9,126,113,16,128,388,0,0,9,150,2,0,0,0,0,0,0,0,0,0,0,0
NO_1942,Nordreisa,3628,2538,0,0,915,178,12,247,144,35,272,680,0,0,11,36,7,0,0,0,1,0,0,0,0,0,0,0
NO_1943,Kvænangen,1032,722,0,0,241,30,7,53,45,5,59,192,0,1,1,85,3,0,0,0,0,0,0,0,0,0,0,0
NO_2002,Vardø,1657,1172,0,0,578,79,10,20,14,18,95,264,0,0,0,92,2,0,0,0,0,0,0,0,0,0,0,0
NO_2003,Vadsø,4278,3184,0,0,1527,354,24,88,85,64,459,513,0,4,13,48,5,0,0,0,0,0,0,0,0,0,0,0
NO_2004,Hammerfest,6861,4776,0,0,2398,308,48,138,91,46,558,1025,0,3,9,142,10,0,0,0,0,0,0,0,0,0,0,0
NO_2011,Guovdageaidnu Kautokeino,2211,1421,0,0,600,72,5,146,102,103,160,191,0,0,37,2,3,0,0,0,0,0,0,0,0,0,0,0
NO_2012,Alta,13003,9233,0,0,3542,818,63,430,356,182,816,2508,0,9,58,427,24,0,0,0,0,0,0,0,0,0,0,0
NO_2014,Loppa,859,594,0,0,244,50,5,43,10,5,37,158,0,0,5,37,0,0,0,0,0,0,0,0,0,0,0,0
NO_2015,Hasvik,716,497,0,0,285,21,2,44,13,9,39,69,0,0,1,11,3,0,0,0,0,0,0,0,0,0,0,0
NO_2017,Kvalsund,830,579,0,0,261,40,11,18,15,2,33,169,0,5,2,21,2,0,0,0,0,0,0,0,0,0,0,0
NO_2018,Måsøy,957,662,0,0,328,32,5,43,6,3,88,149,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
NO_2019,Nordkapp,2360,1564,0,0,742,150,14,56,18,17,192,340,0,1,3,26,5,0,0,0,0,0,0,0,0,0,0,0
NO_2020,Porsanger - Porsáŋgu - Porsanki,3068,2149,0,0,898,127,22,78,50,34,276,641,0,0,6,11,6,0,0,0,0,0,0,0,0,0,0,0
NO_2021,Kárásjohka Karasjok,2000,1397,0,0,659,103,4,101,56,205,88,171,0,0,6,3,1,0,0,0,0,0,0,0,0,0,0,0
NO_2022,Lebesby,979,677,0,0,329,46,12,29,27,7,43,157,0,1,3,22,1,0,0,0,0,0,0,0,0,0,0,0
NO_2023,Gamvik,767,533,0,0,279,31,3,26,12,5,45,115,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
NO_2024,Berlevåg,785,551,0,0,290,35,9,7,5,6,69,116,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0
NO_2025,Deatnu Tana,2192,1572,0,0,699,134,11,122,40,32,177,335,0,1,4,13,4,0,0,0,0,0,0,0,0,0,0,0
NO_2027,Unjárga Nesseby,699,562,0,0,254,94,4,17,19,10,62,100,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
NO_2028,Båtsfjord,1455,1010,0,0,501,40,7,21,9,8,229,171,0,0,3,17,4,0,0,0,0,0,0,0,0,0,0,0
NO_2030,Sør-Varanger,7009,4964,0,0,2420,455,40,186,98,91,504,1085,0,2,11,65,7,0,0,0,0,0,0,0,0,0,0,0
