gisco_id,name,registered,turnout,invalid,blank,LMP,FIDESZ-KDNP,Jobbik,MKKP,MSZP-PM,MM,EGYÜTT,DK,MP,HMP [Hajrá Magyarország! Párt],LM,IP,Ind.,MIÉP,KN2018,SEM,KÖSSZ,HMP [Haladó Magyarországért Párt],EMMO,MCP,REP,TAM,OP,MoMa,NEMP,AQP,NP,CP,SZEM,ÉÉHP,ÖP,MSzegP,MEP,ERDJDP,FKGP,ÚMFMP,IMA,AH,HHP,KEDN,DP,MDP,JÓ ÚT,FIÉT,KPP,HMP [Haza Mindenkié Párt],SP,ECDP,ÖC,ERP,DMP,ÉBBMP,NM,MDU,Mi Nők Párt,CM,NZK,EP,OR,JÓLÉTI,EAP,MMM,Oxigén,NÉP
HU_08581,Baracska,2188,1466,5,0,71,815,352,0,186,27,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_08466,Beloiannisz,886,589,9,0,36,269,122,0,123,19,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_16346,Besnyő,1408,941,13,0,56,467,255,0,119,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_10481,Bicske,10913,8289,58,0,433,4038,2035,0,1312,346,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_18254,Bodajk,3208,2392,11,0,78,1292,758,0,162,40,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,4,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_11624,Bodmér,200,166,0,0,10,80,55,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_13152,Cece,2058,1367,16,0,16,929,327,0,0,0,11,50,0,0,0,0,0,2,0,0,2,0,1,0,0,2,3,0,0,0,0,0,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_30544,Csabdi,976,723,4,0,23,441,170,0,61,16,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_05360,Csákberény,935,712,1,0,22,475,150,0,44,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_20002,Csákvár,4143,2939,10,0,128,1628,705,0,383,61,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_21908,Csókakő,1137,891,12,0,27,541,217,0,73,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_09779,Csór,1463,978,7,0,53,539,268,0,84,13,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_06734,Csősz,798,521,10,0,8,277,203,0,0,0,1,17,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_32753,Dég,1760,1028,20,0,24,650,272,0,0,0,12,33,8,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_03115,Dunaújváros,39216,27951,175,0,980,9895,12860,0,0,429,0,3075,139,0,0,0,0,0,0,158,29,0,20,0,0,22,0,0,0,0,0,0,0,0,44,83,31,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_20358,Előszállás,1831,1137,9,0,47,577,372,0,0,0,15,93,4,0,0,0,0,6,0,0,1,0,1,1,0,1,0,0,0,0,0,0,2,1,1,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_02802,Enying,5374,3301,43,0,69,1731,1156,0,0,0,63,174,22,0,0,0,0,6,0,0,3,0,2,1,0,8,0,0,0,0,0,0,6,0,3,2,0,0,0,0,0,0,4,1,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_23603,Ercsi,6391,4092,59,0,157,2087,1323,0,0,56,0,348,18,0,0,0,0,0,0,10,1,0,2,0,0,9,0,0,0,0,0,0,0,0,2,6,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_02316,Etyek,3186,2291,10,0,128,1074,516,0,481,60,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_32203,Fehérvárcsurgó,1612,1179,13,0,48,653,338,0,68,28,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_29939,Felcsút,1453,1185,6,0,54,816,160,0,118,25,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_06114,Füle,699,490,4,0,25,255,159,0,34,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_15750,Gánt,492,368,3,0,10,238,74,0,30,10,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_10296,Gárdony,8874,6534,41,0,374,2871,1659,0,1329,174,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_15918,Gyúró,980,726,3,0,39,427,169,0,65,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_23427,Hantos,739,467,6,0,15,175,232,0,0,0,12,17,5,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_17738,Igar,768,445,7,0,8,293,97,0,0,0,3,23,1,0,0,0,0,0,0,0,1,0,1,0,0,2,2,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_32018,Iszkaszentgyörgy,1646,1193,16,0,56,508,442,0,125,25,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_02200,Isztimér,748,520,4,0,19,314,124,0,38,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_13462,Iváncsa,2230,1399,13,0,32,699,535,0,0,19,0,75,2,0,0,0,0,0,0,4,4,0,3,0,0,1,0,0,0,0,0,0,0,0,3,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_15972,Jenő,1024,633,0,0,13,418,148,0,37,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_21342,Kajászó,855,600,0,0,22,348,163,0,49,10,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_16683,Káloz,1879,1160,17,0,22,692,366,0,0,0,11,32,11,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_21926,Kápolnásnyék,3017,2227,11,0,150,1072,573,0,339,53,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_02343,Kincsesbánya,1223,863,9,0,34,443,245,0,102,12,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_12636,Kisapostag,1168,880,5,0,38,417,319,0,0,0,24,60,2,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_28990,Kisláng,1958,1021,12,0,22,653,270,0,0,0,15,30,6,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_30650,Kőszárhegy,1240,906,6,0,51,489,257,0,80,14,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_34209,Kulcs,2461,1682,28,0,57,652,740,0,0,20,0,150,14,0,0,0,0,0,0,10,1,0,1,0,0,1,0,0,0,0,0,0,0,0,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_07506,Lajoskomárom,1771,1167,15,0,28,640,371,0,0,0,18,67,3,0,0,0,0,3,0,0,0,0,1,1,0,5,1,0,0,0,0,0,3,1,0,2,0,1,0,0,1,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_07269,Lepsény,2474,1599,17,0,50,934,479,0,0,0,17,70,10,0,0,0,0,4,0,0,1,0,2,1,0,1,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_19114,Lovasberény,2130,1519,6,0,63,875,361,0,163,40,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_27678,Magyaralmás,1269,954,5,0,37,572,252,0,65,13,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_04659,Martonvásár,4390,3231,17,0,154,1752,690,0,511,80,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_23490,Mány,1860,1254,11,0,56,777,243,0,148,13,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_16948,Mátyásdomb,572,344,3,0,12,187,109,0,0,0,3,19,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_17552,Mezőfalva,3756,2267,25,0,60,952,1003,0,0,0,21,169,8,0,0,0,0,5,0,0,0,0,1,0,0,5,2,0,0,0,0,0,4,1,0,5,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_05689,Mezőkomárom,755,474,4,0,12,306,121,0,0,0,9,13,4,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_06576,Mezőszentgyörgy,1010,538,10,0,12,329,147,0,0,0,2,16,4,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_29036,Mezőszilas,1672,920,8,0,18,567,252,0,0,0,10,38,4,0,0,0,0,2,0,0,4,0,1,2,0,1,1,0,0,0,0,0,3,1,0,1,0,2,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_25715,Moha,430,307,3,0,11,164,93,0,25,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_18485,Mór,11236,8565,88,0,274,4644,2565,0,723,171,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,7,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_27599,Nadap,449,379,4,0,21,188,87,0,61,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_07001,Nagykarácsony,1129,738,12,0,21,405,247,0,0,0,7,32,1,0,0,0,0,1,0,0,1,0,1,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_32364,Nagylók,885,515,7,0,15,242,201,0,0,0,11,24,2,0,0,0,0,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,3,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_23588,Nagyveleg,503,381,1,0,12,240,103,0,14,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_26134,Nagyvenyim,3306,2496,18,0,73,997,1093,0,0,28,0,236,14,0,0,0,0,0,0,16,1,0,4,0,0,2,0,0,0,0,0,0,0,0,2,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_13903,Nádasdladány,1418,956,6,0,22,522,309,0,68,9,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_34306,Óbarok,621,443,4,0,22,236,110,0,56,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_25751,Pákozd,2516,1906,14,0,131,1034,442,0,217,45,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_28848,Pátka,1365,957,4,0,43,544,263,0,83,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_21786,Pázmánd,1687,1319,10,0,50,708,348,0,177,10,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_19354,Perkáta,3094,1885,56,0,41,879,715,0,0,18,0,104,13,0,0,0,0,0,0,5,38,0,4,0,0,1,0,0,0,0,0,0,0,0,2,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_17525,Polgárdi,5290,3313,40,0,104,2036,803,0,239,50,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_29018,Pusztaszabolcs,4794,2979,25,0,123,1431,1039,0,0,53,0,245,24,0,0,0,0,0,0,7,4,0,2,0,0,7,0,0,0,0,0,0,0,0,3,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_17774,Pusztavám,1903,1416,29,0,52,769,411,0,100,20,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_09900,Rácalmás,3695,2763,21,0,96,1006,1356,0,0,24,0,205,11,0,0,0,0,0,0,25,1,0,1,0,0,3,0,0,0,0,0,0,0,0,6,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_02015,Ráckeresztúr,2676,1683,6,0,55,914,464,0,196,32,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_23694,Sárbogárd,11136,7907,77,0,217,4172,2517,0,0,0,149,693,18,0,0,0,0,9,0,0,4,0,0,3,0,5,4,0,0,0,0,0,2,0,5,6,0,2,0,0,3,0,6,3,10,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_02723,Sáregres,560,385,4,0,4,219,131,0,0,0,5,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_31802,Sárkeresztes,1238,970,7,0,43,519,265,0,96,26,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_25344,Sárkeresztúr,1670,834,13,0,27,594,145,0,0,0,6,30,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_02699,Sárkeszi,479,323,2,0,12,168,112,0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_25140,Sárosd,2606,1561,31,0,52,866,480,0,0,0,33,77,5,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_31538,Sárszentágota,1103,741,7,0,15,517,161,0,0,0,14,21,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_11776,Sárszentmihály,2458,1696,19,0,76,844,509,0,166,38,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,3,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_20206,Seregélyes,3610,2326,33,0,81,1354,713,0,0,0,18,99,5,0,0,0,0,4,0,0,1,0,1,1,0,4,0,0,0,0,0,0,4,0,2,3,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_33321,Soponya,1501,1001,11,0,32,597,322,0,0,0,6,25,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_02893,Söréd,396,309,4,0,11,200,62,0,19,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_14951,Sukoró,1242,1036,2,0,57,533,227,0,182,23,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_28705,Szabadbattyán,3808,2610,16,0,117,1422,671,0,262,55,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,2,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_13259,Szabadegyháza,1772,1091,14,0,35,583,376,0,0,0,10,55,4,0,0,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_18740,Szabadhídvég,643,389,13,0,10,244,103,0,0,0,4,5,1,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_19549,Szár,1291,962,23,0,59,482,182,0,163,44,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_14827,Székesfehérvár,80966,61582,477,0,3652,28971,10488,0,1719,366,0,14740,332,0,0,0,0,123,0,0,0,0,33,0,0,0,0,0,0,0,0,434,0,0,96,10,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_14465,Tabajd,755,564,4,0,34,375,96,0,46,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_29267,Tác,1340,950,7,0,43,548,285,0,0,0,10,37,8,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_21005,Tordas,1408,1087,5,0,65,496,316,0,162,33,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_17482,Újbarok,336,239,2,0,12,125,50,0,40,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_17622,Úrhida,1869,1374,5,0,82,682,440,0,111,23,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
