gisco_id,name,registered,turnout,invalid,blank,SOC,UMP,PRG,DVG,DVD,FN,COM,VEC,UDF,RPF,PREP,DIV,REG
FR_55084,Broussey-en-Blois,68,40,6,0,15,19,0,0,0,0,0,0,0,0,0,0,0
FR_55085,Broussey-Raulecourt,167,123,7,0,66,50,0,0,0,0,0,0,0,0,0,0,0
FR_55087,Bure,70,44,7,0,12,25,0,0,0,0,0,0,0,0,0,0,0
FR_55088,Burey-en-Vaux,114,69,1,0,30,38,0,0,0,0,0,0,0,0,0,0,0
FR_55089,Burey-la-Côte,70,53,1,0,13,39,0,0,0,0,0,0,0,0,0,0,0
FR_55093,Buxières-sous-les-Côtes,229,164,7,0,78,79,0,0,0,0,0,0,0,0,0,0,0
FR_55094,Buzy-Darmont,422,235,5,0,107,0,0,0,0,0,0,0,0,123,0,0,0
FR_55095,Cesse,111,59,0,0,30,0,0,0,0,0,0,0,0,29,0,0,0
FR_55096,Chaillon,90,56,4,0,8,44,0,0,0,0,0,0,0,0,0,0,0
FR_55097,Chalaines,246,162,13,0,84,65,0,0,0,0,0,0,0,0,0,0,0
FR_55099,Champneuville,80,53,3,0,27,0,0,0,0,0,0,0,0,23,0,0,0
FR_55100,Champougny,57,45,0,0,15,30,0,0,0,0,0,0,0,0,0,0,0
FR_55101,Chardogne,249,157,1,0,75,81,0,0,0,0,0,0,0,0,0,0,0
FR_55102,Charny-sur-Meuse,408,255,10,0,129,0,0,0,0,0,0,0,0,116,0,0,0
FR_55103,Charpentry,30,25,3,0,7,0,0,0,0,0,0,0,0,15,0,0,0
FR_55104,Chassey-Beaupré,99,62,4,0,15,43,0,0,0,0,0,0,0,0,0,0,0
FR_55105,Châtillon-sous-les-Côtes,109,86,2,0,35,0,0,0,0,0,0,0,0,49,0,0,0
FR_55106,Chattancourt,128,82,4,0,36,0,0,0,0,0,0,0,0,42,0,0,0
FR_55107,Chaumont-devant-Damvillers,38,33,0,0,12,0,0,0,0,0,0,0,0,21,0,0,0
FR_55108,Chaumont-sur-Aire,133,95,3,0,36,56,0,0,0,0,0,0,0,0,0,0,0
FR_55109,Chauvency-le-Château,176,101,9,0,65,0,0,0,0,0,0,0,0,27,0,0,0
FR_55110,Chauvency-Saint-Hubert,160,94,0,0,62,0,0,0,0,0,0,0,0,32,0,0,0
FR_55111,Chauvoncourt,380,231,4,0,112,115,0,0,0,0,0,0,0,0,0,0,0
FR_55113,Cheppy,112,82,2,0,30,0,0,0,0,0,0,0,0,50,0,0,0
FR_55114,Chonville-Malaumont,142,96,3,0,34,59,0,0,0,0,0,0,0,0,0,0,0
FR_55115,Cierges-sous-Montfaucon,45,38,1,0,12,0,0,0,0,0,0,0,0,25,0,0,0
FR_55116,Le Claon,50,31,0,0,20,0,0,0,0,0,0,0,0,11,0,0,0
FR_55117,Clermont-en-Argonne,1106,742,26,0,380,0,0,0,0,0,0,0,0,336,0,0,0
FR_55118,Cléry-le-Grand,66,35,0,0,16,0,0,0,0,0,0,0,0,19,0,0,0
FR_55119,Cléry-le-Petit,134,81,3,0,45,0,0,0,0,0,0,0,0,33,0,0,0
FR_55120,Combles-en-Barrois,685,438,11,0,224,203,0,0,0,0,0,0,0,0,0,0,0
FR_55121,Combres-sous-les-Côtes,88,71,5,0,40,0,0,0,0,0,0,0,0,26,0,0,0
FR_55122,Commercy,3980,2431,56,0,1571,804,0,0,0,0,0,0,0,0,0,0,0
FR_55123,Les Hauts-de-Chée,609,402,15,0,182,205,0,0,0,0,0,0,0,0,0,0,0
FR_55124,Consenvoye,227,130,5,0,47,0,0,0,0,0,0,0,0,78,0,0,0
FR_55125,Contrisson,532,330,7,0,176,147,0,0,0,0,0,0,0,0,0,0,0
FR_55127,Courcelles-en-Barrois,34,21,1,0,10,10,0,0,0,0,0,0,0,0,0,0,0
FR_55128,Courcelles-sur-Aire,44,32,2,0,6,24,0,0,0,0,0,0,0,0,0,0,0
FR_55129,Courouvre,39,28,1,0,10,17,0,0,0,0,0,0,0,0,0,0,0
FR_55132,Cousances-les-Forges,1268,669,41,0,333,295,0,0,0,0,0,0,0,0,0,0,0
FR_55133,Couvertpuis,85,64,4,0,29,31,0,0,0,0,0,0,0,0,0,0,0
FR_55134,Couvonges,88,57,2,0,28,27,0,0,0,0,0,0,0,0,0,0,0
FR_55137,Cuisy,41,28,2,0,4,0,0,0,0,0,0,0,0,22,0,0,0
FR_55140,Cunel,19,16,0,0,4,0,0,0,0,0,0,0,0,12,0,0,0
FR_55141,Dagonville,59,42,4,0,20,18,0,0,0,0,0,0,0,0,0,0,0
FR_55142,Dainville-Bertheléville,136,96,1,0,57,38,0,0,0,0,0,0,0,0,0,0,0
FR_55143,Damloup,98,68,2,0,27,0,0,0,0,0,0,0,0,39,0,0,0
FR_55144,Dammarie-sur-Saulx,339,187,11,0,107,69,0,0,0,0,0,0,0,0,0,0,0
FR_55145,Damvillers,445,323,18,0,169,0,0,0,0,0,0,0,0,136,0,0,0
FR_55146,Dannevoux,160,125,7,0,60,0,0,0,0,0,0,0,0,58,0,0,0
FR_55148,Delouze-Rosières,116,88,5,0,48,35,0,0,0,0,0,0,0,0,0,0,0
FR_55149,Delut,70,45,1,0,21,0,0,0,0,0,0,0,0,23,0,0,0
FR_55150,Demange-Baudignécourt,440,239,8,0,123,108,0,0,0,0,0,0,0,0,0,0,0
FR_55153,Dieppe-sous-Douaumont,137,98,3,0,42,0,0,0,0,0,0,0,0,53,0,0,0
FR_55154,Dieue-sur-Meuse,1096,570,13,0,336,0,0,0,0,0,0,0,0,221,0,0,0
FR_55155,Dombasle-en-Argonne,300,186,4,0,83,0,0,0,0,0,0,0,0,99,0,0,0
FR_55156,Dombras,122,85,3,0,24,0,0,0,0,0,0,0,0,58,0,0,0
FR_55157,Dommartin-la-Montagne,51,35,1,0,16,0,0,0,0,0,0,0,0,18,0,0,0
FR_55158,Dommary-Baroncourt,556,321,8,0,208,0,0,0,0,0,0,0,0,105,0,0,0
FR_55159,Dompcevrin,307,175,8,0,104,63,0,0,0,0,0,0,0,0,0,0,0
FR_55160,Dompierre-aux-Bois,42,30,1,0,19,10,0,0,0,0,0,0,0,0,0,0,0
FR_55162,Domremy-la-Canne,35,25,1,0,17,0,0,0,0,0,0,0,0,7,0,0,0
FR_55163,Doncourt-aux-Templiers,63,42,9,0,22,0,0,0,0,0,0,0,0,11,0,0,0
FR_55164,Douaumont,11,6,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0
FR_55165,Doulcon,321,202,2,0,110,0,0,0,0,0,0,0,0,90,0,0,0
FR_55166,Dugny-sur-Meuse,979,606,27,0,404,0,0,0,0,0,0,0,0,175,0,0,0
FR_55167,Dun-sur-Meuse,479,328,11,0,150,0,0,0,0,0,0,0,0,167,0,0,0
FR_55168,Duzey,27,21,3,0,4,0,0,0,0,0,0,0,0,14,0,0,0
FR_55169,Écouviez,327,153,8,0,73,0,0,0,0,0,0,0,0,72,0,0,0
FR_55170,Écurey-en-Verdunois,116,81,1,0,48,0,0,0,0,0,0,0,0,32,0,0,0
FR_55171,Eix,163,117,10,0,51,0,0,0,0,0,0,0,0,56,0,0,0
FR_55172,Les Éparges,49,40,2,0,15,0,0,0,0,0,0,0,0,23,0,0,0
FR_55173,Épiez-sur-Meuse,38,32,1,0,16,15,0,0,0,0,0,0,0,0,0,0,0
FR_55174,Épinonville,75,51,0,0,11,0,0,0,0,0,0,0,0,40,0,0,0
FR_55175,Érize-la-Brûlée,165,106,3,0,42,61,0,0,0,0,0,0,0,0,0,0,0
FR_55177,Érize-la-Petite,53,40,1,0,11,28,0,0,0,0,0,0,0,0,0,0,0
FR_55178,Érize-Saint-Dizier,133,93,6,0,30,57,0,0,0,0,0,0,0,0,0,0,0
FR_55179,Erneville-aux-Bois,154,112,4,0,43,65,0,0,0,0,0,0,0,0,0,0,0
FR_55180,Esnes-en-Argonne,100,74,1,0,35,0,0,0,0,0,0,0,0,38,0,0,0
FR_55181,Étain,2416,1416,48,0,661,0,0,0,0,0,0,0,0,707,0,0,0
FR_55182,Éton,184,115,8,0,41,0,0,0,0,0,0,0,0,66,0,0,0
FR_55183,Étraye,48,35,2,0,16,0,0,0,0,0,0,0,0,17,0,0,0
FR_55184,Euville,1178,772,37,0,404,331,0,0,0,0,0,0,0,0,0,0,0
FR_55185,Èvres,74,50,1,0,19,30,0,0,0,0,0,0,0,0,0,0,0
FR_55186,Fains-Véel,1689,1097,45,0,650,402,0,0,0,0,0,0,0,0,0,0,0
FR_55188,Flassigny,28,18,2,0,5,0,0,0,0,0,0,0,0,11,0,0,0
FR_55191,Foameix-Ornel,152,104,2,0,46,0,0,0,0,0,0,0,0,56,0,0,0
FR_55192,Fontaines-Saint-Clair,49,35,1,0,23,0,0,0,0,0,0,0,0,11,0,0,0
FR_55193,Forges-sur-Meuse,95,67,2,0,25,0,0,0,0,0,0,0,0,40,0,0,0
FR_55194,Foucaucourt-sur-Thabas,54,42,1,0,16,25,0,0,0,0,0,0,0,0,0,0,0
FR_55195,Fouchères-aux-Bois,113,75,1,0,48,26,0,0,0,0,0,0,0,0,0,0,0
FR_55196,Frémeréville-sous-les-Côtes,67,51,4,0,21,26,0,0,0,0,0,0,0,0,0,0,0
FR_55197,Fresnes-au-Mont,95,61,4,0,28,29,0,0,0,0,0,0,0,0,0,0,0
FR_55198,Fresnes-en-Woëvre,534,339,29,0,156,0,0,0,0,0,0,0,0,154,0,0,0
FR_55199,Froidos,86,56,2,0,26,0,0,0,0,0,0,0,0,28,0,0,0
FR_55200,Fromeréville-les-Vallons,194,121,9,0,58,0,0,0,0,0,0,0,0,54,0,0,0
FR_55201,Fromezey,57,40,1,0,21,0,0,0,0,0,0,0,0,18,0,0,0
FR_55202,Futeau,146,77,6,0,29,0,0,0,0,0,0,0,0,42,0,0,0
FR_55204,Génicourt-sur-Meuse,158,88,2,0,52,0,0,0,0,0,0,0,0,34,0,0,0
FR_55206,Gercourt-et-Drillancourt,120,85,6,0,18,0,0,0,0,0,0,0,0,61,0,0,0
FR_55207,Géry,47,29,11,0,12,6,0,0,0,0,0,0,0,0,0,0,0
FR_55208,Gesnes-en-Argonne,42,35,1,0,16,0,0,0,0,0,0,0,0,18,0,0,0
FR_55210,Gimécourt,42,31,1,0,10,20,0,0,0,0,0,0,0,0,0,0,0
FR_55211,Gincrey,65,47,4,0,14,0,0,0,0,0,0,0,0,29,0,0,0
FR_55212,Girauvoisin,73,46,0,0,36,10,0,0,0,0,0,0,0,0,0,0,0
FR_55214,Givrauval,212,157,4,0,87,66,0,0,0,0,0,0,0,0,0,0,0
FR_55215,Gondrecourt-le-Château,798,544,12,0,247,285,0,0,0,0,0,0,0,0,0,0,0
FR_55216,Gouraincourt,30,23,1,0,14,0,0,0,0,0,0,0,0,8,0,0,0
FR_55217,Goussaincourt,103,65,2,0,29,34,0,0,0,0,0,0,0,0,0,0,0
FR_55218,Gremilly,25,15,0,0,6,0,0,0,0,0,0,0,0,9,0,0,0
FR_55219,Grimaucourt-en-Woëvre,63,51,2,0,28,0,0,0,0,0,0,0,0,21,0,0,0
FR_55220,Grimaucourt-près-Sampigny,66,41,1,0,21,19,0,0,0,0,0,0,0,0,0,0,0
FR_55221,Guerpont,230,147,7,0,97,43,0,0,0,0,0,0,0,0,0,0,0
FR_55222,Gussainville,20,17,0,0,2,0,0,0,0,0,0,0,0,15,0,0,0
FR_55224,Haironville,431,242,9,0,123,110,0,0,0,0,0,0,0,0,0,0,0
FR_55225,Halles-sous-les-Côtes,122,66,8,0,27,0,0,0,0,0,0,0,0,31,0,0,0
FR_55226,Han-lès-Juvigny,72,48,1,0,32,0,0,0,0,0,0,0,0,15,0,0,0
FR_54602,Han-Devant-Pierrepont,91,20,2,0,5,0,0,0,0,0,0,0,0,13,0,0,0
FR_55228,Hannonville-sous-les-Côtes,374,219,7,0,122,0,0,0,0,0,0,0,0,90,0,0,0
FR_55229,Han-sur-Meuse,216,149,8,0,67,74,0,0,0,0,0,0,0,0,0,0,0
FR_55232,Harville,109,69,2,0,35,0,0,0,0,0,0,0,0,32,0,0,0
FR_55236,Haudainville,686,391,34,0,186,0,0,0,0,0,0,0,0,171,0,0,0
FR_55237,Haudiomont,164,80,6,0,47,0,0,0,0,0,0,0,0,27,0,0,0
FR_55241,Heippes,67,45,3,0,22,0,0,0,0,0,0,0,0,20,0,0,0
FR_55242,Hennemont,102,81,3,0,48,0,0,0,0,0,0,0,0,30,0,0,0
FR_55243,Herbeuville,108,63,2,0,39,0,0,0,0,0,0,0,0,22,0,0,0
FR_55244,Herméville-en-Woëvre,202,133,7,0,43,0,0,0,0,0,0,0,0,83,0,0,0
FR_55245,Heudicourt-sous-les-Côtes,156,117,0,0,47,70,0,0,0,0,0,0,0,0,0,0,0
FR_55246,Hévilliers,119,88,2,0,29,57,0,0,0,0,0,0,0,0,0,0,0
FR_55247,Horville-en-Ornois,61,41,5,0,12,24,0,0,0,0,0,0,0,0,0,0,0
FR_55248,Houdelaincourt,275,180,7,0,89,84,0,0,0,0,0,0,0,0,0,0,0
FR_55250,Inor,153,97,4,0,43,0,0,0,0,0,0,0,0,50,0,0,0
FR_55251,Ippécourt,82,61,2,0,17,42,0,0,0,0,0,0,0,0,0,0,0
FR_55252,Iré-le-Sec,88,55,1,0,22,0,0,0,0,0,0,0,0,32,0,0,0
FR_55253,Les Islettes,534,258,12,0,119,0,0,0,0,0,0,0,0,127,0,0,0
FR_55254,Les Trois-Domaines,107,80,7,0,35,38,0,0,0,0,0,0,0,0,0,0,0
FR_55255,Jametz,183,99,9,0,43,0,0,0,0,0,0,0,0,47,0,0,0
FR_55256,Jonville-en-Woëvre,110,76,2,0,27,47,0,0,0,0,0,0,0,0,0,0,0
FR_55257,Jouy-en-Argonne,50,45,7,0,19,0,0,0,0,0,0,0,0,19,0,0,0
FR_55258,Geville,412,263,8,0,136,119,0,0,0,0,0,0,0,0,0,0,0
FR_55260,Julvécourt,54,47,0,0,19,0,0,0,0,0,0,0,0,28,0,0,0
FR_55261,Juvigny-en-Perthois,115,81,3,0,40,38,0,0,0,0,0,0,0,0,0,0,0
FR_55262,Juvigny-sur-Loison,176,123,1,0,71,0,0,0,0,0,0,0,0,51,0,0,0
FR_55263,Koeur-la-Grande,123,96,5,0,55,36,0,0,0,0,0,0,0,0,0,0,0
FR_55264,Koeur-la-Petite,223,133,8,0,79,46,0,0,0,0,0,0,0,0,0,0,0
FR_55265,Labeuville,80,45,0,0,17,0,0,0,0,0,0,0,0,28,0,0,0
FR_55266,Lachalade,41,24,1,0,11,0,0,0,0,0,0,0,0,12,0,0,0
FR_55267,Lachaussée,185,131,2,0,64,65,0,0,0,0,0,0,0,0,0,0,0
FR_55268,Lacroix-sur-Meuse,443,292,19,0,149,124,0,0,0,0,0,0,0,0,0,0,0
FR_55269,Lahaymeix,78,54,3,0,36,15,0,0,0,0,0,0,0,0,0,0,0
FR_55270,Lahayville,26,15,1,0,3,11,0,0,0,0,0,0,0,0,0,0,0
FR_55271,Laheycourt,299,199,4,0,86,109,0,0,0,0,0,0,0,0,0,0,0
FR_55272,Laimont,337,221,9,0,103,109,0,0,0,0,0,0,0,0,0,0,0
FR_55274,Lamorville,243,180,13,0,68,99,0,0,0,0,0,0,0,0,0,0,0
FR_55275,Lamouilly,96,60,0,0,36,0,0,0,0,0,0,0,0,24,0,0,0
FR_55276,Landrecourt-Lempire,155,103,3,0,70,0,0,0,0,0,0,0,0,30,0,0,0
FR_55278,Laneuville-au-Rupt,133,99,3,0,45,51,0,0,0,0,0,0,0,0,0,0,0
FR_55279,Laneuville-sur-Meuse,312,180,11,0,114,0,0,0,0,0,0,0,0,55,0,0,0
FR_55280,Lanhères,43,26,1,0,7,0,0,0,0,0,0,0,0,18,0,0,0
FR_55281,Latour-en-Woëvre,58,39,0,0,16,0,0,0,0,0,0,0,0,23,0,0,0
FR_55282,Lavallée,72,49,2,0,21,26,0,0,0,0,0,0,0,0,0,0,0
FR_55284,Lavincourt,65,40,6,0,17,17,0,0,0,0,0,0,0,0,0,0,0
FR_55285,Lavoye,137,95,6,0,30,59,0,0,0,0,0,0,0,0,0,0,0
FR_55286,Lemmes,146,105,8,0,59,0,0,0,0,0,0,0,0,38,0,0,0
FR_55288,Lérouville,937,597,18,0,411,168,0,0,0,0,0,0,0,0,0,0,0
FR_55289,Levoncourt,36,29,0,0,5,24,0,0,0,0,0,0,0,0,0,0,0
FR_55290,Lignières-sur-Aire,50,37,0,0,19,18,0,0,0,0,0,0,0,0,0,0,0
FR_55291,Ligny-en-Barrois,3318,1880,66,0,1079,735,0,0,0,0,0,0,0,0,0,0,0
FR_55292,Liny-devant-Dun,153,98,8,0,43,0,0,0,0,0,0,0,0,47,0,0,0
FR_55293,Lion-devant-Dun,121,72,1,0,36,0,0,0,0,0,0,0,0,35,0,0,0
FR_55295,Lisle-en-Barrois,52,41,3,0,11,27,0,0,0,0,0,0,0,0,0,0,0
FR_55296,Lisle-en-Rigault,423,219,10,0,121,88,0,0,0,0,0,0,0,0,0,0,0
FR_55297,Lissey,102,68,1,0,35,0,0,0,0,0,0,0,0,32,0,0,0
FR_55298,Loisey-Culey,376,236,9,0,113,114,0,0,0,0,0,0,0,0,0,0,0
FR_55299,Loison,85,63,1,0,17,0,0,0,0,0,0,0,0,45,0,0,0
FR_55300,Longeaux,158,82,5,0,36,41,0,0,0,0,0,0,0,0,0,0,0
FR_55301,Longchamps-sur-Aire,108,81,4,0,32,45,0,0,0,0,0,0,0,0,0,0,0
FR_55302,Longeville-en-Barrois,1009,580,27,0,307,246,0,0,0,0,0,0,0,0,0,0,0
FR_55303,Loupmont,74,51,1,0,29,21,0,0,0,0,0,0,0,0,0,0,0
FR_55304,Louppy-le-Château,157,88,3,0,44,41,0,0,0,0,0,0,0,0,0,0,0
FR_55306,Louppy-sur-Loison,93,69,1,0,27,0,0,0,0,0,0,0,0,41,0,0,0
FR_55310,Luzy-Saint-Martin,98,58,3,0,33,0,0,0,0,0,0,0,0,22,0,0,0
FR_55311,Maizeray,27,16,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0
FR_55312,Maizey,142,109,8,0,49,52,0,0,0,0,0,0,0,0,0,0,0
FR_55313,Malancourt,69,46,3,0,14,0,0,0,0,0,0,0,0,29,0,0,0
FR_55315,Mandres-en-Barrois,107,85,3,0,16,66,0,0,0,0,0,0,0,0,0,0,0
FR_55316,Mangiennes,246,165,10,0,77,0,0,0,0,0,0,0,0,78,0,0,0
FR_55317,Manheulles,121,85,4,0,27,0,0,0,0,0,0,0,0,54,0,0,0
FR_55320,Marchéville-en-Woëvre,59,41,8,0,17,0,0,0,0,0,0,0,0,16,0,0,0
FR_55321,Marre,120,78,4,0,36,0,0,0,0,0,0,0,0,38,0,0,0
FR_55322,Marson-sur-Barboure,51,37,1,0,16,20,0,0,0,0,0,0,0,0,0,0,0
FR_55323,Martincourt-sur-Meuse,49,46,3,0,26,0,0,0,0,0,0,0,0,17,0,0,0
FR_55324,Marville,375,200,14,0,97,0,0,0,0,0,0,0,0,89,0,0,0
FR_55325,Maucourt-sur-Orne,44,27,0,0,9,0,0,0,0,0,0,0,0,18,0,0,0
FR_55326,Maulan,87,58,4,0,18,36,0,0,0,0,0,0,0,0,0,0,0
FR_55327,Mauvages,178,117,10,0,55,52,0,0,0,0,0,0,0,0,0,0,0
FR_55328,Maxey-sur-Vaise,224,148,12,0,68,68,0,0,0,0,0,0,0,0,0,0,0
FR_55329,Mécrin,174,115,10,0,46,59,0,0,0,0,0,0,0,0,0,0,0
FR_55330,Méligny-le-Grand,76,58,3,0,33,22,0,0,0,0,0,0,0,0,0,0,0
FR_55331,Méligny-le-Petit,58,50,1,0,15,34,0,0,0,0,0,0,0,0,0,0,0
FR_55332,Menaucourt,215,124,3,0,46,75,0,0,0,0,0,0,0,0,0,0,0
FR_55333,Ménil-aux-Bois,42,36,2,0,9,25,0,0,0,0,0,0,0,0,0,0,0
FR_55334,Ménil-la-Horgne,104,78,6,0,31,41,0,0,0,0,0,0,0,0,0,0,0
FR_55335,Ménil-sur-Saulx,170,115,6,0,49,60,0,0,0,0,0,0,0,0,0,0,0
FR_55336,Merles-sur-Loison,101,61,2,0,35,0,0,0,0,0,0,0,0,24,0,0,0
FR_55338,Milly-sur-Bradon,131,95,4,0,48,0,0,0,0,0,0,0,0,43,0,0,0
FR_55339,Mogeville,68,49,2,0,8,0,0,0,0,0,0,0,0,39,0,0,0
FR_55340,Mognéville,295,198,8,0,104,86,0,0,0,0,0,0,0,0,0,0,0
FR_55341,Moirey-Flabas-Crépion,102,76,0,0,25,0,0,0,0,0,0,0,0,51,0,0,0
FR_55343,Montblainville,69,36,0,0,18,0,0,0,0,0,0,0,0,18,0,0,0
FR_55344,Montbras,26,23,1,0,6,16,0,0,0,0,0,0,0,0,0,0,0
FR_55345,Mont-devant-Sassey,108,68,4,0,42,0,0,0,0,0,0,0,0,22,0,0,0
FR_55346,Montfaucon-dArgonne,236,156,10,0,50,0,0,0,0,0,0,0,0,96,0,0,0
FR_55347,Les Monthairons,302,177,5,0,104,0,0,0,0,0,0,0,0,68,0,0,0
FR_55348,Montiers-sur-Saulx,370,228,10,0,100,118,0,0,0,0,0,0,0,0,0,0,0
FR_55349,Montigny-devant-Sassey,122,77,3,0,37,0,0,0,0,0,0,0,0,37,0,0,0
FR_55350,Montigny-lès-Vaucouleurs,74,52,4,0,24,24,0,0,0,0,0,0,0,0,0,0,0
FR_55351,Montmédy,1254,688,19,0,315,0,0,0,0,0,0,0,0,354,0,0,0
FR_55352,Montplonne,135,84,3,0,35,46,0,0,0,0,0,0,0,0,0,0,0
FR_55353,Montsec,73,51,5,0,13,33,0,0,0,0,0,0,0,0,0,0,0
FR_55355,Montzéville,138,97,16,0,51,0,0,0,0,0,0,0,0,30,0,0,0
FR_55356,Moranville,82,58,4,0,14,0,0,0,0,0,0,0,0,40,0,0,0
FR_55357,Morgemoulin,66,43,0,0,27,0,0,0,0,0,0,0,0,16,0,0,0
FR_55358,Chanteraine,186,151,6,0,62,83,0,0,0,0,0,0,0,0,0,0,0
FR_55359,Morley,161,92,1,0,25,66,0,0,0,0,0,0,0,0,0,0,0
FR_55360,Mouilly,101,78,7,0,32,0,0,0,0,0,0,0,0,39,0,0,0
FR_55361,Moulainville,80,54,1,0,29,0,0,0,0,0,0,0,0,24,0,0,0
FR_55362,Moulins-Saint-Hubert,127,77,8,0,41,0,0,0,0,0,0,0,0,28,0,0,0
FR_55363,Moulotte,63,45,3,0,25,0,0,0,0,0,0,0,0,17,0,0,0
FR_55364,Mouzay,633,367,12,0,251,0,0,0,0,0,0,0,0,104,0,0,0
FR_55365,Murvaux,126,101,4,0,65,0,0,0,0,0,0,0,0,32,0,0,0
FR_55366,Val-dOrnain,716,483,21,0,255,207,0,0,0,0,0,0,0,0,0,0,0
FR_55367,Muzeray,80,54,3,0,19,0,0,0,0,0,0,0,0,32,0,0,0
FR_55368,Naives-en-Blois,100,59,3,0,21,35,0,0,0,0,0,0,0,0,0,0,0
FR_55369,Naives-Rosières,659,440,18,0,247,175,0,0,0,0,0,0,0,0,0,0,0
FR_55370,Naix-aux-Forges,154,88,5,0,55,28,0,0,0,0,0,0,0,0,0,0,0
FR_55371,Nançois-le-Grand,47,42,0,0,30,12,0,0,0,0,0,0,0,0,0,0,0
FR_55372,Nançois-sur-Ornain,329,187,4,0,110,73,0,0,0,0,0,0,0,0,0,0,0
FR_55373,Nant-le-Grand,57,44,3,0,23,18,0,0,0,0,0,0,0,0,0,0,0
FR_55374,Nant-le-Petit,77,47,2,0,18,27,0,0,0,0,0,0,0,0,0,0,0
FR_55375,Nantillois,58,44,0,0,14,0,0,0,0,0,0,0,0,30,0,0,0
FR_55376,Nantois,88,49,8,0,25,16,0,0,0,0,0,0,0,0,0,0,0
FR_55377,Nepvant,75,40,3,0,18,0,0,0,0,0,0,0,0,19,0,0,0
FR_55378,Nettancourt,222,128,2,0,70,56,0,0,0,0,0,0,0,0,0,0,0
FR_55379,Le Neufour,63,50,0,0,34,0,0,0,0,0,0,0,0,16,0,0,0
FR_55380,Neuville-en-Verdunois,53,41,3,0,17,21,0,0,0,0,0,0,0,0,0,0,0
FR_55381,Neuville-lès-Vaucouleurs,140,79,2,0,42,35,0,0,0,0,0,0,0,0,0,0,0
FR_55382,Neuville-sur-Ornain,290,174,6,0,79,89,0,0,0,0,0,0,0,0,0,0,0
FR_55383,Neuvilly-en-Argonne,168,115,5,0,42,0,0,0,0,0,0,0,0,68,0,0,0
FR_55384,Nicey-sur-Aire,110,77,8,0,34,35,0,0,0,0,0,0,0,0,0,0,0
FR_55385,Nixéville-Blercourt,311,213,11,0,114,0,0,0,0,0,0,0,0,88,0,0,0
FR_55386,Nonsard-Lamarche,102,74,3,0,26,45,0,0,0,0,0,0,0,0,0,0,0
FR_55387,Nouillonpont,176,114,8,0,24,0,0,0,0,0,0,0,0,82,0,0,0
FR_55388,Noyers-Auzécourt,182,108,10,0,36,62,0,0,0,0,0,0,0,0,0,0,0
FR_55389,Nubécourt,238,183,15,0,65,103,0,0,0,0,0,0,0,0,0,0,0
FR_55391,Olizy-sur-Chiers,139,92,2,0,42,0,0,0,0,0,0,0,0,48,0,0,0
FR_55394,Ornes,8,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
FR_55395,Osches,35,31,1,0,7,0,0,0,0,0,0,0,0,23,0,0,0
FR_55396,Ourches-sur-Meuse,141,103,1,0,59,43,0,0,0,0,0,0,0,0,0,0,0
FR_55397,Pagny-la-Blanche-Côte,173,112,1,0,39,72,0,0,0,0,0,0,0,0,0,0,0
FR_55398,Pagny-sur-Meuse,698,420,21,0,243,156,0,0,0,0,0,0,0,0,0,0,0
FR_55399,Pareid,74,42,3,0,19,0,0,0,0,0,0,0,0,20,0,0,0
FR_55400,Parfondrupt,47,34,4,0,18,0,0,0,0,0,0,0,0,12,0,0,0
FR_55401,Les Paroches,292,185,5,0,85,95,0,0,0,0,0,0,0,0,0,0,0
FR_55403,Peuvillers,50,39,5,0,10,0,0,0,0,0,0,0,0,24,0,0,0
FR_55404,Pierrefitte-sur-Aire,196,130,8,0,73,49,0,0,0,0,0,0,0,0,0,0,0
FR_55405,Pillon,162,83,1,0,39,0,0,0,0,0,0,0,0,43,0,0,0
FR_55406,Pintheville,54,37,4,0,17,0,0,0,0,0,0,0,0,16,0,0,0
FR_55407,Pont-sur-Meuse,125,81,2,0,40,39,0,0,0,0,0,0,0,0,0,0,0
FR_55408,Pouilly-sur-Meuse,147,100,8,0,43,0,0,0,0,0,0,0,0,49,0,0,0
FR_55409,Pretz-en-Argonne,41,36,1,0,10,25,0,0,0,0,0,0,0,0,0,0,0
FR_55410,Quincy-Landzécourt,102,76,6,0,40,0,0,0,0,0,0,0,0,30,0,0,0
FR_55411,Rambluzin-et-Benoite-Vaux,99,52,4,0,18,0,0,0,0,0,0,0,0,30,0,0,0
FR_55412,Rambucourt,105,73,6,0,35,32,0,0,0,0,0,0,0,0,0,0,0
FR_55414,Rancourt-sur-Ornain,167,99,6,0,29,64,0,0,0,0,0,0,0,0,0,0,0
FR_55415,Ranzières,62,43,5,0,12,26,0,0,0,0,0,0,0,0,0,0,0
FR_55416,Rarécourt,180,121,3,0,59,0,0,0,0,0,0,0,0,59,0,0,0
FR_55419,Récicourt,263,178,11,0,61,0,0,0,0,0,0,0,0,106,0,0,0
FR_55420,Récourt-le-Creux,71,54,5,0,28,0,0,0,0,0,0,0,0,21,0,0,0
FR_55421,Reffroy,64,45,3,0,11,31,0,0,0,0,0,0,0,0,0,0,0
FR_55422,Regnéville-sur-Meuse,40,24,2,0,15,0,0,0,0,0,0,0,0,7,0,0,0
