gisco_id,name,registered,turnout,invalid,blank,UG,DIV,EXG,ENS,RN,LR,ECO,DVD,REC,UXD,DSV,EXD,DVG,UDI,REG,DVC,HOR,COM,SOC,VEC,FI,RDG
FR_21274,Foissy,129,95,1,3,5,0,1,15,66,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21275,Foncegrive,121,78,1,6,6,0,0,0,48,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21276,Fontaines-en-Duesmois,100,77,0,1,5,0,1,0,25,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21277,Fontaine-Française,694,497,7,8,73,0,3,120,229,36,14,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0
FR_21278,Fontaine-lès-Dijon,6832,5262,34,69,1000,0,31,1750,1373,853,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,0
FR_21279,Fontaines-les-Sèches,31,24,0,0,2,0,0,0,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21280,Fontangy,116,89,2,4,11,0,3,0,44,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21281,Fontenelle,124,95,1,2,11,0,0,15,55,6,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
FR_21282,Forléans,88,74,0,2,13,0,3,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21283,Fraignot-et-Vesvrotte,57,47,0,0,8,0,0,0,22,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21284,Francheville,220,145,1,1,28,0,0,0,58,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21285,Franxault,359,224,2,3,21,0,3,50,143,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21286,Frénois,67,54,1,0,3,0,2,0,29,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21287,Fresnes,134,101,2,1,15,0,1,0,39,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21288,Frôlois,151,104,1,1,13,0,2,0,47,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21289,Fussey,102,91,0,3,31,0,0,18,38,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21290,Gemeaux,653,483,3,30,99,0,9,0,182,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21291,Genay,276,203,3,4,39,0,5,0,72,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21292,Genlis,3524,2402,15,53,559,0,38,464,0,167,0,0,0,1053,0,0,53,0,0,0,0,0,0,0,0,0
FR_21293,Gergueil,115,77,0,7,17,0,1,0,33,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21294,Gerland,360,259,3,13,41,0,0,73,125,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21295,Gevrey-Chambertin,2232,1538,7,28,376,0,24,423,633,0,0,40,0,0,0,0,0,0,0,7,0,0,0,0,0,0
FR_21296,Gevrolles,146,111,6,0,14,0,1,0,48,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21297,Gilly-lès-Cîteaux,529,406,6,11,85,0,4,144,143,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21298,Gissey-le-Vieil,81,67,0,2,5,0,1,0,43,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21299,Gissey-sous-Flavigny,84,69,0,0,18,0,1,0,14,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21300,Gissey-sur-Ouche,291,223,2,3,80,0,5,0,73,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21301,Glanon,189,134,1,0,18,0,0,19,94,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21302,Gomméville,98,62,0,1,14,0,2,0,25,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21303,Les Goulles,10,10,0,1,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21304,Grancey-le-Château-Neuvelle,216,147,0,0,34,0,2,0,55,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21305,Grancey-sur-Ource,165,119,2,3,13,0,0,0,68,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21306,Grenant-lès-Sombernon,168,120,3,1,22,0,0,0,60,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21307,Grésigny-Sainte-Reine,117,100,1,4,23,0,1,0,25,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21308,Grignon,202,157,1,2,15,0,1,0,90,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21309,Griselles,69,52,2,3,9,0,2,0,24,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21310,Grosbois-en-Montagne,85,72,1,3,18,0,4,0,26,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21311,Grosbois-lès-Tichey,66,49,0,0,2,0,0,11,34,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21312,Gurgy-la-Ville,33,27,0,0,2,0,0,0,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21313,Gurgy-le-Château,57,45,0,0,13,0,1,0,16,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21314,Hauteroche,87,67,0,2,18,0,1,0,12,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21315,Hauteville-lès-Dijon,917,714,1,12,128,0,3,236,217,95,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0
FR_21316,Heuilley-sur-Saône,284,211,3,4,33,0,1,48,105,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21317,Is-sur-Tille,3103,2104,17,34,546,0,51,0,831,625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21319,Izeure,698,518,2,21,85,0,5,105,0,31,0,0,0,258,0,0,11,0,0,0,0,0,0,0,0,0
FR_21320,Izier,639,473,4,6,101,0,4,92,0,35,0,0,0,226,0,0,5,0,0,0,0,0,0,0,0,0
FR_21321,Jailly-les-Moulins,85,58,2,3,6,0,0,0,15,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21322,Jallanges,234,170,1,1,35,0,5,44,81,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21323,Jancigny,114,90,0,1,12,0,1,21,41,5,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
FR_21324,Jeux-lès-Bard,46,39,0,0,9,0,1,0,13,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21325,Jouey,164,121,0,2,16,0,0,37,62,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21326,Jours-lès-Baigneux,67,49,0,1,8,0,1,0,11,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21327,Val-Mont,206,152,2,0,40,0,0,47,54,0,0,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0
FR_21328,Juillenay,33,28,1,1,6,0,0,0,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21329,Juilly,48,39,0,0,13,0,0,0,17,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21330,Labergement-Foigney,303,236,5,4,21,0,1,71,0,24,0,0,0,103,0,0,7,0,0,0,0,0,0,0,0,0
FR_21331,Labergement-lès-Auxonne,265,181,1,3,30,0,2,40,76,19,6,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0
FR_21332,Labergement-lès-Seurre,772,523,7,8,61,0,7,117,308,0,0,11,0,0,0,0,0,0,0,4,0,0,0,0,0,0
FR_21333,Labruyère,196,124,0,5,14,0,5,24,71,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0
FR_21334,Lacanche,419,231,2,6,36,0,3,59,122,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21335,Lacour-dArcenay,106,81,0,2,14,0,2,0,33,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21336,Laignes,535,376,3,9,45,0,6,0,172,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21337,Lamarche-sur-Saône,975,616,3,6,84,0,10,105,357,32,11,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0
FR_21338,Lamargelle,153,123,0,3,30,0,3,0,46,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21339,Lantenay,406,313,2,12,99,0,6,70,88,23,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0
FR_21340,Lanthes,178,116,1,2,14,0,0,22,76,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21341,Lantilly,85,74,2,9,13,0,0,0,24,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21342,Laperrière-sur-Saône,330,233,1,4,31,0,2,51,140,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21343,Larrey,90,73,1,0,12,0,1,0,34,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21344,Lechâtelet,193,142,0,1,21,0,6,22,87,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0
FR_21345,Léry,136,97,1,0,8,0,2,0,60,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21346,Leuglay,220,158,0,4,11,0,4,0,59,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21347,Levernois,297,234,2,6,33,0,0,114,74,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21348,Licey-sur-Vingeanne,80,60,2,1,9,0,0,17,25,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21349,Liernais,391,287,5,11,58,0,10,68,127,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0
FR_21350,Lignerolles,44,36,0,0,5,0,0,0,21,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21351,Longchamp,877,636,10,21,118,0,10,134,0,36,0,0,0,292,0,0,15,0,0,0,0,0,0,0,0,0
FR_21352,Longeault,909,663,2,17,120,0,11,136,0,61,0,0,0,306,0,0,10,0,0,0,0,0,0,0,0,0
FR_21353,Longecourt-en-Plaine,999,712,7,15,145,0,8,160,0,41,0,0,0,323,0,0,13,0,0,0,0,0,0,0,0,0
FR_21354,Longecourt-lès-Culêtre,53,37,0,1,12,0,0,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21355,Longvic,5460,3685,19,69,1191,0,67,859,0,247,0,0,0,1108,0,0,125,0,0,0,0,0,0,0,0,0
FR_21356,Losne,1139,768,9,22,87,0,20,133,475,0,0,17,0,0,0,0,0,0,0,5,0,0,0,0,0,0
FR_21357,Louesme,87,71,2,0,3,0,0,0,32,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21358,Lucenay-le-Duc,156,116,2,1,21,0,3,0,52,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21359,Lucey,55,39,0,1,3,0,0,0,14,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21360,Lusigny-sur-Ouche,111,91,1,3,29,0,3,25,28,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21361,Lux,402,276,2,9,47,0,4,0,148,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21362,Maconge,109,84,2,4,14,0,1,26,35,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21363,Magnien,273,218,6,9,29,0,4,48,117,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21364,Magny-Lambert,63,53,0,0,12,0,0,0,16,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21365,Magny-la-Ville,70,48,3,0,9,0,0,0,23,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21366,Magny-lès-Aubigny,179,139,1,3,25,0,1,33,72,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21367,Magny-Montarlot,189,153,3,1,34,0,2,23,79,3,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21368,Magny-lès-Villers,200,159,2,3,33,0,1,44,74,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21369,Magny-Saint-Médard,262,202,1,2,23,0,3,60,94,13,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
FR_21370,Magny-sur-Tille,710,531,0,7,104,0,4,139,0,39,0,0,0,223,0,0,15,0,0,0,0,0,0,0,0,0
FR_21371,Les Maillys,605,403,4,2,46,0,5,66,231,32,10,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0
FR_21372,Maisey-le-Duc,71,54,1,1,7,0,3,0,18,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21373,Mâlain,637,502,2,12,205,0,14,0,147,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21374,Maligny,184,128,3,3,14,0,0,28,74,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21375,Manlay,167,118,1,2,16,0,3,42,53,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21376,Marandeuil,87,56,0,4,9,0,0,8,27,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21377,Marcellois,36,28,0,2,7,0,1,0,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21378,Marcenay,95,69,0,3,10,0,1,0,32,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21379,Marcheseuil,139,110,0,1,15,0,1,34,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21380,Marcigny-sous-Thil,59,50,0,1,5,0,3,0,34,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21381,Marcilly-et-Dracy,75,60,0,1,12,0,0,0,28,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21382,Marcilly-Ogny,158,115,1,2,21,0,2,31,52,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21383,Marcilly-sur-Tille,1285,891,3,25,184,0,19,0,427,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21384,Marey-lès-Fussey,65,53,0,2,15,0,2,14,17,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21385,Marey-sur-Tille,260,195,2,3,51,0,3,0,79,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21386,Marigny-le-Cahouët,255,193,2,3,56,0,0,0,64,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21387,Marigny-lès-Reullée,172,137,2,4,15,0,3,48,59,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21388,Marliens,414,321,3,5,39,0,3,65,0,25,0,0,0,177,0,0,4,0,0,0,0,0,0,0,0,0
FR_21389,Marmagne,178,129,2,1,19,0,1,0,65,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21390,Marsannay-la-Côte,4128,2909,24,43,809,0,30,753,0,210,0,0,0,967,0,0,73,0,0,0,0,0,0,0,0,0
FR_21391,Marsannay-le-Bois,701,541,0,9,96,0,9,0,210,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21392,Martrois,61,49,0,0,8,0,0,20,17,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21393,Massingy,131,102,3,2,11,0,2,0,37,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21394,Massingy-lès-Semur,149,111,0,2,28,0,2,0,44,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21395,Massingy-lès-Vitteaux,62,53,0,1,7,0,0,0,22,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21396,Mauvilly,57,47,1,1,3,0,0,0,16,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21397,Mavilly-Mandelot,119,85,1,3,17,0,0,28,35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21398,Maxilly-sur-Saône,273,190,0,4,31,0,2,40,92,13,5,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
FR_21399,Meilly-sur-Rouvres,160,130,1,2,18,0,1,43,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21400,Le Meix,43,35,0,2,3,0,2,0,18,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21401,Meloisey,257,195,3,3,27,0,2,87,69,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21402,Menesble,17,15,0,0,3,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21403,Ménessaire,70,52,0,1,24,0,2,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21404,Ménétreux-le-Pitois,361,241,1,6,61,0,5,0,76,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21405,Merceuil,655,475,3,8,71,0,3,156,215,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21406,Mesmont,223,160,1,3,47,0,3,0,66,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21407,Messanges,212,156,3,0,33,0,2,50,65,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21408,Messigny-et-Vantoux,1230,986,1,9,157,0,5,347,328,106,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0
FR_21409,Meuilley,314,250,0,11,71,0,5,64,93,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FR_21410,Meulson,31,28,0,1,0,0,0,0,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21411,Meursanges,438,334,2,10,63,0,3,92,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21412,Meursault,1114,821,10,15,86,0,6,318,360,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21413,Millery,309,253,3,5,46,0,6,0,100,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21414,Mimeure,263,200,1,6,30,0,5,53,100,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21415,Minot,191,138,1,1,13,0,2,0,56,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21416,Mirebeau-sur-Bèze,1446,1014,3,15,186,0,11,245,436,77,25,0,11,0,5,0,0,0,0,0,0,0,0,0,0,0
FR_21417,Missery,89,74,0,3,21,0,3,0,16,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21418,Moitron,49,40,0,0,6,0,2,0,17,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21419,Molesme,188,133,2,0,14,0,1,0,73,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21420,Molinot,161,118,8,1,24,0,2,18,64,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21421,Moloy,192,156,0,5,27,0,1,0,81,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21422,Molphey,112,81,1,0,13,0,5,0,39,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21423,Montagny-lès-Beaune,608,466,3,6,74,0,4,137,226,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21424,Montagny-lès-Seurre,91,61,0,0,11,0,2,10,34,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0
FR_21425,Montbard,3279,1976,29,36,467,0,48,0,802,594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21426,Montberthault,190,144,0,1,27,0,4,0,61,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21427,Montceau-et-Écharnant,160,122,2,2,30,0,1,34,52,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21428,Monthelie,148,107,1,2,16,0,1,40,41,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21429,Montigny-Montfort,218,178,0,3,26,0,4,0,78,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21430,Montigny-Saint-Barthélemy,64,50,0,2,12,0,0,0,19,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21431,Montigny-sur-Armançon,127,94,2,2,31,0,1,0,30,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21432,Montigny-sur-Aube,199,138,1,0,14,0,2,0,70,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21433,Montigny-Mornay-Villeneuve-sur-Vingeanne,349,262,2,1,26,0,4,69,138,16,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21434,Montlay-en-Auxois,117,90,0,6,19,0,1,0,43,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21435,Montliot-et-Courcelles,221,160,2,1,16,0,2,0,75,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21436,Montmain,107,84,0,3,19,0,3,19,37,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21437,Montmançon,182,134,1,2,33,0,0,24,63,8,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21438,Montmoyen,64,54,1,2,12,0,0,0,19,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21439,Montoillot,71,59,1,2,16,0,1,0,26,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21440,Montot,184,122,0,2,20,0,3,29,62,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0
FR_21441,Mont-Saint-Jean,222,162,2,4,38,0,1,49,66,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21442,Morey-Saint-Denis,497,374,2,10,55,0,2,128,153,0,0,21,0,0,0,0,0,0,0,3,0,0,0,0,0,0
FR_21444,Mosson,58,39,2,1,1,0,0,0,18,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21445,La Motte-Ternant,147,103,0,3,23,0,2,0,45,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21446,Moutiers-Saint-Jean,141,100,2,2,27,0,0,0,36,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21447,Musigny,80,59,0,4,2,0,2,12,35,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FR_21448,Mussy-la-Fosse,71,48,0,2,4,0,1,0,36,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21449,Nan-sous-Thil,150,119,1,6,21,0,1,0,44,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21450,Nantoux,152,128,1,0,20,0,0,47,53,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21451,Nesle-et-Massoult,80,66,0,1,18,0,1,0,19,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21452,Neuilly-Crimolois,2083,1468,5,27,380,0,30,377,0,117,0,0,0,509,0,0,23,0,0,0,0,0,0,0,0,0
FR_21454,Nicey,108,77,0,0,7,0,0,0,39,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21455,Nod-sur-Seine,159,122,0,2,25,0,4,0,55,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21456,Nogent-lès-Montbard,139,108,1,4,32,0,6,0,40,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21457,Noidan,74,62,0,0,8,0,1,0,24,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21458,Noiron-sous-Gevrey,855,673,17,29,138,0,7,209,251,0,0,14,0,0,0,0,0,0,0,8,0,0,0,0,0,0
FR_21459,Noiron-sur-Bèze,204,149,1,0,20,0,2,19,92,10,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
FR_21460,Noiron-sur-Seine,56,42,0,0,10,0,0,0,15,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21461,Nolay,1042,718,6,13,201,0,10,158,319,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21462,Norges-la-Ville,728,559,2,10,115,0,3,134,203,71,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0
FR_21463,Normier,42,33,0,0,4,0,0,0,20,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21464,Nuits-Saint-Georges,3626,2469,20,49,560,0,51,787,926,0,0,64,0,0,0,0,0,0,0,12,0,0,0,0,0,0
FR_21465,Obtrée,60,47,0,2,5,0,1,0,25,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21466,Oigny,43,36,0,1,14,0,1,0,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21467,Oisilly,121,84,0,0,14,0,2,28,35,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21468,Orain,98,75,0,0,4,0,0,22,37,8,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21469,Orgeux,380,298,1,1,45,0,1,100,121,23,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
FR_21470,Origny,40,34,1,2,2,0,4,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21471,Orret,18,11,0,0,2,0,1,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21472,Orville,157,120,0,6,18,0,3,0,59,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21473,Ouges,681,504,2,9,94,0,5,145,0,30,0,0,0,209,0,0,10,0,0,0,0,0,0,0,0,0
FR_21474,Pagny-la-Ville,289,204,1,4,27,0,6,41,122,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21475,Pagny-le-Château,428,279,0,2,48,0,7,44,176,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21476,Painblanc,130,108,2,1,13,0,3,28,60,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21477,Panges,71,61,0,1,31,0,2,0,15,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21478,Pasques,257,205,2,2,37,0,0,40,88,28,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
FR_21479,Pellerey,83,64,0,3,7,0,1,0,31,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21480,Pernand-Vergelesses,231,176,0,6,36,0,1,79,51,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21481,Perrigny-lès-Dijon,1533,1137,6,29,290,0,11,251,0,112,0,0,0,398,0,0,40,0,0,0,0,0,0,0,0,0
FR_21482,Perrigny-sur-lOgnon,573,403,1,4,54,0,2,51,248,28,10,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0
FR_21483,Pichanges,211,185,1,12,29,0,2,0,84,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_21484,Planay,49,39,0,0,5,0,1,0,19,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
