gisco_id,name,registered,turnout,invalid,blank,ΔΗΜΟΚΡΑΤΙΚΟΣ ΣΥΝΑΓΕΡΜΟΣ (ΔΗ.ΣΥ),ΑΚΕΛ-ΑΡΙΣΤΕΡΑ-ΝΕΕΣ ΔΥΝΑΜΕΙΣ,ΔΗΜΟΚΡΑΤΙΚΟ ΚΟΜΜΑ (ΔΗ.ΚΟ),ΕΔΕΚ ΚΙΝΗΜΑ ΣΟΣΙΑΛΔΗΜΟΚΡΑΤΩΝ,ΕΥΡΩΠΑΪΚΟ ΚΟΜΜΑ (ΕΥΡΩ.ΚΟ),ΚΙΝΗΜΑ ΟΙΚΟΛΟΓΩΝ ΠΕΡΙΒΑΛΛΟΝΤΙΣΤΩΝ,ΕΘΝΙΚΟ ΛΑΪΚΟ ΜΕΤΩΠΟ (Ε.ΛΑ.Μ),ΓΡΑΦΕΙΟ ΔΙΚΑΙΩΜΑΤΩΝ ΠΟΛΙΤΗ(ΛΑ.ΣΟ.Κ),ΚΥΠΡΙΑΚΗ ΠΡΟΟΔΕΥΤΙΚΗ ΣΥΝΕΡΓΑΣΙΑ (ΚΥ.ΠΡΟ.Σ),ΖΥΓΟΣ ΚΙΝΗΜΑ ΑΝΕΞΑΡΤΗΤΩΝ ΠΟΛΙΤΩΝ,ΣΤΑΥΡΟΥ ΛΟΥΚΑΣ,ΕΥΣΤΡΑΤΙΟΥ ΑΝΔΡΕΑΣ,ΣΤΑΥΡΟΥ ΠΑΜΠΟΣ,ΚΥΡΙΑΚΟΥ (ΟΥΤΟΠΟΣ) ΚΩΣΤΑΣ,ΚΩΝΣΤΑΝΤΙΝΟΥ ΝΕΟΦΥΤΟΣ,ΠΙΕΡΙΔΗΣ ΑΝΤΩΝΗΣ
CY_5130,Asgata,280,244,5,0,55,106,34,30,9,3,0,2,0,0,0,0,0,0,0,0
CY_5131,Βάσα Κελλακίου,56,54,2,0,17,15,2,10,6,0,2,0,0,0,0,0,0,0,0,0
CY_5133,Πραστιό Κελλακίου,78,74,0,0,8,51,14,1,0,0,0,0,0,0,0,0,0,0,0,0
CY_5136,Kellaki,275,227,2,0,40,117,32,23,2,4,2,3,0,2,0,0,0,0,0,0
CY_5138,Eptagoneia,288,227,14,2,87,67,20,28,5,4,0,0,0,0,0,0,0,0,0,0
CY_5140,Dierona,240,208,6,1,54,113,18,7,2,3,0,0,0,4,0,0,0,0,0,0
CY_5141,Arakapas,286,261,1,0,109,94,21,15,13,6,1,1,0,0,0,0,0,0,0,0
CY_5142,'Αγιος Παύλος,150,131,2,0,48,41,10,26,2,0,1,0,1,0,0,0,0,0,0,0
CY_5143,Agios Konstantinos,184,156,3,6,75,16,23,25,7,1,0,0,0,0,0,0,0,0,0,0
CY_5144,Συκόπετρα,98,79,0,0,12,39,3,21,0,0,0,3,1,0,0,0,0,0,0,0
CY_5145,Λουβαράς,333,281,8,6,71,142,21,25,3,0,2,3,0,0,0,0,0,0,0,0
CY_5146,Καλό Χωριό Λεμεσού,379,347,8,1,134,109,46,34,9,3,3,0,0,0,0,0,0,0,0,0
CY_5147,Ζωοπηγή,182,158,6,1,53,17,46,29,4,2,0,0,0,0,0,0,0,0,0,0
CY_5200,Ακρωτήρι,594,517,12,5,235,81,77,46,51,6,2,2,0,0,0,0,0,0,0,0
CY_5201,Ασώματος Λεμεσού,202,164,3,1,53,54,21,17,5,5,1,1,0,3,0,0,0,0,0,0
CY_5203,Τραχώνι Λεμεσού,2862,2234,68,14,720,801,306,178,71,38,9,22,4,2,1,0,0,0,0,0
CY_5210,Kolossi,2959,2326,73,32,852,783,277,144,75,31,31,12,3,6,3,0,4,0,0,0
CY_5211,Ερήμη,950,799,9,8,268,245,157,62,25,13,5,5,1,0,1,0,0,0,0,0
CY_5212,Επισκοπή Λεμεσού,2851,2332,61,22,859,739,299,242,53,26,17,9,2,2,0,0,0,0,1,0
CY_5213,Kantou,466,350,8,2,106,146,44,12,17,6,5,2,0,2,0,0,0,0,0,0
CY_5214,Σωτήρα Λεμεσού,125,106,1,1,40,38,10,11,0,2,1,2,0,0,0,0,0,0,0,0
CY_5220,Πραστιό Αυδήμου,247,212,3,2,65,56,24,49,5,7,0,0,0,1,0,0,0,0,0,0
CY_5222,Αυδήμου,476,404,6,6,261,71,35,17,4,1,2,0,1,0,0,0,0,0,0,0
CY_5226,Ανώγυρα,162,144,1,0,32,47,47,6,10,1,0,0,0,0,0,0,0,0,0,0
CY_5227,Pissouri,725,617,16,6,183,185,97,65,34,8,16,4,0,1,0,0,1,0,0,1
CY_5300,Souni-Zanakia,331,288,4,2,111,65,59,19,12,13,2,1,0,0,0,0,0,0,0,0
CY_5302,Alassa,205,192,3,2,99,30,22,23,11,0,0,2,0,0,0,0,0,0,0,0
CY_5304,Πάνω Κιβίδες,548,452,9,4,235,44,109,30,9,10,0,0,2,0,0,0,0,0,0,0
CY_5305,Άγιος Αμβρόσιος Λεμεσού,303,277,3,0,93,17,46,38,7,69,1,2,1,0,0,0,0,0,0,0
CY_5306,Agios Therapon,222,190,4,0,132,11,30,8,3,2,0,0,0,0,0,0,0,0,0,0
CY_5307,Λόφου,125,114,3,1,48,11,18,28,3,1,1,0,0,0,0,0,0,0,0,0
CY_5308,Πάχνα,932,798,10,3,373,79,236,63,21,6,4,1,0,1,0,0,0,0,0,1
CY_5310,Άγιος Γεώργιος Λεμεσού,115,99,2,0,14,25,12,38,7,0,0,1,0,0,0,0,0,0,0,0
CY_5311,Doros,135,119,4,0,37,18,34,14,10,0,1,1,0,0,0,0,0,0,0,0
CY_5312,Laneia,176,151,3,0,75,21,25,15,6,2,0,4,0,0,0,0,0,0,0,0
CY_5313,Silikou,146,120,0,2,39,46,17,9,3,3,0,1,0,0,0,0,0,0,0,0
CY_5314,Monagri,191,161,1,1,57,16,39,34,11,0,2,0,0,0,0,0,0,0,0,0
CY_5315,Τριμήκληνη,851,674,9,9,239,165,136,52,34,13,9,4,0,3,0,0,0,1,0,0
CY_5316,Agios Mamas,235,198,2,2,63,17,71,36,2,5,0,0,0,0,0,0,0,0,0,0
CY_5317,Kouka,75,74,1,2,15,36,11,8,0,1,0,0,0,0,0,0,0,0,0,0
CY_5318,Μονιάτης,311,267,3,1,141,31,45,33,5,5,3,0,0,0,0,0,0,0,0,0
CY_5320,Dora,235,190,4,1,90,21,50,11,12,0,0,0,0,0,0,0,0,0,0,1
CY_5322,Άρσος Λεμεσού,299,259,2,1,107,91,33,16,2,6,0,1,0,0,0,0,0,0,0,0
CY_5324,Malia,71,63,1,0,17,27,10,5,2,0,1,0,0,0,0,0,0,0,0,0
CY_5325,Βάσα Κοιλανίου,193,162,0,1,61,62,20,11,3,1,1,2,0,0,0,0,0,0,0,0
CY_5326,Βουνί,181,146,8,3,43,35,36,12,4,3,0,1,0,1,0,0,0,0,0,0
CY_5327,Pera Pedi,126,105,3,1,37,26,17,15,5,0,1,0,0,0,0,0,0,0,0,0
CY_5328,Μανδριά Λεμεσού,107,100,3,2,18,41,20,8,3,2,1,2,0,0,0,0,0,0,0,0
CY_5329,Potamiou,76,75,3,1,35,8,24,2,0,2,0,0,0,0,0,0,0,0,0,0
CY_5330,Omodos,303,235,4,1,67,21,100,19,17,4,0,0,0,0,2,0,0,0,0,0
CY_5331,Koilani,413,365,6,3,111,124,60,50,3,5,0,0,0,1,0,0,0,0,0,2
CY_5340,'Αγιος Δημήτριος,60,56,0,0,27,10,13,3,0,1,0,1,1,0,0,0,0,0,0,0
CY_5341,Παλαιόμυλος,42,43,1,2,9,19,1,8,0,2,1,0,0,0,0,0,0,0,0,0
CY_5342,Prodromos,168,140,7,0,59,11,31,13,13,2,2,0,1,1,0,0,0,0,0,0
CY_5343,Kaminaria,84,69,6,2,29,10,14,3,3,0,1,1,0,0,0,0,0,0,0,0
CY_5344,Treis Elies,78,60,0,0,13,34,10,0,1,2,0,0,0,0,0,0,0,0,0,0
CY_5345,Lemithou,124,102,2,2,16,19,38,20,0,2,1,2,0,0,0,0,0,0,0,0
CY_5350,Κάτω Πλάτρες (Toρνάρηδες),207,196,6,4,52,48,41,28,6,1,4,4,0,1,0,0,0,0,0,1
CY_5351,Pano Platres,216,189,1,2,72,11,52,37,10,2,1,1,0,0,0,0,0,0,0,0
CY_5352,Φοινί,495,402,7,0,141,114,36,90,3,7,0,0,0,1,0,0,0,0,0,3
CY_5355,Αμίαντος,294,270,2,4,121,82,54,2,5,0,0,0,0,0,0,0,0,0,0,0
CY_5360,Άγιος Θεόδωρος Λεμεσού,114,97,5,2,48,18,5,4,6,0,2,7,0,0,0,0,0,0,0,0
CY_5361,Άγιος Ιωάννης Λεμεσού,472,408,11,1,116,95,88,43,43,1,1,2,6,1,0,0,0,0,0,0
CY_5362,Κάτω Μύλος,53,53,0,0,30,2,12,2,7,0,0,0,0,0,0,0,0,0,0,0
CY_5363,Potamitissa,104,94,2,2,29,11,34,3,11,2,0,0,0,0,0,0,0,0,0,0
CY_5364,Δύμες,179,151,3,5,51,40,37,10,3,2,0,0,0,0,0,0,0,0,0,0
CY_5365,Pelendri,1344,1199,27,10,354,705,43,38,10,3,3,5,0,1,0,0,0,0,0,0
CY_5366,Agros,676,569,10,8,256,84,110,29,59,6,3,3,0,1,0,0,0,0,0,0
CY_5367,Agridia,198,166,2,0,40,23,84,13,1,1,0,1,1,0,0,0,0,0,0,0
CY_5368,Χανδριά,272,238,3,1,176,6,14,16,13,2,7,0,0,0,0,0,0,0,0,0
CY_5369,Κυπερούντα,1393,1220,22,8,623,224,188,79,54,7,8,1,4,2,0,0,0,0,0,0
CY_6000,Πάφος,15795,12425,237,171,3224,2653,2712,2309,457,163,263,74,50,22,0,88,0,1,1,0
CY_6010,Γεροσκήπου,4277,3444,82,56,739,1180,549,634,72,34,42,15,15,5,0,20,0,1,0,0
CY_6011,Konia,716,572,13,6,119,146,111,101,12,8,41,6,2,4,0,3,0,0,0,0
CY_6012,Agia Marinouda,153,137,3,1,26,41,26,22,2,7,8,1,0,0,0,0,0,0,0,0
CY_6014,Αχέλεια,167,152,1,3,26,36,36,27,6,3,6,1,2,1,0,4,0,0,0,0
CY_6020,Χλώρακας,1838,1555,27,17,417,431,400,163,34,15,31,4,2,3,0,11,0,0,0,0
CY_6021,Lempa,595,434,12,9,104,139,75,50,15,10,9,2,2,7,0,0,0,0,0,0
CY_6022,Empa,2084,1704,23,13,633,259,441,232,38,14,20,10,10,3,0,8,0,0,0,0
CY_6023,Tremithousa,331,290,13,7,57,77,63,51,9,1,3,2,3,0,0,4,0,0,0,0
CY_6024,Μέσα Χωριό,256,223,0,4,22,99,30,48,11,2,3,0,0,1,0,3,0,0,0,0
CY_6025,Μεσόγη,1208,982,21,12,214,284,231,153,20,19,20,4,1,1,0,1,0,1,0,0
CY_6026,Tala,551,463,7,1,109,83,108,103,19,11,6,3,3,1,0,9,0,0,0,0
CY_6027,Kissonerga,913,782,10,7,145,269,133,144,19,11,10,25,0,1,0,8,0,0,0,0
CY_6100,Κούκλια Πάφου,465,403,4,2,96,85,125,81,5,0,2,0,0,0,0,3,0,0,0,0
CY_6101,Μανδριά Πάφου,362,301,5,5,119,98,31,31,5,3,3,0,0,1,0,0,0,0,0,0
CY_6102,Nikokleia,81,66,1,0,16,13,14,7,4,11,0,0,0,0,0,0,0,0,0,0
CY_6104,Τίμη,1084,893,22,12,205,304,176,116,20,6,17,11,0,2,0,2,0,0,0,0
CY_6107,Anarita,307,267,0,3,58,40,49,76,10,26,4,1,0,0,0,0,0,0,0,0
CY_6110,Marathounta,178,156,2,2,15,47,59,22,1,1,6,0,0,1,0,0,0,0,0,0
CY_6111,Armou,219,192,7,2,17,57,36,49,7,1,10,1,0,1,0,4,0,0,0,0
CY_6112,Επισκοπή Πάφου,170,148,0,0,26,50,29,21,2,0,17,1,1,0,0,1,0,0,0,0
CY_6113,Nata,169,150,6,0,31,69,8,24,9,0,1,1,0,0,0,1,0,0,0,0
CY_6114,Χολέτρια,249,206,3,1,54,87,29,19,4,6,1,0,0,1,0,1,0,0,0,0
CY_6122,Stroumpi,413,364,1,0,107,32,177,28,15,0,3,1,0,0,0,0,0,0,0,0
CY_6120,Tsada,644,542,15,7,159,141,92,102,6,6,4,3,2,1,0,4,0,0,0,0
CY_6121,Κοίλη,232,224,4,2,44,32,103,32,2,0,5,0,0,0,0,0,0,0,0,0
CY_6123,Polemi,699,597,10,4,196,69,173,67,55,3,8,7,2,2,0,1,0,0,0,0
CY_6124,Kallepeia,217,199,4,0,35,67,47,35,5,1,3,1,1,0,0,0,0,0,0,0
CY_6125,Λετύμβου,303,279,4,1,34,44,56,65,1,0,71,0,1,1,0,1,0,0,0,0
CY_6128,Lemona,52,44,1,0,9,9,9,10,0,1,4,1,0,0,0,0,0,0,0,0
CY_6129,Χούλου,160,136,1,0,25,33,37,32,3,0,4,0,1,0,0,0,0,0,0,0
CY_6132,Kathikas,321,262,8,8,55,74,81,29,4,1,1,1,0,0,0,0,0,0,0,0
CY_6133,Pegeia,1530,1267,14,20,542,297,190,122,30,14,14,8,0,4,0,12,0,0,0,0
CY_6200,Πάνω Aρχιμανδρίτα,50,43,1,0,13,19,4,1,2,0,3,0,0,0,0,0,0,0,0,0
CY_6205,Άγιος Γεώργιος Πάφου,188,160,4,2,16,48,53,29,3,0,2,2,1,0,0,0,0,0,0,0
CY_6208,Τραχυπέδουλα,95,86,1,1,19,20,29,13,0,0,1,2,0,0,0,0,0,0,0,0
CY_6210,Kelokedara,260,236,6,2,127,33,47,13,2,0,5,1,0,0,0,0,0,0,0,0
CY_6211,Salamiou,303,249,5,4,46,84,61,32,6,2,5,0,0,0,0,4,0,0,0,0
CY_6213,Kedares,61,46,2,0,13,15,10,3,1,0,0,2,0,0,0,0,0,0,0,0
CY_6214,Mesana,73,53,2,1,13,19,12,5,0,0,0,0,0,0,0,1,0,0,0,0
CY_6215,Praitori,85,75,0,0,22,26,15,6,6,0,0,0,0,0,0,0,0,0,0,0
CY_6218,Άγιος Νικόλαος Πάφου,58,54,2,0,15,8,19,8,1,0,0,1,0,0,0,0,0,0,0,0
CY_6220,Αμαργέτη,232,190,1,0,52,52,43,25,4,1,8,3,1,0,0,0,0,0,0,0
CY_6222,Pentalia,134,110,0,3,26,16,37,20,2,2,3,0,1,0,0,0,0,0,0,0
CY_6224,Galataria,72,64,0,2,19,4,21,14,2,0,1,1,0,0,0,0,0,0,0,0
CY_6225,Koilineia,39,39,0,0,12,6,19,2,0,0,0,0,0,0,0,0,0,0,0,0
CY_6227,Στατός-'Αγιος Φώτιος,297,256,4,4,44,45,81,61,10,1,3,2,0,1,0,0,0,0,0,0
CY_6230,Πάνω Παναγιά,530,440,6,1,36,171,95,108,4,1,11,0,1,0,0,6,0,0,0,0
CY_6231,Asprogia,74,71,3,0,19,12,21,11,0,1,2,1,1,0,0,0,0,0,0,0
CY_6301,'Αγιος Δημητριανός,83,66,1,2,17,18,10,16,2,0,0,0,0,0,0,0,0,0,0,0
CY_6302,Κανναβιού,134,123,1,3,20,26,25,28,8,3,5,0,1,0,0,3,0,0,0,0
CY_6303,Θρίνια (Δρίνια),44,41,1,1,5,13,10,9,1,1,0,0,0,0,0,0,0,0,0,0
CY_6305,Kritou Marottou,60,54,1,0,6,6,24,15,1,1,0,0,0,0,0,0,0,0,0,0
CY_6306,Φύτη,135,111,1,6,15,20,46,13,6,2,1,1,0,0,0,0,0,0,0,0
CY_6307,Lasa,72,54,0,1,10,13,18,2,3,4,0,1,2,0,0,0,0,0,0,0
CY_6308,Δρύμου,89,77,4,0,18,17,26,9,1,0,1,0,0,0,0,1,0,0,0,0
CY_6310,Simou,181,165,2,0,38,28,24,54,14,2,0,0,0,2,0,1,0,0,0,0
CY_6320,Λυσός,172,132,3,0,27,21,55,22,2,0,0,2,0,0,0,0,0,0,0,0
CY_6321,Περιστερώνα Πάφου,203,180,4,2,47,24,38,57,4,1,2,0,1,0,0,0,0,0,0,0
CY_6330,Theletra,155,139,2,0,24,23,49,29,12,0,0,0,0,0,0,0,0,0,0,0
CY_6331,Giolou,576,511,2,6,182,103,86,108,7,7,7,1,1,0,0,1,0,0,0,0
CY_6333,Μηλιού,53,49,0,0,10,11,16,5,4,1,2,0,0,0,0,0,0,0,0,0
CY_6334,Kato Akourdaleia,62,59,0,2,12,19,7,16,0,0,2,0,0,1,0,0,0,0,0,0
CY_6336,Kritou Tera,100,79,0,1,20,14,11,31,1,0,1,0,0,0,0,0,0,0,0,0
CY_6337,Σκούλλη,109,93,13,1,18,11,23,24,2,0,0,0,0,0,0,1,0,0,0,0
CY_6341,Χρυσοχού,52,47,1,0,7,18,19,1,1,0,0,0,0,0,0,0,0,0,0,0
CY_6343,Polis,1580,1345,14,14,298,382,301,287,15,17,14,2,0,0,0,0,0,1,0,0
CY_6344,Νέο Χωριό Πάφου,281,227,2,1,52,40,57,67,1,6,1,0,0,0,0,0,0,0,0,0
CY_6345,Goudi,156,121,2,1,21,20,23,52,1,1,0,0,0,0,0,0,0,0,0,0
CY_6351,Pano Arodes,108,85,3,0,12,30,28,8,1,1,1,0,0,1,0,0,0,0,0,0
CY_6352,Ineia,323,283,5,1,41,20,184,15,2,1,6,5,0,2,0,1,0,0,0,0
CY_6353,Drouseia,282,246,6,4,56,22,92,47,6,5,5,1,1,1,0,0,0,0,0,0
CY_6361,Κυνούσα,106,92,6,0,20,42,6,16,1,0,1,0,0,0,0,0,0,0,0,0
CY_6363,Argaka,632,531,1,3,103,138,107,155,11,0,6,2,2,1,0,2,0,0,0,0
CY_6365,Αγία Μαρίνα Χρυσοχούς,730,640,1,5,79,245,117,179,2,2,4,3,0,0,0,2,0,1,0,0
CY_6367,Pomos,421,365,1,2,52,124,60,117,1,1,4,2,0,1,0,0,0,0,0,0
CY_6368,Στενή,117,112,1,0,29,7,30,35,5,2,0,1,2,0,0,0,0,0,0,0
CY_CYZZGB,ΗΝΩΜΕΝΟ ΒΑΣΙΛΕΙΟ,3123,1757,26,9,366,1023,133,111,47,28,10,2,1,1,0,0,0,0,0,0
CY_CYZZEL,ΕΛΛΑΔΑ,6188,4661,51,28,1549,1822,394,487,185,71,32,18,11,7,0,1,0,4,0,1
