gisco_id,name,registered,turnout,invalid,blank,Slovenská ľudová strana Andreja Hlinku,DOBRÁ VOĽBA,Sloboda a Solidarita,SME RODINA,Slovenské Hnutie Obrody,ZA ĽUDÍ,MÁME TOHO DOSŤ !,Slovenská národná strana,Demokratická strana,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO), NOVA, Kresťanská únia (KÚ), ZMENA ZDOLA",Koalícia Progresívne Slovensko a SPOLU - občianska demokracia,STAROSTOVIA A NEZÁVISLÍ KANDIDÁTI,99 % - občiansky hlas,Kresťanskodemokratické hnutie,Slovenská liga,VLASŤ,MOST - HÍD,SMER - sociálna demokracia,SOLIDARITA - Hnutie pracujúcej chudoby,HLAS ĽUDU,Magyar Közösségi Összefogás - Maďarská komunitná spolupatričnosť,Práca slovenského národa,Kotlebovci - Ľudová strana Naše Slovensko,Socialisti.sk
SK_557854,Rakytnik,203,120,3,0,3,1,0,3,0,0,0,0,0,6,1,0,0,1,0,1,63,3,3,0,25,0,7,0
SK_515388,Ratkovska Lehota,45,32,0,0,0,0,0,1,0,1,0,1,0,8,2,0,0,3,0,1,0,3,0,0,0,0,12,0
SK_515396,Ratkovska Sucha,39,26,0,0,3,0,1,5,0,6,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,2,5,0
SK_557765,Riečka (okres Rimavská Sobota),179,94,1,0,2,3,0,1,1,1,0,0,1,15,3,0,0,4,0,1,28,10,0,0,21,0,2,0
SK_515426,Rimavska Bana,392,215,3,0,1,9,7,19,0,2,0,8,0,46,5,0,1,6,0,3,3,48,0,0,0,1,52,1
SK_515442,Rimavska Sec,1412,571,24,0,12,6,4,12,1,10,0,0,0,44,4,0,0,8,1,5,173,19,1,0,219,1,25,2
SK_514462,Rimavska Sobota,18265,10261,120,0,36,285,441,762,5,486,13,285,8,2451,579,3,7,86,3,213,645,1443,14,2,1235,7,1075,57
SK_515451,Rimavske Brezovo,397,220,3,0,4,6,4,23,2,4,0,13,0,28,6,0,0,3,0,3,2,71,2,0,0,0,45,1
SK_515469,Rimavske Janovce,1037,541,25,0,9,10,16,38,0,13,3,22,0,116,18,1,0,7,0,6,49,67,1,1,66,0,67,6
SK_557811,Rimavske Zaluzany,282,217,2,0,0,5,11,13,0,7,5,13,1,24,11,0,0,0,0,3,1,83,0,1,0,0,36,1
SK_515485,Rovné (okres Rimavská Sobota),101,57,0,0,0,2,1,5,0,0,0,6,0,3,1,0,0,0,0,1,1,20,1,0,0,0,16,0
SK_515493,Rumince,305,171,0,0,6,0,2,6,7,2,0,4,0,18,3,0,0,0,0,1,35,29,0,0,49,0,8,1
SK_515531,Slizke,134,50,2,0,5,0,0,2,0,5,0,0,0,3,1,0,0,0,0,0,1,29,1,0,0,0,1,0
SK_515540,Stara Basta,276,149,1,0,0,1,1,3,0,3,0,1,0,8,0,0,0,0,1,0,16,8,0,0,104,0,2,0
SK_515566,Stranska,280,122,0,0,2,1,0,13,2,3,0,4,0,8,1,0,0,0,0,3,20,19,0,0,23,0,23,0
SK_515582,Studena,212,97,4,0,4,0,1,3,1,0,0,0,0,5,1,0,0,0,1,0,26,1,0,0,46,0,2,2
SK_515604,Sutor,407,208,4,0,4,0,0,1,2,1,0,0,1,5,0,1,0,4,0,0,126,7,0,0,2,0,50,0
SK_515621,Simonovce,391,254,0,0,1,0,1,8,0,0,2,1,0,19,1,0,0,1,0,2,121,6,2,0,79,0,10,0
SK_515639,Sirkovce,677,296,12,0,0,0,0,1,1,4,2,1,0,31,2,0,0,1,0,0,70,6,0,2,129,0,25,9
SK_515647,Spanie Pole,65,36,1,0,1,2,0,1,0,1,0,10,0,3,3,0,0,0,0,0,0,9,0,0,0,0,5,0
SK_515655,Strkovec,290,166,1,0,0,2,0,3,0,6,0,0,0,13,1,2,0,1,0,0,36,5,0,0,93,0,3,0
SK_515663,Tachty,428,280,7,0,3,3,2,0,0,1,0,0,0,10,2,0,0,2,0,0,121,1,0,0,117,0,10,1
SK_515671,Teply Vrch,243,173,2,0,2,5,6,13,0,4,0,13,0,30,4,0,0,0,0,0,2,50,3,0,5,0,27,7
SK_515680,Tisovec,3110,1782,38,0,12,57,64,251,3,45,4,56,1,323,51,1,1,65,1,70,2,377,4,1,1,1,342,11
SK_515698,Tomášovce (okres Rimavská Sobota),158,89,4,0,0,1,1,1,0,6,0,1,0,4,1,0,0,0,0,1,46,3,0,0,13,0,6,1
SK_515701,Uzovska Panica,517,168,2,0,6,4,1,8,1,6,1,0,0,20,9,0,0,7,0,0,37,9,0,0,34,0,23,0
SK_515795,Valice,201,114,2,0,3,2,1,5,0,0,0,0,0,40,0,0,0,1,0,1,23,0,0,0,32,0,4,0
SK_515710,Vcelince,629,289,11,0,0,1,2,5,2,6,3,3,0,26,8,0,0,2,0,3,71,7,0,0,124,0,15,0
SK_515728,Vecelkov,192,123,1,0,1,0,5,4,0,0,0,0,0,6,0,0,0,0,0,0,15,4,0,0,86,0,1,0
SK_515736,Velke Teriakovce,688,364,8,0,4,9,11,33,2,8,0,9,2,86,6,0,0,4,0,10,0,89,0,0,0,1,80,2
SK_515744,Velky Blh,876,375,8,0,5,9,5,10,1,12,1,2,0,56,5,0,0,1,0,1,95,26,0,0,104,0,31,3
SK_515752,Vieska nad Blhom,126,83,0,0,4,0,0,0,0,2,0,0,0,5,0,1,0,1,0,0,41,0,0,0,22,0,6,1
SK_515779,Vlkyna,237,143,1,0,1,0,1,0,0,0,3,0,0,5,0,0,0,0,0,0,74,0,0,0,55,0,3,0
SK_557901,Vysne Valice,196,101,1,0,0,1,2,5,0,1,0,0,0,17,0,0,0,0,0,0,23,1,0,0,47,0,1,2
SK_515809,Vysny Skalnik,116,76,0,0,0,5,4,16,0,6,0,6,0,12,3,0,0,0,0,2,0,14,0,0,0,0,8,0
SK_515817,Zador,97,43,5,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,9,0,0,0,22,0,3,0
SK_557927,Zacharovce,324,147,5,0,4,4,4,8,0,7,0,4,0,15,11,0,0,6,0,0,8,30,0,0,4,0,35,2
SK_515841,Zip,158,99,3,0,6,1,5,2,0,0,0,0,0,3,0,1,0,1,0,0,31,1,1,0,43,1,0,0
SK_515868,Balog nad Iplom,656,462,6,0,1,1,3,5,0,2,0,1,0,36,6,0,0,4,0,2,38,9,0,0,342,0,6,0
SK_515876,Batorova,300,168,0,0,2,5,13,18,0,7,0,1,1,48,3,0,0,1,0,3,7,26,0,0,10,0,22,1
SK_515884,Brusnik,97,61,1,0,2,1,1,1,0,1,0,16,0,4,2,0,0,0,0,0,0,17,0,0,0,0,15,0
SK_515892,Busince,1117,517,10,0,7,4,12,26,0,26,3,7,0,128,15,0,0,4,0,5,86,103,2,0,37,0,40,2
SK_515906,Cebovce,853,523,4,0,0,4,50,29,0,6,0,6,0,114,21,0,0,6,0,6,33,38,0,0,167,0,39,0
SK_515914,Celare,381,178,0,0,0,0,4,6,0,11,0,1,1,30,1,0,0,12,0,3,66,17,0,0,11,0,14,1
SK_528242,Čeľovce,1005,546,7,0,9,15,9,41,0,20,8,21,1,105,21,0,1,53,1,4,7,178,0,0,2,0,42,1
SK_515931,Cervenany,32,22,0,0,0,0,1,3,0,1,0,3,0,2,2,0,0,1,0,1,0,5,1,0,0,0,2,0
SK_515949,Dacov Lom,323,176,2,0,1,3,8,17,0,12,1,2,1,20,9,0,0,0,0,5,3,74,0,0,0,0,18,0
SK_515957,Dolinka,423,297,3,0,0,0,1,4,0,2,0,1,0,39,1,0,0,3,0,0,45,4,0,0,180,0,14,0
SK_515965,Dolna Strehova,855,546,6,0,0,9,19,35,1,10,4,31,0,118,38,0,0,17,0,16,2,147,0,0,1,1,88,3
SK_515973,Dolne Plachtince,462,325,8,0,1,15,10,17,0,15,0,8,0,55,22,0,0,6,0,8,2,101,1,0,3,0,52,1
SK_515981,Dolne Strhare,161,94,1,0,0,3,2,4,0,2,1,8,0,11,5,0,0,3,0,9,1,27,1,0,2,0,14,0
SK_515990,Durkovce,107,56,1,0,1,1,0,0,0,0,0,0,0,12,0,0,0,0,0,2,13,5,0,0,15,0,5,1
SK_516007,Glabusovce,98,65,1,0,0,0,4,8,0,2,0,1,0,14,3,0,0,0,1,1,2,3,0,0,18,0,6,1
SK_516015,Horna Strehova,123,66,0,0,0,2,4,5,0,3,0,1,0,19,4,0,0,0,0,2,2,17,0,0,0,0,7,0
SK_516023,Horne Plachtince,168,108,2,0,1,7,1,11,0,2,0,1,0,14,6,0,0,0,0,5,2,30,0,0,0,0,26,0
SK_516031,Horne Strhare,208,129,0,0,0,1,1,10,0,9,2,18,0,31,3,1,0,1,1,6,2,30,2,0,0,0,11,0
SK_516040,Hrušov (okres Veľký Krtíš),642,423,1,0,2,6,10,47,1,19,2,24,0,70,22,1,0,20,1,8,7,126,1,0,1,0,50,4
SK_516058,Chrastince,182,85,1,0,1,2,3,2,0,3,1,0,0,16,3,0,0,0,0,2,10,12,0,0,12,0,17,0
SK_516066,Chrtany,100,65,0,0,4,2,2,2,3,1,2,2,0,10,0,0,0,0,0,2,1,28,0,0,0,0,6,0
SK_516074,Ipelske Predmostie,465,279,0,0,0,0,6,13,0,5,1,2,0,20,6,0,0,0,0,1,137,11,0,0,71,0,6,0
SK_516082,Kamenne Kosihy,276,202,5,0,1,5,4,9,0,8,0,2,0,49,0,0,0,2,0,2,34,16,0,0,48,0,17,0
SK_516091,Kiarov,243,164,1,0,0,0,2,4,0,3,1,3,0,28,1,0,0,7,0,0,77,11,0,0,11,0,15,0
SK_516104,Klenany,229,135,0,0,0,2,2,1,0,0,0,0,0,26,0,1,0,3,0,3,32,6,0,1,51,0,7,0
SK_516112,Kolare,209,125,1,0,0,0,1,6,1,6,0,0,1,9,2,0,0,3,0,2,15,2,0,0,70,0,4,2
SK_516121,Kosihovce,445,205,2,0,0,2,4,13,0,12,2,1,0,61,5,1,0,3,1,8,9,29,0,0,35,0,17,0
SK_516139,Kosihy nad Iplom,369,235,1,0,1,2,7,5,0,2,0,4,0,39,3,0,0,1,0,1,25,11,0,0,121,0,12,0
SK_516147,Kovacovce,260,145,0,0,0,1,4,5,1,2,0,2,0,29,4,0,1,1,0,0,23,19,1,1,26,0,25,0
SK_516155,Lesenice,418,255,1,0,0,3,9,12,1,9,3,4,1,77,9,0,0,4,0,1,19,52,0,0,16,0,34,0
SK_516163,Luboriecka,127,90,2,0,1,0,3,11,0,4,2,16,0,10,3,0,0,7,0,4,1,17,0,0,0,0,9,0
SK_516171,Mala Calomija,178,127,2,0,0,3,2,4,0,5,0,3,0,17,8,0,0,2,0,9,4,39,0,1,3,0,24,1
SK_558206,Male Straciny,113,58,1,0,0,1,2,5,0,2,0,4,0,17,1,0,0,1,0,2,2,11,0,0,1,0,8,0
SK_516198,Male Zlievce,233,156,0,0,4,5,2,8,1,41,0,4,0,33,3,1,0,1,0,3,1,25,0,0,0,0,24,0
SK_558192,Maly Krtis,404,257,1,0,1,12,7,33,0,15,0,12,1,63,14,0,0,12,0,9,2,45,0,0,1,0,29,0
SK_516210,Modry Kamen,1272,758,14,0,8,25,33,67,0,29,1,24,1,172,51,0,0,15,1,11,7,186,1,0,1,2,101,8
SK_516228,Mula,233,72,6,0,6,1,1,9,0,8,3,4,0,9,0,0,0,2,0,1,6,5,1,0,8,0,2,0
SK_516236,Nenince,1117,700,7,0,1,9,28,29,0,20,2,1,0,145,22,1,1,3,0,5,56,25,0,0,268,1,72,4
SK_516244,Nova Ves,337,212,3,0,3,6,5,22,0,4,0,9,0,36,13,0,0,3,0,0,1,74,1,0,0,0,31,1
SK_516252,Obeckov,379,240,8,0,6,7,8,23,0,9,1,1,1,32,6,1,1,5,0,11,4,82,1,0,3,0,28,2
SK_516261,Olovary,242,176,2,0,1,0,3,5,0,5,0,1,0,24,6,0,0,1,0,1,35,11,0,0,76,0,5,0
SK_516279,Opatovska Nova Ves,505,264,6,0,1,1,8,17,0,4,0,2,0,52,4,0,0,0,0,7,57,18,0,0,55,0,32,0
SK_516287,Opava,76,34,0,0,1,0,3,2,0,1,0,0,0,4,1,0,0,1,0,0,1,11,0,0,1,0,8,0
SK_516295,Potor,642,372,7,0,4,10,12,39,0,9,1,11,1,81,5,0,0,3,0,21,6,89,1,0,0,0,72,0
SK_516309,Pravica,90,28,2,0,1,0,1,1,0,0,0,1,0,8,0,0,0,0,0,0,0,4,0,0,0,0,10,0
SK_516317,Pribelce,448,310,3,0,0,28,17,21,0,11,2,13,0,54,10,0,0,3,1,14,1,78,1,0,0,0,52,1
SK_516333,Secianky,301,178,4,0,0,1,1,3,0,1,0,1,0,24,0,0,0,0,0,0,15,3,0,0,118,0,7,0
SK_516341,Selany,158,97,1,0,0,4,6,6,0,4,0,3,0,14,1,0,0,0,0,1,8,12,0,0,25,0,12,0
SK_516368,Senné (okres Veľký Krtíš),164,108,0,0,4,1,9,7,0,6,0,6,0,27,1,1,0,3,0,2,2,21,0,0,0,0,18,0
SK_516384,Slovenske Darmoty,395,185,1,0,0,6,13,13,0,9,0,1,0,56,2,0,0,1,0,6,9,26,0,3,12,0,27,0
SK_516392,Slovenske Klacany,136,61,0,0,1,4,2,10,1,4,0,6,0,9,2,0,0,0,0,2,0,12,0,0,0,0,8,0
SK_516406,Stredne Plachtince,511,281,2,0,4,7,13,18,0,12,0,5,0,62,9,0,0,1,3,11,5,81,0,0,2,0,44,2
SK_516414,Suchan,209,98,0,0,6,4,3,15,0,2,0,3,0,7,4,0,0,0,0,3,0,33,0,0,0,0,18,0
SK_516422,Suche Brezovo,72,53,0,0,1,2,1,5,0,2,4,1,0,8,4,0,0,0,0,3,0,16,0,0,0,0,6,0
SK_516431,Sirakov,174,93,0,0,0,0,4,6,0,1,0,1,0,25,3,1,0,0,0,2,7,11,0,0,26,0,6,0
SK_516449,Sula,65,48,0,0,1,1,1,6,0,6,1,2,0,8,1,0,0,0,0,6,1,9,0,0,0,0,5,0
SK_516457,Trebusovce,154,113,0,0,0,1,3,1,0,2,0,1,0,19,2,0,0,0,0,2,33,6,0,0,39,0,4,0
SK_516465,Velka Calomija,472,284,1,0,0,1,4,9,0,9,0,1,0,54,8,0,0,2,0,1,26,23,0,0,110,0,35,0
SK_516473,Velka Ves nad Iplom,332,192,1,0,0,0,3,2,0,4,0,1,0,20,2,0,0,0,0,1,72,18,0,0,61,0,7,0
SK_558214,Velke Straciny,133,81,0,0,2,5,4,3,0,8,0,4,0,9,6,0,0,3,0,3,1,21,0,1,0,0,10,1
SK_516490,Velke Zlievce,384,195,5,0,3,6,7,13,0,12,2,2,0,37,4,0,0,2,0,2,11,49,1,0,13,0,26,0
SK_515850,Velky Krtis,9166,5049,60,0,17,165,238,443,7,248,9,154,4,1211,341,8,1,65,2,144,77,1097,8,7,94,1,625,23
SK_516503,Velky Lom,132,75,2,0,0,13,2,8,0,1,0,2,0,5,0,0,0,0,0,3,1,30,0,0,0,0,7,1
SK_516511,Vieska (okres Veľký Krtíš),162,118,1,0,0,4,3,15,1,3,0,2,0,30,1,0,1,3,0,1,1,42,0,0,0,0,10,0
SK_516520,Vinica,1540,977,19,0,1,5,28,21,0,7,0,7,0,117,18,0,2,1,0,2,178,35,0,0,510,0,25,1
SK_516538,Vrbovka,298,171,0,0,0,1,0,2,0,2,0,1,0,21,2,0,0,1,0,0,27,13,0,0,89,0,12,0
SK_516546,Zahorce,550,365,6,0,0,12,15,32,0,15,1,15,0,67,21,0,0,3,0,12,7,110,2,1,2,0,43,1
SK_516554,Závada (okres Veľký Krtíš),359,234,4,0,0,14,13,22,0,11,0,6,1,43,6,0,0,0,0,12,0,69,0,0,0,0,32,1
SK_516562,Zombor,106,45,0,0,1,3,0,4,0,2,0,0,0,6,2,0,0,1,0,1,8,9,0,0,1,0,7,0
SK_516571,Zelovce,989,535,15,0,3,11,21,32,0,17,0,13,0,171,17,0,0,3,0,11,16,78,1,1,34,0,91,0
SK_518263,Detva,11815,7604,62,0,6,257,350,910,5,347,19,309,17,1541,384,3,2,328,2,260,16,1924,16,5,0,4,787,50
SK_518271,Detvianska Huta,591,416,4,0,0,14,5,40,1,7,2,23,0,74,6,1,0,43,1,15,0,97,1,2,1,0,78,1
SK_518379,Dubravy,808,525,2,0,1,14,29,50,0,30,0,18,1,99,14,1,0,10,0,16,0,152,0,0,0,0,85,3
SK_518450,Horny Tisovnik,167,111,1,0,1,2,3,21,0,3,1,3,0,15,8,0,0,2,0,1,0,26,0,0,0,0,20,4
SK_518468,Hrinova,6120,3885,44,0,5,93,116,389,1,70,17,194,1,650,150,1,4,337,0,126,3,1181,0,7,1,7,471,17
SK_518492,Klokoc,414,281,7,0,1,13,9,37,0,2,0,8,1,44,12,0,1,3,0,6,3,66,0,0,0,0,67,1
SK_580520,Korytarky,789,524,1,0,2,15,22,47,0,8,3,19,0,143,27,0,0,28,0,8,2,140,1,0,0,0,57,1
SK_518549,Krivan,1448,1096,14,0,2,34,47,142,2,34,4,50,3,228,49,0,0,52,0,21,1,263,4,1,0,0,131,14
SK_511510,Latky,530,399,2,0,1,15,10,35,0,10,1,22,0,75,18,1,0,32,0,19,2,98,0,0,3,0,53,2
SK_511731,Podkrivan,477,310,3,0,1,7,7,27,0,8,4,24,0,49,9,0,2,19,0,5,0,73,0,0,0,0,70,2
SK_518794,Slatinske Lazy,431,308,5,0,1,18,17,27,0,7,0,8,1,68,24,0,0,16,0,13,0,68,0,0,0,0,35,0
SK_518816,Stara Huta,269,182,4,0,1,2,5,18,0,3,0,4,0,36,14,1,1,15,0,12,1,38,0,0,0,0,27,0
SK_518824,Stozok,814,610,10,0,0,18,35,103,0,12,1,22,1,120,29,0,0,18,0,33,1,115,0,0,0,0,84,8
SK_518921,Viglas,1321,943,13,0,1,39,56,108,2,39,0,40,2,198,60,0,0,25,0,38,6,220,2,0,0,0,89,5
SK_518930,Viglasska Huta - Kalinka,284,210,4,0,0,1,6,39,0,7,1,8,0,27,12,0,0,12,0,1,0,65,0,0,0,0,25,2
SK_518212,Bzovik,851,556,9,0,2,22,33,45,0,14,1,15,0,113,21,0,0,47,0,9,0,103,0,0,1,0,117,4
SK_518239,Cerovo,436,256,7,0,0,6,10,15,0,4,0,9,1,21,6,0,0,5,0,4,1,72,0,0,0,0,93,2
SK_518247,Cabradsky Vrbovok,185,125,4,0,1,3,3,14,0,6,0,4,1,14,3,0,0,3,0,5,1,17,0,0,1,0,44,1
SK_518255,Cekovce,328,193,4,0,1,1,4,17,1,5,4,10,0,37,5,0,0,16,0,1,0,39,2,0,0,0,46,0
SK_518280,Devicie,257,184,3,0,1,4,9,30,0,4,0,6,0,42,9,0,0,0,0,3,0,35,0,0,0,0,38,0
SK_518301,Dolne Mladonice,108,78,0,0,0,3,4,18,0,2,1,1,0,10,1,0,0,6,0,3,0,18,0,0,0,0,10,1
SK_518310,Dolny Badin,209,167,1,0,0,5,8,14,0,4,1,5,0,53,9,1,0,6,0,4,0,28,0,0,0,0,28,0
SK_518336,Domaniky,162,96,0,0,3,2,1,16,0,4,0,6,0,23,5,0,0,2,0,2,1,20,0,1,0,0,10,0
SK_518344,Drazovce,103,67,3,0,1,4,3,7,0,1,1,4,0,8,0,1,0,0,0,5,0,16,0,0,1,0,12,0
SK_518352,Drienovo,96,71,1,0,0,3,6,5,0,3,0,2,0,6,7,0,0,2,0,3,0,5,0,0,0,0,28,0
SK_518387,Dudince,1633,1255,9,0,2,52,72,101,1,79,4,50,2,263,66,4,1,68,0,46,20,278,4,0,23,0,100,10
SK_518409,Hontianske Moravce,631,393,10,0,2,8,17,35,2,6,1,6,0,80,19,1,0,3,0,45,5,88,0,0,2,1,56,6
SK_518417,Hontianske Nemce,1156,752,3,0,2,32,35,74,0,22,2,25,1,184,43,1,0,42,0,19,3,156,0,1,0,1,94,12
SK_518425,Hontianske Tesare,721,354,4,0,6,13,19,28,1,17,0,13,2,83,22,0,2,6,0,10,1,85,4,0,1,1,35,1
SK_518433,Horne Mladonice,152,103,0,0,2,11,4,14,0,2,0,2,0,18,1,0,0,5,0,3,0,23,0,0,0,0,18,0
SK_518441,Horny Badin,145,98,0,0,0,7,3,15,0,1,0,6,1,22,3,0,0,5,0,3,3,11,0,1,0,0,17,0
SK_518484,Jalsovik,150,113,0,0,1,5,7,8,0,2,0,6,0,25,7,0,0,6,0,5,0,17,0,0,0,0,23,1
SK_518514,Kozi Vrbovok,121,80,2,0,2,1,2,11,0,2,0,6,0,19,3,0,1,6,0,2,0,13,0,0,0,0,10,0
SK_518531,Kralovce-Krnisov,133,91,1,0,0,1,6,18,0,2,1,4,0,14,3,0,0,0,0,9,0,22,0,0,0,0,9,1
SK_518557,Krupina,6097,3991,45,0,15,131,283,402,2,146,9,135,5,934,179,4,3,189,3,162,15,680,9,4,1,11,601,23
SK_518565,Lackov,88,65,0,0,0,3,2,7,0,2,0,3,0,12,0,0,0,2,0,0,0,13,0,0,0,0,21,0
SK_518573,Ladzany,236,160,0,0,2,5,1,10,0,1,2,13,0,41,3,0,0,2,0,11,0,26,1,0,0,1,40,1
SK_518603,Lisov,182,113,4,0,3,4,1,11,0,4,0,0,1,18,3,0,0,2,0,4,1,47,0,0,0,0,10,0
SK_518611,Litava,578,326,10,0,3,13,7,15,0,28,1,10,0,31,9,0,0,7,0,2,3,84,0,1,0,1,101,0
SK_518646,Medovarce,166,91,1,0,1,0,0,13,0,4,0,4,0,40,2,0,0,0,0,2,0,16,0,0,0,0,8,0
SK_518701,Rykyncice,276,199,0,0,0,6,8,10,0,7,0,5,0,32,5,0,0,21,0,2,1,61,0,0,1,0,40,0
SK_518735,Sebechleby,927,625,8,0,7,22,27,66,1,19,3,16,0,200,32,0,0,44,0,11,0,74,0,1,0,0,93,1
SK_518743,Selce (okres Krupina),85,54,1,0,1,1,4,1,0,0,0,4,0,10,2,0,0,1,0,0,1,12,0,0,0,0,16,0
SK_518751,Senohrad,629,396,4,0,2,7,13,49,0,5,0,9,0,65,11,0,0,15,0,8,2,94,2,0,0,0,108,2
SK_518832,Sudince,58,29,2,0,2,1,1,2,0,0,0,1,0,5,0,0,0,0,0,1,1,8,0,0,0,0,5,0
SK_518841,Sudovce,159,82,1,0,1,3,2,15,0,1,0,1,0,12,1,0,0,5,0,2,0,21,0,0,0,0,17,0
SK_518867,Terany,476,277,4,0,0,10,9,18,0,13,4,8,1,61,10,0,1,9,0,3,2,71,2,0,0,0,50,1
SK_518883,Trpin,93,68,1,0,0,2,5,2,0,1,1,4,0,17,6,0,0,1,0,1,0,13,0,0,0,0,14,0
SK_518905,Unatin,144,100,2,0,0,4,6,3,0,1,0,6,0,18,4,0,0,5,0,1,1,19,1,0,0,0,29,0
SK_518956,Zemiansky Vrbovok,68,44,0,0,2,2,1,2,0,2,0,3,0,8,0,0,0,0,0,0,0,8,0,0,0,0,16,0
SK_518999,Zibritov,73,48,0,0,0,1,3,3,0,1,0,4,0,9,2,0,0,2,0,2,1,7,0,0,0,1,12,0
SK_518166,Babina,423,301,7,0,0,7,21,39,0,5,0,8,1,75,15,0,0,10,0,15,1,57,0,0,1,0,34,5
SK_518174,Bacurov,127,90,0,0,1,3,10,8,1,7,0,1,0,24,9,0,0,2,0,2,0,9,0,0,0,0,12,1
SK_518191,Breziny,299,179,6,0,1,10,3,30,0,2,0,4,0,42,5,0,0,0,0,5,0,45,0,2,0,0,24,0
SK_518204,Budca,1072,710,6,0,3,26,49,69,1,49,0,18,0,176,55,1,0,36,0,24,1,133,1,0,0,0,61,1
SK_518221,Bzovska Lehotka,103,66,0,0,0,4,0,7,0,1,2,3,0,22,2,0,1,7,0,0,0,11,1,0,0,0,4,1
SK_518298,Dobra Niva,1513,1084,8,0,2,43,76,141,1,38,2,24,0,246,60,0,1,16,0,39,1,261,2,1,0,1,79,42
SK_518361,Dubové (okres Zvolen),245,170,2,0,1,4,9,29,0,4,0,5,0,38,9,2,0,2,0,5,0,34,0,1,0,1,24,0
SK_518476,Hronska Breznica,208,130,0,0,1,7,2,22,0,13,0,7,1,15,4,0,0,1,0,4,0,36,3,0,0,0,13,1
SK_518506,Kováčová (okres Zvolen),1421,1078,8,0,0,38,68,113,1,84,6,28,2,241,62,1,0,87,0,33,2,229,0,0,4,0,61,10
SK_518581,Lešť (vojenský obvod),38,26,0,0,0,1,3,3,1,1,0,0,0,1,1,0,0,1,0,3,0,6,0,0,0,0,5,0
SK_558133,Lieskovec (okres Zvolen),1088,808,9,0,1,42,51,91,0,39,2,19,1,178,45,0,1,22,1,29,6,189,1,0,1,1,75,4
SK_558087,Lukavica (okres Zvolen),196,160,0,0,0,7,19,16,0,1,0,3,0,52,19,0,0,3,0,8,0,20,0,0,0,0,10,2
SK_518654,Michalkova,43,32,0,0,0,0,1,1,0,3,0,1,0,13,1,0,0,0,0,0,0,8,0,0,0,0,3,1
SK_518662,Ocova,2102,1347,8,0,2,36,80,125,2,49,4,45,2,222,77,2,0,26,2,57,1,451,3,1,0,0,145,7
SK_518671,Ostra Luka,259,172,1,0,0,8,8,20,0,7,1,7,0,31,20,0,0,5,1,5,0,37,0,0,0,0,20,1
SK_518689,Pliesovce,1891,1319,20,0,2,36,55,166,0,56,4,52,2,211,142,0,0,12,0,42,1,312,4,0,0,2,187,13
SK_518697,Podzamcok,413,321,1,0,0,12,29,28,0,15,1,16,0,56,21,0,0,24,0,17,2,57,2,0,0,0,32,8
SK_518727,Sása (okres Zvolen),750,489,5,0,1,9,26,47,0,21,0,22,1,100,31,0,0,31,0,6,0,112,1,0,1,1,72,2
SK_518760,Sielnica,1159,784,21,0,2,25,42,86,0,47,1,20,2,221,37,1,0,25,1,23,7,129,1,2,0,1,85,5
SK_518808,Sliač,4124,3060,40,0,3,134,265,256,0,206,5,127,2,755,291,1,1,133,5,100,11,507,5,2,3,0,187,21
SK_518875,Trnie,309,225,1,0,4,6,10,20,0,9,0,6,0,63,17,0,0,25,2,3,0,35,2,0,0,0,21,1
SK_518891,Turova,342,279,1,0,1,19,14,25,0,8,2,12,0,59,8,0,0,10,0,7,1,69,0,0,0,0,42,1
SK_581585,Velka Luka,596,457,5,0,0,22,28,53,1,31,4,10,0,133,43,0,1,8,0,12,0,65,1,0,0,0,36,4
SK_518158,Zvolen,33751,22353,184,0,40,848,1728,2147,6,1390,76,653,30,5221,2028,10,9,808,9,782,64,4575,48,10,6,10,1493,178
SK_518972,Zvolenska Slatina,2276,1547,15,0,6,67,105,175,2,76,5,53,2,338,124,1,1,55,0,56,4,295,1,1,0,0,155,10
SK_518981,Zelezna Breznica,446,314,2,0,0,9,3,43,2,7,0,18,2,57,15,0,0,4,0,6,2,110,2,0,0,0,30,2
SK_516601,Badan,132,86,0,0,0,13,3,8,0,3,3,2,0,17,2,0,0,0,0,2,0,23,0,0,0,0,10,0
SK_516627,Banska Bela,987,627,10,0,2,15,26,72,0,18,15,26,1,158,46,1,0,47,0,9,1,117,3,0,0,1,58,1
SK_516643,Banska Stiavnica,8260,5286,52,0,16,164,294,542,2,280,23,115,6,1219,542,4,4,230,0,141,23,1072,10,4,1,2,515,25
SK_516651,Bansky Studenec,382,235,1,0,1,11,8,15,0,15,0,14,0,46,12,0,0,5,0,5,0,63,0,0,0,0,39,0
SK_516678,Beluj,110,61,1,0,1,1,1,1,0,3,0,1,0,11,9,0,0,2,0,2,0,20,1,0,1,0,5,1
SK_516716,Dekys,164,121,0,0,0,5,6,13,1,1,1,6,0,29,3,0,0,14,0,1,1,25,0,0,0,0,15,0
SK_516856,Ilija,298,204,0,0,1,10,7,26,0,8,1,6,0,45,17,0,0,11,0,6,0,46,0,1,0,0,19,0
SK_516953,Kozelnik,141,103,0,0,2,7,3,11,0,1,1,5,0,24,1,1,0,2,0,1,1,20,0,0,0,0,21,2
