gisco_id,name,registered,turnout,invalid,blank,Slovenská ľudová strana Andreja Hlinku,DOBRÁ VOĽBA,Sloboda a Solidarita,SME RODINA,Slovenské Hnutie Obrody,ZA ĽUDÍ,MÁME TOHO DOSŤ !,Slovenská národná strana,Demokratická strana,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO), NOVA, Kresťanská únia (KÚ), ZMENA ZDOLA",Koalícia Progresívne Slovensko a SPOLU - občianska demokracia,STAROSTOVIA A NEZÁVISLÍ KANDIDÁTI,99 % - občiansky hlas,Kresťanskodemokratické hnutie,Slovenská liga,VLASŤ,MOST - HÍD,SMER - sociálna demokracia,SOLIDARITA - Hnutie pracujúcej chudoby,HLAS ĽUDU,Magyar Közösségi Összefogás - Maďarská komunitná spolupatričnosť,Práca slovenského národa,Kotlebovci - Ľudová strana Naše Slovensko,Socialisti.sk
SK_504149,Velky Grob,1146,777,9,0,2,18,61,67,1,53,0,11,0,204,72,23,0,7,0,24,6,142,0,1,5,0,68,3
SK_504157,Vinohrady nad Vahom,1356,904,2,0,4,16,46,95,0,22,5,31,1,244,35,0,0,52,0,25,1,192,4,0,1,1,125,2
SK_504173,Vozokany (okres (Galanta),960,638,8,0,2,1,9,23,0,19,0,0,1,95,15,1,0,1,0,2,59,19,0,0,372,0,9,2
SK_504181,Zemianske Sady,690,439,3,0,1,16,15,55,0,8,0,20,1,116,22,0,0,17,0,13,0,110,0,0,0,0,42,0
SK_581399,Banka,1845,1281,9,0,4,43,97,98,0,94,3,37,1,354,115,6,1,41,2,35,2,223,3,0,0,0,103,10
SK_558354,Basovce,274,203,2,0,0,6,11,21,0,6,1,7,0,44,14,0,0,12,0,11,0,36,0,0,0,0,32,0
SK_506834,Borovce,874,618,6,0,0,24,34,57,0,16,3,22,0,163,40,0,1,16,0,16,1,139,0,0,0,0,76,4
SK_506982,Dolny Lopasov,809,531,10,0,4,16,14,55,0,25,3,13,0,128,23,1,0,30,0,11,2,127,0,2,0,0,63,4
SK_506991,Drahovce,2152,1439,15,0,2,26,88,139,2,73,4,55,1,358,66,3,0,66,0,42,2,305,1,2,0,0,183,6
SK_507008,Dubovany,832,572,3,0,1,29,25,76,2,14,1,16,0,145,23,0,0,13,0,13,3,119,0,0,0,0,89,0
SK_558338,Ducove,374,253,1,0,2,0,16,43,0,15,1,6,1,60,18,0,0,5,0,9,0,42,0,0,1,0,32,1
SK_556581,Hubina,447,297,0,0,1,3,19,45,0,13,0,4,1,62,12,0,0,6,0,13,0,67,0,0,0,0,51,0
SK_507121,Chtelnica,2142,1615,18,0,4,28,64,120,3,38,4,37,5,348,55,0,0,51,1,36,2,593,1,1,0,1,192,13
SK_507199,Kocin-Lancar,437,321,7,0,0,12,9,34,0,3,2,26,0,81,7,0,0,12,0,8,0,68,0,0,0,0,49,3
SK_507229,Krakovany,1138,845,11,0,1,23,46,59,0,55,1,21,3,263,76,0,0,71,0,17,5,125,1,1,0,0,61,5
SK_507342,Moravany nad Vahom,1941,1379,17,0,1,35,120,109,2,87,0,57,4,352,118,0,1,40,1,47,2,230,1,2,1,1,145,6
SK_507369,Nižná (okres Piešťany),450,324,4,0,0,14,17,25,1,12,1,6,0,97,10,0,0,10,0,8,1,75,1,0,0,1,39,2
SK_507385,Ostrov (okres Piešťany),1011,743,8,0,3,23,21,76,2,64,1,25,1,263,57,0,0,45,0,23,2,78,0,0,0,0,49,2
SK_507431,Pecenady,457,349,2,0,0,4,12,41,2,12,1,13,0,71,9,0,0,16,0,8,3,78,1,0,0,0,75,1
SK_507440,Piestany,23995,16484,129,0,15,486,1445,1073,10,1138,35,416,12,4802,1580,10,8,807,7,418,49,2784,9,7,7,7,1148,82
SK_507466,Prasnik,679,454,1,0,1,11,23,48,0,11,1,11,0,145,26,0,0,4,0,5,1,123,0,0,0,0,43,0
SK_507482,Rakovice,483,352,6,0,0,8,12,44,0,9,1,8,0,100,17,3,0,15,1,10,1,53,0,0,0,0,54,10
SK_507491,Ratnovce,861,580,5,0,3,22,30,47,0,33,2,17,0,145,40,0,1,40,0,25,0,101,1,0,0,0,67,1
SK_507563,Sokolovce,1111,728,8,0,2,28,30,95,0,26,3,23,1,161,18,0,0,16,1,20,0,204,0,3,0,0,88,1
SK_558397,Sipkove,265,181,2,0,0,8,9,11,0,7,1,3,0,38,11,0,0,12,1,7,0,45,0,0,0,0,26,0
SK_556548,Sterusy,409,262,0,0,0,6,4,22,0,8,0,17,1,64,4,2,0,18,0,7,0,70,0,0,0,0,33,6
SK_507679,Trebatice,1076,789,5,0,1,30,66,80,0,44,3,34,1,221,44,0,0,29,0,20,0,145,1,0,0,0,60,5
SK_507709,Velke Kostolany,2278,1534,20,0,2,28,49,186,1,44,2,62,1,485,66,8,0,61,0,44,4,279,1,4,0,1,172,14
SK_556572,Velke Orviste,910,589,7,0,4,22,32,57,0,31,2,16,1,152,41,0,0,19,3,23,5,100,0,0,0,0,74,0
SK_507725,Vesele,990,667,11,0,1,24,30,72,1,29,2,19,0,183,28,0,0,24,1,19,1,113,2,0,0,0,103,4
SK_507750,Vrbove,4787,3344,39,0,6,87,184,263,3,190,10,80,2,938,233,1,1,190,0,97,3,699,4,1,0,1,286,26
SK_504211,Bilkove Humence,192,145,2,0,0,3,3,25,0,8,0,4,0,37,9,1,0,3,0,8,2,24,0,0,0,0,13,3
SK_504238,Borsky Mikulas,3292,2038,32,0,8,44,93,225,1,95,1,54,8,680,130,4,0,65,1,57,5,335,1,0,0,2,192,5
SK_504220,Borský Svätý Jur,1331,825,19,0,3,33,40,90,0,36,0,23,1,282,38,2,0,30,0,15,2,136,0,1,0,0,70,4
SK_504297,Cerova,943,674,8,0,0,17,30,66,1,41,4,17,3,164,71,2,0,57,0,32,2,107,1,2,0,0,48,1
SK_504319,Cary,1025,570,0,0,3,5,18,75,0,18,3,13,0,170,28,1,0,11,0,19,4,121,0,1,0,1,79,0
SK_504327,Castkov,450,349,4,0,1,19,10,34,0,32,1,9,2,143,10,0,0,6,0,4,0,56,3,0,0,0,15,0
SK_504335,Dojc,1083,785,3,0,1,19,49,66,1,18,6,26,5,273,25,0,0,35,0,35,1,141,0,0,0,0,76,5
SK_504360,Hlboke,782,535,3,0,0,23,23,47,0,26,0,9,0,171,47,0,0,2,0,14,1,124,2,0,0,0,41,2
SK_504386,Hradiste pod Vratnom,576,377,3,0,1,13,22,22,0,16,2,8,0,163,9,2,0,19,0,4,0,56,0,1,0,0,34,2
SK_504416,Jablonica,1861,1174,9,0,1,40,65,92,1,43,4,43,2,305,71,3,0,23,0,23,1,285,1,1,1,1,150,9
SK_504475,Kovalov,583,432,0,0,4,7,27,42,0,14,2,9,1,158,24,1,0,25,0,8,0,75,0,1,0,0,31,3
SK_504491,Kuklov,633,314,10,0,1,11,8,30,0,11,0,9,0,109,7,0,0,7,0,2,0,59,0,0,1,0,48,1
SK_504513,Kuty,3432,2471,35,0,7,47,165,229,2,141,5,58,4,719,287,1,1,142,0,57,1,347,3,3,1,0,205,11
SK_504521,Laksarska Nova Ves,950,593,12,0,2,19,31,66,0,22,8,14,0,223,31,0,0,16,0,22,0,76,0,1,0,0,49,1
SK_504572,Moravský Svätý Ján,1825,1237,21,0,2,22,64,118,0,82,2,23,1,408,123,2,3,52,0,28,4,181,0,2,0,1,94,4
SK_504602,Osuske,496,284,3,0,2,6,8,34,0,5,0,10,2,101,22,0,0,4,0,7,0,59,0,0,0,0,21,0
SK_504645,Plavecky Peter,522,332,2,0,0,12,14,31,0,9,0,13,1,85,14,0,0,28,1,4,0,83,0,2,0,0,31,2
SK_504653,Podbranc,534,369,4,0,0,16,16,40,2,31,1,22,0,79,24,2,0,1,0,4,1,86,1,0,0,1,35,3
SK_504700,Prietrz,610,442,8,0,2,17,14,37,2,20,1,30,0,118,28,0,0,0,0,5,3,113,1,1,0,0,37,5
SK_504726,Prievaly,820,586,6,0,0,16,12,70,2,25,11,12,0,181,23,0,0,16,0,11,1,132,0,0,0,0,63,5
SK_556122,Rohov,352,196,1,0,1,2,11,23,0,12,0,7,0,49,22,0,1,12,0,1,0,37,1,0,0,0,16,0
SK_504777,Rovensko,350,277,1,0,0,11,18,16,0,15,0,11,2,95,7,0,0,39,0,3,1,40,0,0,0,0,18,0
SK_556131,Rybky,330,249,4,0,0,2,14,16,0,11,0,3,0,90,11,0,0,31,0,9,0,37,0,1,0,0,19,1
SK_556114,Sekule,1460,947,17,0,3,30,46,112,0,41,3,16,0,280,55,0,0,29,0,29,1,155,1,3,0,0,120,6
SK_504203,Senica,16492,10576,106,0,14,380,708,904,5,593,18,252,7,3306,828,5,6,367,1,273,23,1879,17,3,6,5,793,77
SK_504823,Smolinske,733,519,4,0,0,13,42,48,0,25,1,7,0,200,19,0,0,20,0,13,1,92,1,0,0,0,32,1
SK_504831,Smrdaky,564,439,4,0,3,22,19,31,0,18,0,20,1,112,24,0,0,32,0,12,1,97,1,0,1,2,37,2
SK_504840,Sobotiste,1212,892,20,0,1,28,49,78,0,54,1,19,1,268,37,0,2,62,0,13,1,174,1,1,0,1,67,14
SK_504882,Sajdikove Humence,924,612,9,0,2,15,20,71,0,34,0,21,0,223,41,0,0,14,0,7,1,112,0,0,0,0,41,1
SK_504891,Sastin-Straze,4114,2412,32,0,5,55,78,224,1,99,4,42,2,828,104,1,0,126,1,43,1,546,0,3,0,2,209,6
SK_504904,Stefanov,1298,796,11,0,3,11,25,63,1,19,1,18,3,276,28,0,0,53,0,26,2,141,0,0,0,0,108,7
SK_504271,Brodske,1937,1117,18,0,0,21,42,100,1,49,6,28,4,367,45,0,1,33,0,20,3,249,2,0,0,1,117,10
SK_504343,Dubovce,515,357,3,0,2,8,25,28,0,13,0,6,0,137,10,0,0,12,0,7,2,66,0,1,0,0,37,0
SK_504351,Gbely,4164,2646,35,0,0,63,194,251,1,146,6,50,0,1049,135,3,0,91,2,41,6,331,2,1,1,0,224,14
SK_504378,Holic,9153,5860,91,0,11,113,357,462,1,348,16,269,3,2303,343,3,1,133,0,120,5,770,7,4,1,3,474,22
SK_504394,Chropov,303,226,1,0,1,3,13,26,0,10,0,9,0,76,6,0,0,12,0,8,0,33,0,0,0,0,24,4
SK_504432,Katov,499,345,4,0,1,5,16,28,1,22,1,2,1,123,27,0,0,7,0,13,1,56,0,1,0,0,32,4
SK_504459,Kopcany,2053,1265,14,0,4,34,53,126,0,61,3,68,0,470,62,2,1,19,1,26,0,189,5,1,0,1,119,6
SK_504483,Kovalovec,125,94,1,0,0,2,1,2,0,4,0,5,0,24,6,0,0,8,0,8,0,26,0,0,0,0,7,0
SK_504530,Letnicie,410,293,1,0,0,6,5,26,0,10,2,11,0,124,14,0,0,14,0,2,0,52,0,0,0,0,26,0
SK_504548,Lopasov,257,223,3,0,1,4,4,6,0,26,1,3,0,98,9,0,0,51,1,2,0,7,0,0,0,0,7,0
SK_504564,Mokry Haj,584,424,3,0,0,16,25,39,0,29,1,11,0,132,12,0,0,25,0,4,1,88,1,0,0,1,36,0
SK_504599,Oreské (okres Skalica),302,257,2,0,1,5,2,22,0,22,0,20,0,106,8,0,0,24,0,1,0,26,1,0,0,0,17,0
SK_504611,Petrova Ves,867,598,5,0,0,20,23,44,0,37,2,18,0,241,35,0,0,35,0,4,3,90,0,0,0,1,40,0
SK_504670,Popudinske Mocidlany,749,500,6,0,2,7,14,42,0,17,1,20,1,211,23,0,0,29,0,10,0,60,0,0,0,1,52,4
SK_504718,Prietrzka,422,312,8,0,1,4,25,15,0,15,1,2,0,141,16,0,0,18,0,2,1,44,1,1,0,0,17,0
SK_504734,Radimov,448,304,4,0,1,4,11,28,0,22,1,11,0,133,15,0,0,11,0,0,0,41,0,0,0,0,22,0
SK_504742,Radošovce (okres Skalica),1484,1063,12,0,3,22,67,75,0,49,4,32,0,419,44,1,1,102,2,22,1,104,2,1,0,0,91,9
SK_504815,Skalica,12708,8554,76,0,6,200,689,635,6,699,14,181,4,3156,650,5,3,302,1,191,19,1095,12,3,3,7,552,45
SK_504912,Trnovec,238,175,2,0,0,9,8,15,0,2,0,2,0,79,3,0,0,23,0,3,1,24,0,0,0,0,4,0
SK_504939,Unin,1011,724,9,0,6,14,38,55,0,47,3,19,1,292,42,0,0,33,0,13,2,103,0,0,0,0,39,8
SK_504963,Vrádište,666,471,3,0,2,10,30,65,1,17,0,9,2,188,27,1,0,8,0,12,1,50,0,0,0,0,42,3
SK_506800,Bojnicky,1143,734,2,0,1,25,38,86,0,35,4,19,0,189,33,0,0,31,0,17,2,190,1,3,0,2,53,3
SK_506885,Cervenik,1377,999,18,0,2,19,38,140,3,33,2,49,1,255,41,0,0,79,1,26,2,180,1,0,0,0,105,4
SK_506958,Dolne Otrokovce,301,203,2,0,0,7,9,18,0,13,3,14,2,48,11,0,0,9,0,10,1,28,3,0,0,0,24,1
SK_506966,Dolne Trhoviste,517,369,1,0,2,13,3,42,1,13,0,11,0,89,18,0,0,12,0,3,0,122,0,0,0,0,38,1
SK_556521,Dolne Zelenice,482,357,2,0,3,13,14,37,0,12,1,6,0,89,18,0,1,16,0,14,0,102,0,0,0,0,26,3
SK_507024,Dvorniky,1674,1011,10,0,4,24,27,113,1,18,1,38,0,308,35,0,0,46,0,53,0,225,0,0,1,0,102,5
SK_507032,Hlohovec,17396,11719,124,0,17,379,722,1064,15,552,18,416,12,3000,773,4,1,493,2,414,19,2530,11,8,1,6,1052,86
SK_507075,Horne Otrokovce,727,521,8,0,2,12,16,55,1,18,1,23,0,89,22,0,0,16,0,27,1,163,0,0,0,1,58,8
SK_556602,Horne Trhoviste,499,330,7,0,0,9,8,28,0,14,1,24,0,82,12,0,0,6,0,12,1,93,0,0,0,0,33,0
SK_556530,Horne Zelenice,550,339,0,0,0,12,8,24,1,6,1,6,2,122,29,0,0,3,0,14,0,75,0,6,0,0,26,4
SK_507130,Jalsove,422,260,3,0,3,13,6,19,0,7,1,18,0,42,6,0,1,8,0,11,0,62,1,0,0,0,59,0
SK_507172,Klacany,898,589,3,0,3,20,33,68,1,22,1,14,1,167,30,1,1,14,0,17,1,131,0,1,0,0,59,1
SK_507202,Koplotovce,586,437,3,0,3,16,24,47,0,12,0,11,1,125,26,0,0,27,0,20,0,62,2,0,0,0,51,7
SK_507253,Leopoldov,3461,2516,33,0,6,58,132,180,44,105,8,93,1,641,195,0,2,88,0,110,6,554,2,0,3,1,236,18
SK_507288,Madunice,1804,1275,20,0,5,32,47,148,3,42,4,57,0,349,57,3,0,52,0,38,0,266,1,1,1,0,139,10
SK_507326,Merasice,348,217,4,0,0,3,3,21,0,4,0,11,0,48,10,0,0,6,0,7,0,70,2,0,0,3,24,1
SK_507415,Pastuchov,767,494,6,0,0,16,18,36,0,9,2,12,4,122,19,0,0,35,0,22,1,138,1,0,0,0,52,1
SK_518620,Ratkovce,284,212,2,0,3,5,4,22,0,1,1,10,0,54,6,0,0,19,0,11,0,32,0,0,0,0,41,1
SK_507521,Sasinkovo,706,443,4,0,0,10,19,43,1,9,0,24,5,85,20,0,0,12,0,10,1,145,0,0,0,1,51,3
SK_507539,Siladice,594,408,6,0,0,14,24,43,0,30,4,6,0,130,26,0,0,11,0,10,1,85,1,0,0,0,16,1
SK_556611,Tekoldany,117,71,1,0,0,1,1,8,0,2,0,1,0,6,2,0,0,1,0,2,0,31,0,0,0,0,15,0
SK_556645,Teplicky,251,178,2,0,0,7,1,35,0,4,0,6,0,28,3,0,0,1,0,5,0,57,0,1,0,0,25,3
SK_507661,Trakovice,1260,949,14,0,3,23,37,94,2,34,0,28,0,327,41,0,2,30,0,25,2,214,0,1,0,0,69,3
SK_507792,Zlkovce,542,392,3,0,2,11,19,31,0,15,1,16,0,104,20,0,0,21,0,15,1,82,0,0,0,0,46,5
SK_580473,Biely Kostol,1792,1290,10,0,0,42,92,115,0,55,7,34,5,437,81,1,0,33,0,50,2,227,1,0,0,1,89,8
SK_506788,Binovce,540,372,4,0,1,5,15,39,1,14,0,20,0,88,12,0,0,18,0,8,0,110,0,0,0,0,37,0
SK_506796,Bohdanovce nad Trnavou,1163,849,6,0,1,28,50,65,0,37,2,23,2,299,56,0,0,39,0,19,0,143,2,1,0,0,69,7
SK_506818,Boleraz,1889,1286,17,0,1,28,70,119,2,54,2,56,3,406,81,1,0,47,0,31,2,229,1,1,1,1,128,5
SK_506826,Borova,361,271,2,0,0,4,5,21,1,7,1,1,0,100,18,0,0,4,0,6,1,73,0,0,0,0,27,0
SK_506842,Brestovany,2092,1479,26,0,2,54,58,140,4,39,0,48,3,449,69,0,1,50,0,38,1,307,2,0,0,0,176,12
SK_506851,Bucany,1924,1376,19,0,3,33,63,139,2,38,2,42,1,439,73,1,2,57,0,38,1,290,0,2,0,0,130,1
SK_506869,Bukova,551,373,6,0,0,10,21,21,1,21,2,14,0,110,14,0,0,8,0,18,0,85,0,0,0,0,41,1
SK_506877,Cifer,3588,2638,18,0,7,79,175,238,3,109,5,67,1,870,174,1,0,120,0,56,4,502,4,3,0,1,192,9
SK_506893,Dechtice,1512,1153,12,0,4,39,40,76,2,25,3,31,0,336,40,1,0,47,6,70,2,285,0,0,0,1,131,2
SK_556599,Dlha,354,242,2,0,3,7,11,22,0,3,0,1,1,80,14,0,1,6,0,4,0,57,0,0,0,2,28,0
SK_506915,Dobra Voda,698,548,6,0,2,9,31,33,1,20,0,19,1,163,26,0,0,24,1,26,1,98,0,0,0,0,80,7
SK_506923,Dolna Krupa,2004,1402,15,0,5,42,71,102,2,39,3,48,2,469,74,0,2,44,0,31,2,320,0,1,0,0,127,3
SK_506931,Dolne Dubove,588,446,9,0,0,13,30,31,0,18,0,15,0,145,22,0,1,14,0,13,2,81,2,0,0,1,46,3
SK_556661,Dolne Lovcice,648,486,4,0,1,12,25,45,0,22,2,17,3,115,30,0,0,15,0,16,1,130,0,1,0,0,42,5
SK_506940,Dolne Oresany,1101,843,11,0,1,26,37,67,0,33,3,21,4,333,25,0,0,26,2,13,1,161,3,1,0,3,70,2
SK_507041,Horna Krupa,415,300,3,0,2,4,14,25,1,8,1,17,0,92,30,0,0,15,0,5,2,67,0,1,0,1,12,0
SK_507059,Horne Dubove,315,240,5,0,1,4,7,22,0,2,0,10,0,87,6,0,0,10,0,6,1,57,0,0,0,0,21,1
SK_507067,Horne Oresany,1609,1171,11,0,1,33,53,86,0,47,3,44,1,426,58,0,0,62,0,30,1,210,0,0,0,3,93,9
SK_581020,Hrnciarovce nad Parnou,1997,1535,22,0,4,35,97,133,0,71,4,44,3,492,95,1,1,77,0,37,7,277,0,1,1,0,125,8
SK_507156,Jaslovske Bohunice,1805,1405,14,0,6,27,55,143,1,51,1,46,6,457,61,2,0,57,0,52,2,312,1,0,0,0,102,9
SK_507164,Katlovce,928,722,4,0,0,22,40,44,0,24,2,22,0,240,16,0,0,39,0,28,2,179,0,0,0,1,54,5
SK_507211,Kosolna,656,505,8,0,2,15,14,39,0,14,2,5,1,210,29,1,1,15,0,10,1,80,0,0,0,0,58,0
SK_556483,Krizovany nad Dudvahom,1481,1047,4,0,2,42,65,66,1,48,2,17,0,384,58,2,1,81,0,20,2,184,4,0,0,1,60,3
SK_556688,Losonec,521,372,5,0,1,12,18,22,0,21,8,13,0,134,9,0,0,9,0,8,3,61,0,0,0,0,43,5
SK_507296,Majcichov,1730,1236,31,0,1,44,61,106,0,50,3,29,3,403,49,1,1,63,0,27,1,261,0,0,0,1,94,7
SK_507318,Malzenice,1226,920,4,0,0,21,38,75,0,32,3,27,3,254,47,2,0,41,0,23,3,202,0,0,0,0,139,6
SK_507351,Nahac,364,259,4,0,0,8,16,15,0,6,0,7,0,70,16,0,0,16,1,7,0,72,0,0,0,1,18,2
SK_556491,Opoj,975,722,5,0,1,16,41,62,1,20,4,21,1,256,39,0,0,21,0,20,5,136,0,0,0,1,72,0
SK_556556,Pavlice,466,354,2,0,0,4,19,30,0,13,2,11,0,124,21,0,0,47,0,14,1,43,0,0,0,0,22,1
SK_556653,Radošovce (okres Trnava),327,250,1,0,0,8,7,17,0,11,0,7,0,92,5,0,0,18,0,4,0,50,1,0,0,0,29,0
SK_507512,Ruzindol,1278,996,9,0,1,19,75,66,0,31,4,27,0,338,83,2,1,35,0,25,2,200,1,1,0,1,73,2
SK_556564,Slovenska Nova Ves,433,343,8,0,1,10,14,21,0,14,0,9,0,138,22,0,0,7,0,7,1,59,0,0,0,0,32,0
SK_507555,Smolenice,2670,2000,24,0,1,35,85,131,5,94,5,53,4,700,143,0,2,83,2,37,11,357,3,0,2,0,213,10
SK_507571,Sucha nad Parnou,1785,1348,15,0,2,37,103,80,4,70,6,32,1,470,102,0,0,51,0,30,4,212,0,1,0,0,119,9
SK_556670,Selpice,739,505,5,0,0,11,24,60,0,22,0,13,0,190,35,0,0,30,0,21,1,56,1,0,0,0,33,3
SK_507601,Spacince,2366,1873,15,0,3,24,135,152,1,69,5,38,1,748,99,0,0,54,0,32,2,359,1,2,0,2,126,5
SK_507636,Surovce,1898,1360,33,0,1,19,84,99,0,46,9,51,0,410,47,1,0,91,0,47,1,252,2,0,0,0,156,11
SK_506745,Trnava,52937,37131,282,0,40,820,2820,2619,24,1940,78,797,83,12627,3088,20,9,1523,11,965,111,6390,39,29,12,13,2604,187
SK_507687,Trstin,1170,817,10,0,2,16,39,68,1,35,6,16,1,258,51,0,0,37,0,24,3,146,2,0,0,2,91,9
SK_556513,Vlckovce,1108,818,8,0,1,30,42,104,1,30,0,21,1,272,58,0,0,21,0,10,2,146,0,0,0,1,67,3
SK_507741,Voderady,1210,893,47,0,0,48,43,73,2,32,3,34,2,275,42,4,0,36,0,29,0,148,1,1,1,0,66,6
SK_507768,Zavar,1696,1155,5,0,2,36,63,83,2,39,2,27,7,361,56,2,1,51,0,34,2,272,1,1,0,0,103,5
SK_507776,Zelenec,2195,1608,32,0,3,54,85,148,0,53,4,52,3,557,88,0,0,57,1,42,0,307,1,0,0,1,111,9
SK_581488,Zvoncin,688,525,3,0,1,10,48,54,0,29,4,8,1,176,41,0,1,17,0,10,0,89,1,0,1,0,31,0
SK_542652,Banovce nad Bebravou,14570,9579,102,0,23,286,506,1026,7,353,23,393,14,2146,568,4,6,364,1,333,14,2461,19,13,2,1,836,78
SK_556793,Borcany,211,147,4,0,1,4,4,28,0,5,1,7,0,20,3,0,0,5,0,1,0,44,0,0,0,1,18,1
SK_542741,Brezolupy,416,301,2,0,0,10,16,32,0,9,3,18,0,82,11,0,0,10,0,12,1,66,0,1,0,0,28,0
SK_542776,Cimenna,80,62,0,0,0,0,1,2,0,0,0,6,0,12,2,0,0,2,0,3,0,24,0,0,0,0,8,2
SK_542806,Čierna Lehota (okres Bánovce nad Bebravou),110,69,2,0,0,3,6,2,0,0,0,5,0,13,2,0,0,0,0,0,0,23,0,0,0,0,11,2
SK_542822,Dezerice,735,551,6,0,0,19,18,57,0,26,2,25,0,154,25,0,0,17,0,16,0,128,2,1,0,0,52,3
SK_542849,Dolne Nastice,444,337,3,0,0,12,18,35,0,18,2,22,0,65,14,0,0,29,0,9,0,81,2,0,0,0,27,0
SK_542857,Dubnicka,106,80,0,0,0,3,2,11,0,7,1,7,0,16,3,0,0,2,0,3,0,19,0,0,0,0,6,0
SK_542873,Dvorec,368,257,2,0,0,5,10,28,0,2,0,10,0,25,7,0,0,19,0,9,1,105,0,1,0,1,30,2
SK_542890,Halacovce,256,185,2,0,0,1,5,22,0,7,0,20,0,26,0,0,0,10,0,5,0,53,0,0,0,0,32,2
SK_542920,Horne Nastice,389,304,7,0,0,7,9,42,1,14,0,3,0,59,13,0,0,52,0,8,0,58,0,1,0,0,27,3
SK_556408,Chuda Lehota,178,135,0,0,2,3,2,16,0,4,0,7,0,21,5,0,0,1,0,8,0,43,0,0,0,0,23,0
SK_543080,Krasna Ves,424,286,3,0,1,14,18,31,3,6,0,12,2,43,21,0,0,5,0,23,2,83,0,0,0,1,18,0
SK_543136,Kšinná,433,286,4,0,1,14,5,17,1,13,4,22,1,70,20,0,1,6,0,8,0,71,0,0,0,0,28,0
SK_556360,Libichava,120,88,0,0,0,0,2,7,0,2,0,3,0,30,5,0,0,2,0,4,0,29,0,0,0,0,4,0
SK_505056,Lutov,145,106,0,0,0,6,8,7,0,3,0,3,0,25,5,0,0,3,0,8,0,24,0,0,0,0,12,2
SK_505072,Mala Hradna,324,244,0,0,1,6,1,33,0,4,0,11,0,60,10,0,0,26,0,8,0,51,0,0,0,0,33,0
SK_505102,Male Hoste,340,219,3,0,0,5,4,22,0,8,0,8,0,41,10,0,0,5,0,1,0,63,0,0,0,0,48,1
SK_505153,Miezgovce,222,164,2,0,2,2,9,11,0,12,1,8,0,32,12,0,0,9,0,3,0,43,0,0,0,0,17,1
SK_505200,Nedasovce,365,248,2,0,1,8,5,41,1,0,0,14,0,31,4,0,0,13,0,17,1,66,1,0,0,0,43,0
SK_505277,Omastina,38,18,0,0,0,3,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,6,0,1,0,0,3,0
SK_556289,Otrhanky,329,245,2,0,0,0,4,34,2,6,0,29,1,50,7,0,0,14,0,7,0,51,1,0,0,0,32,5
SK_505331,Pecenany,428,303,3,0,1,13,5,56,0,8,5,6,0,55,7,0,0,13,0,19,0,69,0,0,0,0,42,1
SK_505358,Podlužany (okres Bánovce nad Bebravou),714,498,4,0,1,19,21,61,0,19,2,12,1,120,22,0,0,11,0,28,0,141,2,0,0,0,27,7
SK_556742,Pochabany,201,147,3,0,0,6,7,12,0,5,2,7,0,30,5,0,0,10,0,1,0,43,0,0,0,1,15,0
SK_505382,Pravotice,265,198,1,0,0,10,6,23,0,7,0,9,0,41,5,0,0,20,1,6,0,42,0,0,0,0,23,4
SK_505412,Prusy,503,364,5,0,1,9,13,63,0,2,0,15,0,85,26,0,0,18,1,12,1,79,1,0,0,0,32,1
SK_505447,Ruskovce (okres Bánovce nad Bebravou),436,312,0,0,0,14,13,38,0,10,2,17,1,96,18,0,0,20,0,4,0,57,0,0,0,0,22,0
SK_505455,Rybany,1220,847,9,0,2,18,28,117,0,30,2,42,0,186,28,1,0,41,0,18,1,231,0,1,0,3,84,5
SK_505471,Slatina nad Bebravou,364,249,4,0,0,8,6,19,1,12,2,13,0,41,8,1,0,9,0,23,0,89,0,0,0,0,12,1
SK_505480,Slatinka nad Bebravou,174,128,0,0,0,2,4,15,0,3,1,5,0,24,2,0,0,1,0,10,0,38,0,0,0,0,21,2
SK_505544,Sipkov,134,90,3,0,0,2,0,3,0,4,1,21,0,13,3,0,0,1,0,1,0,28,0,0,0,0,10,0
SK_505552,Sisov,423,281,1,0,1,6,9,40,1,3,2,14,1,45,7,0,1,10,0,4,0,97,1,1,0,0,36,1
SK_505579,Timoradza,421,309,8,0,0,6,9,37,0,9,0,17,0,80,13,0,0,3,0,5,0,84,0,0,0,1,34,3
SK_505595,Trebichava,44,39,0,0,1,1,2,1,0,3,0,2,0,14,0,0,0,8,0,0,0,4,0,0,0,0,3,0
SK_505625,Uhrovec,1255,922,18,0,4,29,23,85,2,35,4,25,2,177,51,1,0,40,1,49,1,289,1,1,0,1,76,7
SK_505633,Uhrovske Podhradie,35,29,0,0,0,0,1,2,0,0,0,3,0,15,0,0,0,0,0,0,0,8,0,0,0,0,0,0
SK_545651,Velke Drzkovce,540,399,4,0,1,11,6,42,1,12,1,19,0,90,17,0,0,22,0,8,0,122,0,0,0,0,41,2
SK_505684,Velke Hoste,468,333,5,0,1,4,8,49,1,7,0,13,0,68,15,0,0,16,0,10,0,94,0,1,0,0,41,0
SK_505692,Velke Chlievany,400,283,3,0,0,9,10,26,0,8,1,9,1,57,17,0,0,6,0,8,0,89,1,0,0,0,37,1
SK_505765,Vysocany,95,75,1,0,0,2,0,7,0,1,0,5,0,17,1,0,0,4,0,0,0,22,0,0,0,0,15,0
