gisco_id,name,registered,turnout,invalid,blank,Changement citoyen,Décidons nous-mêmes,REC,LFI,RN,LÉ,Free Palestine,PA,Communistes,ENS,PACE,Équinoxe,Écologie positive,UPR,Paix et Décroissance,LR,LO,ND-AE,RS,NPA-R,PT,LP-VIA,Rester libre,Les Nationalistes,PS-PP,ANC,Résistons,France Libre,ETÉ,La Ruche citoyenne,PCF,Défendre les enfants,ÉAC,Démocratie représentative,EDE,LDF
FR_70472,Saint-Remy,205,128,8,1,0,0,9,3,69,5,0,0,0,13,0,0,0,0,0,4,0,0,0,0,0,1,0,0,5,0,4,0,1,0,1,0,0,0,0,0
FR_03258,Saint-Rémy-en-Rollat,1429,845,20,12,0,0,45,26,352,30,0,0,0,122,0,0,1,7,0,80,2,0,0,1,0,7,0,0,61,0,26,0,2,0,24,0,5,0,0,0
FR_78576,Saint-Rémy-lHonoré,1308,791,5,4,0,0,78,31,210,36,0,1,0,165,0,4,3,9,1,94,2,0,1,0,0,4,0,0,94,0,12,0,0,0,9,0,10,0,0,0
FR_78575,Saint-Rémy-lès-Chevreuse,6085,3938,23,39,0,0,202,321,563,379,0,3,0,891,1,32,20,38,2,399,13,3,5,5,0,38,1,0,709,0,34,0,8,0,45,0,72,0,3,0
FR_28359,Saint-Rémy-sur-Avre,2556,1220,10,18,0,0,49,83,629,24,0,0,0,154,0,1,6,9,0,52,12,0,0,3,1,14,0,0,85,0,16,0,2,0,10,0,6,0,3,0
FR_86241,Saint-Rémy-sur-Creuse,324,192,14,4,0,0,15,5,77,7,1,0,0,15,0,0,0,1,0,11,1,0,0,0,0,6,0,0,13,0,16,0,1,0,3,0,2,0,0,0
FR_63393,Saint-Rémy-sur-Durolle,1340,692,28,25,0,0,23,54,243,20,0,0,0,73,0,2,2,1,0,61,1,1,0,1,0,3,0,0,84,0,27,0,0,0,27,0,5,0,0,0
FR_85268,Saint-Révérend,1283,676,13,10,0,0,38,16,308,20,0,0,0,100,0,1,5,10,0,38,3,0,0,1,0,7,0,0,47,0,28,0,0,0,13,0,6,0,0,0
FR_58266,Saint-Révérien,155,96,0,1,0,0,7,2,40,2,0,0,0,14,0,0,0,0,0,9,0,0,0,0,0,0,0,0,7,0,6,0,1,0,3,0,1,0,0,0
FR_76649,Saint-Saire,444,237,3,5,0,0,10,7,100,18,0,2,0,30,0,1,0,0,0,16,4,0,1,1,0,3,0,0,14,0,6,0,0,0,7,0,0,0,0,0
FR_19240,Saint-Salvadour,300,187,2,3,0,0,13,8,57,7,0,0,0,17,0,1,0,1,0,13,2,0,0,0,0,1,0,0,38,0,14,0,0,0,5,0,0,0,0,0
FR_81268,Saint-Salvi-de-Carcavès,87,46,1,0,0,0,1,1,7,7,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,16,0,0,0,1,0,1,0,0,0
FR_47275,Saint-Salvy,171,126,2,2,0,0,12,10,55,4,0,0,0,9,0,1,0,0,0,7,1,0,0,0,0,0,0,0,9,0,8,0,0,0,2,0,2,0,0,0
FR_81269,Saint-Salvy-de-la-Balme,504,333,0,12,0,0,18,14,177,7,0,0,0,29,0,1,1,4,0,20,0,0,0,1,0,4,0,0,14,0,20,0,0,0,2,0,3,0,0,0
FR_14657,Saint-Samson,276,156,5,0,0,0,7,4,52,5,0,0,0,36,0,0,0,0,0,12,1,0,0,0,0,0,0,0,19,0,8,0,1,0,4,0,2,0,0,0
FR_27601,Saint-Samson-de-la-Roque,307,203,1,2,0,0,8,7,71,11,0,0,0,21,0,0,1,1,0,10,1,0,0,1,0,2,0,0,15,0,42,0,0,0,2,0,3,0,0,0
FR_60596,Saint-Samson-la-Poterie,189,108,2,1,0,0,4,0,62,4,0,0,0,13,0,0,1,0,0,7,0,0,0,0,0,2,0,0,3,0,4,0,0,0,3,0,0,0,0,0
FR_22327,Saint-Samson-sur-Rance,1269,789,15,19,0,0,40,41,223,63,0,0,0,125,0,3,3,6,0,33,10,0,0,1,0,6,0,0,138,0,10,0,0,0,13,0,24,0,0,0
FR_63395,Saint-Sandoux,746,441,11,15,0,0,19,27,138,24,0,1,0,42,0,4,5,5,0,40,3,1,0,0,0,2,0,0,52,0,19,0,2,0,14,0,6,0,0,0
FR_12246,Saint-Santin,441,246,4,4,0,0,18,11,76,1,0,0,0,57,0,1,0,3,0,22,1,0,0,1,0,1,0,0,16,0,23,0,0,0,6,0,1,0,0,0
FR_15211,Saint-Santin-Cantalès,252,152,5,0,0,0,5,3,67,4,0,0,0,9,0,0,1,0,0,18,3,0,0,0,0,2,0,0,13,0,15,0,0,0,5,0,1,0,0,0
FR_15212,Saint-Santin-de-Maurs,255,165,17,2,0,0,7,8,45,4,0,0,0,15,0,1,1,1,0,13,0,0,0,0,0,6,0,0,14,0,26,0,1,0,3,0,1,0,0,0
FR_47276,Saint-Sardos,236,159,5,3,0,0,12,14,61,6,0,0,0,19,0,0,0,2,0,10,0,0,0,0,0,1,0,0,12,0,12,0,0,0,0,0,2,0,0,0
FR_82173,Saint-Sardos,758,423,13,10,0,0,36,23,187,11,0,0,0,35,0,2,0,5,0,11,1,0,0,0,0,3,0,0,41,0,22,1,0,0,14,0,3,0,1,0
FR_18233,Saint-Satur,1114,653,7,12,0,0,34,14,268,27,0,0,0,110,0,0,1,8,0,39,5,0,1,0,0,10,0,0,70,0,20,0,0,0,8,0,10,0,0,0
FR_15213,Saint-Saturnin,215,102,4,1,0,0,7,7,28,0,0,0,0,13,0,0,0,0,0,20,0,0,0,0,0,3,0,0,9,0,5,0,0,0,2,0,1,0,0,0
FR_16348,Saint-Saturnin,1105,639,15,7,0,0,26,22,213,36,0,1,0,85,0,0,0,2,0,56,3,0,0,0,0,2,0,0,98,0,15,0,1,0,17,0,18,0,0,0
FR_18234,Saint-Saturnin,376,205,2,2,0,0,10,6,95,6,0,0,0,19,0,1,2,4,0,6,4,0,0,1,0,4,0,0,17,0,3,0,0,0,17,0,0,0,0,0
FR_48181,Saint-Saturnin,73,46,1,0,0,0,3,3,15,1,0,0,0,6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,1,0,0,0
FR_51516,Saint-Saturnin,36,27,1,2,0,0,1,4,4,1,0,0,0,3,0,1,0,1,0,4,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0
FR_63396,Saint-Saturnin,955,637,4,11,0,0,29,44,118,88,0,0,0,75,0,5,4,3,0,62,4,1,1,1,0,3,0,0,137,0,10,0,2,0,11,0,5,0,1,0
FR_72320,Saint-Saturnin,1982,1150,20,15,0,0,42,63,325,62,0,1,0,232,0,1,4,7,0,100,7,0,1,1,0,9,0,0,179,0,16,1,3,1,17,0,15,0,0,0
FR_12247,Saint-Saturnin-de-Lenne,294,212,3,5,0,0,18,9,51,2,0,0,0,30,0,0,0,6,0,29,1,0,0,0,0,3,0,0,18,0,26,0,1,0,7,0,0,0,0,0
FR_34287,Saint-Saturnin-de-Lucian,225,140,1,4,0,0,11,8,49,6,0,0,0,6,0,0,0,1,0,17,1,0,0,2,0,2,0,0,14,0,5,0,0,0,10,0,0,0,0,0
FR_17394,Saint-Saturnin-du-Bois,644,331,3,6,0,0,21,20,128,21,0,0,0,43,0,5,0,2,0,14,2,0,2,0,0,3,0,0,31,0,13,0,2,0,10,0,2,0,0,0
FR_53253,Saint-Saturnin-du-Limet,318,150,4,2,0,0,11,10,40,3,0,0,0,42,0,1,0,1,0,9,1,0,0,1,0,2,0,0,13,0,3,0,0,0,2,0,2,0,0,0
FR_84118,Saint-Saturnin-lès-Apt,2492,1501,27,20,0,0,93,84,509,83,0,0,0,214,1,4,5,17,0,90,4,0,0,1,0,22,0,0,213,0,22,0,3,0,31,0,17,0,1,0
FR_84119,Saint-Saturnin-lès-Avignon,4303,2583,31,24,0,0,206,129,1078,102,0,1,0,328,0,7,13,21,0,146,3,0,0,2,0,21,0,2,254,1,52,0,4,1,69,1,32,0,1,0
FR_24498,Saint-Saud-Lacoussière,724,427,28,8,0,0,21,22,134,20,0,0,0,55,0,1,0,6,0,19,0,0,0,0,0,4,0,0,54,0,25,0,0,0,16,0,3,0,0,0
FR_80717,Saint-Sauflieu,744,448,9,9,0,0,18,34,142,14,0,0,0,77,1,2,2,6,0,41,2,0,0,0,0,3,0,0,44,0,14,0,1,0,7,0,8,0,0,0
FR_58267,Saint-Saulge,513,255,8,3,0,0,6,9,108,9,0,0,0,48,0,0,0,1,0,23,3,0,0,0,0,2,0,0,15,0,11,0,0,0,1,0,2,0,0,0
FR_59544,Saint-Saulve,8341,4115,41,40,0,0,233,334,1575,130,0,0,0,620,1,11,22,29,0,301,33,1,2,3,0,38,0,0,328,0,48,1,4,0,132,0,72,0,1,0
FR_15214,Saint-Saury,176,113,0,6,0,0,1,3,36,2,0,0,0,14,0,0,1,4,0,9,0,0,0,0,0,0,0,0,18,0,8,0,0,0,9,0,1,0,1,0
FR_17395,Saint-Sauvant,406,250,7,0,0,0,8,16,61,16,0,0,0,37,0,2,1,5,0,15,0,0,0,0,0,4,0,0,54,0,9,0,0,0,9,0,5,0,0,0
FR_86244,Saint-Sauvant,1064,558,11,7,0,0,15,53,184,44,0,0,0,85,0,2,0,3,3,17,10,2,0,2,0,12,0,0,50,0,26,0,2,0,9,0,6,0,0,0
FR_63397,Saint-Sauves-dAuvergne,956,590,11,22,0,0,31,6,192,10,0,0,0,75,0,1,1,4,0,52,4,0,0,1,0,5,0,0,97,0,29,0,0,0,28,0,10,0,0,0
FR_05156,Saint-Sauveur,391,232,3,6,0,0,14,15,52,25,0,0,0,25,0,3,3,2,0,16,0,0,0,1,0,1,0,0,36,0,8,1,1,0,8,0,4,0,0,0
FR_21571,Saint-Sauveur,162,109,2,4,0,0,1,7,50,4,0,0,0,9,0,1,0,0,0,7,0,0,0,0,0,2,0,0,15,0,5,0,1,0,0,0,1,0,0,0
FR_24499,Saint-Sauveur,694,446,7,11,0,0,25,19,127,18,0,0,0,63,0,0,0,2,0,39,3,0,0,0,0,6,0,0,78,0,12,0,0,0,18,0,2,0,0,0
FR_29262,Saint-Sauveur,587,307,6,3,0,0,8,24,116,9,0,0,0,36,0,0,5,2,0,21,2,0,1,0,0,7,0,0,33,0,19,0,0,0,6,0,2,0,0,0
FR_31516,Saint-Sauveur,1483,896,6,11,0,0,45,49,358,39,0,2,0,119,0,5,1,15,0,57,7,0,1,1,0,9,0,0,96,0,27,0,0,0,21,0,12,0,0,0
FR_33471,Saint-Sauveur,1033,559,5,10,0,0,21,19,287,16,0,0,0,49,0,1,0,2,0,24,6,0,0,0,0,4,0,0,59,0,28,0,2,0,8,0,4,0,0,0
FR_38454,Saint-Sauveur,1356,797,2,17,0,0,28,52,329,37,0,0,0,111,0,3,4,3,1,34,3,2,1,2,0,11,0,0,79,0,17,0,3,0,27,0,8,0,0,0
FR_54488,Saint-Sauveur,36,29,2,0,0,0,3,0,9,1,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0
FR_60597,Saint-Sauveur,1312,734,11,19,0,0,31,21,346,36,0,0,0,90,1,2,3,3,0,43,1,0,0,1,0,6,0,0,69,0,4,2,0,0,15,0,7,0,0,0
FR_70473,Saint-Sauveur,1148,662,24,11,0,0,31,21,317,18,1,0,0,79,0,1,4,6,2,29,9,0,0,0,0,6,0,0,46,0,24,0,0,0,8,0,6,0,0,0
FR_80718,Saint-Sauveur,1027,622,10,7,0,0,17,48,273,17,0,0,0,87,0,1,2,5,0,23,6,0,1,2,0,0,0,0,62,0,25,0,0,0,19,0,3,0,0,0
FR_30297,Saint-Sauveur-Camprieu,325,197,3,3,0,0,17,5,70,6,0,0,0,24,0,1,0,2,0,5,0,0,0,2,0,0,0,0,31,0,16,0,0,0,5,0,2,0,0,0
FR_26329,Saint-Sauveur-Gouvernet,158,110,0,5,0,0,3,6,26,16,0,0,0,8,0,0,1,0,0,8,1,0,0,1,0,2,0,0,20,0,7,0,0,0,2,0,1,0,0,0
FR_24500,Saint-Sauveur-Lalande,138,91,7,2,0,0,5,3,36,1,0,0,0,4,0,0,0,2,0,3,0,0,0,0,0,1,0,0,9,0,13,0,0,0,2,0,1,0,0,0
FR_28360,Saint-Sauveur-Marville,741,381,3,7,0,0,11,19,162,17,0,1,0,38,0,0,0,3,0,48,3,0,0,0,0,1,0,0,35,0,8,0,0,0,8,0,4,0,0,0
FR_50550,Saint-Sauveur-Villages,2691,1418,38,42,0,0,81,56,453,78,0,0,0,215,0,3,6,12,0,94,9,0,0,2,0,23,0,1,162,0,78,0,2,0,17,0,15,0,1,0
FR_17396,Saint-Sauveur-dAunis,1421,743,9,15,0,1,23,44,213,48,0,0,0,116,0,0,6,8,0,57,4,2,0,0,0,2,0,0,117,0,24,0,1,0,21,0,16,0,0,0
FR_76650,Saint-Sauveur-dÉmalleville,999,528,8,11,0,0,25,16,223,23,0,0,0,72,0,2,2,1,0,38,0,1,0,1,0,3,0,0,56,0,15,0,2,0,15,0,4,0,0,0
FR_61453,Saint-Sauveur-de-Carrouges,222,134,4,0,0,0,17,2,52,4,0,0,0,12,0,0,0,4,0,8,1,0,0,1,0,1,0,0,10,0,10,0,0,0,0,0,2,0,0,0
FR_07294,Saint-Sauveur-de-Cruzières,478,326,7,7,0,0,33,11,119,11,0,0,0,41,0,2,0,0,0,9,3,0,1,0,0,7,0,0,39,0,19,0,0,0,7,0,3,0,2,0
FR_48182,Saint-Sauveur-de-Ginestoux,52,32,0,0,0,0,1,0,21,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0
FR_47277,Saint-Sauveur-de-Meilhan,240,145,4,2,0,0,8,6,62,4,0,0,0,18,0,0,2,0,0,8,0,0,0,1,0,0,0,0,10,0,11,0,1,0,6,0,0,0,0,0
FR_07295,Saint-Sauveur-de-Montagut,887,498,29,8,0,0,16,35,142,37,0,0,0,43,0,4,2,5,0,25,3,0,0,0,0,4,0,0,80,0,37,0,2,0,18,0,1,0,0,0
FR_50548,Saint-Sauveur-de-Pierrepont,96,58,2,4,0,0,1,0,18,2,0,0,0,7,0,0,1,1,0,6,0,0,0,0,0,0,0,0,4,0,8,0,0,0,1,0,0,0,0,0
FR_33472,Saint-Sauveur-de-Puynormand,311,171,2,8,0,0,2,7,72,5,0,0,0,23,0,1,0,0,0,8,0,0,0,2,0,1,0,0,28,0,5,0,0,0,5,0,1,0,0,0
FR_35310,Saint-Sauveur-des-Landes,999,552,24,7,0,0,24,28,156,29,0,0,0,100,0,1,1,4,0,46,6,0,0,0,0,3,0,0,73,0,18,0,1,0,14,0,9,0,0,0
FR_26328,Saint-Sauveur-en-Diois,50,37,2,1,0,0,1,2,3,3,0,0,0,10,0,1,0,1,0,5,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,1,0,0,0
FR_89368,Saint-Sauveur-en-Puisaye,657,350,9,2,0,0,19,13,109,20,0,0,0,50,0,0,0,5,0,26,5,2,1,0,0,3,0,1,54,0,12,0,0,0,4,0,7,0,0,0
FR_42287,Saint-Sauveur-en-Rue,811,514,12,12,0,0,22,36,136,43,0,0,0,62,0,3,2,7,0,55,3,0,0,0,0,6,0,0,59,0,27,0,0,0,15,0,9,0,0,0
FR_50549,Saint-Sauveur-la-Pommeraye,295,155,3,3,0,0,4,8,50,7,0,0,0,28,0,0,1,3,0,15,0,0,0,0,0,1,0,0,15,0,4,0,1,0,3,0,3,0,1,0
FR_63398,Saint-Sauveur-la-Sagne,96,44,1,3,0,0,4,1,14,2,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,1,0,0,4,0,1,0,0,1,2,0,0,0,0,0
FR_50551,Saint-Sauveur-le-Vicomte,1655,706,4,12,0,0,26,37,236,20,0,0,0,132,0,1,1,3,0,51,5,0,0,3,0,8,0,0,85,0,32,0,1,0,22,0,14,0,1,0
FR_77434,Saint-Sauveur-lès-Bray,287,171,1,3,0,0,9,5,101,3,0,0,0,25,0,1,0,0,0,10,0,0,0,0,0,4,0,0,7,0,0,0,0,0,1,0,0,0,0,0
FR_77435,Saint-Sauveur-sur-École,937,521,2,4,0,0,23,29,168,34,0,0,0,92,0,4,2,10,0,49,3,0,0,0,0,7,0,0,52,0,15,0,2,0,1,0,4,0,1,0
FR_06129,Saint-Sauveur-sur-Tinée,274,174,4,1,0,0,18,10,57,3,0,0,0,12,0,0,0,5,0,26,3,0,0,0,0,2,0,0,14,0,9,0,0,0,5,0,1,0,0,0
FR_03259,Saint-Sauvier,285,141,3,3,0,0,5,9,44,8,0,0,0,12,0,2,1,1,0,12,5,0,0,0,0,1,0,0,16,0,9,0,0,0,3,0,2,0,0,0
FR_32406,Saint-Sauvy,300,192,4,6,0,0,23,2,84,7,0,0,0,14,0,0,1,4,0,4,0,0,0,1,0,1,0,0,20,0,11,0,0,0,3,0,4,0,0,0
FR_33473,Saint-Savin,2405,1315,16,19,0,0,66,54,688,28,0,1,0,122,0,2,10,8,0,49,7,1,0,2,0,11,0,0,126,0,30,2,2,0,33,0,17,0,0,0
FR_38455,Saint-Savin,3439,1919,19,30,0,0,116,77,800,85,1,1,0,238,5,6,6,5,1,145,5,2,0,1,0,7,0,0,239,0,47,1,5,0,32,0,18,0,0,0
FR_65396,Saint-Savin,318,196,1,2,0,0,9,14,34,11,0,0,0,31,0,1,0,2,0,14,2,0,0,0,0,2,0,0,40,0,18,0,0,0,7,0,5,0,0,0
FR_86246,Saint-Savin,600,352,8,9,0,0,13,18,126,10,0,0,0,53,0,0,0,9,0,21,3,0,0,1,0,1,0,0,40,0,20,0,1,0,15,0,1,0,0,0
FR_17397,Saint-Savinien,2006,1109,21,16,0,0,41,62,346,62,0,0,0,166,0,2,6,14,0,64,8,0,0,1,0,9,0,0,163,0,59,0,1,3,27,0,15,0,0,0
FR_13101,Saint-Savournin,2766,1660,21,20,0,0,95,125,703,85,0,2,0,143,2,0,12,13,0,80,5,0,1,0,0,18,0,0,200,2,27,0,4,1,42,0,23,0,0,0
FR_76648,Saint-Saëns,1686,901,19,17,0,0,50,33,365,34,0,0,0,134,0,3,10,6,0,42,14,0,0,1,0,5,0,0,88,0,17,2,2,0,26,0,9,0,0,0
FR_86248,Saint-Secondin,444,202,8,1,0,0,12,8,55,10,0,1,0,27,0,2,4,5,0,13,3,0,0,1,0,1,0,0,20,0,17,0,0,0,8,0,1,0,0,0
FR_58268,Saint-Seine,164,99,3,1,0,0,9,3,39,0,0,0,0,16,0,0,0,0,0,5,0,0,0,0,0,0,0,0,15,0,2,0,0,0,5,0,1,0,0,0
FR_21572,Saint-Seine-en-Bâche,301,151,0,0,0,0,7,9,83,1,0,0,0,22,0,0,0,0,0,7,0,0,0,0,0,3,0,0,5,0,4,0,0,0,2,0,4,0,0,0
FR_21573,Saint-Seine-lAbbaye,247,142,2,1,0,0,5,7,40,6,0,0,0,35,0,0,0,0,0,17,0,0,0,0,0,0,0,0,7,0,8,0,1,0,2,0,2,0,0,0
FR_21574,Saint-Seine-sur-Vingeanne,345,202,4,4,0,0,9,7,89,9,0,2,0,25,0,1,3,4,0,13,0,0,0,0,0,3,0,0,14,0,8,0,1,0,3,0,3,0,0,0
FR_33474,Saint-Selve,2552,1475,25,24,0,0,61,91,486,104,0,3,0,173,1,6,8,14,0,109,9,2,0,3,0,17,0,0,202,0,54,0,3,0,32,0,25,0,0,0
FR_50553,Saint-Senier-de-Beuvron,224,123,3,4,0,0,2,8,36,16,0,0,0,14,0,0,0,1,0,7,1,0,0,0,0,0,0,0,13,0,6,0,0,0,9,0,1,0,0,0
FR_50554,Saint-Senier-sous-Avranches,1248,696,14,21,0,0,27,26,181,23,0,1,0,165,0,2,1,7,0,66,1,0,0,0,0,3,0,0,105,0,16,0,3,0,14,0,13,0,0,0
FR_37238,Saint-Senoch,411,225,8,3,0,0,10,18,75,5,0,0,0,35,0,1,0,8,0,8,5,0,0,0,0,5,0,0,15,0,15,0,2,0,6,0,2,0,0,0
FR_35312,Saint-Senoux,1597,849,9,12,0,0,32,101,193,99,0,2,0,91,0,1,3,7,2,35,3,1,0,2,0,6,0,2,181,0,23,0,1,0,11,0,10,0,1,0
FR_07296,Saint-Sernin,1523,829,12,13,0,0,42,47,346,26,0,0,0,96,0,5,6,11,3,52,2,0,0,4,0,8,0,0,99,0,26,0,2,0,11,0,7,0,0,0
FR_11365,Saint-Sernin,29,20,0,2,0,0,2,1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0
FR_47278,Saint-Sernin,315,192,6,10,0,0,9,7,80,6,0,1,0,19,0,0,0,2,0,7,1,0,0,0,0,0,0,0,21,0,16,0,1,0,3,0,1,0,0,0
FR_71479,Saint-Sernin-du-Bois,1487,815,8,21,0,0,40,20,339,29,0,0,0,96,1,7,1,5,0,31,7,0,1,1,0,9,0,0,126,0,28,0,0,0,25,0,2,0,0,0
FR_71480,Saint-Sernin-du-Plain,501,312,3,4,0,0,16,10,114,16,0,2,0,40,0,0,1,2,0,14,3,0,1,1,0,1,0,0,57,0,12,0,0,0,6,0,5,0,0,0
FR_81270,Saint-Sernin-lès-Lavaur,120,83,0,1,0,0,4,2,43,1,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,2,0,0,8,0,7,0,1,0,2,0,1,0,0,0
FR_12248,Saint-Sernin-sur-Rance,367,231,6,3,0,0,7,7,68,9,0,0,0,29,0,1,4,7,0,8,3,0,0,0,0,3,0,0,39,0,26,0,1,0,5,0,3,0,0,0
FR_22328,Saint-Servais,304,192,0,0,0,0,4,8,56,22,0,0,0,20,0,1,2,6,0,5,1,0,0,2,0,2,0,0,36,0,7,0,1,0,9,0,5,0,0,0
FR_29264,Saint-Servais,588,323,4,4,0,0,14,13,114,9,0,1,0,54,0,4,2,1,0,24,0,0,0,0,0,5,0,0,43,0,13,0,0,0,2,0,4,0,0,0
FR_56236,Saint-Servant,683,440,12,8,0,0,22,31,134,28,0,0,0,58,0,3,0,3,0,32,2,0,0,0,0,3,0,0,58,0,25,0,1,0,5,0,3,0,3,0
FR_19241,Saint-Setiers,231,153,7,1,0,0,14,4,38,5,0,0,0,18,0,1,0,1,0,17,0,0,0,0,0,2,0,0,22,0,11,0,0,0,7,0,2,0,0,0
FR_33475,Saint-Seurin-de-Bourg,310,173,5,0,0,0,4,7,67,6,0,0,0,23,0,0,1,3,0,20,1,0,0,0,0,1,0,0,19,0,3,0,0,0,7,0,1,0,0,0
FR_33476,Saint-Seurin-de-Cadourne,552,334,4,12,0,0,23,5,160,10,0,0,0,41,0,1,2,2,0,14,1,0,0,0,0,2,0,0,24,0,9,0,1,0,6,0,5,0,0,0
FR_33477,Saint-Seurin-de-Cursac,546,302,8,9,0,0,12,19,122,10,0,0,0,28,0,0,0,5,0,12,1,0,0,0,0,1,0,0,41,0,12,0,1,0,11,0,0,0,0,0
FR_17398,Saint-Seurin-de-Palenne,129,97,1,1,0,0,5,5,36,3,0,0,0,9,0,0,0,0,0,6,0,0,0,0,0,1,0,0,12,0,8,0,0,0,0,0,4,0,0,0
FR_24501,Saint-Seurin-de-Prats,391,227,3,4,0,0,10,6,104,10,0,0,0,18,0,0,0,3,0,12,1,0,0,2,0,1,0,0,31,0,10,0,1,0,5,0,2,0,0,0
FR_33478,Saint-Seurin-sur-lIsle,2335,1207,11,23,0,1,68,67,561,26,0,16,0,118,0,2,7,20,0,44,11,2,0,1,0,15,0,0,108,0,41,0,0,0,34,0,12,0,0,0
FR_40282,Saint-Sever,4018,2202,61,30,0,0,106,78,644,59,0,0,0,250,0,6,4,20,0,194,7,0,0,2,0,14,0,0,441,0,167,0,5,3,49,0,32,0,1,0
FR_65397,Saint-Sever-de-Rustan,130,71,1,0,0,0,2,5,16,8,0,0,0,6,0,0,0,0,0,1,1,0,0,0,0,1,0,0,13,0,14,0,0,0,3,0,0,0,0,0
FR_17400,Saint-Sever-de-Saintonge,519,293,7,4,0,0,18,12,124,3,0,0,0,41,0,1,2,1,0,14,1,0,0,0,0,0,0,0,30,0,13,0,0,0,9,0,4,0,0,0
FR_12249,Saint-Sever-du-Moustier,186,125,0,10,0,0,1,10,19,14,0,0,0,13,0,0,0,0,0,4,2,0,2,0,0,0,0,0,21,0,21,0,0,0,6,0,0,0,0,0
FR_30299,Saint-Siffret,1051,635,6,2,0,0,52,27,202,28,0,1,0,98,0,3,1,5,0,40,4,0,0,1,0,10,0,0,99,0,16,0,4,0,11,0,9,0,0,0
FR_45299,Saint-Sigismond,193,120,2,1,0,0,9,1,54,1,0,0,0,27,0,0,2,0,0,12,0,0,0,0,0,0,0,0,7,0,1,0,0,0,1,0,0,0,0,0
FR_74252,Saint-Sigismond,590,352,2,5,0,0,15,13,114,44,0,0,0,44,1,2,1,2,0,20,1,0,0,0,0,4,0,0,46,0,17,0,0,0,10,0,4,0,0,0
FR_85269,Saint-Sigismond,311,184,2,2,0,0,7,3,57,14,0,0,0,35,0,1,2,0,0,11,0,0,1,0,0,1,0,0,25,0,9,0,0,0,6,0,4,0,0,0
FR_17402,Saint-Sigismond-de-Clermont,126,75,3,1,0,0,2,1,31,3,0,0,0,8,0,0,0,0,0,5,0,0,0,0,0,0,0,0,9,0,11,0,0,0,0,0,1,0,0,0
FR_23240,Saint-Silvain-Bas-le-Roc,374,200,7,3,0,0,7,15,70,3,0,0,0,23,0,0,2,5,0,13,1,0,0,0,0,4,0,0,16,0,8,0,1,0,20,0,1,0,0,0
FR_23241,Saint-Silvain-Bellegarde,190,113,4,5,0,0,9,3,21,9,0,0,0,19,0,0,0,0,0,8,0,0,0,2,0,0,0,0,14,0,13,0,0,0,3,0,1,0,0,0
FR_23242,Saint-Silvain-Montaigut,167,88,3,1,0,0,2,5,32,1,0,0,0,13,0,0,0,1,0,6,1,0,0,0,0,1,0,0,12,0,4,0,1,0,4,0,0,0,0,0
FR_23243,Saint-Silvain-sous-Toulx,109,66,2,1,0,0,4,4,20,2,0,0,0,5,0,0,0,0,0,4,1,0,0,1,0,1,0,0,13,0,6,0,0,0,1,0,0,0,0,0
FR_02694,Saint-Simon,440,218,4,6,0,0,11,3,131,1,0,0,0,17,0,1,1,3,0,12,2,0,0,0,0,1,0,0,12,0,7,0,0,0,2,0,0,0,0,0
FR_15215,Saint-Simon,1016,618,14,16,0,0,18,30,175,47,0,0,0,82,0,1,2,6,0,57,4,0,0,1,0,2,0,0,86,0,35,0,3,0,13,0,10,0,1,0
FR_16352,Saint-Simon,174,105,2,0,0,0,5,6,37,4,0,0,0,19,0,0,0,2,0,7,0,0,0,1,0,0,0,0,13,0,2,0,0,0,5,0,0,0,0,0
FR_46292,Saint-Simon,142,89,4,0,0,0,3,12,15,4,0,0,0,12,0,1,0,2,0,9,1,0,0,0,0,3,0,0,13,0,5,0,0,0,3,0,1,0,0,0
FR_17403,Saint-Simon-de-Bordes,576,347,3,3,0,0,11,19,129,13,0,0,0,49,0,1,1,3,0,22,1,0,0,1,0,1,0,0,55,0,15,0,1,0,10,0,0,0,0,0
FR_17404,Saint-Simon-de-Pellouaille,508,300,4,6,0,0,9,12,140,13,0,0,0,25,0,1,2,3,0,13,3,0,0,0,0,3,0,0,34,0,8,0,0,2,8,0,3,0,0,0
FR_27603,Saint-Siméon,249,133,0,1,0,0,7,4,56,7,0,0,0,17,0,0,0,0,0,7,1,0,0,0,0,2,0,0,11,0,17,0,1,0,1,0,0,0,0,0
FR_77436,Saint-Siméon,670,358,6,2,0,0,20,20,173,8,0,1,0,35,0,1,1,6,0,30,1,0,1,0,0,3,0,0,21,0,5,0,0,0,11,0,2,0,0,0
