gisco_id,name,registered,turnout,invalid,blank,PR,PUSL,USR-PMP-FD,S.O.S. România,ARS,SENS,REPER,AUR,PDU,UDMR/RMDSZ,AD,PRM,CNR,Pîrvănescu,Gheorghe
RO_136278,Bătrâni,1586,1088,93,0,4,41,19,70,3,10,18,145,7,5,2,0,650,3,18
RO_136483,Municipiul Satu Mare,96181,43850,1024,0,239,185,3121,1442,120,738,1426,3874,595,20517,145,142,9325,164,771
RO_136526,Municipiul Carei,19818,8769,247,0,30,22,239,220,17,98,170,545,109,4991,19,22,1927,24,89
RO_136553,Căpleni,2647,1529,24,0,0,0,3,2,0,4,4,4,1,1471,0,0,14,0,2
RO_136599,Oraş Negreşti-Oaş,13814,4960,265,0,14,22,468,215,12,72,97,480,84,170,22,13,2914,24,88
RO_136642,Oraş Tăşnad,7345,4264,217,0,17,11,58,154,10,45,55,349,36,1392,8,19,1814,12,50
RO_136713,Acâş,2239,1225,164,0,3,3,9,26,2,15,8,52,4,554,0,3,367,2,13
RO_136768,Andrid,2024,1343,77,0,3,5,30,39,3,5,8,76,8,833,5,2,233,4,12
RO_136802,Apa,2124,1358,121,0,14,6,35,67,1,25,7,155,20,194,1,16,678,6,12
RO_136848,Oraş Ardud,5889,2781,194,0,7,7,138,138,6,26,43,635,48,508,9,8,983,11,20
RO_136919,Bătarci,3023,1422,123,0,9,8,6,72,3,3,4,169,9,226,7,4,766,4,9
RO_136964,Beltiug,2678,1608,222,0,6,1,30,39,2,18,8,91,6,549,2,3,615,4,12
RO_137032,Berveni,2847,1737,100,0,2,4,20,38,6,5,8,157,8,1092,1,3,285,2,6
RO_137069,Bixad,6338,2960,276,0,18,8,129,125,1,13,27,587,70,24,8,10,1597,7,35
RO_137103,Bârsău,1801,1293,94,0,6,4,41,63,0,9,7,192,22,17,7,12,785,6,28
RO_137130,Bogdand,2157,1335,100,0,3,8,18,17,0,1,9,156,4,654,2,13,339,0,11
RO_137185,Botiz,3301,1486,78,0,9,5,99,97,7,27,22,157,16,464,4,4,472,2,23
RO_137229,Călineşti-Oaş,4200,2312,232,0,20,9,213,149,4,29,19,499,37,32,6,26,936,27,74
RO_137274,Cămărzana,1967,858,128,0,10,1,23,42,0,6,7,98,7,7,8,4,465,2,8
RO_137292,Căuaş,1975,1295,92,0,6,5,50,34,8,0,4,100,8,520,3,6,450,1,7
RO_137363,Cehal,1214,896,37,0,9,1,46,26,3,2,6,71,11,246,5,3,417,0,13
RO_137407,Certeze,4998,1931,275,0,31,26,105,176,10,14,22,224,43,33,2,29,893,9,39
RO_137443,Craidorolţ,1635,990,166,0,10,3,36,45,5,2,19,88,6,219,5,6,373,2,5
RO_137504,Crucişor,2085,1533,138,0,17,45,78,94,9,23,29,232,30,88,5,17,691,9,28
RO_137540,Culciu,3313,1892,76,0,5,3,38,61,4,13,14,116,16,979,5,3,537,2,20
RO_137611,Doba,2433,1371,122,0,10,6,22,52,9,13,96,173,11,271,3,11,551,2,19
RO_137675,Dorolţ,3225,1993,77,0,4,0,14,12,2,3,1,22,5,1794,0,3,50,1,5
RO_137728,Foieni,1590,977,28,0,0,0,3,3,0,0,2,4,3,908,0,0,25,1,0
RO_137746,Gherţa Mică,2896,1108,77,0,2,3,43,54,4,12,20,234,15,6,1,6,607,3,12
RO_137764,Halmeu,4084,1885,132,0,11,3,35,77,4,6,15,245,18,802,4,5,501,7,20
RO_137844,Hodod,2247,1329,57,0,5,0,12,31,1,2,6,36,5,918,0,0,250,1,5
RO_137899,Homoroade,1476,898,63,0,8,3,43,47,5,12,6,137,11,31,3,7,505,2,13
RO_137960,Lazuri,5221,3008,103,0,11,4,32,27,4,10,10,91,5,2462,2,4,219,5,16
RO_138039,Oraş Livada,5778,2819,140,0,4,4,42,118,2,13,12,149,22,1810,1,5,477,8,12
RO_138084,Medieşu Aurit,5420,3225,237,0,17,22,112,159,9,35,35,385,34,443,18,18,1655,9,37
RO_138164,Micula,3289,1703,102,0,2,2,21,74,1,8,5,289,11,752,0,4,405,10,17
RO_138208,Moftin,3527,2041,151,0,7,4,20,89,7,15,14,136,15,534,9,13,1000,2,20
RO_138280,Odoreu,5312,2900,148,0,18,11,142,117,6,48,60,231,33,600,10,19,1413,4,40
RO_138351,Oraşu Nou,3091,1808,88,0,9,3,78,27,2,10,10,146,4,1171,10,3,234,2,10
RO_138431,Păuleşti,5021,2949,181,0,8,12,93,97,3,32,55,204,19,971,8,13,1202,6,45
RO_138501,Petreşti,1609,564,33,0,3,2,4,21,0,3,2,15,6,437,1,1,34,0,2
RO_138538,Pir,1246,825,125,0,6,0,7,11,1,6,4,39,4,400,0,3,216,0,3
RO_138574,Pişcolt,2454,1580,151,0,3,5,25,45,2,7,100,143,12,396,1,10,666,5,9
RO_138618,Pomi,1507,1078,93,0,2,4,48,91,2,12,12,119,17,14,3,7,632,10,12
RO_138663,Sanislău,2984,1737,210,0,3,3,45,104,6,19,3,166,9,778,0,10,369,5,5
RO_138734,Santău,1988,1271,52,0,1,6,18,22,0,2,9,71,1,312,2,2,753,6,14
RO_138770,Săcăşeni,922,586,58,0,1,1,14,21,1,0,1,47,4,283,0,1,152,1,1
RO_138805,Săuca,1102,863,107,0,4,2,10,19,0,0,6,53,2,128,0,0,447,2,5
RO_138869,Socond,2059,1428,128,0,10,6,10,30,1,13,11,105,4,34,8,2,1045,5,4
RO_138921,Supur,3233,1833,125,0,10,4,24,77,3,12,14,244,8,424,2,5,856,4,21
RO_139009,Tarna Mare,3108,1389,121,0,9,2,17,71,4,10,8,179,15,68,3,5,859,5,13
RO_139054,Terebeşti,1538,1031,83,0,4,5,38,33,5,13,5,101,9,45,5,6,668,3,8
RO_139107,Tiream,1908,1015,106,0,2,4,6,38,5,3,2,92,14,515,2,4,213,3,6
RO_139143,Târşolţ,2535,853,137,0,28,1,45,31,0,3,5,156,11,4,2,2,414,2,12
RO_139170,Turţ,6503,2643,264,0,17,13,517,81,5,30,23,470,18,27,3,12,1123,8,32
RO_139214,Turulung,3462,1710,274,0,3,2,9,44,3,2,3,139,4,943,2,7,267,1,7
RO_139250,Urziceni,1237,788,41,0,2,1,7,5,0,2,1,18,3,662,0,0,44,1,1
RO_139287,Valea Vinului,1555,940,59,0,7,3,129,43,0,7,12,181,8,27,3,5,435,2,19
RO_139330,Vama,3376,1735,163,0,4,7,38,61,3,41,10,298,20,427,4,0,632,4,23
RO_139358,Vetiş,4747,2734,109,0,5,2,58,99,5,27,51,187,35,1241,4,10,849,9,43
RO_139394,Viile Satu Mare,3192,2013,106,0,4,4,46,62,3,9,19,215,13,1077,1,4,424,6,19
RO_139704,Municipiul Zalău,55140,24005,458,0,100,127,1488,816,55,822,2618,3865,451,3398,72,113,9002,105,515
RO_139740,Oraş Cehu Silvaniei,6066,3392,119,0,12,9,72,90,6,39,104,329,31,1465,15,14,1041,3,43
RO_139811,Oraş Jibou,9008,4730,200,0,22,19,306,169,15,93,198,595,55,432,22,25,2467,23,89
RO_139884,Oraş Şimleu Silvaniei,13157,6992,507,0,33,38,251,225,22,141,325,764,86,1136,19,29,3274,17,125
RO_139937,Agrij,1109,838,78,0,3,2,44,35,0,8,25,162,10,9,3,0,454,1,4
RO_139982,Almaşu,1579,1319,110,0,3,3,29,49,1,13,10,111,9,526,2,11,420,4,18
RO_140084,Băbeni,1307,1203,61,0,2,5,38,39,2,48,21,165,16,16,3,4,771,5,7
RO_140146,Bălan,3043,2267,143,0,10,21,128,79,3,28,38,402,21,22,10,10,1302,6,44
RO_140208,Bănişor,1531,1003,81,0,3,15,87,53,3,21,31,205,19,6,6,6,445,4,18
RO_140244,Benesat,1164,878,54,0,6,4,29,24,3,18,16,105,15,171,0,3,409,2,19
RO_140280,Bobota,2942,1829,145,0,7,8,210,72,2,32,45,305,12,31,4,4,907,18,27
RO_140324,Bocşa,2700,1870,65,0,3,4,66,60,5,14,34,108,19,784,4,5,672,0,27
RO_140379,Buciumi,1895,1543,146,0,12,5,25,38,0,10,39,318,13,6,2,9,902,3,15
RO_140440,Camăr,1306,900,29,0,1,0,1,8,1,3,0,17,4,799,0,1,36,0,0
RO_140477,Carastelec,826,565,21,0,1,0,2,3,0,1,0,23,1,486,1,2,24,0,0
RO_140501,Chieşd,1940,1082,62,0,8,4,134,48,3,9,28,248,14,43,0,2,466,2,11
RO_140547,Cizer,1775,1289,78,0,5,1,77,107,3,20,73,228,34,2,1,6,633,3,18
RO_140583,Coşeiu,949,781,46,0,1,3,12,11,2,12,19,65,2,371,2,1,229,1,4
RO_140627,Crasna,5226,3393,121,0,4,1,22,66,7,4,39,100,13,2528,3,6,462,6,11
RO_140672,Creaca,2273,1440,59,0,3,6,59,51,2,17,45,360,29,19,2,9,760,3,16
RO_140770,Cristolţ,930,793,42,0,3,1,31,43,3,4,17,50,3,9,1,7,567,3,9
RO_140823,Crişeni,2743,1978,54,0,8,6,97,89,7,33,94,300,23,352,4,22,858,3,28
RO_140869,Cuzăplac,1202,1036,76,0,9,8,35,19,1,18,13,195,16,83,1,2,554,0,6
RO_140958,Dobrin,1337,813,30,0,2,0,11,16,0,1,7,33,4,581,0,1,123,1,3
RO_141027,Dragu,893,616,100,0,4,3,20,21,1,4,5,56,1,6,0,4,387,0,4
RO_141081,Fildu de Jos,1011,828,72,0,2,5,12,40,2,6,6,89,12,162,1,3,413,0,3
RO_141134,Gâlgău,1803,1352,70,0,4,9,47,46,2,7,18,201,9,13,4,4,898,3,17
RO_141232,Gârbou,1463,1018,65,0,12,3,49,26,5,14,26,133,14,11,4,4,641,6,5
RO_141312,Halmăşd,1774,1190,111,0,1,8,40,52,3,15,21,165,29,3,1,4,713,3,21
RO_141376,Hereclean,3295,2244,71,0,3,7,58,59,1,23,102,156,10,1277,1,9,449,3,15
RO_141447,Hida,2030,1175,58,0,4,6,84,33,8,10,71,201,14,23,1,5,635,4,18
RO_141535,Horoatu Crasnei,2027,1390,75,0,7,8,39,56,5,16,34,199,15,148,11,6,748,5,18
RO_141580,Ileanda,1766,1234,112,0,17,6,55,63,1,17,32,239,7,10,3,6,645,6,15
RO_141722,Ip,2882,1704,115,0,5,2,179,56,1,12,18,144,19,788,0,5,344,1,15
RO_141786,Letca,1351,1097,39,0,8,6,112,33,1,15,46,196,13,18,1,5,591,3,10
RO_141884,Lozna,712,653,33,0,2,3,16,18,4,5,11,154,10,6,1,0,380,1,9
RO_141946,Marca,1976,1294,89,0,8,1,39,45,3,28,47,203,19,123,7,10,642,6,24
RO_142006,Măerişte,2406,1530,85,0,9,6,46,83,3,20,34,268,27,130,3,9,776,8,23
RO_142079,Meseşenii de Jos,2653,1786,82,0,2,3,30,67,5,20,57,478,12,433,0,3,558,5,31
RO_142122,Mirşid,1894,1301,99,0,3,7,54,56,1,10,42,196,6,36,2,6,765,3,15
RO_142177,Năpradea,2118,1378,85,0,9,11,38,68,1,8,25,171,15,5,1,9,921,4,7
RO_142239,Nuşfalău,3067,1954,140,0,9,0,19,66,2,11,21,91,12,1295,2,4,255,11,16
RO_142284,Pericei,2980,1785,50,0,5,2,24,25,3,10,50,82,12,1162,2,2,351,2,3
RO_142337,Plopiş,1895,1128,150,0,12,2,23,80,1,8,27,169,10,9,30,7,590,5,5
RO_142373,Poiana Blenchii,870,725,64,0,1,0,19,26,0,6,7,73,5,12,11,4,476,4,17
RO_142426,Românaşi,2417,1492,117,0,8,6,38,100,0,13,31,223,15,10,3,5,901,11,11
RO_142499,Rus,793,722,42,0,10,4,28,30,0,3,14,147,7,10,0,5,416,1,5
RO_142550,Sălăţig,2102,1496,56,0,0,4,25,19,1,10,6,136,4,759,1,5,465,2,3
RO_142612,Sâg,2534,1428,137,0,17,8,61,89,8,14,26,278,23,13,4,34,684,9,23
RO_142676,Sânmihaiu Almaşului,1271,787,66,0,2,5,12,38,0,1,5,167,3,7,4,4,455,4,14
RO_142710,Someş-Odorhei,2225,1374,105,0,9,9,153,61,1,9,27,267,20,17,1,3,660,9,23
RO_142774,Surduc,2948,2509,210,0,8,8,38,77,3,14,83,231,28,22,5,8,1747,5,22
RO_142854,Şamşud,1391,829,47,0,0,0,2,5,0,0,0,15,1,717,0,0,41,0,1
RO_142881,Şărmăşag,5253,3066,119,0,3,4,28,64,2,11,16,101,9,2410,3,3,281,3,9
RO_142952,Valcău de Jos,2408,1643,122,0,8,4,70,63,3,19,33,236,15,29,25,8,989,1,18
RO_143021,Vârşolţ,1839,1255,49,0,3,0,27,29,2,11,18,114,10,782,0,6,185,6,13
RO_143067,Zalha,651,631,36,0,3,3,27,12,1,5,11,71,2,14,0,4,438,1,3
RO_143147,Zimbor,754,572,36,0,0,2,11,17,0,8,18,69,6,11,0,4,376,3,11
RO_143450,Municipiul Sibiu,136373,60303,2057,0,1320,1030,9952,2807,316,7736,4122,7582,1916,1251,566,565,15961,619,2494
RO_143487,Cristian,3785,2443,297,0,74,23,247,256,13,147,73,456,68,33,23,12,623,26,65
RO_143502,Poplaca,1492,950,50,0,11,13,44,58,6,29,7,158,23,8,1,5,512,5,20
RO_143520,Răşinari,4370,2469,129,0,30,15,118,184,7,263,24,373,41,21,11,14,1180,9,50
RO_143557,Şelimbăr,14345,7922,285,0,129,72,1433,427,33,755,490,944,239,150,70,58,2345,102,384
RO_143619,Municipiul Mediaş,46147,19547,782,0,3778,101,1616,783,82,598,558,2203,557,1282,125,118,6470,102,368
RO_143646,Târnava,2489,1421,208,0,30,4,112,90,1,17,21,228,22,14,1,7,652,5,9
RO_143682,Oraş Agnita,9386,3766,251,0,22,24,202,288,17,118,82,564,55,71,13,17,1944,17,81
RO_143735,Oraş Cisnădie,21773,9722,360,0,175,83,1953,682,64,627,468,1406,386,133,89,86,2757,81,372
RO_143771,Oraş Copşa Mică,4540,1885,106,0,28,8,37,133,4,34,18,379,22,86,6,6,985,8,15
RO_143806,Oraş Dumbrăveni,6445,3108,310,0,42,14,114,207,11,35,36,362,44,172,9,22,1668,14,48
RO_143851,Oraş Ocna Sibiului,3475,1960,132,0,17,10,154,94,4,59,58,337,30,144,6,17,843,8,47
RO_143888,Alţina,1434,919,98,0,4,2,10,16,0,7,4,273,11,5,1,2,477,0,9
RO_143922,Apoldu de Jos,1030,706,43,0,5,5,33,36,2,20,3,87,10,3,1,5,445,2,6
RO_143959,Arpaşu de Jos,2248,1500,103,0,50,8,41,93,6,29,14,233,20,12,1,5,858,7,20
RO_143995,Aţel,1353,695,65,0,16,4,30,23,0,6,3,85,8,6,0,1,434,5,9
RO_144054,Oraş Avrig,12328,6171,289,0,73,37,583,467,28,232,122,982,115,64,21,40,2826,39,180
RO_144116,Axente Sever,3467,1573,67,0,23,11,87,108,3,35,22,214,32,14,2,6,920,10,19
RO_144152,Bazna,3029,1445,183,0,34,5,42,76,0,10,29,188,27,31,5,5,792,4,14
RO_144198,Biertan,2370,1158,108,0,13,11,23,41,2,9,19,241,8,12,3,5,650,5,8
RO_144232,Bârghiş,1691,969,97,0,9,7,41,64,2,9,10,323,5,39,2,3,338,3,14
RO_144303,Blăjel,1850,1160,104,0,22,6,34,39,4,19,9,107,11,79,3,7,698,5,13
RO_144349,Brateiu,3044,1582,210,0,40,5,132,91,1,10,6,301,14,10,0,7,730,14,11
RO_144376,Brădeni,1258,839,177,0,11,4,22,60,3,10,5,102,8,8,1,5,416,2,4
RO_144410,Bruiu,737,437,49,0,4,4,59,41,2,6,8,47,2,3,0,0,199,2,11
RO_144456,Chirpăr,1530,725,74,0,6,3,78,59,1,5,6,113,4,4,1,1,365,1,4
RO_144508,Cârţa,975,630,68,0,13,0,36,46,2,12,10,81,13,7,4,4,323,2,9
RO_144535,Cârţişoara,1130,741,31,0,8,4,82,43,4,12,10,115,4,8,1,2,401,4,12
RO_144553,Dârlos,2908,1407,85,0,65,3,30,74,3,17,28,368,15,20,7,9,658,3,22
RO_144599,Gura Râului,2984,2213,186,0,27,11,70,289,3,55,41,602,25,20,7,16,803,10,48
RO_144615,Hoghilag,1908,1038,29,0,4,4,99,65,4,5,6,116,4,33,1,2,662,2,2
RO_144651,Iacobeni,2461,1295,162,0,9,11,7,108,2,5,13,136,9,11,3,6,795,2,14
RO_144713,Jina,2647,1591,226,0,9,4,21,316,3,14,8,206,5,9,1,6,757,0,6
RO_144731,Laslea,3359,1686,191,0,9,6,84,82,3,13,20,185,16,16,4,3,1030,5,19
RO_144795,Loamneş,2306,1473,83,0,13,6,143,69,3,19,11,118,15,16,2,6,931,4,32
RO_144866,Ludoş,533,269,31,0,5,12,1,18,0,8,4,35,1,1,2,1,149,1,0
RO_144893,Marpod,759,521,33,0,5,3,12,29,1,13,6,58,4,11,2,6,327,0,11
RO_144928,Oraş Miercurea Sibiului,3838,1765,142,0,17,4,65,98,2,38,40,474,14,41,3,12,788,2,25
RO_144964,Merghindeal,1275,670,38,0,1,5,4,25,4,11,1,90,4,24,0,4,457,1,1
RO_144991,Micăsasa,1675,1162,54,0,11,7,35,86,3,21,52,104,9,38,4,2,692,2,20
RO_145042,Mihăileni,759,471,61,0,5,1,102,17,0,1,7,75,3,5,3,3,184,0,4
RO_145104,Moşna,2879,1459,152,0,31,31,40,141,4,30,26,384,12,12,4,9,545,7,19
RO_145140,Nocrich,2517,1536,171,0,20,6,39,108,2,21,8,270,14,9,2,9,841,3,13
RO_145202,Orlat,2666,1663,102,0,19,11,302,101,7,66,32,467,19,12,7,7,484,8,19
RO_145220,Păuca,1527,756,32,0,6,4,26,32,1,2,9,87,5,6,0,4,539,0,3
RO_145275,Poiana Sibiului,1781,944,133,0,4,0,29,60,1,17,8,90,2,2,1,2,580,3,12
RO_145293,Porumbacu de Jos,2577,1806,150,0,13,59,69,105,2,41,45,258,14,11,2,7,988,6,36
RO_145355,Racoviţa,2360,1580,93,0,16,9,65,77,7,40,20,144,17,8,5,12,1027,14,25
RO_145382,Râu Sadului,464,411,60,0,4,3,22,34,2,18,6,50,3,0,2,0,199,1,7
RO_145408,Roşia,4689,2808,332,0,112,18,48,166,3,38,42,423,26,22,73,22,1436,10,31
RO_145471,Sadu,2224,1529,98,0,27,7,84,77,3,130,33,244,21,6,4,8,745,10,32
RO_145499,Oraş Sălişte,4926,3152,198,0,22,19,194,170,15,104,74,427,55,25,6,13,1763,22,45
RO_145603,Slimnic,3268,1833,157,0,23,11,234,114,3,70,15,222,35,28,9,7,859,5,27
RO_145667,Şeica Mare,3612,2070,141,0,48,22,332,119,11,43,42,276,39,57,7,18,824,14,77
RO_145738,Şeica Mica,1436,826,72,0,11,2,23,35,5,19,10,69,5,11,1,7,550,4,2
RO_145765,Şura Mare,4266,2559,140,0,41,27,194,161,15,125,75,318,59,25,11,21,1246,12,89
RO_145792,Şura Mica,2928,1855,181,0,28,9,113,107,6,65,41,422,43,18,3,6,764,6,43
RO_145827,Oraş Tălmaciu,6577,3567,267,0,37,29,286,191,9,145,76,396,73,48,12,26,1862,23,87
RO_145907,Tilişca,1102,866,71,0,21,6,44,43,3,21,10,81,5,7,4,5,522,2,21
RO_145934,Turnu Roşu,1985,1375,90,0,13,14,318,76,6,60,18,129,19,17,4,5,560,9,37
RO_145961,Valea Viilor,1779,880,80,0,21,11,29,80,4,8,19,166,15,16,3,10,408,1,9
RO_145998,Vurpăr,2189,1074,115,0,8,6,10,51,1,17,10,222,4,9,2,5,600,4,10
RO_146012,Alma,1528,1205,57,0,7,11,37,39,4,21,3,140,11,209,1,10,638,5,12
RO_146021,Boita,1205,816,49,0,12,3,50,53,1,13,6,103,11,11,1,6,477,3,17
RO_146263,Municipiul Suceava,99372,42137,1448,0,432,532,4475,2572,205,1762,2140,7468,1173,234,210,347,17249,421,1467
RO_146281,Ipoteşti,8115,4392,124,0,46,29,380,299,26,140,189,1016,82,29,38,18,1793,18,165
RO_146325,Mitocu Dragomirnei,4335,2642,234,0,32,13,106,184,3,42,36,754,30,19,6,10,1132,9,32
RO_146370,Oraş Salcea,8412,4526,322,0,56,28,186,335,17,95,55,888,68,28,34,25,2214,35,140
RO_146432,Şcheia,10809,5915,231,0,60,34,483,367,19,219,185,1407,102,46,32,22,2501,37,170
RO_146502,Municipiul Câmpulung Moldovenesc,18799,7605,350,0,59,70,797,381,39,258,285,1220,175,71,35,147,3477,57,184
RO_146539,Municipiul Fălticeni,24759,11340,481,0,80,93,913,788,62,346,273,1700,269,76,30,73,5785,63,308
RO_146584,Oraş Gura Humorului,14089,6411,342,0,51,61,432,469,49,204,202,1104,133,46,28,56,3010,48,176
RO_146628,Municipiul Rădăuţi,28600,11539,393,0,136,126,556,863,84,329,478,2090,305,78,68,75,5547,70,339
RO_146655,Oraş Siret,7911,3663,169,0,23,34,104,247,19,85,69,520,63,23,15,17,2175,20,80
RO_146708,Oraş Solca,2042,1022,49,0,5,36,57,79,5,23,16,143,14,13,3,3,548,7,21
RO_146744,Municipiul Vatra Dornei,13199,7419,285,0,77,52,443,431,43,186,185,1056,156,49,51,70,4085,67,183
RO_146799,Adâncata,3565,1789,98,0,15,14,66,126,6,35,32,286,24,11,3,7,1006,12,48
RO_146860,Arbore,6096,2783,162,0,17,14,53,157,10,39,30,410,26,16,5,7,1794,9,34
RO_146904,Baia,5853,2528,221,0,13,6,44,187,9,32,20,300,39,6,5,4,1597,9,36
RO_146931,Oraş Milişăuţi,4389,2256,120,0,10,15,614,131,5,49,23,390,24,22,5,8,788,4,48
RO_146995,Bălcăuţi,2610,1394,129,0,6,7,31,98,1,28,19,203,21,9,2,3,802,7,28
RO_147036,Bilca,3144,1587,139,0,6,14,27,126,5,18,20,241,20,19,4,6,893,8,41
RO_147054,Bogdăneşti,3250,1819,115,0,8,7,27,120,3,37,15,426,15,10,5,2,971,13,45
RO_147072,Boroaia,3836,1798,103,0,9,2,62,150,4,29,17,229,25,9,2,2,1111,8,36
RO_147134,Bosanci,5965,2582,159,0,15,3,61,215,7,42,52,1169,30,14,5,10,725,16,59
RO_147161,Botoşana,2093,1299,56,0,7,11,113,53,4,19,6,199,20,6,4,3,766,6,26
RO_147205,Breaza,1233,619,38,0,2,2,13,56,1,5,4,75,3,18,0,7,378,5,12
RO_147241,Brodina,3052,1733,120,0,10,14,46,217,4,24,20,477,27,16,1,10,703,3,41
RO_147358,Oraş Broşteni,5189,2943,170,0,111,97,78,184,5,52,47,406,40,27,9,22,1632,13,50
RO_147465,Buneşti,2248,1257,118,0,7,2,29,77,5,26,5,195,15,7,1,5,743,5,17
RO_147526,Cacica,3475,1889,130,0,11,6,67,108,7,28,15,238,37,17,5,6,1174,4,36
RO_147580,Calafindeşti,2296,1394,132,0,10,4,32,62,6,13,8,210,16,15,3,18,838,5,22
RO_147633,Oraş Cajvana,7223,3004,176,0,56,8,132,243,6,45,33,682,53,17,6,16,1447,12,72
RO_147660,Ilişesti,2303,1266,51,0,18,10,24,72,1,20,0,260,9,9,4,5,754,3,26
RO_147713,Cârlibaba,1576,863,49,0,10,5,14,38,4,4,4,144,11,19,1,6,535,7,12
RO_147786,Cornu Luncii,5780,3109,180,0,16,19,77,287,10,42,24,482,32,21,9,13,1833,11,53
RO_147884,Crucea,1641,945,46,0,7,4,22,52,3,17,7,239,10,2,1,6,510,2,17
RO_147937,Dărmăneşti,4936,2811,162,0,14,17,123,244,9,50,31,408,39,18,11,18,1610,10,47
RO_148006,Oraş Dolhasca,8922,4359,345,0,36,19,91,237,14,64,35,602,33,45,3,15,2749,11,60
RO_148097,Dolheşti,2958,1678,95,0,4,2,19,113,1,28,7,202,9,4,3,4,1168,6,13
RO_148131,Dorna-Arini,2426,1568,65,0,9,10,40,78,7,31,31,196,24,5,5,10,998,12,47
RO_148202,Dorna Candrenilor,2480,1640,76,0,13,12,34,141,7,19,20,273,18,8,3,7,969,16,24
RO_148293,Dorneşti,3786,1868,109,0,18,48,70,235,5,33,32,367,20,17,6,8,864,10,26
RO_148328,Drăgoieşti,2040,1273,89,0,13,3,79,68,1,5,4,238,35,16,0,7,698,4,13
RO_148382,Drăguşeni,2070,1000,63,0,0,5,2,77,2,1,7,143,8,3,3,4,679,1,2
RO_148426,Dumbrăveni,7874,3782,144,0,81,10,60,286,5,57,29,780,36,19,2,5,2189,10,69
RO_148453,Fântânele,3673,2116,122,0,61,57,95,144,3,18,28,381,12,12,2,7,1140,5,29
RO_148514,Forăşti,3545,2077,124,0,8,9,85,136,5,29,19,305,26,7,3,15,1269,7,30
RO_148612,Oraş Frasin,5243,2748,139,0,10,32,85,208,7,27,31,778,36,16,6,14,1307,8,44
RO_148667,Frătăuţii Noi,4550,1971,183,0,17,10,229,85,6,30,89,257,12,19,3,20,950,6,55
RO_148694,Frătăuţii Vechi,4532,1920,159,0,12,53,75,71,8,30,49,372,21,19,3,5,991,8,44
RO_148729,Frumosu,2747,1833,117,0,16,112,23,88,7,39,24,274,11,9,5,4,1061,10,33
RO_148765,Fundu Moldovei,3272,2008,121,0,13,11,103,87,10,34,35,376,20,18,8,9,1131,9,23
RO_148872,Gălăneşti,2639,1058,74,0,38,22,134,48,5,20,24,148,15,4,3,5,477,9,32
RO_148916,Grămeşti,2401,1321,87,0,8,13,21,73,8,21,20,211,13,25,7,8,788,3,15
RO_148970,Grăniceşti,4574,1794,116,0,24,1,68,183,5,26,9,605,20,7,3,17,669,5,36
RO_149049,Horodniceni,2774,1725,145,0,53,3,53,80,4,12,18,302,18,23,3,11,988,5,7
RO_149101,Horodnic de Jos,2008,1090,80,0,2,7,26,58,4,33,22,176,11,3,4,2,632,8,18
RO_149138,Iacobeni,1634,1032,48,0,21,8,19,55,7,20,23,137,11,3,1,13,636,7,23
RO_149183,Izvoarele Sucevei,1618,985,108,0,6,8,39,63,1,7,6,130,9,21,0,6,553,10,18
RO_149227,Oraş Liteni,8176,3728,184,0,28,25,123,251,17,98,41,627,57,26,7,20,2139,20,65
RO_149290,Marginea,8700,4123,300,0,37,78,138,230,22,72,52,1401,70,13,8,16,1587,11,88
RO_149316,Mălini,6077,3885,283,0,15,21,39,207,6,61,29,562,26,8,4,12,2537,19,52
RO_149370,Mănăstirea Humorului,3050,1791,104,0,11,20,92,96,5,27,22,233,37,7,2,8,1072,8,47
RO_149414,Moara,5159,2931,210,0,23,12,115,227,10,74,91,526,51,60,8,15,1419,15,75
RO_149502,Moldova-Suliţa,1519,900,85,0,12,3,18,43,0,7,9,125,3,11,1,6,556,8,13
RO_149539,Moldoviţa,4101,2467,169,0,24,6,59,142,2,30,28,491,22,22,5,8,1420,4,35
RO_149584,Muşeniţa,1474,826,55,0,4,3,38,84,6,10,12,151,5,12,4,3,424,2,13
RO_149655,Ostra,2757,1321,68,0,2,4,18,76,0,8,9,259,9,8,0,0,841,5,14
RO_149682,Panaci,1832,1043,43,0,17,2,23,87,3,26,15,166,15,5,4,5,600,5,27
RO_149753,Păltinoasa,4722,2816,193,0,9,16,65,166,4,22,20,364,31,24,7,2,1869,9,15
RO_149780,Pârteştii de Jos,2307,1352,98,0,95,7,77,74,6,23,10,270,18,9,5,7,625,7,21
RO_149833,Pătrăuţi,4081,2120,311,0,11,10,35,110,4,24,24,384,19,7,5,10,1128,5,33
RO_149851,Poiana Stampei,1851,1230,50,0,10,8,35,52,4,36,17,106,20,4,2,3,856,4,23
RO_149931,Pojorâta,2391,1597,92,0,14,10,64,86,7,26,33,289,31,9,5,6,886,15,24
RO_149968,Preuteşti,5569,3366,196,0,22,22,92,250,6,34,13,586,24,36,2,13,2009,8,53
RO_150043,Putna,3174,1604,103,0,8,1,31,83,4,23,21,297,11,35,7,7,926,7,40
RO_150070,Rădăşeni,3349,1822,93,0,14,7,48,92,2,40,36,347,31,5,11,9,1033,6,48
RO_150114,Râşca,4116,2403,248,0,34,15,128,215,12,45,13,573,17,19,1,23,985,25,50
RO_150178,Sadova,2096,1422,68,0,7,13,53,59,3,43,33,215,20,7,3,8,843,4,43
