gisco_id,name,registered,turnout,invalid,blank,UDMR/RMDSZ,PMP,PSD,PNL,USR+,PPR,PUSL,AUR,PV,PER,ARN,PRM,UAR,UUR,USR (1989),UDTR,FCER,RO.AS.IT.,UCRR,CRLR,UCR,APR-PE,UER,UBBR,ALAR (1999),AMR,UDSCR,PSR,PNR [Partidul Nouă Românie],PCN,ND,PNRo,Baciu [Virgil Baciu],Tiberiu,Duma,PNȚCD,Cioanca,Raţiu,Erwin-Vlad Albu,PFN,Tabarac,Calu,Andrei,AD,Naş,UDTTMR,Martin,Cristea,Petrea,Jalbă,Re:start,Costea [Vlad Costea],Felicia,Holicov,Mitoşeriu,Matei,Zmaranda,Zainea,Pescaru,Bendorfean,Apostolache,Dumitru [Bogdan Dumitru],Rădulescu [Virgil-Florin Rădulescu],Duţă [Maria-Mihaela Duţă],Papici,BUN,Trăscăian,Vecerdea,Ichim,Zamfir-Ignat,Gică,Cîțu,Geonea,Nicolae,Şerban,Oprea,Stochiţă,Radu
RO_029519,Hidiselu De Sus,2801,1114,13,10,5,51,279,473,32,73,11,108,0,3,28,8,0,0,0,0,0,1,1,0,1,0,0,1,2,4,5,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_029573,Holod,2803,1047,22,9,8,28,227,515,37,80,7,65,0,2,4,9,0,1,1,0,1,1,2,0,0,2,1,0,7,3,6,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_029662,Husasau De Tinca,1930,650,17,6,9,15,276,147,42,29,4,67,0,0,1,4,3,1,1,0,1,0,0,0,1,7,0,1,3,3,7,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_029724,Ineu,3668,1059,26,21,58,43,421,251,41,22,8,111,0,4,12,16,0,1,1,0,0,1,0,0,1,11,0,0,0,0,3,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_029760,Lazuri De Beius,1441,742,10,6,3,20,118,447,41,19,9,45,0,1,5,5,0,0,1,0,0,0,1,0,0,0,1,1,0,1,4,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_029813,Lazareni,2614,1230,44,11,11,34,283,492,37,42,13,206,0,1,6,16,0,0,1,2,1,3,1,0,1,7,1,1,1,1,3,0,9,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_029902,Lugasu De Jos,2961,1427,32,44,695,30,143,221,22,43,8,69,0,11,22,13,0,0,0,0,0,1,0,0,2,4,0,0,18,1,44,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_029948,Lunca,2511,1354,14,11,11,61,233,759,61,46,9,101,0,10,0,14,0,0,1,0,0,0,0,0,1,2,1,0,1,1,5,0,7,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_030014,Madaras,2360,726,14,6,12,19,124,286,57,29,5,123,0,2,2,9,0,0,0,0,0,0,0,0,1,0,0,1,1,4,26,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_030069,Magesti,2227,851,9,8,33,119,142,290,41,45,7,102,0,2,11,9,0,3,0,2,0,0,0,0,0,0,2,1,0,2,12,0,9,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_030149,Nojorid,5398,1818,26,7,36,86,299,761,221,80,12,185,0,5,49,10,0,0,0,0,0,1,2,0,0,2,1,1,1,2,12,0,9,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_030229,Olcea,2242,741,24,4,6,19,139,346,16,44,6,88,0,7,8,12,0,2,1,0,0,1,0,1,1,1,0,1,1,2,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_030274,Osorhei,5881,2054,37,17,257,41,262,869,159,34,25,250,0,7,45,13,1,2,0,0,1,2,0,0,0,1,0,5,3,2,10,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_030336,Pietroasa,2633,1037,13,15,12,62,427,232,35,84,3,99,0,11,8,11,1,2,0,1,0,0,1,1,2,2,0,0,0,2,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_030416,Pocola,1328,706,15,7,9,8,310,190,32,31,2,89,0,2,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_030470,Pomezeu,2368,1107,18,16,14,41,367,373,24,55,7,166,0,3,5,2,0,0,0,0,1,1,1,0,1,0,1,0,2,2,1,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_030568,Popesti,6567,1928,56,21,101,41,428,572,56,86,10,272,0,4,8,15,2,1,1,0,1,0,0,0,2,21,0,3,3,3,210,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_030648,Rabagani,1731,773,19,6,4,20,209,271,21,57,11,119,0,3,2,9,0,1,0,1,0,0,0,0,3,1,0,0,0,1,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_030719,Remetea,2537,1312,21,10,164,14,677,212,38,24,8,101,0,3,10,4,1,2,0,1,2,0,0,0,4,1,1,0,1,2,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_030773,Rieni,2959,1595,21,5,14,19,237,1054,61,29,5,112,0,6,4,7,1,1,0,0,0,0,0,1,1,0,1,1,3,4,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_030844,Rosia,1993,1106,20,17,14,29,264,532,24,51,10,98,0,4,5,18,0,2,1,0,0,0,1,0,2,2,1,0,0,1,3,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_030871,Sacadat,1652,596,14,10,11,34,169,228,28,23,12,37,0,3,9,3,1,0,0,0,2,0,0,0,1,1,0,0,0,0,4,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_030915,Oraş Săcueni,9939,3973,157,95,2934,17,212,194,28,44,11,87,0,8,0,27,1,6,4,2,4,2,10,0,8,15,5,4,68,4,13,0,9,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_030988,Salacea,2629,1384,24,23,1212,3,42,20,6,7,1,8,0,1,0,5,1,4,1,0,0,1,0,0,3,3,0,0,16,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_031011,Salard,3683,1161,22,8,797,12,50,132,41,14,3,56,0,1,1,3,0,2,1,0,0,0,0,0,0,1,0,2,11,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_031057,Sambata,1313,663,11,12,19,67,238,147,16,28,10,81,0,1,0,11,0,2,3,0,0,4,1,0,0,1,0,0,1,1,7,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_031128,Sarbi,2239,1107,13,13,8,36,469,342,15,39,9,95,0,3,12,10,0,3,3,0,0,0,1,0,0,0,0,0,1,2,25,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_031208,Spinus,1079,524,4,8,12,12,84,262,12,47,4,49,0,2,3,3,0,0,1,1,1,1,1,0,0,2,0,1,2,1,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_031262,Suplacu De Barcau,3748,1425,53,30,228,46,120,327,51,19,7,206,0,3,2,9,0,3,1,0,0,2,1,0,2,6,3,0,2,2,287,0,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_031333,Simian,3245,1432,71,25,1083,7,56,59,6,16,2,37,0,4,2,6,0,1,1,1,0,1,0,0,3,4,1,0,32,1,10,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_031379,Sinteu,985,223,8,5,4,1,24,29,6,10,3,7,0,5,1,5,0,2,0,0,0,0,1,0,2,1,1,0,0,0,107,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_031422,Soimi,2016,733,5,13,23,69,183,262,26,62,7,60,0,1,0,3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,11,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_031510,Suncuius,2593,938,16,11,24,118,171,366,28,24,2,113,0,5,14,11,0,3,1,1,1,0,1,0,1,2,0,0,1,1,7,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_031565,Tarcea,2136,697,27,10,508,3,42,38,9,5,2,21,0,2,0,3,0,3,0,0,0,0,0,0,0,2,0,0,17,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_031609,Tarcaia,1772,925,13,7,400,7,291,102,14,16,5,53,0,1,2,3,0,0,0,0,0,0,0,0,0,1,0,0,3,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_031654,Tauteu,3597,1236,20,7,548,18,185,181,23,29,2,152,0,1,11,8,1,7,0,0,1,0,0,0,2,13,0,0,14,2,6,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_031716,Tileagd,5752,1520,21,12,247,49,281,504,53,64,4,188,0,5,29,20,0,2,1,1,0,3,0,0,3,0,0,0,6,3,10,0,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_031789,Tinca,6460,1969,52,36,174,43,350,799,84,86,15,183,0,2,19,19,1,5,1,1,1,0,4,0,4,53,0,0,6,2,16,0,7,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_031841,Tulca,2226,834,14,17,9,30,313,218,55,17,4,122,0,0,9,9,0,1,1,0,0,0,1,0,1,1,0,1,0,2,4,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_031878,Tetchea,2596,915,25,13,83,12,324,214,30,48,9,102,0,1,11,12,0,2,3,1,0,0,0,0,1,9,1,0,0,5,3,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_031921,Uileacu De Beius,1756,787,18,14,105,26,308,134,22,39,4,76,0,4,6,7,0,2,0,2,1,1,4,0,0,0,0,1,2,2,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_031976,Vadu Crisului,3314,1034,18,2,198,43,138,421,75,16,13,75,0,3,9,4,0,0,1,0,0,1,1,0,2,0,0,0,3,1,4,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_032027,Oraş Valea Lui Mihai,9060,2901,49,27,2280,16,189,154,35,17,3,59,0,7,11,6,0,0,1,0,2,1,1,0,3,2,0,0,26,0,7,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_032045,Viisoara,1143,668,8,7,517,2,25,33,17,11,0,29,0,0,0,2,0,1,0,0,0,0,0,0,3,1,0,0,8,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_032090,Varciorog,1717,815,10,17,10,6,140,461,8,23,3,115,0,3,2,10,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_032153,Tămăşeu,1811,721,15,10,514,5,37,66,13,13,4,25,0,1,3,3,0,0,0,0,0,0,0,0,1,0,0,0,8,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_032161,Paleu,2868,1246,10,6,662,21,73,294,88,21,3,35,0,6,5,3,0,0,0,0,0,0,2,0,0,0,0,0,5,1,3,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_032179,Sănnicolau Romăn,1958,922,30,12,20,19,103,456,19,111,8,107,0,2,3,13,0,0,0,0,1,0,0,0,0,3,0,0,2,1,0,0,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_032187,Roşiori,2476,918,16,12,557,22,38,107,16,8,2,104,0,2,4,3,0,1,0,0,0,1,2,0,0,3,1,0,14,1,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_032195,Gepiu,1741,715,10,12,18,10,334,174,39,24,4,55,0,3,5,3,0,0,1,1,2,0,1,0,3,9,0,1,0,1,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_032201,Toboliu,1779,530,2,1,4,6,235,132,29,27,13,63,0,3,1,3,0,0,0,0,1,2,0,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_032394,Municipiul Bistriţa,78728,24541,268,79,829,3381,4860,7969,2992,547,242,1583,126,193,141,0,6,5,8,10,7,13,52,4,3,37,12,14,6,26,18,0,0,0,0,0,0,0,0,110,494,506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_032483,Oraş Beclean,9977,3385,38,20,246,324,1177,919,210,77,27,154,4,41,21,0,1,1,1,3,0,6,13,1,0,13,3,0,0,2,3,0,0,0,0,0,0,0,0,17,46,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_032544,Oraş Năsăud,9510,2907,48,17,29,129,624,1299,183,160,13,246,5,63,7,0,1,0,0,3,5,1,4,2,0,15,1,1,0,2,0,0,0,0,0,0,0,0,0,18,27,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_032599,Oraş Sângeorz-Băi,8922,2239,31,22,10,70,505,1111,89,35,13,281,1,3,5,0,0,0,1,0,2,3,4,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,8,37,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_032633,Bistrita Bargaului,3792,1239,26,14,11,194,350,199,42,32,4,206,0,8,0,0,1,0,0,0,1,2,3,1,1,1,0,1,1,4,3,0,0,0,0,0,0,0,0,6,127,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_032660,Branistea,2644,870,7,7,371,18,135,207,51,9,8,30,2,10,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_032704,Budacu De Jos,2731,987,23,17,12,56,404,210,40,11,7,110,3,5,7,0,0,0,0,2,0,1,5,2,1,11,4,0,0,1,0,0,0,0,0,0,0,0,0,14,34,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_032768,Budesti,1447,455,14,13,9,35,146,121,40,6,6,17,3,6,4,0,1,0,0,0,0,2,1,0,0,13,0,0,0,1,2,0,0,0,0,0,0,0,0,4,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_032811,Caianu Mic,3513,1353,15,12,3,48,949,184,24,12,16,57,1,0,1,0,2,1,1,0,0,1,0,2,0,1,1,0,2,3,1,0,0,0,0,0,0,0,0,7,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_032884,Cetate,2350,723,19,4,8,307,131,122,15,12,5,54,1,2,0,0,0,0,0,1,0,0,0,0,0,6,2,1,0,1,3,0,0,0,0,0,0,0,0,4,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_032955,Ciceu-Giurgeşti,1312,447,2,7,5,100,151,116,12,7,15,15,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_033015,Chiochis,2457,757,6,11,146,37,132,264,39,18,12,31,0,1,3,0,0,0,0,0,2,1,4,0,1,1,0,1,2,1,1,0,0,0,0,0,0,0,0,25,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_033122,Chiuza,1858,646,6,5,9,71,183,181,42,67,19,35,1,3,2,0,0,0,1,0,1,0,1,0,1,2,0,0,1,1,1,0,0,0,0,0,0,0,0,6,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_033177,Coşbuc,1641,500,17,4,2,49,260,76,19,27,2,21,1,6,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_033202,Dumitra,4226,1017,14,5,8,108,173,359,66,15,9,143,2,51,13,0,0,1,1,0,1,5,2,0,0,2,1,0,1,2,3,0,0,0,0,0,0,0,0,7,21,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_033248,Feldru,6268,1255,11,12,13,85,196,620,57,20,9,136,4,8,9,0,1,0,0,1,1,1,4,0,0,0,0,4,0,3,1,0,0,0,0,0,0,0,0,8,48,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_033275,Galatii Bistritei,2115,752,12,5,81,68,323,125,35,6,6,48,1,1,3,0,0,0,0,0,2,1,4,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,11,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_033337,Ilva Mare,1954,593,22,8,3,33,79,347,16,4,2,39,0,1,0,0,0,0,0,2,0,2,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,4,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_033364,Ilva Mica,2791,968,24,11,4,18,452,197,53,17,7,105,3,4,0,0,2,2,0,1,0,1,0,1,0,1,0,0,2,1,2,0,0,0,0,0,0,0,0,7,45,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_033382,Josenii Bargaului,4333,1247,32,14,6,251,272,239,63,35,14,208,3,6,3,0,1,1,2,2,0,2,2,0,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,14,66,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_033435,Lechinta,5064,1596,38,15,84,74,728,329,55,26,11,110,4,15,1,0,0,2,0,1,0,3,0,0,1,38,3,0,1,0,2,0,0,0,0,0,0,0,0,12,36,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_033514,Lesu,2375,808,15,16,0,8,109,529,19,12,6,41,1,5,0,0,0,1,0,0,2,2,2,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,6,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_033541,Livezile,4108,1022,29,10,11,247,287,172,34,11,12,109,0,6,6,0,0,0,0,2,1,2,4,0,0,3,2,0,1,2,1,0,0,0,0,0,0,0,0,9,50,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_033603,Lunca Ilvei,2713,587,12,10,3,31,99,225,50,19,4,75,1,0,6,0,0,1,0,0,0,3,1,1,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,4,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
