gisco_id,name,registered,turnout,invalid,blank,PSD,USR+,PRO,UDMR/RMDSZ,PNL,ALDE,Prodemo,PMP,PSR,PSDI,PRU,UNPR,BUN,Tudoran,AUR,Costea [Peter Costea]
RO_027506,Boianu Mare,1026,645,12,0,60,20,36,6,149,337,4,2,0,1,3,0,0,2,4,9
RO_107430,Boiu Mare,969,556,11,0,194,66,39,5,147,13,2,58,3,0,0,7,0,2,7,2
RO_168755,Boişoara,1007,447,13,0,54,42,22,5,274,11,0,7,5,3,2,0,0,1,3,5
RO_146021,Boita,1289,713,17,0,71,78,17,6,485,4,3,14,3,0,3,6,1,1,2,2
RO_079077,Bolbosi,2580,1182,46,0,278,35,20,11,282,415,10,36,2,2,23,2,0,6,1,13
RO_132379,Boldeşti-Gradiştea,1377,601,36,0,100,44,29,4,303,29,4,23,2,1,4,2,1,2,9,8
RO_045361,Boldu,1786,1052,12,0,701,72,92,8,126,5,3,17,1,1,0,3,0,0,10,1
RO_156106,Boldur,1965,1152,34,0,312,169,108,18,324,44,6,75,9,6,10,5,4,9,2,17
RO_101163,Bolintin-Deal,5185,2711,79,0,353,587,126,14,1112,116,5,190,19,10,9,12,3,17,35,24
RO_175368,Boloteşti,3833,2176,91,0,535,96,52,10,1257,25,2,41,5,7,3,10,2,11,13,16
RO_051546,Bolvasnita,1142,625,20,0,171,81,33,2,252,7,1,42,3,3,1,2,0,3,1,3
RO_056210,Bontida,3815,2206,56,0,206,341,64,215,905,253,6,69,13,6,12,9,2,10,8,31
RO_121652,Borca,5249,2308,141,0,682,221,179,30,454,344,37,61,18,10,16,20,7,33,35,20
RO_092961,Borcea,6783,2833,108,0,1090,310,187,14,833,42,26,103,29,24,12,16,2,16,14,7
RO_042913,Bordei Verde,2088,1150,45,0,571,69,156,10,185,13,7,44,2,4,3,9,1,5,18,8
RO_175439,Bordeşti,1416,697,35,0,167,49,27,7,324,36,3,27,2,2,1,4,2,1,5,5
RO_092989,Bordusani,3938,1329,41,0,256,123,64,10,503,178,8,91,6,6,6,9,1,6,13,8
RO_121732,Borleşti,7600,3180,171,0,1032,418,204,29,922,67,22,127,17,15,22,21,21,43,44,5
RO_147072,Boroaia,3835,1609,79,0,700,160,102,5,350,43,6,79,11,9,9,8,8,25,6,9
RO_027560,Borod,3052,2125,81,0,759,132,73,28,765,79,7,50,11,5,5,4,3,9,10,104
RO_063937,Borosneu Mare,2498,913,66,0,30,7,5,676,19,78,4,6,2,2,0,8,1,1,6,2
RO_179784,Boraneşti,1859,1042,84,0,502,57,31,18,240,39,5,37,2,2,3,5,3,5,5,4
RO_079157,Borăscu,2685,1137,39,0,415,89,50,11,198,227,4,70,6,2,3,1,1,3,1,17
RO_027631,Bors,3601,2304,32,0,84,178,32,1659,244,16,2,18,1,2,2,4,0,5,5,20
RO_056265,Borsa,1113,834,32,0,68,75,25,21,238,321,0,25,2,1,3,2,1,3,7,10
RO_147134,Bosanci,5847,1955,94,0,292,272,64,11,591,228,14,133,12,10,12,16,5,15,12,174
ROZZBA,BOSNIA ȘI HERȚEGOVINA,0,71,0,0,3,42,2,0,11,1,0,6,1,0,2,1,0,1,0,1
RO_014673,Boteni,1992,1169,34,0,497,94,90,7,292,61,6,59,5,3,1,12,3,2,2,1
RO_121796,Boteşti,4140,1641,75,0,429,466,76,32,368,40,13,48,11,13,7,8,4,15,26,10
RO_137185,Botiz,3115,1130,26,0,136,139,42,224,395,83,1,30,7,3,7,1,3,1,6,26
RO_107485,Botiza,2090,956,18,0,439,72,58,8,256,2,9,77,1,2,3,3,0,4,4,0
RO_152172,Botoroaga,4070,2644,112,0,689,82,33,3,1400,219,5,58,5,2,6,2,0,13,12,3
RO_147161,Botoşana,2104,900,24,0,192,42,22,4,559,13,6,21,1,1,1,1,0,4,7,2
RO_070968,Botosesti-Paia,571,564,11,0,370,29,13,0,48,69,1,14,5,0,1,1,0,0,0,2
RO_121876,Bozieni,2229,885,41,0,421,59,37,9,252,19,3,24,5,2,3,0,0,2,6,2
RO_045389,Bozioru,811,458,30,0,202,20,24,6,125,32,3,8,2,0,3,1,0,0,1,1
RO_051573,Bozovici,2379,1260,37,0,629,95,88,8,257,31,8,48,1,4,9,2,2,4,10,27
RO_088449,Bosorod,1649,974,22,0,261,132,40,7,378,59,4,38,2,2,0,2,5,5,4,13
RO_014726,Botesti,914,651,20,0,180,52,34,2,285,31,3,30,4,0,3,0,2,2,3,0
RO_162871,Boţeşti,1594,662,43,0,142,48,16,6,331,37,2,13,4,3,0,3,2,1,8,3
RO_070986,Brabova,1029,965,30,0,550,23,61,3,154,107,5,15,1,1,3,7,1,1,0,3
RO_013276,Bradu,6812,3346,85,0,976,726,365,18,595,121,17,262,13,13,17,41,4,49,22,21
RO_152234,Bragadiru,3163,1174,30,0,427,68,17,3,555,21,8,25,2,2,1,1,2,6,4,2
RO_071126,Bralostita,3009,1405,42,0,672,82,36,11,355,106,3,27,7,7,3,40,2,5,3,4
RO_040633,Bran,4505,3069,63,0,365,765,176,24,1169,124,18,199,12,16,16,18,8,30,37,29
RO_032660,Branistea,2601,1438,22,0,165,133,24,683,320,33,4,31,0,3,2,1,6,3,8,0
RO_066152,Branistea,3351,1719,79,0,718,186,191,12,347,25,18,63,9,8,12,11,8,10,12,10
RO_075711,Branistea,3620,1674,50,0,301,293,142,10,486,96,10,182,10,3,12,22,4,12,28,13
RO_114060,Braniştea,1511,1054,22,0,792,19,33,4,114,33,5,25,3,0,1,0,0,1,2,0
RO_125962,Brastavăţu,3583,1521,70,0,616,133,44,6,452,71,7,51,6,4,9,22,2,8,10,10
RO_027686,Bratca,3918,1952,45,0,560,126,91,14,888,40,10,30,10,1,4,17,1,2,11,102
RO_144349,Brateiu,2918,1289,88,0,102,54,38,10,866,9,5,54,4,2,4,0,2,7,4,39
RO_064005,Brates,1179,665,26,0,13,8,7,596,9,3,0,1,0,0,0,1,0,0,0,1
RO_071199,Bratovoesti,2690,1432,48,0,733,84,59,7,413,37,4,26,6,2,4,5,0,1,1,2
RO_130712,Brazi,6936,3664,116,0,539,701,171,18,1378,170,15,267,13,13,28,28,9,46,45,107
RO_010239,Brazii,993,573,20,0,70,36,26,7,219,104,4,33,1,1,1,1,1,2,5,42
ROZZBR,BRAZILIA,0,39,0,0,3,21,1,2,4,2,0,3,0,1,0,0,0,0,1,1
RO_071260,Breasta,3235,1665,49,0,686,141,70,12,560,47,3,57,2,2,5,14,3,6,3,5
RO_045619,Breaza,2110,1042,70,0,299,123,71,9,226,122,4,59,5,3,3,2,4,9,25,8
RO_115851,Breaza,2047,1081,38,0,81,128,21,412,333,27,4,19,4,0,2,2,2,2,5,1
RO_147205,Breaza,1294,535,18,0,200,29,24,2,185,2,0,51,2,2,1,0,3,7,4,5
RO_125999,Brebeni,2213,1087,70,0,288,138,61,11,323,118,4,47,5,1,3,3,1,4,7,3
RO_051626,Brebu,953,626,19,0,174,27,64,3,222,8,8,70,2,2,4,8,2,1,3,9
RO_132404,Brebu,5980,3200,78,0,514,669,205,34,1084,125,11,268,18,18,25,29,9,43,52,18
RO_051662,Brebu Nou,260,203,9,0,24,62,15,2,67,12,0,7,1,1,0,0,0,1,2,0
RO_156151,Brestovăţ,568,382,11,0,83,50,25,3,161,9,3,12,1,2,2,7,0,3,8,2
RO_088644,Bretea Romana,2429,1708,73,0,682,185,80,23,439,71,13,58,9,6,7,6,1,4,14,37
RO_110740,Brezniţa-Motru,1138,757,17,0,483,20,65,2,118,34,4,10,0,1,1,2,0,0,0,0
RO_110820,Brezniţa-Ocol,3303,1383,52,0,727,68,89,11,302,26,9,66,2,8,3,2,1,1,4,12
RO_101341,Brezoaele,2893,1864,76,0,793,208,125,17,443,28,5,97,5,6,10,3,7,6,16,16
RO_064096,Bretcu,2901,1274,71,0,70,38,38,865,91,47,2,18,4,0,2,8,4,3,13,0
RO_147241,Brodina,3008,1120,25,0,252,115,54,11,463,31,21,55,6,2,6,4,2,8,24,41
RO_036426,Broscauti,2810,1008,33,0,388,55,77,2,294,65,7,25,7,2,6,4,2,9,21,11
RO_110875,Broşteni,2299,1342,39,0,650,104,135,1,303,25,7,29,4,6,2,5,2,6,11,13
RO_175466,Broşteni,1865,866,33,0,227,60,44,2,424,18,6,29,2,2,1,4,2,2,7,3
RO_144410,Bruiu,737,256,12,0,32,29,10,3,125,18,0,18,0,2,1,0,2,0,1,3
RO_027757,Brusturi,2865,1615,53,0,569,143,64,39,534,68,12,23,6,3,3,9,1,1,5,82
RO_121938,Brusturi,3192,1247,57,0,516,125,88,10,281,48,18,32,5,5,10,5,3,19,18,7
RO_021597,Brusturoasa,2691,972,58,0,311,74,57,13,332,29,7,35,8,7,4,12,1,7,11,6
RO_152252,Brânceni,2281,1405,56,0,703,74,68,5,384,41,8,34,4,7,3,1,8,5,2,2
RO_115897,Brâncoveneşti,3342,1496,45,0,135,128,95,699,264,26,11,61,1,2,10,8,1,1,6,3
RO_126022,Brâncoveni,2184,1345,72,0,788,60,47,3,174,141,0,38,3,8,4,2,0,1,1,2
RO_045496,Bradeanu,1976,913,76,0,373,46,37,7,244,67,6,24,5,3,2,4,4,5,8,2
RO_144376,Brădeni,1219,544,31,0,67,36,16,3,360,8,2,4,3,2,0,0,0,1,4,7
RO_071055,Bradesti,3784,2103,58,0,1119,192,100,10,394,100,7,67,11,6,6,7,2,10,5,9
RO_083151,Brădeşti,1634,1018,21,0,5,24,3,947,11,0,0,2,3,1,0,0,0,1,0,0
RO_014753,Bradulet,1493,920,23,0,314,121,96,8,206,46,6,57,8,5,7,4,0,4,14,1
RO_064041,Bradut,3714,1547,84,0,45,11,12,1350,18,7,1,0,0,0,0,4,2,2,0,11
RO_036373,Braesti,1670,678,37,0,221,68,56,6,145,77,7,34,5,3,0,3,2,8,1,5
RO_045539,Braesti,1749,674,48,0,149,67,170,3,174,14,7,21,4,3,3,0,2,2,6,1
RO_096058,Braesti,2464,795,53,0,236,61,43,11,231,36,5,84,6,4,1,0,7,9,6,2
RO_075766,Brahasesti,6382,1705,83,0,1181,41,34,18,256,41,5,11,9,3,5,3,2,3,4,6
RO_066009,Brăneşti,3575,1849,47,0,456,488,149,6,453,48,10,112,10,5,15,12,4,12,15,7
RO_079237,Branesti,1874,898,23,0,354,66,42,2,210,125,6,31,3,3,5,13,1,7,5,2
RO_101298,Brăneşti,7843,5002,125,0,952,1256,217,22,1631,167,38,302,18,17,29,30,18,67,75,38
RO_088546,Branisca,1359,815,22,0,233,98,135,14,173,40,1,48,10,4,7,7,0,5,4,14
RO_009026,Bucerdea Grânoasă,1836,943,32,0,84,70,15,130,526,15,4,35,3,6,1,0,0,4,1,17
RO_088788,Buces,1536,813,22,0,442,54,30,10,188,23,5,17,2,3,5,0,2,4,5,1
RO_051699,Buchin,1687,962,28,0,373,80,89,6,272,30,8,43,3,2,1,8,0,0,1,18
RO_126077,Bucinişu,1607,706,32,0,227,29,87,1,240,42,4,28,3,1,2,5,0,3,2,0
RO_003459,Bucium,1302,717,12,0,325,48,22,5,239,22,2,18,4,5,2,3,0,5,0,5
RO_066438,Buciumeni,3728,1844,87,0,522,270,141,15,467,35,18,225,7,6,9,11,3,11,13,4
RO_075819,Buciumeni,1999,894,57,0,394,44,35,7,221,51,4,42,7,1,5,13,0,2,10,1
RO_026338,Buciumi,2423,1349,57,0,772,137,52,15,180,30,6,39,8,6,15,6,7,4,9,6
RO_140379,Buciumi,1967,1173,40,0,248,201,48,8,423,66,13,24,4,3,6,2,1,3,7,76
RO_130785,Bucov,9287,4873,144,0,756,1186,198,26,1777,284,22,197,21,17,22,19,10,48,64,81
RO_069964,Bucovat,3497,2404,107,0,952,265,91,16,535,270,10,89,10,5,5,7,4,14,14,10
RO_159516,Bucovăţ,1610,1112,21,0,144,315,57,16,345,32,7,76,5,3,5,19,6,9,15,37
RO_051751,Bucosnita,2393,1195,27,0,110,47,730,1,220,5,28,9,2,0,3,2,0,2,0,9
RO_093021,Bucu,2074,813,23,0,159,150,71,9,181,52,3,89,11,9,8,12,3,14,17,2
RO_088868,Bucuresci,1312,1001,30,0,240,66,21,14,157,428,2,28,4,0,2,1,0,3,2,3
RO_066474,Bucsani,5521,2699,94,0,768,311,344,22,838,45,25,128,11,13,17,10,0,25,28,20
RO_101378,Bucşani,2751,1544,72,0,599,124,81,9,324,243,6,44,5,3,6,3,2,8,14,1
RO_045673,Buda,2359,1069,46,0,556,34,60,10,248,66,5,19,6,2,2,3,0,4,8,0
RO_032704,Budacu De Jos,2589,1517,58,0,467,118,34,10,650,51,16,53,11,10,6,4,3,8,5,13
RO_014851,Budeasa,3427,1975,57,0,662,321,194,10,470,88,14,86,5,6,9,10,4,14,19,6
RO_032768,Budesti,1413,753,35,0,155,89,22,14,334,27,4,46,3,4,7,3,1,3,2,4
RO_107519,Budeşti,2477,1168,26,0,276,121,28,7,478,29,3,95,4,3,0,83,2,3,6,4
RO_168791,Budeşti,5053,2492,86,0,543,413,153,19,978,51,12,112,16,10,19,19,4,16,28,13
RO_040688,Budila,3079,1743,214,0,200,85,29,353,740,26,7,36,3,2,8,9,4,10,10,7
RO_027846,Budureasa,2095,1246,33,0,463,171,64,14,353,49,10,33,2,4,5,3,2,6,5,29
RO_027908,Buduslau,1615,791,13,0,17,8,7,719,19,4,1,2,0,0,0,0,1,0,0,0
RO_179793,Bueşti,854,597,9,0,450,27,22,2,50,6,1,17,5,0,0,0,0,1,3,4
RO_014922,Bughea De Jos,2402,1159,53,0,332,157,93,8,313,36,6,92,7,4,12,8,12,11,9,6
RO_020063,Bughea de Sus,2392,1390,76,0,327,83,45,4,722,33,5,49,4,3,6,3,5,5,13,7
RO_021668,Buhoci,4053,1517,89,0,245,328,58,24,503,54,10,92,23,6,17,7,7,22,17,15
RO_152270,Bujoreni,787,637,26,0,324,39,21,3,130,30,5,40,2,1,4,3,1,3,4,1
RO_168880,Bujoreni,3916,1933,52,0,434,369,124,18,550,134,16,138,16,10,19,8,5,20,10,10
RO_152314,Bujoru,1474,667,35,0,209,18,25,1,308,19,4,28,3,0,3,2,1,6,3,2
RO_101519,Bulbucata,1065,922,39,0,473,67,37,5,193,53,1,33,3,1,1,0,3,2,6,5
ROZZBG,BULGARIA,0,295,2,0,11,173,16,1,43,6,3,19,0,0,1,2,1,5,9,3
RO_027935,Bulz,1727,1269,8,0,446,90,47,5,553,15,2,31,7,3,3,0,1,2,14,42
RO_071340,Bulzesti,1158,941,41,0,609,51,30,7,127,38,2,21,4,3,0,1,2,2,2,1
RO_088920,Bulzestii De Sus,225,214,4,0,97,13,10,1,59,9,4,13,2,1,1,0,0,0,0,0
RO_079362,Bumbesti-Pitic,1775,987,25,0,310,105,61,5,382,22,9,48,6,4,1,3,0,2,3,1
RO_040704,Bunesti,2080,834,42,0,136,187,25,8,337,39,6,24,3,2,5,6,1,4,6,3
RO_147465,Buneşti,2189,865,40,0,284,77,44,7,269,19,6,34,2,6,4,4,0,18,4,47
RO_168960,Buneşti,2230,1065,49,0,421,135,77,6,235,34,9,56,9,1,8,0,1,7,8,9
RO_162924,Buneşti-Avereşti,2048,814,57,0,320,79,33,7,212,47,8,20,10,6,1,4,0,4,4,2
RO_089026,Bunila,307,212,3,0,51,15,11,3,111,6,2,6,1,1,0,0,0,2,0,0
RO_027971,Buntesti,3702,2501,50,0,364,207,77,5,1255,390,11,20,11,8,5,2,2,1,6,87
RO_110946,Burila Mare,1727,1155,44,0,441,78,58,8,404,34,5,62,2,3,6,0,2,4,2,0
RO_089080,Burjuc,666,474,10,0,175,68,48,5,108,21,3,14,0,1,0,2,0,3,3,13
RO_151521,Burla,1678,622,33,0,164,23,17,3,330,17,5,8,1,3,0,0,0,2,2,14
RO_079406,Bustuchin,2681,1262,46,0,361,55,46,11,203,385,66,30,6,5,39,2,1,3,1,2
RO_096110,Butea,3516,994,72,0,245,147,34,12,326,55,4,42,4,3,9,11,3,15,7,5
RO_010293,Buteni,2762,1674,41,0,249,95,41,10,812,281,1,91,5,4,1,2,0,0,11,30
RO_101564,Butimanu,1818,882,45,0,233,95,72,2,318,21,5,57,3,2,5,3,2,3,11,5
RO_111006,Butoieşti,2587,1577,34,0,645,76,38,13,211,481,1,45,9,9,2,3,0,4,5,1
RO_101617,Buturugeni,3147,2040,100,0,787,141,188,19,418,211,13,97,7,5,7,5,4,8,14,16
RO_056327,Buza,1001,516,15,0,48,27,3,243,155,10,3,3,2,1,1,0,1,0,2,2
RO_152332,Buzescu,3467,1713,72,0,425,69,28,7,984,20,6,70,4,4,9,4,1,1,5,4
RO_014940,Buzoesti,4665,1866,61,0,630,144,215,11,456,52,14,208,15,7,16,5,1,6,20,5
RO_110571,Bâcleş,1491,1459,14,0,1175,37,93,14,54,58,0,7,2,1,1,1,0,1,1,0
RO_079004,Balteni,6227,2595,93,0,650,296,192,21,653,349,23,185,14,5,18,19,3,16,14,44
RO_110688,Bâlvăneşti,734,455,7,0,349,12,15,1,45,17,1,3,1,1,0,0,1,1,1,0
RO_070940,Bîrca,3131,1484,49,0,798,69,55,3,391,30,4,54,6,3,6,4,3,3,4,2
RO_144232,Bîrghiş,1737,871,56,0,126,93,28,19,470,20,15,21,1,2,5,0,3,3,6,3
RO_121466,Bârgăuani,3047,1558,90,0,498,83,202,26,319,41,17,143,8,11,9,63,6,17,17,8
RO_014450,Barla,3656,1427,63,0,410,107,89,10,539,96,16,67,5,3,6,3,1,3,8,1
RO_155957,Bârna,1196,624,24,0,225,49,38,12,177,19,1,60,3,1,4,3,1,2,1,4
RO_095088,Barnova,5414,3157,99,0,401,940,179,34,685,212,17,197,14,11,27,42,11,171,64,43
RO_010051,Barsa,1516,781,12,0,144,90,53,10,391,15,2,35,2,3,0,1,0,4,2,17
RO_107314,Bârsana,3828,1344,51,0,489,111,63,14,480,28,11,60,10,6,3,5,1,3,6,3
RO_175224,Bârseşti,1170,780,46,0,168,33,9,5,336,62,0,13,0,1,1,101,2,3,0,0
RO_021454,Barsanesti,3818,1653,101,0,378,434,83,46,385,73,19,47,19,6,9,9,7,12,18,7
RO_137103,Bârsău,1834,1009,32,0,354,59,55,4,419,26,4,9,4,4,2,2,0,1,0,34
RO_125846,Bârza,2183,1190,69,0,398,65,32,7,313,238,6,29,5,2,4,9,0,2,9,2
RO_010104,Barzava,2087,1378,40,0,478,114,56,8,547,33,5,50,4,9,1,1,1,4,9,18
RO_014085,Babana,2403,1421,49,0,530,165,106,21,360,48,9,70,10,6,13,1,1,13,7,12
RO_140084,Băbeni,1353,823,24,0,209,136,52,9,311,22,7,12,4,4,1,9,1,2,2,18
RO_125659,Băbiciu,1706,1247,34,0,827,84,34,8,161,35,3,29,9,5,2,5,0,5,0,6
RO_152038,Băbăiţa,2373,962,35,0,622,32,22,3,151,49,3,20,2,0,4,6,1,4,7,1
RO_162327,Băcani,2288,982,67,0,198,107,16,12,399,46,8,72,8,1,4,4,2,4,7,27
RO_162381,Băceşti,3016,1121,148,0,413,55,44,11,306,13,10,36,11,12,6,3,5,11,6,23
RO_088047,Bacia,1560,1035,32,0,371,153,136,46,195,30,12,15,4,0,6,5,1,12,7,10
RO_115575,Băgaciu,2020,795,40,0,111,60,9,219,283,9,4,17,2,1,2,4,1,5,2,26
RO_014165,Baiculesti,5033,2515,44,0,698,318,509,14,604,58,30,113,17,2,17,30,9,15,25,12
RO_107154,Băiuţ,1962,750,21,0,176,129,33,84,187,44,10,44,3,2,3,2,0,4,2,6
RO_055918,Baisoara,1717,1147,34,0,138,267,59,6,485,29,11,48,3,4,3,0,2,14,11,33
RO_088092,Baita,2907,1621,50,0,682,176,124,29,366,52,12,66,10,6,7,6,1,11,14,9
RO_107118,Băiţa de sub Codru,1444,803,18,0,335,102,51,5,198,11,3,57,2,0,1,6,2,0,1,11
RO_115600,Băla,589,284,20,0,71,27,17,14,87,5,8,28,2,1,1,2,0,0,1,0
RO_140146,Bălan,3059,1728,49,0,459,307,81,22,564,26,9,46,5,8,3,10,4,4,13,118
RO_146995,Bălcăuţi,2616,906,47,0,206,51,35,5,357,56,9,52,2,3,7,22,1,4,9,40
RO_066198,Baleni,6731,2612,128,0,689,347,427,21,600,105,27,80,16,6,13,25,5,23,22,78
RO_075668,Baleni,1932,751,86,0,242,61,42,6,212,43,4,24,4,4,2,5,1,3,11,1
RO_077910,Balesti,6364,3025,68,0,832,397,321,21,841,223,38,178,18,8,11,17,3,16,16,17
RO_175206,Băleşti,1559,791,53,0,224,50,21,6,205,5,0,215,1,0,1,4,2,0,3,1
RO_014272,Balilesti,3315,1960,54,0,759,262,179,11,471,43,19,93,11,5,7,6,5,12,14,8
RO_130286,Bălţeni,1353,733,30,0,325,51,24,8,190,74,3,12,5,0,3,0,0,6,2,0
RO_162452,Bălteni,1254,627,43,0,291,58,22,6,140,10,4,18,6,5,6,6,2,7,1,2
RO_036300,Baluseni,4014,1693,96,0,517,96,169,14,597,67,20,29,15,8,20,6,4,8,22,5
RO_075542,Balabanesti,1584,810,29,0,360,59,50,3,208,31,9,31,4,2,10,3,1,3,3,4
RO_151530,Bălăceana,1215,438,22,0,161,41,35,3,110,16,5,27,3,3,0,1,1,3,2,5
RO_044989,Balaceanu,1271,601,16,0,241,41,30,1,224,13,0,19,1,1,1,3,4,5,1,0
RO_110535,Bălăciţa,2165,1106,43,0,590,24,143,5,190,49,8,32,6,0,4,1,1,5,1,4
RO_078748,Balanesti,1814,1461,27,0,769,80,101,7,244,66,6,115,9,2,3,9,4,5,11,3
RO_115637,Bălăuşeri,3847,1551,77,0,66,54,10,962,313,15,5,22,1,2,0,7,2,3,4,8
RO_075613,Balasesti,1756,914,45,0,500,52,38,4,141,36,5,61,2,7,4,3,0,6,6,4
RO_095792,Baltati,4450,2068,78,0,467,186,116,17,827,66,17,121,2,3,8,110,5,24,12,9
RO_132271,Bălţeşti,2935,1452,36,0,215,177,69,14,770,53,2,62,4,5,1,2,2,13,21,6
RO_121242,Bălţăteşti,3455,1548,54,0,500,156,96,15,490,47,18,108,6,4,8,7,2,21,9,7
RO_061069,Oraş Baneasa,4324,1810,108,0,490,133,163,17,673,29,10,122,11,3,16,4,7,13,6,5
RO_075686,Baneasa,1702,931,39,0,472,47,23,5,158,125,4,32,2,5,7,0,1,1,6,4
RO_101001,Băneasa,3924,1732,108,0,751,138,90,12,280,221,5,48,10,7,5,6,2,15,6,28
RO_132315,Băneşti,4813,2739,60,0,729,546,234,10,675,107,16,230,9,8,23,15,6,22,27,22
RO_051305,Bania,1410,683,23,0,191,40,97,0,220,22,5,18,4,3,0,0,1,2,2,55
RO_140208,Bănişor,1644,968,28,0,145,339,60,6,256,24,6,20,6,9,1,1,1,2,4,60
RO_087246,Banita,990,571,18,0,194,68,43,6,176,10,1,31,1,2,3,3,0,2,5,8
RO_180064,Bărbuleşti,3866,582,83,0,142,14,45,10,257,5,8,9,3,0,1,1,1,2,1,0
RO_066223,Bărbuleţu,1806,1124,58,0,396,88,186,19,251,13,11,68,3,4,5,4,2,3,4,9
RO_078828,Barbatesti,1367,781,19,0,299,129,39,4,181,27,9,36,6,1,9,6,0,5,3,8
RO_168559,Bărbăteşti,2805,1325,79,0,547,153,81,12,273,40,8,79,9,11,7,5,3,10,8,0
RO_101056,Bărcăneşti,2692,986,70,0,287,91,117,11,285,22,11,56,8,2,1,7,3,8,7,0
RO_130552,Bărcăneşti,7765,3320,93,0,564,800,221,31,880,130,24,258,28,10,24,16,14,60,82,82
RO_063294,Bărăganu,1675,697,29,0,187,87,47,13,230,26,8,38,4,2,2,3,3,10,5,3
RO_042824,Baraganul,2531,865,36,0,261,75,103,11,260,12,6,33,1,2,3,39,2,6,11,4
RO_125757,Bărăşti,1137,1127,31,0,594,53,83,1,212,43,6,77,11,1,6,2,1,5,1,0
RO_107190,Băseşti,1071,690,17,0,200,163,42,0,125,65,8,49,6,2,3,3,0,2,5,0
RO_136919,Bătarci,3083,963,46,0,233,34,39,137,403,18,3,31,3,2,1,1,2,1,4,5
RO_088216,Batrana,95,85,2,0,7,7,13,0,33,19,2,2,0,0,0,0,0,0,0,0
RO_136278,Bătrâni,1682,819,28,0,150,82,37,3,389,31,10,53,3,2,3,1,2,5,15,5
RO_051332,Bautar,2069,1113,32,0,310,50,112,3,449,28,15,51,2,0,3,2,2,8,8,37
RO_063802,Batani,3537,1564,122,0,50,16,4,1314,23,11,0,5,4,0,1,6,2,4,1,1
RO_045815,C.a. Rosetti,2949,1378,76,0,506,101,109,6,365,96,12,58,5,2,7,4,5,12,8,5
RO_159883,C.A. Rosetti,658,284,12,0,56,73,22,1,68,8,4,27,2,0,3,1,1,1,4,1
RO_147526,Cacica,3511,1396,52,0,272,151,101,9,626,36,5,54,9,7,12,7,4,19,16,16
RO_147580,Calafindeşti,2278,1000,43,0,338,81,45,2,318,15,8,44,6,3,2,4,0,3,3,85
RO_071457,Calopar,2958,1165,30,0,774,50,39,7,205,20,7,17,6,5,2,2,0,1,0,0
RO_045753,Calvini,3495,1240,76,0,534,96,77,9,285,61,8,51,6,4,5,7,2,4,11,4
RO_140440,Camăr,1333,779,17,0,25,18,1,672,31,1,0,2,0,1,0,0,0,0,0,11
ROZZCA,Canada,0,3988,23,0,96,2410,55,17,824,41,10,267,5,3,24,15,5,34,52,107
RO_151503,Capu Câmpului,1919,949,39,0,125,75,28,4,369,254,6,13,3,3,0,2,1,14,13,0
RO_140477,Carastelec,851,567,16,0,16,15,2,463,43,6,1,4,0,0,0,1,0,0,0,0
RO_071518,Caraula,1917,1118,57,0,640,55,20,7,151,146,1,19,9,3,2,2,0,3,3,0
RO_051804,Carasova,2519,879,44,0,213,69,45,8,416,12,5,53,5,3,3,1,1,0,1,0
RO_159945,Carcaliu,2506,787,38,0,226,69,25,5,162,211,4,6,10,6,4,5,2,6,5,3
RO_071536,Carpen,1839,1140,30,0,865,21,17,0,139,38,0,17,2,4,2,0,1,0,0,4
RO_159963,Casimcea,2222,778,59,0,159,88,51,12,277,35,7,60,4,2,3,4,2,4,3,8
RO_061121,Castelu,4061,1661,113,0,264,166,67,21,350,35,7,561,9,2,12,7,1,17,19,10
RO_071572,Castranova,2547,1319,5,0,436,47,22,0,751,15,2,21,2,0,1,13,0,1,1,2
RO_064130,Catalina,2752,1099,52,0,33,12,4,957,21,3,0,1,0,0,3,6,2,2,2,1
RO_074842,Catane,1399,698,16,0,429,22,5,2,126,45,0,48,3,1,0,0,0,1,0,0
RO_075864,Cavadinesti,2324,1180,57,0,577,52,47,9,347,32,3,25,11,1,3,7,4,2,2,1
RO_044560,Cazasu,2976,1398,49,0,246,225,284,4,363,25,15,94,5,3,11,6,0,11,42,15
RO_021720,Casin,3257,1284,90,0,291,197,60,15,400,101,6,58,8,6,7,8,3,12,19,3
RO_040768,Cata,2054,1076,54,0,145,39,25,150,619,6,3,9,6,1,3,2,3,3,7,1
RO_122025,Ceahlău,2034,1093,26,0,266,165,48,6,406,36,8,50,5,3,9,1,5,28,22,9
RO_160092,Ceamurlia de Jos,2016,757,52,0,119,64,53,7,249,91,4,79,8,2,10,5,4,6,3,1
RO_056844,Ceanu Mare,3179,1462,62,0,369,151,44,16,594,53,6,79,6,5,5,5,3,7,4,53
RO_160047,Ceatalchioi,581,271,4,0,73,34,30,5,80,13,1,18,4,2,4,2,1,0,0,0
RO_028246,Cefa,1899,1040,31,0,276,57,36,18,554,15,0,20,0,3,2,2,1,2,1,22
RO_137363,Cehal,1328,694,26,0,189,25,29,192,172,9,4,42,1,1,0,3,0,0,1,0
RO_028335,Ceica,2807,1507,45,0,405,191,45,6,579,42,7,35,8,6,3,3,2,5,3,122
RO_071634,Celaru,3561,1764,73,0,779,94,69,7,556,117,3,28,6,3,3,3,1,8,10,4
RO_156259,Cenad,3889,1178,41,0,143,286,51,68,408,33,3,57,12,2,11,36,1,7,11,8
