gisco_id,name,registered,turnout,invalid,blank,PSD,USR+,PRO,UDMR/RMDSZ,PNL,ALDE,Prodemo,PMP,PSR,PSDI,PRU,UNPR,BUN,Tudoran,AUR,Costea [Peter Costea]
RO_062137,Mereni,1805,966,30,0,255,73,66,12,243,166,3,78,13,2,5,2,7,1,7,3
RO_065105,Mereni,1060,581,16,0,8,8,4,523,12,2,0,4,0,0,1,2,1,0,0,0
RO_153295,Mereni,2115,1130,52,0,239,44,18,5,706,28,5,16,3,3,2,0,3,1,2,2
RO_085056,Meresti,1110,642,19,0,12,4,1,593,4,2,0,1,0,1,1,2,1,1,0,0
RO_144964,Merghindeal,1235,572,34,0,204,21,3,4,264,3,4,28,3,2,0,0,0,0,2,0
RO_017101,Merisani,3590,1734,65,0,614,213,165,17,427,50,10,90,20,2,15,11,4,11,7,7
RO_142079,Meseşenii de Jos,2548,1407,51,0,194,359,63,313,236,68,6,61,6,3,5,1,2,4,9,26
RO_005577,Meteş,2364,1315,35,0,244,90,107,14,651,45,17,77,4,0,4,4,2,5,9,7
ROZZMX,MEXIC,0,67,0,0,3,43,3,0,9,4,0,3,0,1,1,0,0,0,0,0
RO_055160,Mica,2951,1609,53,0,398,198,52,178,509,50,8,109,9,3,5,6,0,8,5,18
RO_118209,Mica,3563,1145,105,0,112,65,25,589,179,15,11,14,6,1,1,0,5,8,9,0
RO_017209,Micesti,3658,1931,78,0,491,188,261,15,386,51,21,193,7,3,14,12,3,7,4,197
RO_033845,Micestii De Campie,874,429,12,0,87,46,12,60,131,39,6,23,4,2,1,4,0,0,2,0
RO_065139,Micfalău,1473,632,24,0,7,2,2,574,11,5,0,1,0,1,1,3,0,1,0,0
RO_164892,Micleşti,2070,865,92,0,316,82,28,15,209,57,5,20,6,3,4,4,2,10,8,4
RO_138164,Micula,3193,1126,53,0,85,58,51,503,197,73,2,54,6,1,6,1,2,1,2,31
RO_144991,Micăsasa,1815,918,32,0,176,114,35,15,474,13,7,15,3,4,7,0,3,5,3,12
RO_104118,Mihai Bravu,1895,1547,38,0,1003,75,45,6,202,105,5,34,5,5,4,3,1,6,3,7
RO_160831,Mihai Bravu,2102,762,33,0,222,61,103,10,203,48,4,44,10,2,4,3,0,4,4,7
RO_038063,Mihai Eminescu,6607,3138,124,0,604,331,207,14,1280,95,20,114,17,8,41,19,9,66,66,123
RO_055277,Mihai Viteazu,4907,2351,56,0,242,516,99,414,602,64,18,188,10,9,27,13,3,17,20,53
RO_062253,Mihai Viteazu,2763,923,43,0,137,34,20,2,597,9,2,58,4,0,2,0,0,6,3,6
RO_062191,Mihail Kogalniceanu,8383,4585,129,0,751,685,162,22,2213,131,13,298,14,11,26,19,6,45,48,12
RO_093995,Mihail Kogalniceanu,2678,1027,25,0,253,95,42,0,529,26,6,23,1,6,4,5,1,6,4,1
RO_160877,Mihail Kogălniceanu,2588,1139,44,0,329,108,120,9,355,36,9,86,9,5,5,3,3,5,10,3
RO_005700,Mihalţ,2789,1518,35,0,259,128,50,8,845,32,8,107,5,2,6,4,3,4,10,12
RO_118370,Miheşu de Câmpie,1913,653,30,0,124,42,21,19,355,10,3,19,5,4,3,6,1,3,3,5
RO_017254,Mihaesti,4876,2401,100,0,1011,204,231,20,553,85,10,106,8,5,4,4,6,18,24,12
RO_127536,Mihăeşti,1210,592,24,0,189,34,8,1,296,13,1,8,1,4,2,1,0,3,4,3
RO_171325,Mihăeşti,5662,2752,122,0,878,370,148,19,862,76,11,152,20,18,9,12,5,19,16,15
RO_038161,Mihăileni,2059,776,41,0,276,71,42,8,231,17,6,35,6,2,4,8,2,9,7,11
RO_085074,Mihaileni,2207,1102,19,0,38,33,15,939,35,9,1,2,0,1,1,2,1,3,1,2
RO_145042,Mihăileni,764,311,24,0,60,31,24,4,149,7,2,6,0,0,0,1,0,1,1,1
RO_047578,Mihăileşti,1609,711,41,0,304,37,16,8,154,98,1,33,1,2,1,4,2,3,4,2
RO_038241,Mihalaseni,1817,633,26,0,188,31,25,7,221,111,5,5,4,1,2,3,0,0,3,1
RO_033881,Milas,1004,562,29,0,206,34,15,14,205,16,4,13,3,5,1,0,0,3,0,14
RO_171469,Milcoiu,1035,667,34,0,184,62,83,0,181,23,6,25,6,1,1,0,2,3,3,2
RO_127563,Milcov,1245,758,26,0,364,72,51,5,152,45,2,16,7,2,2,3,0,1,7,3
RO_176748,Milcovul,3049,1658,61,0,446,168,87,5,734,51,4,46,4,5,3,6,3,7,22,6
RO_038321,Mileanca,2100,730,44,0,339,48,64,8,127,28,13,27,5,2,1,2,2,5,4,11
RO_094045,Milosesti,2078,802,42,0,285,60,59,8,267,22,3,40,4,4,1,2,0,2,2,1
RO_058552,Mintiu Gherlii,3119,1588,43,0,366,147,53,11,762,53,7,47,14,6,6,8,7,2,10,46
RO_017334,Mioarele,1320,637,14,0,251,63,49,3,171,9,1,52,2,2,7,6,2,0,5,0
RO_043625,Mircea Voda,2630,965,49,0,183,122,178,10,320,21,5,36,6,5,5,3,1,9,10,2
RO_062280,Mircea Vodă,3972,1425,105,0,441,131,164,13,373,34,20,58,12,7,7,20,3,11,13,13
RO_097811,Mircesti,3095,1161,44,0,102,288,29,18,468,79,8,44,10,8,5,14,2,13,10,19
RO_108268,Mireşu Mare,3848,2060,61,0,575,243,152,9,429,39,16,304,9,10,5,6,2,12,12,142
RO_097875,Mironeasa,4384,992,92,0,212,16,34,8,549,14,6,12,1,3,7,3,4,6,3,22
RO_097919,Miroslava,15927,9056,238,0,917,3215,514,34,2410,229,73,532,29,29,66,71,23,354,148,174
RO_098051,Miroslovesti,3547,1285,56,0,383,131,165,10,331,30,17,43,12,4,7,37,0,15,16,28
RO_017398,Mirosi,1930,759,44,0,377,59,35,10,144,25,6,41,5,3,3,2,0,0,4,1
RO_005755,Mirăslău,1736,855,31,0,134,54,23,173,359,25,8,30,1,2,2,0,1,4,4,4
RO_142122,Mirşid,1864,950,36,0,294,232,43,23,202,39,6,14,2,0,1,2,1,4,0,51
RO_073246,Mischii,1454,1050,25,0,524,110,82,8,191,29,2,46,6,3,5,1,2,7,7,2
RO_038376,Mitoc,1367,541,27,0,257,19,27,6,150,10,7,19,0,3,1,6,1,3,3,2
RO_146325,Mitocu Dragomirnei,4014,1867,94,0,377,161,92,12,629,42,15,255,8,0,9,4,6,17,12,134
RO_100638,Mitreni,3372,1402,62,0,479,131,66,8,530,32,8,32,12,4,7,4,1,9,9,8
RO_174520,Mitrofani,812,399,17,0,59,22,24,5,103,88,4,17,1,3,0,54,0,2,0,0
RO_011423,Misca,2758,1131,75,0,186,67,15,522,183,21,1,30,3,2,7,1,1,4,3,10
RO_064568,Moacşa,1002,414,32,0,9,16,7,317,14,7,0,3,1,1,0,0,0,1,4,2
RO_149414,Moara,4524,2208,68,0,717,351,190,17,484,64,18,129,11,9,7,13,3,28,18,81
RO_104243,Moara Vlăsiei,5106,3050,90,0,356,484,79,4,1680,68,6,159,18,4,10,10,8,24,40,10
RO_058623,Mociu,2653,1607,71,0,132,135,293,128,692,24,21,62,5,7,5,2,4,6,7,13
RO_092587,Modelu,8069,3299,212,0,703,416,117,24,1500,81,19,109,15,4,17,20,3,21,17,21
RO_138208,Moftin,3538,1537,56,0,411,98,44,274,345,228,4,30,6,7,11,6,1,2,6,8
RO_005826,Mogoş,709,348,12,0,50,26,17,4,166,8,4,57,1,0,0,0,0,2,0,1
RO_068128,Mogosani,3554,1656,53,0,509,170,106,4,657,57,4,59,3,2,5,4,2,7,9,5
RO_098113,Mogosesti,3985,1496,85,0,323,110,68,14,711,40,5,55,7,5,7,11,9,22,17,3
RO_098168,Mogosesti-Siret,3139,1333,69,0,305,74,36,8,721,24,3,38,6,3,4,7,2,11,15,7
RO_179463,Mogoşoaia,6705,4439,101,0,502,1444,182,15,1474,137,30,323,16,9,16,34,8,49,53,46
RO_041471,Moieciu,3869,3044,51,0,406,794,146,18,1294,87,19,121,10,4,11,12,5,20,25,21
RO_108348,Moisei,7598,3340,95,0,846,327,244,12,1390,166,19,168,13,8,11,12,1,9,6,13
RO_149502,Moldova-Suliţa,1561,498,16,0,121,49,20,2,243,6,0,20,3,2,1,1,2,7,3,2
RO_058721,Moldovenesti,2701,1369,32,0,99,159,46,628,316,18,3,39,6,3,7,2,1,6,1,3
RO_179999,Moldoveni,890,593,32,0,302,52,21,4,115,14,3,19,4,3,4,0,1,3,4,12
RO_123228,Moldoveni,1747,765,64,0,156,58,37,4,350,24,0,21,7,3,4,4,4,13,13,3
RO_149539,Moldoviţa,4175,1783,74,0,228,163,90,9,847,40,7,232,7,5,6,7,2,18,34,14
RO_011478,Moneasa,772,803,19,0,290,69,34,23,252,20,2,43,2,2,5,2,3,4,5,28
RO_033952,Monor,1103,628,30,0,247,46,21,10,201,29,3,18,3,2,3,1,2,1,4,7
RO_157781,Moraviţa,2190,1048,29,0,248,91,21,26,172,19,8,376,2,4,4,28,1,6,5,8
RO_068182,Moroeni,4098,2291,128,0,714,227,227,31,612,25,15,257,6,6,6,12,1,8,10,6
RO_068253,Morteni,2301,1506,33,0,886,85,124,8,264,14,3,58,9,4,4,2,2,2,5,3
RO_127625,Morunglav,2000,823,49,0,360,34,47,3,233,47,2,33,1,3,3,1,0,5,0,2
RO_017423,Moraresti,1503,795,31,0,228,91,56,3,261,32,6,55,4,5,6,5,0,3,8,1
RO_023494,Motoseni,2646,1461,95,0,844,97,30,6,270,27,4,57,7,5,2,4,1,5,5,2
RO_094081,Movila,1583,750,37,0,294,72,70,5,145,21,4,85,3,0,4,2,0,6,2,0
RO_047774,Movila Banului,2021,1137,49,0,538,76,138,3,188,36,13,44,7,7,6,5,2,12,9,4
RO_043652,Movila Miresii,3337,1390,76,0,584,81,250,19,242,25,18,36,11,3,4,5,3,11,16,6
RO_076745,Movileni,2765,912,50,0,230,55,53,5,384,72,9,30,2,1,1,6,2,1,10,1
RO_098257,Movileni,2469,1080,83,0,248,301,31,17,264,18,11,51,12,2,4,5,2,18,10,3
RO_127689,Movileni,2809,1527,47,0,1028,80,61,8,192,38,5,32,8,5,2,2,0,9,2,8
RO_104270,Moviliţa,1960,833,29,0,209,105,33,7,317,20,4,68,7,4,3,6,2,6,13,0
RO_176793,Moviliţa,3163,1313,82,0,340,111,71,7,514,33,12,66,10,5,12,8,1,16,17,8
RO_017575,Mozaceni,1732,761,23,0,275,54,35,2,317,15,3,23,2,1,2,0,2,2,3,2
RO_098202,Mosna,7756,679,32,0,324,38,34,8,129,25,9,41,2,5,2,11,3,11,4,1
RO_145104,Moşna,2876,1210,66,0,228,99,44,11,688,7,3,25,8,5,3,1,2,2,3,15
RO_157834,Moşniţa Nouă,8091,5888,96,0,453,2421,247,155,1500,155,25,380,17,9,29,44,5,39,51,262
RO_017496,Mosoaia,5178,2790,64,0,728,577,235,7,784,91,15,177,14,8,8,12,3,16,33,17
RO_153384,Moşteni,1165,892,15,0,89,33,1,0,706,25,0,13,1,1,0,0,2,3,3,0
RO_098220,Motca,4216,1634,61,0,662,135,136,22,371,81,10,58,7,4,2,24,2,37,16,6
RO_065645,Motaieni,1751,930,29,0,165,195,58,8,361,12,11,59,4,0,5,4,1,7,9,2
RO_073335,Motatei,5814,2525,79,0,1250,165,60,8,756,40,9,117,8,10,4,4,2,3,6,4
RO_171539,Muereasca,2079,769,26,0,157,113,51,9,313,30,2,33,8,2,5,6,3,6,4,1
RO_085127,Mugeni,2892,1537,39,0,19,19,6,1406,19,7,4,0,2,1,0,4,1,5,1,4
RO_174860,Municipiul Adjud,16474,6620,254,0,1686,1029,505,39,2027,206,40,355,31,22,36,44,15,94,186,51
RO_001213,Municipiul Aiud,21649,10899,298,0,2200,1873,587,1171,3668,235,58,349,35,34,40,24,16,63,103,145
RO_001017,Municipiul Alba Iulia,62149,34925,623,0,4860,8380,1881,414,13886,927,212,1470,84,106,145,120,39,324,524,930
RO_151790,Municipiul Alexandria,42392,18320,507,0,6615,2976,1367,58,3879,641,110,1166,66,44,93,112,37,182,188,237
RO_009262,Municipiul Arad,148914,75150,1487,0,10626,19518,3608,4254,22112,2626,330,3566,262,146,462,291,138,615,636,3939
RO_020297,Municipiul Bacău,166275,73770,1828,0,13819,21933,5331,395,15718,3166,518,5149,374,233,740,599,214,1568,1449,736
RO_106318,Municipiul Baia Mare,121133,57381,1087,0,7935,18928,3477,3913,12148,1498,369,4557,196,150,317,390,119,540,478,1277
RO_026804,Municipiul Beiuş,9256,4881,104,0,1069,1093,300,226,1389,151,19,147,11,10,8,10,2,31,44,267
RO_032394,Municipiul Bistriţa,77264,40547,634,0,6011,10330,2104,1367,13468,1316,192,2520,127,80,171,158,68,382,444,1175
RO_001348,Municipiul Blaj,16975,9197,215,0,1257,1317,238,276,5133,213,26,197,19,28,22,22,14,40,58,122
RO_035731,Municipiul Botoşani,99636,43931,1279,0,10913,8058,4631,224,9702,2277,371,1928,214,151,355,314,112,1321,1066,1013
RO_087291,Municipiul Brad,13357,6119,142,0,2197,1088,433,58,1422,207,43,258,39,26,22,31,9,47,48,48
RO_040198,Municipiul Braşov,246339,141032,2873,0,20335,51973,7518,5465,30261,5281,856,6995,592,444,1083,918,471,1784,2010,2016
RO_042682,Municipiul Brăila,173742,80779,2048,0,19432,12888,19436,362,13381,2438,770,4389,440,248,616,563,169,1141,1779,658
RO_179132,Municipiul Bucureşti,1799082,943118,16861,0,154460,376069,63640,3417,145952,38113,5408,75318,3161,2486,6540,6537,2887,13407,18652,9790
RO_044818,Municipiul Buzău,110705,52202,1286,0,11755,12262,5960,225,9393,2894,432,3535,266,174,362,346,133,842,1890,431
RO_161794,Municipiul Bîrlad,58867,25419,752,0,5699,7003,1502,137,5497,1226,159,1481,146,122,210,149,55,498,461,318
RO_070316,Municipiul Băileşti,15515,4991,160,0,1657,721,209,30,1274,583,17,208,21,9,9,29,2,17,23,22
RO_070352,Municipiul Calafat,14932,6072,152,0,2465,881,342,28,1421,257,15,284,18,11,19,29,3,54,58,35
RO_125472,Municipiul Caracal,28368,11769,346,0,3884,1957,1051,57,2820,413,65,571,58,27,78,86,18,115,146,77
RO_051010,Municipiul Caransebeş,24943,10355,345,0,2012,1401,1409,64,3637,271,77,502,37,14,52,25,15,62,133,296
RO_136526,Municipiul Carei,20615,8512,158,0,942,959,318,4209,1242,233,21,181,19,18,24,31,8,40,56,53
RO_054975,Municipiul Cluj-Napoca,273078,189614,1825,0,14190,79372,6531,17107,47934,4585,682,7469,317,198,687,489,223,1135,1848,4994
RO_040241,Municipiul Codlea,20948,10541,398,0,1997,2607,571,227,2784,433,78,440,58,38,79,74,46,110,154,447
RO_060419,Municipiul Constanţa,263599,148438,3329,0,24164,48947,10771,630,28894,5592,809,14163,756,473,1231,1122,506,2817,2646,1498
RO_069900,Municipiul Craiova,253284,122397,2595,0,31484,34943,8975,525,25454,4895,433,7327,470,217,605,603,177,1202,1491,945
RO_013622,Municipiul Curtea de Arges,27952,13157,326,0,3309,2688,1588,65,2907,448,81,905,89,42,105,93,22,211,174,104
RO_055357,Municipiul Câmpia Turzii,23238,10673,229,0,1777,2299,456,504,3793,494,68,509,37,19,58,36,22,92,75,201
RO_131256,Municipiul Câmpina,31329,17129,359,0,3158,4688,1151,58,3818,867,95,1808,82,52,173,136,30,206,260,188
RO_013490,Municipiul Câmpulung,30438,13847,334,0,3736,2667,1229,54,3222,580,65,1082,62,35,82,87,57,174,185,196
RO_146502,Municipiul Câmpulung Moldovenesc,16875,8486,198,0,1764,1695,534,32,2898,270,43,513,25,43,77,62,14,121,111,86
RO_092569,Municipiul Călăraşi,62283,26808,937,0,6616,5363,2257,139,7203,718,184,1700,184,104,180,181,87,414,349,191
RO_055008,Municipiul Dej,32187,15500,313,0,2702,3296,858,1099,4772,478,95,808,64,30,90,56,22,117,126,574
RO_086687,Municipiul Deva,58665,29769,666,0,5874,7090,2024,1488,7666,1207,171,1466,114,72,151,152,52,372,431,773
RO_036006,Municipiul Dorohoi,25139,9983,278,0,3381,1235,987,47,2179,424,89,368,65,43,73,62,19,217,184,331
RO_109773,Municipiul Drobeta-Turnu Severin,90310,34606,1079,0,9794,5381,4385,147,8070,1798,202,2153,142,92,152,169,51,359,318,308
RO_167981,Municipiul Drăgăşani,17149,6651,188,0,1870,1244,485,28,1874,354,24,283,34,25,34,34,16,71,55,32
RO_092701,Municipiul Feteşti,28083,11117,420,0,3362,1715,1191,83,2463,402,66,734,86,37,75,95,39,143,125,81
RO_174744,Municipiul Focşani,77411,37976,987,0,8313,8096,2950,118,10859,1262,228,2520,142,97,218,256,85,575,965,304
RO_040278,Municipiul Făgăraş,31684,12505,307,0,2319,2814,810,300,3930,482,80,687,46,38,96,75,33,159,140,188
RO_146539,Municipiul Fălticeni,25970,11891,364,0,3439,2286,991,53,2661,447,74,629,82,56,91,63,36,238,253,128
RO_075098,Municipiul Galaţi,262820,118459,3007,0,24344,32847,10246,570,20979,5432,774,9620,601,473,1072,1368,372,2410,2794,1549
RO_083561,Municipiul Gheorgheni,16391,6771,172,0,203,239,71,5614,263,36,12,61,7,4,8,9,3,20,32,16
RO_055384,Municipiul Gherla,19137,9972,235,0,1704,2401,404,1066,2839,290,58,497,36,23,41,37,11,68,91,171
RO_100521,Municipiul Giurgiu,57166,22912,739,0,7124,3293,2342,63,4547,2365,108,1084,89,69,131,126,77,291,239,216
RO_086810,Municipiul Hunedoara,61003,25960,760,0,6498,5211,1804,1076,6237,925,165,1195,146,98,215,136,58,335,362,739
RO_161829,Municipiul Huşi,28820,9851,376,0,2292,2049,829,71,2366,559,67,587,79,43,58,64,20,208,148,35
RO_095060,Municipiul Iaşi,317643,165458,2775,0,24284,60332,10953,536,30134,4962,1850,10038,661,469,903,1377,343,9082,3760,2337
RO_155350,Municipiul Lugoj,39487,18013,355,0,2656,4636,1286,530,5187,525,102,1391,59,41,125,115,31,199,194,581
RO_087059,Municipiul Lupeni,21880,8641,355,0,3482,864,692,339,1717,310,42,215,43,38,65,39,10,96,123,211
RO_060482,Municipiul Mangalia,33982,18749,559,0,3356,4114,1696,108,4513,796,114,1942,96,72,189,181,62,403,354,193
RO_026877,Municipiul Marghita,14729,6166,121,0,785,755,234,2136,1677,67,25,107,25,7,19,10,16,27,21,134
RO_060847,Municipiul Medgidia,36438,14836,589,0,3786,2818,1092,80,3872,622,118,859,91,58,113,82,48,221,244,143
RO_143619,Municipiul Mediaş,48613,22506,482,0,2411,4856,724,986,10516,494,98,763,78,44,96,74,37,146,162,539
RO_083320,Municipiul Miercurea Ciuc,34488,16702,323,0,780,1355,349,12448,711,138,39,176,19,12,40,60,22,72,111,34
RO_020876,Municipiul Moineşti,20019,8828,399,0,1968,1445,751,63,2000,1079,88,444,46,38,70,57,23,128,129,100
RO_065841,Municipiul Moreni,16828,8175,189,0,1896,1744,932,51,1965,219,58,691,32,15,61,56,16,86,95,69
RO_078141,Municipiul Motru,18405,7891,303,0,2545,1085,578,61,1913,506,72,387,47,30,38,63,12,66,70,115
RO_083133,Municipiul Odorheiu Secuiesc,31495,14445,256,0,144,490,98,12971,197,33,9,44,7,7,9,11,8,23,13,28
RO_100610,Municipiul Olteniţa,22941,8925,310,0,3090,1570,650,67,1679,571,33,486,56,28,55,63,21,89,110,47
RO_020563,Municipiul Oneşti,43534,18233,504,0,4471,4444,1531,98,3408,840,150,1404,91,74,176,153,44,370,285,189
RO_026564,Municipiul Oradea,186664,95530,1242,0,12458,18935,4923,13835,32948,2181,269,2542,153,102,311,250,104,455,708,4110
RO_087638,Municipiul Orăştie,18441,8121,234,0,1855,1660,462,107,2633,229,43,379,44,27,32,41,16,95,141,123
RO_110063,Municipiul Orşova,10605,4456,128,0,1047,700,781,21,990,206,35,285,18,6,27,11,23,48,58,72
RO_095391,Municipiul Paşcani,37547,14695,530,0,3745,2221,1637,72,3597,557,117,887,64,52,85,86,32,479,229,305
RO_086990,Municipiul Petroşani,35186,14280,449,0,4689,2670,1208,489,2166,573,69,549,64,65,102,137,32,235,257,454
RO_120726,Municipiul Piatra Neamţ,95276,43884,1306,0,8649,10114,3868,219,9640,1686,462,3895,220,162,376,284,330,1129,823,702
RO_013169,Municipiul Piteşti,145736,74308,1551,0,16980,20185,7878,289,13843,3222,442,5563,342,166,459,447,141,986,1188,620
RO_130534,Municipiul Ploieşti,190959,99845,2443,0,18342,29407,6623,403,19666,6224,553,8494,436,296,738,663,336,1524,2078,1611
RO_114809,Municipiul Reghin,30947,16184,363,0,2391,3635,751,2742,4648,322,82,607,62,43,90,73,33,102,130,110
RO_050790,Municipiul Reşiţa,72844,28143,724,0,6156,5130,2428,317,8576,916,158,1471,125,55,180,131,70,328,367,870
RO_120860,Municipiul Roman,58487,24483,822,0,5959,4830,1450,118,7253,713,202,1431,85,82,176,106,62,580,365,225
RO_151870,Municipiul Roşiori de Vede,25549,9666,334,0,3440,1775,716,38,1841,379,56,653,52,26,45,41,24,99,96,40
RO_044845,Municipiul Râmnicu Sărat,32704,14058,505,0,4468,1655,2863,71,2393,555,131,687,59,30,88,64,57,142,228,61
RO_167473,Municipiul Râmnicu Vâlcea,98405,47737,1098,0,10706,11700,3981,280,10147,2021,256,3447,393,114,320,346,93,565,627,385
RO_146628,Municipiul Rădăuţi,28416,11432,356,0,2325,2236,715,43,3154,541,84,857,58,58,71,56,26,223,162,467
RO_026975,Municipiul Salonta,15899,7319,159,0,917,698,251,3503,1366,76,14,133,8,8,15,12,5,16,27,111
RO_136483,Municipiul Satu Mare,100747,46629,673,0,5402,9461,3206,13794,9230,1600,189,1488,116,70,166,176,54,224,239,541
RO_001874,Municipiul Sebeş,26296,13530,267,0,1790,2888,617,72,6448,227,78,434,33,27,54,42,14,68,195,276
RO_063394,Municipiul Sfântul Gheorghe,53215,22487,565,0,1216,2537,488,14923,1389,304,45,343,42,24,85,70,29,124,210,66
RO_143450,Municipiul Sibiu,141085,92719,1230,0,8896,30668,3055,761,37589,2259,404,3160,202,113,414,345,294,663,999,1435
RO_106559,Municipiul Sighetu Marmaţiei,36002,13708,363,0,2421,2369,632,1183,4550,472,52,968,53,38,53,90,19,117,110,218
RO_114514,Municipiul Sighişoara,28438,12912,343,0,1527,3332,884,1384,3730,393,74,502,46,35,104,99,24,119,122,194
RO_125347,Municipiul Slatina,69482,31760,918,0,9156,6520,2901,143,6992,1462,156,1916,124,71,165,207,78,372,378,200
RO_092658,Municipiul Slobozia,43655,20835,528,0,5061,4529,2556,73,4181,928,139,1519,130,54,150,161,54,327,301,143
RO_146263,Municipiul Suceava,104512,46501,1039,0,8125,10989,3558,162,11229,1867,424,4324,171,125,302,279,203,1298,788,1614
RO_040438,Municipiul Săcele,27446,14095,550,0,2328,3402,615,1921,3346,381,80,641,74,49,97,85,41,137,149,199
RO_075203,Municipiul Tecuci,36084,15249,558,0,3861,2152,976,71,4771,532,81,1009,87,51,88,212,34,403,224,138
RO_155243,Municipiul Timişoara,278069,158429,2396,0,17852,63178,8640,3520,36367,4823,745,9788,427,266,939,886,319,1533,1924,4796
RO_083632,Municipiul Topliţa,13088,5526,214,0,794,920,263,843,1720,105,27,301,48,25,36,42,15,54,70,49
RO_159614,Municipiul Tulcea,72294,34216,831,0,6442,8636,3930,190,7335,1293,268,2743,223,108,306,245,104,549,629,380
RO_055259,Municipiul Turda,46850,22785,472,0,3657,6009,1130,1224,6229,667,128,1482,95,55,510,105,35,206,204,575
RO_151683,Municipiul Turnu Măgurele,23906,9763,388,0,3680,1291,651,55,2587,324,47,396,44,24,46,31,17,81,73,27
RO_065342,Municipiul Târgovişte,76669,36923,966,0,7370,9191,4267,152,7561,1345,292,2932,147,90,260,274,86,615,596,779
RO_077812,Municipiul Târgu Jiu,79348,35804,807,0,8665,6289,4834,163,7820,2302,434,2605,133,89,257,303,38,382,358,325
RO_114319,Municipiul Târgu Mureş,123753,68893,1218,0,7256,15838,3271,23932,9505,2104,259,2690,147,102,387,327,100,473,559,725
RO_063740,Municipiul Târgu Secuiesc,16609,6380,149,0,139,284,87,5298,227,46,8,42,8,3,9,20,5,10,19,6
RO_114925,Municipiul Târnăveni,21268,8747,256,0,1685,1634,360,870,2925,195,47,370,50,22,53,47,15,62,60,96
RO_100683,Municipiul Urziceni,14105,6378,162,0,1536,1350,587,31,1635,241,49,418,35,25,34,56,12,92,73,42
RO_161945,Municipiul Vaslui,115936,26665,814,0,6201,6965,1979,190,5136,1319,185,1679,152,113,223,177,61,582,485,386
RO_146744,Municipiul Vatra Dornei,13964,7513,194,0,1481,1392,567,52,2160,272,52,759,44,31,50,42,19,153,134,111
RO_087175,Municipiul Vulcan,23271,8788,374,0,3322,1179,804,239,1510,285,51,258,64,46,75,49,17,156,137,222
RO_139704,Municipiul Zalău,57223,28335,298,0,3846,12241,1307,3021,4674,727,119,678,99,34,87,86,16,96,137,869
ROZZME,MUNTENEGRU,0,76,1,0,8,37,3,0,12,5,0,6,0,0,3,0,0,1,0,0
RO_075258,Munteni,5988,2630,142,0,956,148,121,16,894,117,12,122,12,7,7,22,6,10,32,6
RO_094107,Munteni-Buzau,2782,1127,47,0,276,259,82,8,302,34,5,68,9,3,10,6,1,7,8,2
RO_164936,Muntenii de Jos,3554,1493,68,0,303,266,278,8,283,45,29,98,6,5,14,10,6,24,33,17
RO_167302,Muntenii de Sus,3365,1101,80,0,326,148,63,15,361,21,6,27,16,5,8,2,1,9,10,3
RO_073371,Murgasi,1945,1435,25,0,889,75,47,8,285,44,4,31,7,6,2,2,0,6,1,3
RO_047818,Murgesti,732,479,28,0,287,22,38,3,62,13,4,7,1,0,2,0,4,3,5,0
RO_160911,Murighiol,2850,1922,52,0,297,402,138,16,616,63,10,214,12,6,14,8,4,24,23,23
RO_149584,Muşeniţa,1539,655,24,0,177,54,52,16,254,16,8,27,4,1,2,1,2,9,1,7
RO_080908,Musetesti,1643,1019,27,0,311,79,88,8,168,115,8,97,2,2,96,4,4,6,4,0
RO_017619,Musatesti,3051,1495,59,0,519,182,111,11,395,48,22,83,10,5,12,8,4,6,17,3
RO_041417,Mandra,2441,1400,43,0,298,246,69,10,560,58,7,57,5,2,4,6,1,10,11,13
RO_047630,Manzalesti,1909,950,45,0,357,67,78,9,241,81,7,36,6,5,3,0,4,2,7,2
RO_104181,Mânăstirea,4294,1505,83,0,363,202,76,13,594,63,7,49,11,6,9,6,2,8,6,7
RO_153339,Mârzăneşti,2984,1904,78,0,682,102,60,4,796,44,1,68,11,5,2,3,5,7,10,26
RO_104225,Mârşa,2179,1122,47,0,556,101,96,8,143,82,8,42,6,1,3,5,1,7,9,7
RO_073317,Marsani,3745,2503,191,0,1342,189,125,27,410,58,6,73,13,3,14,43,2,2,3,2
RO_072980,Macesu De Jos,1060,754,33,0,458,35,23,4,110,60,3,15,3,4,1,1,1,0,2,1
RO_073013,Macesu De Sus,1028,724,38,0,248,31,13,2,287,65,4,19,1,0,4,2,3,1,3,3
RO_171101,Măciuca,1413,730,26,0,258,43,35,3,296,20,5,22,1,0,4,2,3,1,6,4
RO_171209,Mădulari,1123,732,31,0,390,20,9,8,245,8,2,11,1,0,1,0,1,1,3,1
RO_097777,Madarjac,1155,473,18,0,118,19,13,5,124,16,8,105,5,4,2,22,1,9,3,1
RO_030014,Madaras,2262,1118,37,0,200,109,81,35,529,40,6,29,3,0,7,0,1,6,7,28
RO_086438,Mădăraş,1833,1031,17,0,7,3,2,986,9,3,0,2,0,0,0,0,0,0,1,1
RO_120502,Madaraş,1280,604,24,0,26,9,4,507,15,4,2,4,2,1,2,0,0,2,1,1
RO_142006,Măerişte,2418,1345,40,0,209,205,39,109,635,36,13,26,5,1,4,2,2,6,3,10
RO_030069,Magesti,2147,1186,25,0,183,96,67,60,588,57,9,47,4,3,1,6,0,5,6,29
RO_118094,Măgherani,1067,648,17,0,9,7,2,600,4,3,1,2,0,1,1,0,1,0,0,0
