gisco_id,name,registered,turnout,invalid,blank,PSD-PC,PDL,PNL,UDMR/RMDSZ,PRM,PNȚCD,Pavel,FC
RO_067595,Gura Ocnitei,6156,2085,70,0,569,11,626,564,17,154,53,21
RO_067648,Gura Sutii,4209,2143,130,0,79,7,513,1292,6,72,28,16
RO_067675,Hulubesti,2615,2217,101,0,72,3,1349,421,14,93,156,8
RO_067737,I. L. Caragiale,5544,2076,105,0,108,9,380,1105,12,208,140,9
RO_067773,Lucieni,2445,1127,48,0,40,5,219,712,4,57,41,1
RO_067835,Ludesti,3793,2218,101,0,97,1,1229,628,8,83,58,13
RO_067906,Lunguletu,4381,826,26,0,78,1,235,392,13,55,21,5
RO_067942,Malu Cu Flori,2069,1133,52,0,57,4,498,416,8,45,49,4
RO_068002,Manesti,3549,1392,54,0,45,2,399,735,14,80,57,6
RO_068048,Matasaru,4360,1951,58,0,123,5,716,793,10,70,166,10
RO_068128,Mogosani,3568,1603,51,0,87,7,478,806,20,97,43,14
RO_068182,Moroeni,4089,1616,100,0,152,18,502,630,6,118,79,11
RO_068253,Morteni,2400,907,32,0,30,4,424,349,3,34,24,7
RO_068280,Nucet,3379,1681,67,0,61,6,259,1161,11,87,24,5
RO_068324,Ocnita,3468,1575,49,0,70,11,760,540,1,113,26,5
RO_068342,Odobesti,3937,2245,139,0,53,10,1226,584,12,126,83,12
RO_068404,Pietrosita,2751,1225,63,0,120,5,208,692,7,81,41,8
RO_068431,Poiana,2886,1504,85,0,70,1,1017,214,11,77,25,4
RO_068468,Potlogi,6228,2132,148,0,158,6,462,1085,11,97,151,14
RO_068529,Produlesti,2759,1133,50,0,66,2,306,533,5,116,44,11
RO_068565,Pucheni,1690,913,33,0,56,2,117,591,3,81,26,4
RO_068627,Răcari,5282,3259,123,0,122,9,1864,857,14,131,128,11
RO_068716,Runcu,3655,1355,74,0,51,3,300,775,2,75,62,13
RO_068789,Salcioara,3205,2381,151,0,50,1,484,1526,5,90,65,9
RO_068887,Selaru,2692,1459,53,0,81,1,849,349,9,70,42,5
RO_068921,Tatarani,4344,2056,72,0,152,8,530,965,12,227,83,7
RO_068976,Uliesti,3427,1650,83,0,53,11,322,1035,13,87,35,11
RO_069063,Valea Lunga,3998,1425,66,0,128,5,510,577,10,66,52,11
RO_069170,Valea Mare,1940,1076,37,0,102,2,331,489,11,71,27,6
RO_069250,Vacaresti,4086,1775,83,0,69,5,290,1163,9,96,44,16
RO_069303,Văleni-Dâmboviţa,2311,688,26,0,27,7,159,364,9,66,26,4
RO_069330,Visina,3348,1869,78,0,81,9,497,1023,62,80,27,12
RO_069394,Visinesti,1813,887,57,0,68,3,412,265,8,44,25,5
RO_069447,Vârfuri,1638,584,31,0,62,2,265,162,8,35,15,4
RO_069526,Voinesti,4932,2789,108,0,171,7,530,1686,19,176,86,6
RO_069615,Vulcana-Bai,2389,832,49,0,184,7,89,353,4,113,30,3
RO_069900,Craiova,262654,36926,1316,0,4992,304,10978,10258,1220,5142,2317,399
RO_069964,Bucovat,4522,1207,52,0,290,11,289,386,16,94,57,12
RO_070094,Isalnita,3210,660,18,0,50,7,145,343,5,80,10,2
RO_070110,Podari,5175,1002,29,0,21,6,178,601,11,108,47,1
RO_070174,Simnicu De Sus,3573,1060,30,0,194,4,263,451,9,80,24,5
RO_070316,Băileşti,16451,3109,125,0,193,19,1522,762,50,338,81,19
RO_070352,Calafat,16274,3633,88,0,606,15,1100,1235,30,431,106,22
RO_070414,Filiaşi,15004,4942,153,0,228,15,2614,1407,42,343,109,31
RO_070502,Segarcea,6506,1457,94,0,85,6,443,644,11,121,46,7
RO_070520,Afumati,2457,766,16,0,49,5,298,278,12,80,24,4
RO_070566,Almaj,1682,717,16,0,121,2,212,303,4,50,7,2
RO_070637,Amarastii De Jos,4422,1509,74,0,161,8,382,692,10,153,21,8
RO_070673,Amarastii De Sus,1405,962,19,0,62,0,103,728,3,27,19,1
RO_070726,Apele Vii,1854,665,31,0,105,2,311,171,2,17,23,3
RO_070744,Argetoaia,3539,1646,71,0,182,48,737,460,27,85,26,10
RO_070879,Bechet,3117,1571,67,0,95,0,816,481,4,51,34,23
RO_070897,Bistret,3378,1765,37,0,816,9,433,390,13,31,26,10
RO_070940,Bârca,3316,864,30,0,102,3,200,467,3,39,16,4
RO_070968,Botosesti-Paia,730,618,11,0,78,0,318,117,12,28,48,6
RO_070986,Brabova,1309,651,9,0,59,5,147,375,9,36,3,8
RO_071055,Bradesti,3553,1093,28,0,112,6,545,276,10,68,41,7
RO_071126,Bralostita,2919,1590,48,0,153,1,669,594,26,32,61,6
RO_071199,Bratovoesti,2754,1322,40,0,165,3,236,714,16,127,14,7
RO_071260,Breasta,3150,1650,34,0,61,2,1201,242,8,70,25,7
RO_071340,Bulzesti,1346,865,36,0,19,3,638,118,2,29,15,5
RO_071457,Calopar,2894,1304,24,0,61,0,255,890,4,46,17,7
RO_071518,Caraula,1974,661,20,0,257,6,149,192,6,16,11,4
RO_071536,Carpen,2130,2012,30,0,197,0,522,1063,39,136,18,7
RO_071572,Castranova,2680,1173,59,0,51,3,507,429,5,93,16,10
RO_071607,Calarasi,5212,2034,80,0,139,2,1316,403,3,55,24,12
RO_071634,Celaru,3901,1770,86,0,107,8,388,942,24,168,36,11
RO_071698,Cerat,3020,1076,45,0,42,4,451,447,4,40,30,13
RO_071723,Cernatesti,1580,764,44,0,122,3,156,352,4,63,15,5
RO_071787,Cetate,4554,3426,13,0,260,15,2139,447,56,470,20,6
RO_071812,Cioroiasi,1462,497,11,0,18,3,226,186,3,30,16,4
RO_071858,Ciupercenii Noi,4694,1451,22,0,332,2,681,270,7,110,22,5
RO_071885,Cosoveni,2594,1012,37,0,93,5,297,456,33,59,24,8
RO_071910,Cotofenii Din Dos,1960,869,26,0,53,2,147,542,7,72,17,3
RO_071956,Daneti,5248,2277,74,0,63,6,1379,591,27,87,34,16
RO_072007,Dăbuleni,11099,5067,161,0,139,10,2140,2371,22,147,62,15
RO_072034,Desa,3880,2703,10,0,581,5,1358,495,153,68,33,0
RO_072052,Diosti,2496,883,47,0,36,5,242,376,64,62,46,5
RO_072098,Dobresti,2130,804,17,0,108,4,264,329,9,38,33,2
RO_072150,Dragotesti,1780,1233,41,0,47,3,303,740,18,46,26,9
RO_072221,Dranic,2342,1323,25,0,39,3,925,228,29,48,20,6
RO_072276,Farcas,1588,424,22,0,35,4,92,203,3,58,4,3
RO_072383,Galicea Mare,3589,644,31,0,253,2,166,117,14,45,13,3
RO_072409,Ghercesti,1383,928,22,0,96,2,231,472,20,75,6,4
RO_072463,Gighera,2611,968,39,0,41,14,416,320,13,71,40,14
RO_072506,Giubega,1837,598,20,0,197,4,171,113,3,71,18,1
RO_072533,Giurgita,2518,1023,35,0,463,2,293,180,5,24,18,3
RO_072579,Gângiova,2101,736,15,0,33,3,145,444,3,66,24,3
RO_072604,Gogosu,690,394,24,0,15,4,81,228,6,19,15,2
RO_072640,Goicea,2342,1025,20,0,274,1,394,223,31,51,22,9
RO_072677,Goiesti,2533,1149,39,0,47,5,791,143,18,57,43,6
RO_072819,Grecesti,1402,695,31,0,29,18,278,281,4,39,13,2
RO_072882,Izvoare,1466,604,15,0,72,1,248,215,30,17,6,0
RO_072926,Leu,4255,1983,109,0,236,10,1023,497,14,56,25,13
RO_072953,Lipovu,2349,918,47,0,15,0,675,129,5,28,13,6
RO_072980,Macesu De Jos,1222,510,24,0,74,2,116,225,15,44,8,2
RO_073013,Macesu De Sus,1201,668,26,0,37,1,430,136,7,22,7,2
RO_073031,Maglavit,4256,1535,57,0,42,3,323,890,11,159,32,18
RO_073068,Malu Mare,2549,890,36,0,21,2,173,551,14,62,25,6
RO_073102,Melinesti,3242,1315,54,0,51,4,216,851,11,96,21,11
RO_073246,Mischii,1438,1233,38,0,53,6,765,250,18,54,44,5
RO_073317,Marsani,3985,2695,59,0,64,1,286,2182,12,61,23,7
RO_073335,Motatei,6383,1336,48,0,70,11,452,580,15,119,35,6
RO_073371,Murgasi,2106,1731,35,0,73,1,1210,191,60,107,51,3
RO_073460,Negoi,1787,968,31,0,32,1,632,225,1,14,25,7
RO_073503,Orodel,2305,1769,41,0,106,11,165,1378,7,40,7,14
RO_073567,Ostroveni,4414,2779,61,0,113,4,373,2117,14,73,14,10
RO_073594,Perisor,1480,602,17,0,228,2,140,164,4,22,23,2
RO_073629,Pielesti,2798,947,29,0,115,2,314,407,4,60,15,1
RO_073665,Piscu Vechi,2285,364,8,0,31,0,98,180,1,32,7,7
RO_073709,Plenita,4089,1472,43,0,522,4,308,349,37,154,46,9
RO_073736,Poiana Mare,9495,1847,50,0,329,16,809,454,23,116,42,8
RO_073772,Predesti,1670,1106,22,0,13,0,595,361,10,42,56,7
RO_073852,Radovan,1046,711,31,0,166,9,325,76,5,22,72,5
RO_073905,Rast,2853,1110,32,0,27,4,181,753,4,82,20,7
RO_073923,Robanesti,2053,755,18,0,17,1,257,357,5,70,25,5
RO_073996,Sadova,6255,3019,94,0,75,4,625,2022,12,109,65,13
RO_074028,Salcuta,1644,863,43,0,20,3,547,169,5,38,25,13
RO_074073,Scaesti,1646,1002,22,0,247,9,230,430,8,44,8,4
RO_074108,Seaca De Camp,1729,721,24,0,22,2,75,484,12,75,21,6
RO_074135,Seaca De Padure,991,502,17,0,137,1,138,179,6,18,3,3
RO_074171,Secu,904,378,11,0,12,9,134,176,2,21,9,4
RO_074224,Silistea Crucii,1399,491,17,0,41,3,100,197,91,21,15,6
RO_074242,Sopot,1599,821,15,0,26,7,116,610,6,27,10,4
RO_074322,Teasc,2591,941,27,0,125,2,545,175,10,32,24,1
RO_074359,Terpezita,1451,769,38,0,26,1,78,569,5,35,14,3
RO_074411,Teslui,2053,1005,37,0,73,4,415,412,12,31,13,8
RO_074509,Tuglui,2359,1248,35,0,43,1,262,826,21,20,29,11
RO_074536,Unirea,3129,987,32,0,44,3,189,626,6,57,23,7
RO_074554,Urzicuta,2405,952,24,0,36,3,96,717,5,43,23,5
RO_074581,Valea Stanciului,4681,2236,49,0,110,9,502,1359,18,118,47,24
RO_074616,Vela,1683,1255,38,0,38,1,673,435,6,56,7,1
RO_074705,Verbita,1152,292,18,0,29,3,100,92,7,29,14,0
RO_074732,Vartop,1364,500,11,0,19,2,149,243,54,17,4,1
RO_074750,Varvoru De Jos,2292,514,8,0,19,2,128,233,59,49,11,5
RO_074842,Catane,1403,754,26,0,10,2,410,265,4,17,13,7
RO_074859,Cârcea,1425,679,11,0,15,2,86,517,5,32,10,1
RO_074867,Cârna,1249,837,28,0,26,1,476,264,1,17,13,11
RO_074875,Coţofenii din Faţă,1453,536,36,0,21,3,267,83,8,90,25,3
RO_074883,Dobroteşti,1501,852,52,0,43,2,427,282,8,22,12,4
RO_074891,Galiciuica,1242,532,26,0,9,3,264,132,46,22,29,1
RO_074907,Ghidici,1808,1238,18,0,10,0,170,1005,2,18,11,4
RO_074915,Ghindeni,1475,886,48,0,59,1,352,362,13,31,14,6
RO_074923,Întorsura,1329,543,14,0,40,0,317,111,10,33,17,1
RO_074931,Pleşoi,1105,456,22,0,57,1,141,214,5,9,3,4
RO_074949,Rojişte,1852,1053,22,0,20,4,346,616,6,31,6,2
RO_074956,Tălpaş,1029,369,9,0,50,2,46,240,0,12,9,1
RO_075098,Galaţi,264044,47907,2294,0,5514,402,13792,15874,906,5654,2882,589
RO_075114,Sendreni,2827,1134,52,0,619,0,171,190,4,57,37,4
RO_075150,Vanatori,3583,1402,59,0,318,2,284,612,3,76,43,5
RO_075203,Tecuci,37526,8063,373,0,1598,65,2259,2354,106,883,345,80
RO_075221,Draganesti,4650,1556,42,0,501,2,605,331,9,40,22,4
RO_075258,Munteni,5754,1791,103,0,926,5,224,413,7,56,50,7
RO_075338,Bereşti,2903,1065,49,0,57,3,149,733,1,37,31,5
RO_075356,Beresti-Meria,3227,1515,75,0,55,2,301,992,3,48,28,11
RO_075472,Târgu Bujor,6088,2149,75,0,111,6,347,1328,11,121,132,18
RO_075515,Barcea,4756,1556,57,0,513,2,439,464,5,35,33,8
RO_075542,Balabanesti,1627,897,35,0,47,3,195,550,1,31,32,3
RO_075613,Balasesti,1880,1196,59,0,50,3,615,410,0,26,16,17
RO_075668,Baleni,2138,1071,26,0,86,1,166,765,1,13,9,4
RO_075686,Baneasa,1777,775,36,0,33,3,309,351,1,24,10,8
RO_075711,Branistea,3141,1029,42,0,281,9,267,293,2,83,35,17
RO_075766,Brahasesti,5563,2018,104,0,309,8,1180,333,3,50,16,15
RO_075819,Buciumeni,1979,753,53,0,186,3,193,263,1,30,15,9
RO_075864,Cavadinesti,2482,1170,52,0,71,10,478,475,29,26,20,9
RO_075917,Certesti,1968,1275,60,0,102,5,596,462,1,27,11,11
RO_075953,Corod,6301,1862,93,0,722,7,219,743,9,33,28,8
RO_076004,Corni,1949,1049,56,0,58,2,491,397,1,24,4,16
RO_076040,Cosmesti,5438,1874,79,0,113,3,262,1275,10,74,43,15
RO_076111,Costache Negri,2067,997,27,0,343,2,58,526,3,20,12,6
RO_076139,Cuca,2104,754,26,0,100,4,136,448,1,13,19,7
RO_076157,Cudalbi,6384,2110,90,0,161,12,676,1039,4,73,27,28
RO_076175,Draguseni,4090,1614,110,0,822,12,113,471,5,42,27,12
RO_076255,Fartanesti,4101,1481,46,0,55,1,214,1090,9,31,26,9
RO_076282,Foltesti,2632,966,32,0,137,1,200,527,6,23,37,3
RO_076317,Frumusita,4240,1793,97,0,153,3,228,1200,15,56,30,11
RO_076353,Fundeni,3244,1212,51,0,374,8,409,284,3,55,26,2
RO_076406,Ghidigeni,4615,1597,105,0,430,11,212,681,18,48,81,11
RO_076497,Gohor,2929,1335,54,0,241,3,495,443,3,60,23,13
RO_076558,Grivita,3048,1067,37,0,120,1,350,467,5,53,18,16
RO_076585,Independenta,3801,1952,43,0,292,6,918,606,4,60,16,7
RO_076601,Ivesti,7562,2524,155,0,290,8,361,1555,7,85,44,19
RO_076638,Jorăşti,1468,710,35,0,106,2,115,425,0,10,8,9
RO_076674,Liesti,8838,2466,93,0,1126,16,401,615,33,103,64,15
RO_076692,Matca,9208,1990,135,0,263,15,931,504,19,68,45,10
RO_076718,Mastacani,4036,1447,57,0,57,4,555,689,3,42,19,21
RO_076745,Movileni,2650,1003,43,0,146,3,392,364,12,27,11,5
RO_076763,Namoloasa,1876,1158,48,0,99,0,302,662,2,20,10,15
RO_076807,Nicoresti,3306,1218,63,0,638,5,139,296,1,38,30,8
RO_076932,Oancea,1138,899,29,0,644,4,81,105,1,26,7,2
RO_076969,Pechea,8823,2472,114,0,581,10,361,1220,15,101,49,21
RO_076996,Piscu,3933,1401,65,0,202,8,353,680,13,52,22,6
RO_077028,Priponesti,1881,445,18,0,100,2,95,191,3,15,15,6
RO_077082,Rediu,1971,984,28,0,43,3,514,365,3,12,8,8
RO_077126,Scanteiesti,2171,1063,44,0,120,2,142,692,4,33,13,13
RO_077153,Schela,2790,1561,27,0,53,0,232,1185,3,39,21,1
RO_077180,Slobozia Conachi,3487,1419,43,0,118,2,218,948,5,55,24,6
RO_077224,Smardan,3523,1158,30,0,84,2,331,600,9,67,31,4
RO_077260,Smulti,1271,548,26,0,75,5,92,310,0,35,1,4
RO_077288,Suceveni,1572,1052,32,0,169,0,112,680,1,29,20,9
RO_077313,Tudor Vladimirescu,4297,1534,54,0,93,2,327,927,5,79,36,11
RO_077331,Tulucesti,6320,1915,74,0,199,13,646,798,19,76,71,19
RO_077377,Tepu,2112,1282,64,0,912,3,70,190,3,21,15,4
RO_077402,Umbraresti,5595,2427,54,0,400,33,427,1305,27,132,33,16
RO_077475,Valea Marului,2995,1559,59,0,125,3,193,1120,0,38,12,9
RO_077509,Varlezi,1699,876,37,0,32,9,176,582,5,19,8,8
RO_077536,Vladesti,1753,1057,55,0,320,6,214,395,1,40,11,15
RO_077561,Rădeşti,1309,990,28,0,31,2,229,660,1,24,12,3
RO_077579,Negrileşti,2061,797,40,0,266,2,137,290,3,33,22,4
RO_077587,Poiana,1392,846,39,0,151,1,175,436,2,22,13,7
RO_077595,Cuza Vodă,2348,875,35,0,198,5,176,404,3,36,11,7
RO_077601,Suhurului,1153,558,16,0,163,0,70,286,3,10,6,4
RO_077812,Târgu Jiu,80547,12710,484,0,1555,168,2260,4398,339,2545,831,130
RO_077910,Balesti,5985,1704,73,0,205,23,458,536,32,278,86,13
RO_078016,Dragutesti,4097,1749,49,0,140,12,341,1007,18,120,48,14
RO_078089,Turcineşti,1873,694,9,0,138,3,136,290,5,72,36,5
RO_078141,Motru,19269,5400,193,0,474,56,1555,1862,53,945,222,40
RO_078258,Novaci,4881,1173,51,0,156,17,337,384,22,140,57,9
RO_078329,Târgu Cărbuneşti,7231,2033,65,0,522,15,472,580,23,270,69,17
RO_078454,Ţicleni,4059,868,15,0,185,10,161,287,12,168,26,4
RO_078472,Albeni,2213,707,14,0,213,7,123,272,6,53,13,6
RO_078542,Alimpesti,1658,736,34,0,28,3,260,309,5,76,15,6
RO_078604,Aninoasa,3187,1819,58,0,660,10,452,484,5,119,26,5
RO_078668,Arcani,1102,440,12,0,50,2,151,149,6,47,21,2
RO_078711,Baia De Fier,3451,1250,54,0,59,8,176,723,11,173,41,5
RO_078748,Balanesti,1864,814,21,0,132,14,290,189,9,134,19,6
RO_078828,Barbatesti,1438,702,17,0,103,5,358,94,5,94,22,4
RO_078873,Bengesti-Ciocadia,2611,836,29,0,101,21,173,339,9,127,29,8
RO_078926,Berlesti,1715,513,9,0,32,7,108,290,5,51,11,0
RO_079004,Balteni,6086,1697,69,0,265,14,676,337,16,244,67,9
RO_079077,Bolbosi,2532,1062,40,0,84,12,309,462,6,115,27,7
RO_079157,Borăscu,2735,891,27,0,87,10,240,423,7,79,14,4
RO_079237,Branesti,1876,678,21,0,147,5,176,242,5,56,22,4
RO_079308,Bumbeşti-Jiu,8768,1698,62,0,283,21,374,460,24,284,169,21
RO_079362,Bumbesti-Pitic,1884,429,21,0,38,1,130,156,16,39,23,5
RO_079406,Bustuchin,2711,1440,47,0,33,7,78,1091,7,159,10,8
RO_079497,Capreni,1808,713,26,0,32,14,273,291,6,54,14,3
RO_079585,Catunele,2171,1047,54,0,96,4,445,172,3,254,15,4
RO_079656,Ciuperceni,1317,743,24,0,215,7,242,138,5,83,26,3
RO_079736,Calnic,1802,988,27,0,301,7,250,260,12,104,25,2
RO_079834,Crasna,4242,1964,48,0,107,9,429,1088,21,164,88,10
RO_079932,Cruset,2693,1053,52,0,153,17,102,493,11,193,27,5
RO_080043,Danciulesti,1839,471,27,0,102,5,99,153,5,69,9,2
RO_080123,Danesti,2978,995,34,0,130,13,344,304,16,113,39,2
RO_080249,Dragotesti,2110,691,18,0,64,9,261,157,3,158,20,1
RO_080285,Farcasesti,2819,1314,27,0,167,10,534,361,8,123,76,8
RO_080365,Glogova,1494,846,17,0,89,1,356,292,2,68,19,2
RO_080427,Godinesti,1769,688,29,0,67,10,254,179,5,114,26,4
RO_080506,Hurezani,1359,859,48,0,47,4,320,382,6,27,16,9
RO_080560,Ionesti,1956,823,30,0,63,4,201,396,4,92,25,8
RO_080613,Jupanesti,1809,704,11,0,60,6,307,201,6,88,22,3
RO_080677,Lelesti,1441,1090,29,0,53,8,162,735,7,75,18,3
RO_080711,Licurici,1899,665,25,0,132,7,252,148,2,74,21,4
RO_080766,Logresti,2227,1135,49,0,211,16,235,494,13,85,27,5
RO_080846,Matasari,4236,1493,62,0,216,13,617,230,5,265,77,8
RO_080908,Musetesti,1811,716,10,0,64,9,151,321,18,121,20,2
RO_080980,Negomir,2897,1889,101,0,228,4,1074,332,6,98,43,3
RO_081095,Pades,3932,1503,25,0,176,21,515,529,5,187,40,5
RO_081184,Pestisani,3186,1287,32,0,157,10,584,296,5,159,37,7
RO_081264,Plopsoru,5032,1806,50,0,178,5,613,560,9,307,77,7
RO_081380,Polovragi,2340,841,21,0,353,4,85,274,20,61,17,6
RO_081415,Prigoria,2671,939,33,0,300,11,229,194,15,117,32,8
RO_081497,Rosia De Amaradia,2570,1070,29,0,129,4,557,236,7,85,20,3
RO_081576,Runcu,4320,1583,58,0,293,19,416,374,7,173,236,7
RO_081656,Samarinesti,1406,896,26,0,287,12,321,165,4,63,17,1
RO_081754,Sacelu,1345,497,15,0,55,8,114,120,2,139,38,6
RO_081816,Saulesti,1932,1270,20,0,102,7,794,238,3,59,44,3
RO_081861,Scoarta,3829,1188,32,0,203,18,264,460,13,124,60,14
RO_081987,Schela,1600,671,23,0,83,3,211,246,4,74,24,3
RO_082047,Slivilesti,2799,1118,34,0,118,33,337,302,15,242,32,5
RO_082136,Stanesti,2002,594,16,0,50,8,230,153,7,66,59,5
RO_082243,Stejari,2077,692,24,0,172,4,238,166,6,55,27,0
RO_082314,Stoina,1855,980,33,0,78,4,202,528,0,105,24,6
RO_082396,Telesti,2193,688,27,0,56,7,155,282,6,129,24,2
RO_082430,Tismana,6206,1709,44,0,218,6,649,534,15,162,71,10
RO_082555,Turburea,3485,1240,51,0,279,6,454,249,15,158,24,4
RO_082617,Turceni,6517,3323,96,0,1013,11,1251,645,7,208,71,21
RO_082680,Tantareni,4451,1367,75,0,52,4,378,587,15,179,68,9
RO_082733,Urdari,2535,961,35,0,105,5,447,254,2,94,17,2
RO_082779,Vagiulesti,2304,840,29,0,95,11,253,270,3,159,14,6
RO_082831,Vladimir,2476,1260,49,0,78,5,565,422,6,82,41,12
RO_082895,Rovinari,10483,3010,131,0,277,22,1254,614,21,544,130,17
RO_083133,Odorheiu Secuiesc,32517,12507,164,0,47,11953,77,76,8,57,77,48
RO_083151,Brădeşti,1417,833,11,0,3,778,11,11,2,3,7,7
RO_083197,Felicieni,2540,1462,22,0,2,1382,12,11,7,9,8,9
RO_083320,Miercurea Ciuc,35412,14300,119,0,216,12814,288,319,40,247,171,86
RO_083375,Pauleni-Ciuc,1424,866,10,0,5,811,4,17,4,3,3,9
RO_083428,Băile Tuşnad,1469,894,33,0,36,614,79,67,2,37,19,7
RO_040146,Balan,10177,2190,98,0,139,590,283,562,34,244,202,38
RO_083491,Borsec,2394,886,29,0,19,711,31,41,1,20,25,9
RO_083525,Cristuru Secuiesc,8931,3087,55,0,7,2815,95,36,7,12,32,28
RO_083561,Gheorgheni,16976,5681,104,0,39,5092,125,122,13,66,76,44
RO_083632,Topliţa,13396,2531,93,0,158,836,285,731,20,216,169,23
RO_083749,Vlăhiţa,6123,2631,57,0,10,2458,23,34,5,11,17,16
RO_083785,Atid,2250,1007,25,0,14,892,22,34,0,0,13,7
RO_083847,Avramesti,2098,688,27,0,5,586,21,16,1,6,11,15
RO_083936,Bilbor,2264,463,9,0,17,5,89,198,7,72,62,4
RO_083963,Capalnita,1649,677,16,0,0,619,6,15,1,4,7,9
RO_083981,Ciucsangeorgiu,3830,1876,64,0,7,1715,23,27,5,10,11,14
RO_084086,Ciumani,3740,1581,24,0,9,1508,10,10,4,3,7,6
RO_084102,Carta,2264,1229,20,0,6,1158,4,17,2,3,8,11
RO_084148,Corbu,1196,298,14,0,23,28,69,99,2,38,18,7
RO_084175,Corund,4735,2104,77,0,7,1915,19,44,2,5,19,16
RO_084237,Dăneşti,1896,958,21,0,2,894,8,16,1,1,8,7
RO_084264,Dealu,3053,1500,23,0,4,1411,8,20,0,5,17,12
RO_084344,Ditrau,4882,1998,28,0,8,1883,11,33,4,11,11,9
RO_084380,Darjiu,889,422,8,0,3,388,10,5,0,1,3,4
RO_084415,Frumoasa,2933,1661,10,0,3,1582,15,23,2,8,8,10
RO_084460,Galautas,2112,582,13,0,44,185,79,143,4,65,41,8
RO_084558,Joseni,4856,2084,47,0,8,1956,16,24,2,7,14,10
RO_084594,Lazarea,3017,1257,20,0,9,1167,8,25,3,5,10,10
RO_084629,Lueta,3070,1080,24,0,4,1024,6,11,2,2,2,5
RO_084656,Lunca De Jos,4253,2377,28,0,20,2224,19,45,8,14,9,10
RO_084754,Lunca De Sus,2666,1535,33,0,7,1394,15,34,5,14,13,20
RO_084825,Lupeni,3693,1709,29,0,6,1610,13,15,4,6,14,12
RO_084923,Martinis,2398,1222,22,0,7,1080,27,38,8,11,14,15
RO_085056,Meresti,1133,571,11,0,4,532,3,8,0,1,5,7
RO_085074,Mihaileni,2203,879,21,0,11,747,31,39,1,18,10,1
RO_085127,Mugeni,2840,1488,27,0,6,1369,15,22,5,6,14,24
RO_085243,Ocland,982,492,23,0,0,430,6,11,2,1,12,7
RO_085289,Plaiesii De Jos,2196,1160,67,0,3,980,37,29,3,11,8,22
RO_085341,Praid,5431,2592,65,0,25,2269,80,52,6,14,37,44
RO_085412,Remetea,5122,2872,59,0,15,2689,25,40,7,8,13,16
RO_085467,Sacel,1017,404,23,0,28,256,25,39,5,9,17,2
RO_085528,Sarmas,3346,736,35,0,54,163,167,159,0,89,65,4
RO_085582,Secuieni,2174,777,31,0,11,653,32,21,2,4,18,5
RO_085626,Siculeni,2317,1209,20,0,5,1121,9,31,1,6,10,6
RO_085680,Sâncrăieni,2055,1104,25,0,2,1028,12,22,1,7,0,7
RO_085760,Sandominic,5278,2133,33,0,4,2013,11,32,3,5,8,24
RO_085788,Sânmartin,1759,738,25,0,1,688,2,11,1,2,4,4
RO_085840,Sansimion,2741,1606,29,0,8,1508,11,18,2,8,6,16
RO_085877,Subcetate,1654,309,19,0,45,13,51,98,3,36,40,4
RO_085920,Suseni,4320,1766,29,0,6,1678,10,17,4,10,6,6
RO_085984,Simonesti,3097,1715,15,0,15,1620,25,17,0,4,8,11
RO_086133,Tulghes,2662,672,22,0,45,247,69,207,9,43,26,4
RO_086188,Tusnad,1730,959,30,0,3,862,17,24,1,4,8,10
RO_086222,Ulies,925,545,13,0,4,490,9,10,0,1,6,12
RO_086311,Varsag,1237,857,6,0,5,833,4,3,0,2,3,1
RO_086339,Voslabeni,1611,596,19,0,57,266,43,130,4,47,26,4
RO_086366,Zetea,4715,1892,35,0,9,1756,10,30,3,10,16,23
RO_086438,Mădăraş,1828,704,9,0,0,683,0,1,1,2,4,4
RO_086446,Cozmeni,1603,793,71,0,2,622,15,53,3,8,8,11
RO_086453,Tomeşti,2119,1006,21,0,1,957,6,11,2,1,2,5
RO_086461,Ciceu,2222,1102,11,0,3,1060,5,10,1,3,2,7
RO_086479,Leliceni,1463,739,20,0,5,659,10,25,3,6,4,7
RO_086487,Porumbeni,1378,988,5,0,2,963,6,7,0,0,1,4
RO_086495,Racu,1269,772,12,0,2,722,8,11,3,4,4,6
RO_086501,Satu Mare,1584,690,33,0,4,634,7,5,1,0,3,3
RO_086519,Sântimbru,1672,857,13,0,3,816,5,5,1,2,3,9
RO_086687,Deva,61506,12600,403,0,2646,1601,2682,2656,301,1322,810,179
RO_086749,Carjiti,607,355,4,0,165,9,52,53,10,21,34,7
RO_086810,Hunedoara,64720,14779,836,0,2440,1599,3187,3180,147,1875,1239,276
RO_086883,Ghelari,1909,559,22,0,54,32,121,199,10,76,41,4
RO_086936,Teliucu Inferior,2151,1038,42,0,501,27,151,125,11,89,80,12
RO_086990,Petroşani,37705,7727,418,0,921,574,1409,2086,92,1216,888,123
RO_087059,Lupeni,23661,4634,286,0,388,402,451,2107,47,644,238,71
RO_087077,Petrila,20886,4728,266,0,516,331,924,1329,39,922,344,57
RO_087139,Uricani,8050,2276,120,0,153,73,246,1273,18,223,156,14
RO_087175,Vulcan,24110,4362,317,0,496,255,700,1368,43,791,336,56
RO_087219,Aninoasa,3988,1167,89,0,141,48,224,237,10,231,174,13
RO_087246,Banita,987,463,15,0,206,8,39,134,3,32,25,1
RO_087291,Brad,14726,3080,109,0,443,65,546,1166,75,410,220,46
RO_087362,Criscior,3542,1260,48,0,606,17,130,267,13,134,36,9
RO_087424,Călan,11655,2509,99,0,667,166,590,426,34,268,237,22
