gisco_id,name,registered,turnout,invalid,blank,VVD,Democraten 66 (D66),SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),CDA,PVV (Partij voor de Vrijheid),GROENLINKS,50PLUS,Partij voor de Dieren,ChristenUnie,Forum voor Democratie,OndernemersPartij,VNL (VoorNederland),Staatkundig Gereformeerde Partij (SGP),Piratenpartij,NIEUWE WEGEN,Lokaal in de Kamer,De Burger Beweging,GeenPeil,DENK,Vrijzinnige Partij,Libertarische Partij (LP),JEZUS LEEFT,Niet Stemmers,Artikel 1,StemNL,MenS en Spirit / Basisinkomen Partij / V-R,Vrije Democratische Partij (VDP)
NL_0848,Son en Breugel,12740,10732,14,16,3157,1471,901,447,1707,1135,754,371,311,126,161,17,46,17,29,9,7,7,4,12,3,0,0,4,5,3,0,0
NL_0037,Stadskanaal,25733,19597,50,31,2310,1218,3250,1461,3318,3150,996,742,345,1865,345,28,53,279,54,17,32,13,6,7,3,3,0,18,3,0,0,0
NL_0180,Staphorst,11881,10836,30,11,1095,309,280,222,1893,906,212,136,111,1771,136,4,20,3659,12,8,5,4,4,0,2,0,0,5,2,0,0,0
NL_0532,Stede Broec,16328,13461,39,22,3383,1433,1361,709,1829,1998,882,624,383,175,287,19,89,52,44,24,17,12,2,51,4,0,0,9,9,0,0,4
NL_0851,Steenbergen,18314,14586,23,24,3599,1164,1587,531,1830,3322,686,607,318,217,289,17,72,183,29,15,13,7,5,13,5,2,21,4,2,2,0,0
NL_1708,Steenwijkerland,32925,28420,57,29,5924,2504,2620,2028,5441,3455,1628,914,653,1958,417,40,81,349,61,34,23,19,17,132,2,0,0,22,12,0,0,0
NL_0971,Stein,20563,16678,32,36,2749,1484,2433,573,2348,3784,1010,1000,513,80,342,45,67,24,45,28,0,9,7,36,4,6,0,17,6,0,0,0
NL_1904,Stichtse Vecht,49098,41575,104,49,11581,5675,2363,2116,4789,5296,3263,1288,1254,1341,743,48,148,826,124,51,0,19,5,360,11,11,27,28,42,5,12,0
NL_0617,Strijen,7152,6013,12,11,1449,492,425,315,874,962,296,188,185,306,178,4,32,227,17,11,4,4,2,2,0,0,12,2,3,2,0,0
NL_1900,Súdwest Fryslân,65027,54314,94,70,10248,5164,5288,3890,12420,5769,4145,1454,1401,2094,993,69,190,289,159,337,47,34,30,100,22,7,0,0,0,0,0,0
NL_0009,Ten Boer,5566,4863,7,2,532,416,643,409,852,395,527,129,145,595,59,5,11,96,22,2,10,2,0,2,0,0,0,3,2,0,0,0
NL_0715,Terneuzen,40523,30880,78,47,5634,2493,3349,1723,4244,5351,1754,1356,708,1447,512,38,123,1257,92,43,25,20,14,520,11,6,0,0,29,6,0,0
NL_0093,Terschelling,4054,3724,5,9,1008,450,247,435,423,345,335,98,144,78,77,8,12,9,22,10,2,2,3,2,2,2,0,0,0,0,0,0
NL_0448,Texel,10762,10006,18,14,2704,1144,806,776,1310,963,1003,271,373,210,179,15,61,72,32,15,12,11,4,4,4,0,0,5,6,0,0,0
NL_1525,Teylingen,27121,23661,44,21,7594,3481,1219,987,3218,2414,1789,749,646,512,525,24,73,93,73,35,0,17,14,97,6,2,5,14,6,3,0,0
NL_0716,Tholen,19150,16046,24,20,2455,712,1282,620,1902,2475,491,419,277,1019,258,11,59,3897,20,13,13,4,7,53,9,3,0,0,2,2,0,0
NL_0281,Tiel,31128,24430,81,22,5488,2479,2091,1468,2319,4179,1982,903,681,509,550,25,104,201,73,73,24,20,18,1084,10,0,20,12,14,0,0,0
NL_0855,Tilburg,161341,121248,365,218,24204,17903,13758,5726,11174,16470,14456,3923,4236,1001,1923,123,396,175,442,120,159,50,51,3971,37,24,60,67,205,11,0,0
NL_0183,Tubbergen,16261,13818,25,9,3222,973,748,314,5749,1599,374,285,119,75,185,11,48,38,16,7,6,2,3,2,5,0,0,3,2,0,0,0
NL_1700,Twenterand,25617,21120,40,28,2966,1065,2018,712,6200,3287,589,573,214,2003,242,26,62,977,57,10,18,6,10,5,4,0,0,7,4,0,0,0
NL_1730,Tynaarlo,25870,22411,33,22,5283,3401,1861,2181,2509,1761,2485,573,702,986,284,31,57,70,62,22,52,8,8,9,6,5,0,0,0,0,0,0
NL_0737,Tytsjerksteradiel,24702,20853,37,25,3099,1808,2130,1611,5099,2216,1526,557,511,1350,347,40,95,234,47,65,14,18,2,5,9,8,0,0,0,0,0,0
NL_0856,Uden,31955,26020,76,44,6544,3020,3756,1029,4026,3304,1644,746,593,145,415,39,78,22,71,21,23,27,5,358,3,4,0,15,8,4,0,0
NL_0450,Uitgeest,10287,8979,19,10,2715,1267,688,568,980,862,815,270,296,101,210,17,59,16,35,11,4,3,4,14,0,0,0,8,5,0,0,2
NL_0451,Uithoorn,21582,18195,49,14,5717,2300,1084,973,1822,2286,1368,729,592,290,394,30,85,59,94,19,10,17,9,203,5,0,0,14,32,0,0,0
NL_0184,Urk,13210,11857,36,11,210,58,78,19,1680,1304,29,55,22,1376,199,4,21,6635,22,3,2,2,2,9,0,2,77,4,0,0,0,0
NL_0344,Utrecht,249226,208799,763,256,35248,46444,9995,12030,11377,15157,42093,2952,9482,5486,2430,144,380,671,1077,196,0,58,132,11441,61,43,74,95,644,11,59,0
NL_1581,Utrechtse Heuvelrug,37968,32819,70,30,8758,4669,1668,1705,4025,2976,3136,792,1183,1337,555,26,72,1297,72,44,0,13,11,305,8,2,21,18,12,2,13,0
NL_0981,Vaals,6062,4728,34,9,783,376,662,257,711,989,315,242,174,30,100,2,9,4,12,4,0,3,0,4,2,4,0,2,2,0,0,0
NL_0994,Valkenburg aan de Geul,13716,11147,20,26,2294,1243,1156,448,1843,2012,762,533,356,86,253,8,29,12,22,10,0,4,6,14,2,0,0,5,3,0,0,0
NL_0858,Valkenswaard,24462,20006,50,52,4865,2051,2545,883,2927,3188,1227,910,464,187,347,24,73,23,51,38,26,21,7,19,2,6,0,14,5,2,0,0
NL_0047,Veendam,21838,17131,50,23,2380,1561,3252,1591,1702,2831,1183,665,432,509,335,22,48,68,49,8,51,10,6,314,12,6,0,17,6,0,0,0
NL_0345,Veenendaal,47967,40669,111,58,7465,2986,2414,1273,5822,4689,2079,979,592,5518,642,24,134,4202,107,45,0,23,21,1385,8,6,34,14,19,5,14,0
NL_0717,Veere,17165,15156,24,13,3423,1198,917,791,2561,1173,811,360,425,873,264,22,54,2179,33,13,5,5,0,4,3,3,0,0,2,0,0,0
NL_0861,Veldhoven,34592,28272,53,46,7045,3406,3697,1174,3868,4032,1913,1064,692,342,437,46,117,49,102,34,35,6,15,50,7,8,0,20,6,8,0,0
NL_0453,Velsen,51966,42735,112,66,10211,5436,3447,2595,3737,6947,3389,1793,1537,993,1076,61,237,122,160,63,43,16,26,594,14,0,0,37,23,0,0,0
NL_0983,Venlo,75914,58119,211,156,11199,5777,7004,2285,7367,11672,4138,2687,1456,330,1240,60,162,68,149,76,0,24,34,1936,22,5,0,39,22,0,0,0
NL_0984,Venray,33041,26501,66,55,5798,2944,4265,1035,4741,3358,1583,833,431,175,386,43,93,45,52,21,0,11,12,506,9,0,0,27,12,0,0,0
NL_0620,Vianen,15208,12535,24,23,2871,1360,908,737,1666,1954,870,434,353,390,214,21,52,356,38,16,0,3,7,206,2,2,7,5,14,2,2,0
NL_0622,Vlaardingen,54290,43200,146,71,8036,4125,4057,2488,4181,7869,3113,1731,1378,1193,971,40,228,659,134,82,27,20,17,2433,5,5,29,40,122,0,0,0
NL_0048,Vlagtwedde,12733,10123,22,18,1492,662,1650,753,1591,1887,563,452,309,322,164,21,37,83,21,35,16,4,4,2,2,5,0,7,2,0,0,0
NL_0096,Vlieland,864,873,5,0,254,139,61,63,68,72,94,30,35,21,8,0,8,9,4,2,0,0,0,0,0,0,0,0,0,0,0,0
NL_0718,Vlissingen,34001,26100,77,56,4741,2526,3159,1700,2696,4049,2133,1207,1003,831,581,42,116,507,126,45,24,14,15,396,9,6,0,0,32,9,0,0
NL_0986,Voerendaal,10122,8539,12,18,1635,1007,1115,388,1473,1428,533,395,245,60,133,10,15,5,11,22,0,6,4,15,2,0,0,4,3,0,0,0
NL_0626,Voorschoten,18710,16549,48,24,4911,2730,845,999,1889,1604,1518,339,574,382,323,32,59,52,52,19,0,12,11,105,2,2,4,6,6,2,0,0
NL_0285,Voorst,19151,16060,40,17,4340,1994,1394,1003,2960,1444,953,544,319,313,210,26,53,301,25,10,14,12,3,58,3,3,6,12,0,3,4,0
NL_0865,Vught,20247,16901,23,21,4933,2751,1749,913,1862,1577,1563,427,487,152,228,12,45,27,46,16,12,8,5,24,2,2,0,8,7,2,0,0
NL_0866,Waalre,12898,11181,33,13,3263,1655,991,490,1503,1165,822,374,367,148,200,10,49,22,20,17,7,8,2,9,5,2,0,5,2,0,0,0
NL_0867,Waalwijk,36412,28789,113,49,7118,2689,3180,1042,3750,4562,1690,1165,662,738,488,32,122,574,71,32,34,15,6,612,8,0,19,11,2,5,0,0
NL_0627,Waddinxveen,20270,17271,25,32,3739,1613,951,755,2319,2128,979,557,353,1588,304,19,54,1427,45,31,0,2,10,300,3,2,19,11,4,2,0,0
NL_0289,Wageningen,27949,23736,73,37,3232,5485,1678,1775,1853,1418,4760,378,1040,1124,270,11,37,233,118,20,8,15,11,92,10,4,8,14,23,4,8,0
NL_0629,Wassenaar,17699,15233,45,14,6331,1694,508,500,1843,1749,742,359,474,215,493,13,43,70,26,36,0,9,5,36,3,8,2,6,9,0,0,0
NL_0852,Waterland,13520,11993,25,17,3060,1484,746,904,1689,1391,1136,361,448,212,306,15,63,41,28,13,4,4,4,16,6,0,0,6,17,0,0,0
NL_0988,Weert,38674,30856,94,56,6651,3389,3651,1135,4493,5395,1765,1452,691,208,708,39,131,34,79,63,0,13,14,735,17,3,0,31,9,0,0,0
NL_0457,Weesp,14187,11816,60,17,2714,1836,827,802,1119,1211,1407,459,449,175,176,14,57,48,49,25,5,8,11,316,2,0,0,9,20,0,0,0
NL_0870,Werkendam,20594,17054,24,28,3356,987,1216,576,3116,2629,615,441,280,1242,258,21,70,2093,20,18,9,5,5,11,2,2,20,6,3,2,0,0
NL_0668,West Maas en Waal,14922,12643,31,8,3545,1158,1718,495,1893,1931,671,466,272,69,196,19,57,18,28,27,9,4,4,5,4,3,6,4,3,3,0,0
NL_1701,Westerveld,15504,13119,17,18,3316,1348,1217,1252,1775,1267,1093,483,518,377,206,20,56,80,23,20,5,11,6,2,5,4,0,0,0,0,0,0
NL_0293,Westervoort,11848,9707,13,24,1859,1186,1275,606,1202,1484,803,378,298,204,161,11,27,20,24,15,6,3,6,70,3,5,5,6,5,3,7,0
NL_1783,Westland,78890,67035,140,86,21812,5116,2480,1866,12452,11069,2624,1723,1349,1921,2053,83,287,1049,130,92,36,32,22,517,13,4,45,23,5,6,0,0
NL_0098,Weststellingwerf,20349,16609,26,33,3294,1453,2022,1301,2668,2384,1247,604,459,425,266,25,55,83,50,27,16,116,6,43,3,3,0,0,0,0,0,0
NL_0614,Westvoorne,11563,9792,16,17,3392,945,519,497,1099,1591,389,353,338,149,280,10,66,49,20,19,6,7,4,7,3,3,3,6,5,3,0,0
NL_0189,Wierden,18671,16449,39,15,3750,1222,945,508,4853,1808,600,306,158,1264,216,15,41,630,18,12,15,4,7,18,0,0,0,5,0,0,0,0
NL_0296,Wijchen,31758,26650,48,34,6737,3340,3315,1337,3592,3770,1892,891,638,236,360,51,85,35,62,34,22,7,9,115,2,2,3,22,11,2,0,0
NL_1696,Wijdemeren,18439,15866,37,21,5371,2005,812,769,2043,1660,1051,474,526,375,357,22,77,133,53,12,11,4,10,25,4,0,0,10,7,0,0,0
NL_0352,Wijk bij Duurstede,18298,15592,26,15,4051,1838,1257,813,1983,2055,1336,391,420,478,299,16,48,390,45,21,0,7,6,68,4,4,5,5,5,0,9,0
NL_0053,Winsum,10442,9069,8,10,1080,875,1064,984,1579,585,1128,208,348,861,110,7,26,107,37,13,17,9,0,0,2,0,0,7,4,0,0,0
NL_0294,Winterswijk,22428,18364,31,21,4174,2279,2160,1482,2835,1707,1572,618,369,363,276,38,94,64,39,16,10,10,3,155,9,3,10,9,5,3,11,0
NL_0873,Woensdrecht,16157,12837,33,11,3222,1053,1481,480,1790,2725,599,544,309,106,241,11,60,20,19,16,53,7,10,29,0,2,5,6,3,2,0,0
NL_0632,Woerden,38768,33450,59,30,8462,4204,1694,1720,5176,3312,2597,767,821,1946,567,46,127,1238,81,50,0,15,13,444,2,4,24,14,22,2,14,0
NL_0880,Wormerland,12539,10620,18,13,2694,1172,1046,763,1034,1255,1101,423,386,205,236,16,48,43,46,21,5,2,2,58,4,0,0,11,17,0,0,2
NL_0351,Woudenberg,9430,8209,17,18,1736,569,343,296,1283,765,324,171,136,736,105,4,23,1612,22,5,0,2,3,16,2,2,13,3,2,0,2,0
NL_0874,Woudrichem,11308,9692,15,10,1917,582,709,357,2002,1221,394,227,184,1331,161,12,48,463,19,4,8,2,2,2,2,2,18,3,2,0,0,0
NL_0479,Zaanstad,113741,90830,355,138,17410,10379,9308,6388,6510,13188,9214,3710,3706,1676,1824,161,433,363,375,134,98,57,65,4538,36,0,0,92,631,0,0,41
NL_0297,Zaltbommel,20316,17299,47,17,3489,1525,1189,776,2213,1957,974,399,358,1226,287,12,49,2520,37,23,8,6,3,160,4,0,7,6,6,3,0,0
NL_0473,Zandvoort,13363,10951,37,20,3475,1179,651,604,815,1769,713,454,517,72,378,28,84,14,40,18,9,6,7,38,6,0,0,10,7,0,0,0
NL_0707,Zederik,10578,9337,22,6,1729,506,446,413,1937,957,320,173,139,1096,88,10,35,1400,15,11,2,2,8,2,0,0,11,6,2,3,0,0
NL_0050,Zeewolde,15579,13404,26,17,3713,1300,787,431,1922,1743,760,365,364,1158,326,27,72,226,48,15,8,6,3,49,5,3,19,6,7,0,0,0
NL_0355,Zeist,46895,39065,117,55,9818,5963,2154,2211,3753,3753,4496,860,1593,1472,606,30,111,726,128,44,0,21,19,1001,15,4,12,17,56,4,29,0
NL_0299,Zevenaar,25870,21258,54,30,4947,2487,2527,1286,3262,2778,1511,836,563,209,310,22,64,26,44,34,20,5,6,186,6,5,4,18,8,0,10,0
NL_0637,Zoetermeer,95406,76262,267,118,17595,9200,5858,4424,7424,12271,6209,3045,2601,2088,1896,99,328,813,369,204,0,47,69,928,30,19,47,49,251,13,0,0
NL_0638,Zoeterwoude,6592,5604,15,8,1450,766,329,278,946,613,467,189,191,97,129,9,17,44,11,9,0,2,3,22,3,0,2,3,2,2,0,0
NL_0056,Zuidhorn,14175,12503,16,22,1726,1316,1203,902,2322,823,1236,220,304,1887,130,12,32,266,28,13,7,5,4,5,6,4,0,8,9,0,0,0
NL_1892,Zuidplas,31556,26815,66,26,6951,2558,1650,1156,3234,3451,1503,680,682,1691,596,32,127,1934,75,47,0,13,16,247,4,3,41,14,15,3,0,0
NL_0879,Zundert,16683,13170,29,29,3746,1090,1337,412,2364,2210,643,468,279,70,226,19,48,26,19,55,36,8,2,40,3,0,2,5,3,2,0,0
NL_0301,Zutphen,36476,30130,59,39,4971,4137,3760,2517,2799,2944,4005,859,1689,910,371,40,74,109,95,38,10,24,20,553,13,5,22,14,22,9,22,0
NL_1896,Zwartewaterland,16219,14137,28,12,1791,589,779,511,2742,1363,375,258,145,2334,169,6,31,2952,20,7,6,3,6,3,3,0,0,8,0,0,0,0
NL_0642,Zwijndrecht,34423,27439,75,47,5416,2244,2375,1301,3418,4630,1601,1088,731,1583,552,20,130,1221,71,52,17,8,11,753,7,6,47,8,26,6,0,0
NL_0193,Zwolle,95706,80634,214,130,14074,11912,6967,5700,9060,6379,9374,1897,2727,8334,1121,78,198,798,330,85,43,44,37,966,35,0,0,62,69,0,0,0
