gisco_id,name,registered,turnout,invalid,blank,Partij van de Arbeid (P.v.d.A.),VVD,SP (Socialistische Partij),Democraten 66 (D66),PVV (Partij voor de Vrijheid),Christen Democratisch Appèl (CDA),GROENLINKS,Partij voor de Dieren,ChristenUnie,50PLUS,Staatkundig Gereformeerde Partij (SGP),Partij voor Mens en Spirit (MenS),Piratenpartij,SOPN,Democratisch Politiek Keerpunt DPK,Partij van de Toekomst (PvdT),Libertarische Partij (LP),Nederland Lokaal,Liberaal Democratische Partij (LibDem),Anti Europa Partij,Politieke Partij NXD
NL_0606,Schiedam,55718,37628,126,85,11039,8174,3739,2209,6335,2164,664,941,585,1001,175,63,146,52,31,45,15,20,12,7,0
NL_0088,Schiermonnikoog,761,1144,7,0,356,252,107,101,29,101,33,42,35,8,65,2,4,2,0,2,0,0,0,0,0
NL_0844,Schijndel,17975,12752,17,13,2738,3589,2121,864,1446,1220,159,147,35,291,7,22,37,10,2,24,4,3,2,2,0
NL_0962,Schinnen,10430,8040,17,20,1803,1812,1006,524,1276,953,186,142,51,151,11,27,27,13,10,3,7,0,3,0,0
NL_0608,Schoonhoven,8986,7055,21,15,1427,2216,503,519,602,671,119,151,375,157,208,18,26,6,6,8,2,2,0,3,0
NL_1676,Schouwen-Duiveland,27125,22115,47,39,4256,6802,1655,1060,1962,2150,288,429,930,343,1981,60,39,24,14,16,7,3,6,4,0
NL_0518,s-Gravenhage,383773,272175,1090,645,73860,71833,20332,31982,30758,11864,9408,7471,4144,4425,1375,556,1201,391,201,237,180,44,103,75,0
NL_0796,s-Hertogenbosch,109515,80576,175,146,19494,21349,10366,8168,9175,4664,2440,1497,506,1729,103,197,273,127,45,56,23,16,12,15,0
NL_0965,Simpelveld,8527,6187,5,15,1562,1087,859,299,1287,704,67,102,17,116,4,15,24,6,6,11,0,4,0,0,0
NL_1702,Sint Anthonis,9124,7417,9,16,935,2221,1798,378,472,1275,100,64,18,79,5,17,11,7,3,3,3,0,2,2,0
NL_NLZZSE,Sint Eustatius,1760,274,3,9,74,23,57,73,2,9,15,0,4,2,2,0,0,0,0,0,0,0,0,2,0
NL_0845,Sint-Michielsgestel,21551,16206,32,27,3332,4912,2128,1460,1509,1764,322,233,67,291,12,27,31,13,16,15,9,5,0,5,0
NL_0846,Sint-Oedenrode,13808,10610,16,22,2061,3378,1519,737,901,1443,125,91,36,195,10,16,25,17,3,6,4,3,4,0,0
NL_1883,Sittard-Geleen,74640,52122,101,170,12202,10109,7406,3177,10114,4858,1043,995,274,1096,40,143,151,120,44,38,14,9,10,8,0
NL_0051,Skarsterlan,21068,16571,23,21,5061,4167,1272,903,1184,2633,204,210,452,195,78,44,36,34,11,25,7,5,5,5,0
NL_0610,Sliedrecht,18542,13932,38,9,2720,2817,1025,454,1258,1184,124,193,1506,256,2266,17,35,13,2,7,3,0,2,4,0
NL_0040,Slochteren,12037,9251,26,14,2880,1987,919,482,704,717,181,206,828,117,119,11,19,13,8,10,2,8,0,0,0
NL_1714,Sluis,18024,13518,22,18,3168,4251,1350,617,1546,1429,200,208,208,235,114,18,23,45,11,12,6,4,30,3,0
NL_0090,Smallingerland,42558,32944,78,59,11353,5120,3273,1496,2450,4102,501,431,2974,372,419,76,77,48,23,29,11,20,29,3,0
NL_0342,Soest,34499,26949,47,32,4931,10312,1615,2481,2244,2067,631,521,834,553,407,61,84,63,19,21,7,4,7,8,0
NL_0847,Someren,14388,10797,15,22,1652,3576,1435,607,1301,1514,107,121,55,293,5,24,25,11,13,8,7,2,2,3,0
NL_0848,Son en Breugel,12161,9480,12,23,1613,3523,1012,911,750,965,152,131,74,227,15,18,23,13,7,6,0,2,2,2,0
NL_0612,Spijkenisse,56675,38386,87,88,9917,9046,4257,1569,7947,1574,406,1006,714,1134,222,42,162,58,72,43,11,14,3,14,0
NL_0037,Stadskanaal,25949,18366,49,19,6010,2792,2177,520,1747,2320,157,231,1737,228,250,15,27,37,10,20,7,4,4,8,0
NL_0180,Staphorst,11424,9897,16,6,785,1815,258,183,610,1147,52,55,1643,66,3223,4,17,5,4,5,0,0,0,3,0
NL_0532,Stede Broec,16282,12368,15,17,2701,3848,1203,746,1420,1126,178,258,128,515,49,24,47,37,14,25,6,4,3,4,0
NL_0851,Steenbergen,18433,13011,22,25,2698,3921,1416,648,2195,1019,129,243,167,272,166,11,28,12,9,5,5,17,2,2,0
NL_1708,Steenwijkerland,33812,26517,48,33,6686,7230,2149,1386,2144,3436,389,406,1735,356,301,51,72,34,18,16,9,5,6,7,0
NL_0971,Stein,20699,14882,30,33,3191,2992,2218,786,3203,1234,217,305,45,456,11,41,37,45,13,14,3,6,2,0,0
NL_1904,Stichtse Vecht,48244,38059,65,42,7647,13402,2285,3405,3830,2912,870,741,1048,738,804,57,88,22,25,28,29,10,4,7,0
NL_0617,Strijen,7009,5451,6,5,1071,1658,371,271,678,554,73,129,295,101,202,12,12,6,3,3,0,0,0,3,0
NL_1900,Súdwest Fryslân,63364,49340,78,49,14224,11268,4359,2617,3490,8900,861,690,1551,607,198,112,131,85,45,37,15,10,5,8,0
NL_0009,Ten Boer,5580,4519,7,3,1471,666,431,232,241,516,116,66,596,52,93,7,11,2,3,4,2,0,2,0,0
NL_0715,Terneuzen,41118,28436,69,53,7061,6443,2812,1269,3823,2686,372,394,1410,520,1241,37,69,51,32,32,12,27,17,6,0
NL_0093,Terschelling,3850,4437,5,7,1275,1311,349,321,276,418,133,103,112,82,22,7,8,3,3,3,0,0,0,3,0
NL_0448,Texel,10634,10449,15,8,2409,3437,961,843,703,964,325,244,196,196,68,34,18,10,7,4,2,4,0,2,0
NL_1525,Teylingen,26614,21489,26,33,3861,8729,1247,2047,1630,2113,405,364,339,460,61,41,66,12,20,16,12,3,3,3,0
NL_0716,Tholen,18965,14665,21,11,2426,2952,1115,359,1622,1149,88,221,882,196,3536,13,27,9,16,10,2,5,5,0,0
NL_0281,Tiel,30894,21536,42,30,5976,6236,1978,1305,2849,1231,368,407,390,382,169,37,59,27,13,17,7,0,4,9,0
NL_0855,Tilburg,157734,105252,228,219,28038,25079,14732,10436,10855,6534,2802,1983,604,2544,132,189,386,152,109,113,49,14,28,26,0
NL_0183,Tubbergen,15913,12720,22,15,1586,4266,895,549,1124,3754,72,79,56,181,14,16,25,22,16,14,4,5,4,4,0
NL_1700,Twenterand,25681,19346,38,19,3639,3550,1561,534,2017,4242,163,186,2187,261,812,17,42,22,25,15,4,4,5,6,0
NL_1730,Tynaarlo,25183,20479,23,25,6612,5727,1402,1939,1118,1431,583,382,704,266,53,35,56,23,7,8,8,72,3,2,0
NL_0737,Tytsjerksteradiel,24551,19038,28,33,6049,3392,1714,822,1231,3434,348,243,1205,193,191,43,48,16,8,19,8,7,2,4,0
NL_0282,Ubbergen,7495,6018,15,4,1613,1370,753,601,380,614,296,159,33,118,7,21,13,6,4,2,3,3,2,2,0
NL_0856,Uden,31380,23763,38,43,4429,7608,3809,1770,2314,2318,321,322,87,504,15,53,43,32,12,19,12,2,8,4,0
NL_0450,Uitgeest,9746,7864,18,7,1895,2825,623,672,666,538,169,165,49,164,9,12,25,8,7,4,3,2,2,2,0
NL_0451,Uithoorn,20929,16470,35,19,3182,6695,1025,1329,1613,1027,335,365,216,414,36,31,59,16,24,21,14,4,2,8,0
NL_0184,Urk,12203,10094,18,9,97,635,78,19,884,1275,12,16,1816,22,5161,3,40,3,2,2,2,0,0,2,0
NL_0344,Utrecht,235496,179403,375,448,53015,38406,12782,31325,11208,7537,12048,4135,3769,1971,607,344,898,198,47,91,119,15,46,19,0
NL_1581,Utrechtse Heuvelrug,36983,30318,78,33,5654,10377,1674,3117,1916,2680,1037,721,947,539,1302,85,60,37,18,19,5,3,16,0,0
NL_0981,Vaals,6200,4252,10,8,1069,771,615,245,776,377,83,94,44,99,12,7,19,14,2,4,2,2,0,2,0
NL_0994,Valkenburg aan de Geul,13786,10406,24,15,2035,2745,1196,808,1625,1149,193,245,66,200,8,34,27,14,5,6,0,3,7,3,0
NL_0858,Valkenswaard,24340,17943,35,29,3691,5201,2604,1126,2139,1789,248,242,88,577,11,23,44,33,20,18,3,5,16,3,0
NL_0047,Veendam,21964,15846,18,20,6678,2761,1920,699,1506,905,176,279,468,236,68,27,31,13,7,10,3,5,2,14,0
