gisco_id,name,registered,turnout,invalid,blank,PvdA,VVD,CDA,LPF,GL,D66,SP,LN,CU,Verenigde Senioren Partij,SGP,Vrije Indische Partij & OuderenUnie,Partij van de Toekomst,Duurzaam Nederland,Nieuwe Midden Partij,Republikeinse Volkspartij
NL_0340,Rhenen,13192,11052,0,30,1457,1588,2821,1845,527,418,387,134,344,31,1458,5,4,3,0,0
NL_0597,Ridderkerk,35782,29246,0,31,4048,3383,7150,6917,955,1014,1130,646,1343,108,2411,40,19,45,6,0
NL_0602,Rijnsburg,10622,9060,0,3,461,957,4482,1442,233,225,156,106,770,19,193,2,3,2,6,0
NL_0196,Rijnwaarden,8541,6424,0,23,1090,778,2191,1191,343,297,343,100,21,28,2,4,10,2,2,0
NL_1672,Rijnwoude,14379,12411,0,8,1234,1874,4377,1970,502,607,537,189,375,20,710,5,5,5,5,0
NL_0178,Rijssen,25721,23380,0,8,2305,2113,7599,1903,512,417,476,173,2711,33,5104,4,10,6,6,0
NL_0603,Rijswijk,38466,31093,0,47,3819,5439,7929,7454,1775,1704,1486,738,371,121,110,60,16,17,7,0
NL_1669,Roerdalen,7898,6125,0,11,625,814,2469,1252,335,243,236,81,16,29,2,6,2,2,2,0
NL_0957,Roermond,33599,23327,0,29,2865,3561,6861,5201,1759,993,1180,393,100,96,17,41,12,210,9,0
NL_1670,Roggel en Neer,6344,4917,0,9,456,728,2189,783,255,177,191,80,8,30,2,3,4,2,0,0
NL_1674,Roosendaal,57633,42599,0,34,4833,7403,13309,8797,2452,1821,2464,912,232,189,29,53,31,33,7,0
NL_0599,Rotterdam,428710,300601,0,716,61127,35321,47023,88861,21483,13192,18778,4317,4727,921,2393,377,179,1100,86,0
NL_0600,Rozenburg,10152,7911,0,10,1034,1053,1877,2136,317,472,373,285,218,57,50,14,3,9,3,0
NL_0277,Rozendaal,1210,1127,0,0,109,390,284,150,67,74,37,5,6,0,4,0,4,0,0,0
NL_0840,Rucphen,17959,12029,0,7,1533,1746,3520,3667,410,283,496,268,33,37,5,9,10,3,2,0
NL_0278,Ruurlo,6465,5408,0,7,913,1357,1833,588,196,216,196,55,23,7,8,5,3,0,3,0
NL_0704,Sas van Gent,6016,4333,0,2,691,658,1281,886,227,255,175,63,28,35,24,0,3,2,3,0
NL_0604,Sassenheim,11065,9522,0,14,893,1829,3458,1626,464,559,395,145,87,18,19,7,6,2,0,0
NL_0441,Schagen,13452,10808,0,8,1760,2274,2387,1647,849,680,702,277,86,83,16,16,0,20,3,0
NL_0039,Scheemda,11095,8839,0,6,2444,927,2189,1176,640,337,528,154,374,28,22,5,6,2,2,0
NL_0458,Schermer,3621,3157,0,13,405,576,1017,506,203,176,172,52,21,14,2,0,0,0,0,0
NL_0279,Scherpenzeel,6615,5822,0,1,483,814,1974,766,130,156,127,74,363,15,915,2,2,0,2,0
NL_0606,Schiedam,55835,41745,0,56,7149,5278,8227,11935,2401,1697,2864,910,507,266,181,56,39,171,8,0
NL_0088,Schiermonnikoog,826,987,0,0,189,172,290,90,86,69,66,4,16,4,4,0,0,0,0,0
NL_0844,Schijndel,17463,13190,0,34,1526,1925,4268,2315,762,577,1368,209,18,138,15,9,23,2,2,0
NL_0962,Schinnen,10392,8401,0,5,960,942,3737,1295,543,344,352,133,45,32,2,8,2,2,2,0
NL_0607,Schipluiden,7956,7189,0,9,537,1132,3189,1102,315,343,279,96,139,6,35,0,5,0,2,0
NL_0608,Schoonhoven,9080,7743,0,12,940,1186,2209,1422,490,397,381,133,295,20,234,15,5,2,2,0
NL_1676,Schouwen-Duiveland,26522,22907,0,83,3118,4055,6143,3873,916,790,900,366,793,78,1762,0,23,6,6,0
NL_0964,Sevenum,5483,4442,0,7,335,482,2342,548,212,166,250,58,13,24,3,0,3,3,0,0
NL_0517,s-Gravendeel,6922,5747,0,3,950,722,1760,1088,154,193,244,95,197,14,321,2,2,2,2,0
NL_0518,s-Gravenhage,352474,252723,0,596,41794,47749,45077,57446,20183,15810,13860,3228,3237,903,1345,437,112,830,53,63
NL_0519,s-Gravenzande,14463,12385,0,5,892,2064,4863,2734,238,315,276,185,351,22,425,6,4,3,2,0
NL_0796,s-Hertogenbosch,99697,76818,0,96,10699,12393,18536,14704,7252,4503,6510,1113,383,319,73,86,80,51,20,0
NL_0965,Simpelveld,8563,6428,0,4,881,545,2777,1209,334,204,278,142,15,25,3,3,5,2,2,0
NL_1702,Sint Anthonis,8546,7337,0,18,645,781,3822,940,405,230,348,74,9,37,5,9,7,4,3,0
NL_0845,Sint-Michielsgestel,21211,17025,0,16,2027,2474,6231,2772,1033,859,1162,275,46,75,6,20,17,8,4,0
NL_0846,Sint-Oedenrode,12902,10680,0,15,1175,1520,4453,1657,592,417,573,151,28,60,4,14,17,2,2,0
NL_1883,Sittard-Geleen,74739,54708,0,93,7242,5919,18948,9937,4806,2275,2902,1733,214,347,37,183,32,28,12,0
NL_0051,Skarsterlan,20236,16998,0,16,3075,2182,6665,2034,960,677,672,266,325,51,44,0,20,6,5,0
NL_0610,Sliedrecht,17886,14674,0,12,2179,1490,3524,2451,452,442,618,259,1087,30,2098,8,5,19,0,0
NL_0040,Slochteren,11380,9140,0,13,2047,1345,1946,1219,542,482,400,153,844,40,88,7,10,2,2,0
NL_1698,Sluis-Aardenburg,4613,3668,0,4,507,763,1189,682,148,154,140,40,10,14,8,0,2,6,2,0
NL_0090,Smallingerland,40201,32840,0,35,7108,3298,10311,3544,2177,1369,1910,426,2272,104,249,0,19,9,9,0
NL_0091,Sneek,24531,19274,0,15,3772,2776,5785,2571,1343,932,1125,289,548,60,31,0,19,6,2,0
NL_0342,Soest,33518,27910,0,23,2816,6158,7709,4947,1707,1616,1225,459,786,105,271,44,13,31,0,0
