gisco_id,name,registered,turnout,invalid,blank,PvdA,VVD,CDA,SP,GL,D66,LPF,CU,PvdD,LN,Partij van de Toekomst,Lijst Ratelband,SGP,De Conservatieven.nl,Nieuwe Communistische Partij,Duurzaam Nederland,Alliantie Vernieuwing en Democratie,VIP Vooruitstrevende Integratie Partij,Lijst Veldhoen
NL_0981,Vaals,6106,4311,0,2,1427,459,1647,216,197,78,214,10,26,18,2,2,3,3,7,2,0,0,0
NL_0619,Valkenburg (ZH),2717,2340,0,1,297,389,1151,64,55,64,107,161,7,8,3,7,25,0,0,0,3,0,0
NL_0994,Valkenburg aan de Geul,14003,11512,0,7,2230,1467,5509,967,388,321,465,29,72,21,12,11,4,5,4,0,0,0,0
NL_0858,Valkenswaard,23931,19441,0,19,4542,3894,6782,1467,670,595,1122,54,89,90,81,17,6,4,4,3,3,3,0
NL_0047,Veendam,21983,17244,0,21,8552,2425,2807,1031,541,548,665,403,82,68,17,8,24,0,18,30,4,0,0
NL_0345,Veenendaal,43515,37096,0,33,6520,5840,13504,1305,1139,771,1611,3162,85,99,51,23,2924,13,7,8,0,7,0
NL_0717,Veere,16537,14549,0,3,2250,2500,5497,485,556,373,528,511,76,32,11,11,1704,0,10,2,0,0,0
NL_0860,Veghel,26671,21672,0,18,4315,3547,9529,1723,608,574,1013,59,74,90,65,11,7,12,7,12,7,7,0
NL_0861,Veldhoven,31993,25789,0,19,5602,5286,8870,2003,978,913,1551,156,123,140,101,16,11,5,11,2,2,2,0
NL_0453,Velsen,50441,40416,0,34,11363,8657,9642,2484,1924,1976,2964,688,248,221,52,41,67,11,23,17,4,0,0
NL_0454,Venhuizen,5788,4992,0,10,938,1409,1588,245,201,196,302,27,26,30,6,3,6,0,4,0,3,0,0
NL_0983,Venlo,67292,48634,0,64,12365,8379,17085,2918,2497,1413,3057,168,261,208,72,55,23,16,8,45,0,0,0
NL_0984,Venray,28650,22320,0,17,5140,3165,9384,1572,878,688,1163,43,92,93,32,11,7,8,8,19,0,0,0
NL_0620,Vianen,14719,12119,0,9,3118,2298,3663,754,460,440,748,157,45,64,19,6,325,3,8,3,0,3,0
NL_0622,Vlaardingen,56950,43925,0,78,13174,7239,9960,3347,1868,1524,4520,803,290,194,58,47,723,25,14,33,6,12,10
NL_0048,Vlagtwedde,13029,10148,0,13,4196,1245,2820,592,312,175,451,195,76,24,12,11,13,0,11,11,11,0,0
NL_0096,Vlieland,859,703,0,1,194,257,98,34,34,48,28,3,3,3,3,3,0,0,0,0,0,0,0
NL_0718,Vlissingen,34404,25950,0,36,7723,4414,6661,1955,1137,782,1850,500,247,117,30,31,420,0,17,30,0,0,0
NL_0623,Vlist,7348,6432,0,4,1244,1268,2206,224,167,219,362,160,25,33,5,2,508,4,2,0,0,0,0
NL_0986,Voerendaal,10188,8547,0,5,1920,1174,3852,479,334,256,402,22,54,30,9,6,3,0,3,0,0,0,0
NL_0625,Voorhout,10102,8901,0,9,1411,2491,3115,380,375,478,483,63,25,28,10,8,17,2,3,3,0,0,0
NL_0626,Voorschoten,16369,14187,0,16,2727,3970,4148,522,791,938,727,143,78,39,5,14,59,3,4,3,3,3,0
NL_0285,Voorst,17957,15325,0,17,4016,2804,5930,553,522,499,534,82,60,48,27,13,203,2,10,4,2,0,0
NL_0286,Vorden,6657,5875,0,4,1398,1153,2349,260,217,184,193,50,22,15,16,2,10,0,0,0,2,0,0
NL_0865,Vught,19061,15677,0,14,3710,3389,4950,1065,875,768,646,58,72,58,26,24,7,3,10,3,3,0,0
NL_0866,Waalre,12172,10547,0,7,1874,2823,3597,540,419,545,534,40,63,40,48,6,4,2,2,2,2,0,0
NL_0867,Waalwijk,34866,27312,0,34,6165,5016,9523,1877,896,798,1673,417,113,144,73,37,510,6,8,19,3,0,0
NL_0627,Waddinxveen,19613,16705,0,16,3216,3415,5255,561,505,618,1047,907,80,62,21,18,964,8,3,6,3,0,0
NL_0289,Wageningen,25727,21663,0,27,6856,2937,4282,1752,2825,1424,504,628,85,40,27,10,250,4,8,4,0,0,0
NL_0628,Warmond,3842,3302,0,3,547,765,1231,143,148,181,220,12,21,11,7,4,7,4,4,0,0,0,0
NL_0291,Warnsveld,6828,5953,0,7,1928,1077,1491,431,336,352,151,119,29,18,3,3,6,0,0,2,0,0,0
NL_0629,Wassenaar,17825,15331,0,13,1736,6193,4661,365,436,724,960,82,67,34,6,16,29,5,3,3,0,0,0
NL_0630,Wateringen,12033,10175,0,23,1464,2363,4156,296,309,383,944,84,46,50,13,15,17,5,5,5,0,0,5
NL_0852,Waterland,13074,11599,0,4,2838,2620,3254,601,602,606,810,106,73,45,12,11,10,0,6,0,6,0,0
NL_0988,Weert,36759,28080,0,24,6976,6131,9289,1832,970,843,1595,86,130,118,20,22,15,6,12,11,0,0,0
NL_0457,Weesp,13560,11034,0,10,3131,2284,2578,733,715,621,649,92,69,63,23,16,34,7,5,3,3,0,0
NL_0292,Wehl,5136,4171,0,1,1123,450,2056,153,105,69,152,7,24,13,9,2,6,0,0,2,0,0,0
NL_0870,Werkendam,19733,16756,0,18,3068,2336,6749,615,360,313,894,574,62,66,29,6,1659,3,2,0,2,2,0
NL_0459,Wervershoof,6250,5386,0,3,930,1080,2363,233,178,141,350,23,21,36,8,7,2,0,4,2,6,0,0
NL_0668,West Maas en Waal,14061,11990,0,14,3007,2143,4653,678,400,322,647,18,33,40,15,6,6,0,5,3,0,0,0
NL_0558,Wester-Koggenland,10205,8839,0,6,1657,1988,3568,365,355,318,436,23,50,48,6,3,8,0,5,2,2,0,0
NL_1701,Westerveld,14845,12889,0,7,4635,2946,2852,580,581,446,565,128,51,47,19,7,20,4,0,4,0,0,0
NL_0293,Westervoort,11802,9565,0,8,3137,1587,2512,752,527,353,471,102,40,33,13,18,8,2,2,2,0,0,0
NL_0098,Weststellingwerf,19708,16214,0,22,6083,2465,4307,1016,600,361,895,220,78,79,33,15,21,0,14,4,4,0,0
NL_0614,Westvoorne,10997,9347,0,13,1930,3198,2145,359,235,396,837,47,63,47,8,13,47,6,0,0,2,0,2
NL_0189,Wierden,17369,15621,0,10,2245,1943,8660,377,367,285,490,827,0,30,11,4,369,2,2,0,0,0,0
NL_0462,Wieringen,6488,5189,0,2,1650,1303,1069,302,183,171,381,37,28,35,15,6,5,0,2,0,0,0,0
NL_0463,Wieringermeer,9481,7925,0,5,1794,1565,2782,404,260,258,519,157,44,65,17,14,35,0,4,4,4,0,0
NL_0296,Wijchen,29374,24420,0,22,6574,4376,8356,1824,1016,856,1053,82,78,105,30,25,8,0,8,14,0,0,0
NL_1696,Wijdemeren,17791,15449,0,13,2752,4421,4840,656,663,785,873,190,105,38,9,16,78,8,2,0,0,0,0
NL_0352,Wijk bij Duurstede,17006,14454,0,15,3423,3116,4262,877,774,602,733,199,80,60,11,15,277,3,6,3,0,0,0
NL_0052,Winschoten,14620,11328,0,2,5716,1450,1788,708,500,288,374,313,49,36,20,8,15,0,60,0,8,0,0
NL_0053,Winsum,10282,9097,0,12,3079,1027,2581,592,547,319,239,592,34,22,8,4,40,0,0,4,0,0,0
NL_0294,Winterswijk,21982,18030,0,12,6482,3703,4766,929,661,556,592,135,58,66,27,18,16,0,6,2,2,0,0
NL_0295,Wisch,15025,12230,0,13,3477,1963,4585,628,461,314,521,120,47,44,32,6,5,0,5,8,5,0,0
NL_0873,Woensdrecht,15775,12130,0,9,2792,2711,4053,660,395,358,916,37,63,62,34,7,9,11,3,2,5,3,0
NL_0632,Woerden,35135,30286,0,29,5553,5876,10945,1408,1337,1284,1763,973,103,103,22,21,842,11,6,3,3,4,0
NL_0466,Wognum,5978,5080,0,2,816,985,2285,228,187,226,259,21,26,32,7,0,4,0,4,0,4,0,0
NL_0880,Wormerland,11714,9935,0,7,2875,2041,2387,703,660,459,547,121,59,37,11,12,11,0,3,2,0,0,0
NL_0351,Woudenberg,8063,7090,0,5,983,1229,2611,225,197,217,270,450,20,14,8,3,855,2,2,0,0,0,0
NL_0874,Woudrichem,10786,9210,0,9,1674,1274,4019,386,209,210,363,672,34,30,14,11,299,3,3,0,0,0,0
NL_0710,Wunseradiel,8748,7526,0,3,1905,977,3106,481,295,223,301,133,18,42,25,3,10,0,2,2,2,0,0
NL_0683,Wymbritseradiel,11776,10258,0,3,2054,1313,4939,544,432,301,289,243,28,78,12,5,16,0,5,0,0,0,0
NL_0479,Zaanstad,103392,81470,0,123,27705,14973,14874,6610,5176,3630,5770,952,563,489,136,80,176,0,89,114,10,0,0
NL_0297,Zaltbommel,18854,16169,0,10,3837,2577,4674,675,556,519,631,624,50,48,21,11,1932,0,3,3,0,0,0
NL_0473,Zandvoort,13238,10481,0,16,2308,3591,2028,514,394,531,851,35,119,30,13,18,5,9,11,4,4,0,0
NL_0707,Zederik,9949,8996,0,3,1528,1175,3932,199,157,159,361,475,27,20,11,2,941,3,2,0,0,2,0
NL_0478,Zeevang,4728,4132,0,3,959,1352,805,216,226,263,243,15,21,12,4,6,4,0,3,0,0,0,0
NL_0050,Zeewolde,12317,10557,0,4,1774,2740,3298,347,419,426,597,767,35,46,14,4,83,0,2,2,0,0,0
NL_0355,Zeist,45387,37453,0,34,8525,8682,9489,2160,2617,2068,1722,937,220,148,30,24,747,9,9,22,8,2,0
NL_0298,Zelhem,8699,7282,0,6,2068,1180,2804,260,204,172,329,93,28,18,11,5,101,5,5,5,0,0,0
NL_0299,Zevenaar,20248,16417,0,11,4700,2609,5632,1114,695,641,729,76,80,63,23,14,14,3,4,4,5,0,0
NL_1666,Zevenhuizen-Moerkapelle,7341,6471,0,9,1217,1301,2005,139,115,198,415,271,28,36,4,5,721,3,2,0,2,2,0
NL_0476,Zijpe,8586,7203,0,10,1912,1713,2104,336,293,278,405,33,54,34,11,7,4,0,3,5,3,0,0
NL_0637,Zoetermeer,83304,67427,0,93,18016,15412,15079,4264,3103,3607,4991,1200,452,321,66,85,592,36,20,23,11,56,0
NL_0638,Zoeterwoude,6308,5358,0,12,968,1075,2095,288,281,219,302,25,25,15,6,8,32,2,2,2,2,2,0
NL_0056,Zuidhorn,13105,11870,0,19,2989,1256,4016,564,608,362,296,1567,48,25,13,3,96,0,5,2,2,0,0
NL_0879,Zundert,15186,11670,0,11,2336,2187,4939,685,328,305,702,34,28,66,31,11,2,2,0,2,3,0,0
NL_0301,Zutphen,27583,22532,0,28,8566,3162,4070,2194,1916,1056,821,418,110,93,22,17,31,5,8,13,2,0,0
NL_1896,Zwartewaterland,15321,13540,0,5,2314,1181,5114,374,232,166,335,1709,0,23,11,11,2060,0,5,0,0,0,0
NL_0642,Zwijndrecht,34371,27823,0,28,7056,4955,7823,1211,875,935,2517,1084,146,105,33,40,966,20,8,11,3,6,3
NL_0193,Zwolle,83922,69535,0,71,22054,9634,17655,4629,4819,2883,2360,4710,0,184,91,43,344,17,41,0,0,0,0
